Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction,abs_nes
gsea,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,-0.7508126203283625,-2.904651493767974,0.0,0.0,0.0,80/171,8.04%,RPS29;RPL38;RPL6;RPL27A;LAS1L;RPL21;RPS21;RPS28;RPL37;RPLP1;RPS27;RPS23;RPL19;RPS8;RPS27A;RPS7;RPL23;RPL5;RPL28;RPL15;RPL39;RPLP2;RPS10;RPL36;RPL37A;RPL4;RPL18;RPL18A;RPL8;RPS25;RPL41;RPL27;RPL10A;RPS24;RPL13A;RPS3;RPL12;RPL26;RPL3;RPS20;RPS15;RPL34;RPS17;RPL7A;RPS6;RPL30;RPS15A;RPS12;RPL29;RPL36AL;RPL14;RPL9;RPSA;FAU;RPL36A;RPL35;RPL22L1;RPS4X;RPL23A;RPS13;RPS11;RPS9;RPS2;RPL35A;RPL11;RPL22;SNU13;RPS16;RPL31;RPS5;UTP3;UBA52;RPL7;RPL32;RPP21;GNL3;UTP11;NOP58;RPS14;RPP38,Reactome_2022,Upregulated_in_Control,2.904651493767974
gsea,rRNA Processing R-HSA-72312,-0.721915606211479,-2.899543507791914,0.0,0.0,0.0,79/191,5.85%,RPS29;RPL38;RPL6;RPL27A;LAS1L;RPL21;RPS21;RPS28;RPL37;RPLP1;RPS27;RPS23;RPL19;RPS8;RPS27A;RPS7;RPL23;RPL5;RPL28;RPL15;RPL39;RPLP2;RPS10;RPL36;RPL37A;RPL4;RPL18;RPL18A;RPL8;RPS25;RPL41;RPL27;RPL10A;RPS24;RPL13A;RPS3;RPL12;RPL26;RPL3;RPS20;RPS15;RPL34;RPS17;RPL7A;RPS6;NOP10;RPL30;RPS15A;RPS12;RPL29;RPL36AL;RPL14;RPL9;RPSA;FAU;RPL36A;RPL35;RPL22L1;RPS4X;RPL23A;RPS13;RPS11;RPS9;RPS2;RPL35A;RPL11;RPL22;SNU13;RPS16;THUMPD1;TRMT112;RPL31;RPS5;UTP3;UBA52;RPL7;RPL32;RPP21;GNL3,Reactome_2022,Upregulated_in_Control,2.899543507791914
gsea,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,-0.7388435655748343,-2.890423836079648,0.0,0.0,0.0,79/181,5.85%,RPS29;RPL38;RPL6;RPL27A;LAS1L;RPL21;RPS21;RPS28;RPL37;RPLP1;RPS27;RPS23;RPL19;RPS8;RPS27A;RPS7;RPL23;RPL5;RPL28;RPL15;RPL39;RPLP2;RPS10;RPL36;RPL37A;RPL4;RPL18;RPL18A;RPL8;RPS25;RPL41;RPL27;RPL10A;RPS24;RPL13A;RPS3;RPL12;RPL26;RPL3;RPS20;RPS15;RPL34;RPS17;RPL7A;RPS6;NOP10;RPL30;RPS15A;RPS12;RPL29;RPL36AL;RPL14;RPL9;RPSA;FAU;RPL36A;RPL35;RPL22L1;RPS4X;RPL23A;RPS13;RPS11;RPS9;RPS2;RPL35A;RPL11;RPL22;SNU13;RPS16;THUMPD1;TRMT112;RPL31;RPS5;UTP3;UBA52;RPL7;RPL32;RPP21;GNL3,Reactome_2022,Upregulated_in_Control,2.890423836079648
gsea,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,-0.8589394210378264,-2.796549191841836,0.0,0.0,0.0,73/106,5.48%,RPS29;RPL38;RPL6;RPL27A;RPL21;RPS21;RPS28;RPL37;RPLP1;RPS27;RPS23;RPL19;RPS8;RPS27A;RPS7;RPL23;RPL5;RPL28;RPL15;RPL39;RPLP2;RPS10;RPL36;RPL37A;RPL4;RPL18;RPL18A;RPL8;RPS25;RPL41;RPL27;RPL10A;RPS24;RPL13A;RPS3;RPL12;RPL26;RPL3;RPS20;RPS15;RPL34;RPS17;RPL7A;RPS6;RPL30;RPS15A;RPS12;RPL29;RPL36AL;RPL14;RPL9;PPP2R1A;RPSA;FAU;RPL36A;RPL35;RPL22L1;RPS4X;RPL23A;RPS13;RPS11;RPS9;RPS2;RPL35A;RPL11;RPL22;RPS16;GSPT2;RPL31;RPS5;UBA52;RPL7;RPL32,Reactome_2022,Upregulated_in_Control,2.796549191841836
gsea,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,-0.9102031798881408,-2.702995274466366,0.0,0.0,0.0,72/86,5.48%,RPS29;RPL38;RPL6;RPL27A;RPL21;RPS21;RPS28;RPL37;RPLP1;RPS27;RPS23;RPL19;RPS8;RPS27A;RPS7;RPL23;RPL5;RPL28;RPL15;RPL39;RPLP2;RPS10;RPL36;RPL37A;RPL4;RPL18;RPL18A;RPL8;RPS25;RPL41;RPL27;RPL10A;RPS24;RPL13A;RPS3;RPL12;RPL26;RPL3;RPS20;RPS15;RPL34;RPS17;RPL7A;RPS6;RPL30;RPS15A;RPS12;RPL29;RPL36AL;RPL14;RPL9;RPSA;FAU;RPL36A;RPL35;RPL22L1;RPS4X;RPL23A;RPS13;RPS11;RPS9;RPS2;RPL35A;RPL11;RPL22;RPS16;GSPT2;RPL31;RPS5;UBA52;RPL7;RPL32,Reactome_2022,Upregulated_in_Control,2.702995274466366
gsea,Spliceosome,-0.5684227353913643,-2.481537098810005,0.0,0.0,0.0,77/127,29.96%,DDX5;HSPA8;SNRNP70;SRSF2;HSPA2;SNRPG;ZMAT2;BCAS2;SNRPF;PCBP1;HNRNPA1;SRSF10;SNU13;HNRNPA3;LSM4;CWC15;SNRNP27;LSM7;PRPF19;SF3B5;SNRPD2;PRPF40A;SRSF9;SF3B6;SRSF7;PUF60;SYF2;WBP11;TRA2B;HNRNPU;CDC40;SNRPB2;U2SURP;PQBP1;U2AF1;LSM8;THOC2;HNRNPK;SNW1;PRPF3;SNRNP200;TRA2A;SRSF1;SART1;U2AF1L4;MAGOHB;TCERG1;CCDC12;PRPF31;PHF5A;RBM25;SNRPD3;SLU7;BUD31;PRPF38B;THOC1;SNRPB;ALYREF;NCBP2;U2AF2;XAB2;SMNDC1;ALYREF2;PRPF8;PRPF38A;DDX23;SNRPD1;SF3B3;LSM2;LSM3;SF3B1;MAGOH;CHERP;SRSF3;RBM8A;PLRG1;HSPA1A,KEGG_2019_Mouse,Upregulated_in_Control,2.481537098810005
gsea,rRNA Processing (GO:0006364),-0.5852615307740505,-2.428141204822223,0.0,0.0,0.0,43/100,18.79%,LAS1L;RPS28;RPS27;RPS7;RPL5;RPS25;RPL27;RPS24;RPL26;RPS15;RPS17;RPS6;RPL14;ESF1;RPL35A;RPL11;SNU13;RPS16;DDX10;RPL7;NOP58;RPS14;NSA2;EIF6;MRM2;RRP15;DKC1;NOB1;NOLC1;EXOSC9;LYAR;EBNA1BP2;XRN2;SART1;POP4;TSR3;SRFBP1;NHP2;PIN4;RRP9;MRTO4;DDX27;RPS19,GO_Biological_Process_2023,Upregulated_in_Control,2.428141204822223
gsea,ncRNA Processing (GO:0034470),-0.5527265958395402,-2.3245649979718,0.0,0.0,0.0,38/98,19.03%,RPS28;RPS27;RPS7;RPL5;RPS25;RPL27;RPS24;RPL26;RPS15;RPS17;RPS6;RPL14;ESF1;RPL35A;RPL11;RPS16;DDX10;RPL7;RPP21;POP7;NOP58;MRM2;DKC1;NOB1;NOLC1;EXOSC9;LYAR;EBNA1BP2;XRN2;INTS5;POP4;SSB;PIN4;RRP9;MRTO4;DDX27;RPS19;INTS6,GO_Biological_Process_2023,Upregulated_in_Control,2.3245649979718
gsea,AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408,-0.6377952211126021,-2.391368518614814,0.0,8.535208999047131e-05,0.001,33/53,24.34%,UBB;RPS27A;HSPA8;PSMB3;PSMC6;PSMC1;PSMD2;PSMA4;UBC;PSMB6;PSMA3;UBA52;PSMA7;PSMA2;PSMC5;SEM1;PSMC3;PSMC2;PSMB5;PSMB7;PABPC1;PSMB4;HNRNPD;PSMD7;PSMA1;PSMB8;PSMB2;PSMD14;PSMD6;PSMD8;PSMB11;PSMB1;PSME2,Reactome_2022,Upregulated_in_Control,2.391368518614814
gsea,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",-0.5001531862650193,-2.288236081198439,0.0,0.0001571138718552343,0.003,75/169,23.27%,DDX5;HSPA8;HNRNPA2B1;SNRNP70;SRSF2;RNPC3;SNRPG;ZMAT2;PRPF4B;BCAS2;SNRPF;PNN;HNRNPA1;SRSF10;SNU13;HNRNPA3;LSM4;CWC15;HTATSF1;SNRNP27;SNRPN;LSM7;PRPF19;SF3B5;HNRNPH1;SNRPD2;PRPF40A;SRSF9;SF3B6;SRSF7;SYF2;WBP4;TRA2B;HNRNPU;CDC40;SNRPB2;U2AF1;LSM8;PIN1;HNRNPK;METTL14;SNW1;PRPF3;HNRNPH3;RBM4B;CWC27;SNRNP200;TRA2A;RALY;SRSF1;SART1;U2AF1L4;RBMX2;MAGOHB;PABPC1;PRPF31;PHF5A;SNRPD3;YTHDC1;SLU7;BUD31;CACTIN;RNPS1;SNRPB;CWF19L2;DHX35;NCBP2;U2AF2;XAB2;CWC22;FRG1;SART3;PRPF8;IK;PRPF38A,GO_Biological_Process_2023,Upregulated_in_Control,2.288236081198439
