Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction
gsea,Thermogenesis,-0.6386793729623444,-2.783671982101921,0.0,0.0,0.0,89/202,13.44%,ACTB;ATP5K;NDUFA4;COX7C;ACTG1;COX8A;COX6C;ATP5B;ATP5G1;COX4I1;NDUFC1;NDUFB3;UQCRQ;ATP5G3;ATP5E;NDUFA1;UQCR10;COX19;UQCRFS1;ATP5G2;ATP5J;COX17;ATP5H;HRAS;NDUFS5;COX6A1;COX5B;RPS6;NDUFB10;COX7A2;NDUFAF4;NDUFC2;NDUFA3;COX7B;NDUFAF7;NDUFA13;CYC1;UQCR11;COX6B1;ATP5C1;NDUFA5;UQCRB;NDUFB9;NDUFS8;NDUFB8;NDUFA7;ATP5L;NDUFB11;COX14;ACSL3;COX7A2L;NDUFB2;NDUFB6;ATP5A1;COX5A;NDUFAB1;COX11;RPS6KB2;NDUFA6;COA6;GNAS;ADCY9;ATF2;NDUFS6;COX20;NDUFS2;ATP5J2;NDUFS7;NDUFA2;COA3;NDUFV1;UQCRC2;CPT1C;KRAS;NDUFB7;NDUFA12;MLST8;ATP5O;NDUFB5;DPF3;NDUFAF1;COA5;NDUFA11;ATP5D;NDUFA10;SMARCC2;PRDM16;UQCRH;SOS1,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Parkinson disease,-0.7361906153705643,-2.778066439800309,0.0,0.0,0.0,77/120,16.93%,UBB;SLC25A4;NDUFA4;COX7C;COX8A;COX6C;ATP5B;ATP5G1;SLC25A5;COX4I1;NDUFC1;NDUFB3;UQCRQ;ATP5G3;ATP5E;NDUFA1;UQCR10;UQCRFS1;ATP5G2;ATP5J;ATP5H;NDUFS5;COX6A1;COX5B;CYCS;NDUFB10;COX7A2;NDUFC2;VDAC2;NDUFA3;COX7B;NDUFA13;CYC1;UQCR11;COX6B1;ATP5C1;NDUFA5;UQCRB;NDUFB9;NDUFS8;NDUFB8;NDUFA7;SNCA;NDUFB11;COX7A2L;NDUFB2;NDUFB6;ATP5A1;COX5A;NDUFAB1;NDUFA6;NDUFS6;NDUFS2;NDUFS7;NDUFA2;NDUFV1;UQCRC2;UCHL1;NDUFB7;NDUFA12;ATP5O;VDAC1;NDUFB5;NDUFA11;ATP5D;NDUFA10;UQCRH;GNAL;VDAC3;GPR37;NDUFA8;PRKACB;NDUFS1;UQCRC1;NDUFV3;PPIF;NDUFA9,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Oxidative phosphorylation,-0.771621862738605,-2.754467783927107,0.0,0.0,0.0,71/109,10.21%,ATP5K;NDUFA4;COX7C;COX8A;ATP6V0C;COX6C;ATP5B;ATP5G1;COX4I1;NDUFC1;NDUFB3;UQCRQ;ATP5G3;ATP5E;NDUFA1;ATP6V1G2;UQCR10;UQCRFS1;ATP5G2;ATP5J;ATP6V0E2;COX17;ATP5H;ATP6V1F;NDUFS5;COX6A1;ATP6V1D;COX5B;NDUFB10;COX7A2;NDUFC2;ATP6V0B;NDUFA3;COX7B;NDUFA13;CYC1;UQCR11;COX6B1;ATP5C1;ATP6V1G1;NDUFA5;UQCRB;NDUFB9;NDUFS8;ATP6V1A;NDUFB8;NDUFA7;ATP5L;NDUFB11;COX7A2L;NDUFB2;NDUFB6;ATP5A1;COX5A;NDUFAB1;COX11;NDUFA6;NDUFS6;ATP6V1E1;NDUFS2;ATP5J2;NDUFS7;NDUFA2;NDUFV1;UQCRC2;NDUFB7;NDUFA12;ATP5O;ATP6V1H;NDUFB5;ATP6V0E,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Huntington disease,-0.6436449884551794,-2.71593312401804,0.0,0.0,0.0,90/173,17.82%,SLC25A4;NDUFA4;COX7C;COX8A;COX6C;ATP5B;ATP5G1;SLC25A5;COX4I1;NDUFC1;NDUFB3;UQCRQ;ATP5G3;ATP5E;NDUFA1;UQCR10;UQCRFS1;ATP5G2;ATP5J;ATP5H;NDUFS5;COX6A1;COX5B;CYCS;NDUFB10;COX7A2;NDUFC2;AP2M1;VDAC2;NDUFA3;COX7B;NDUFA13;CYC1;UQCR11;COX6B1;ATP5C1;NDUFA5;UQCRB;NDUFB9;POLR2G;NDUFS8;NDUFB8;NDUFA7;CLTA;NDUFB11;COX7A2L;NDUFB2;NDUFB6;CLTB;PLCB1;ATP5A1;COX5A;NDUFAB1;NDUFA6;GPX1;NDUFS6;NDUFS2;POLR2E;NDUFS7;NDUFA2;NDUFV1;UQCRC2;DNAL1;DNAH9;DCTN1;NDUFB7;NDUFA12;ATP5O;VDAC1;SOD1;NDUFB5;GNAQ;TBPL1;DCTN4;NDUFA11;ATP5D;NDUFA10;UQCRH;VDAC3;NDUFA8;NDUFS1;UQCRC1;NDUFV3;AP2S1;CREB3L1;PPIF;NDUFA9;BDNF;BBC3;HDAC1,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Alzheimer disease,-0.6550190061414984,-2.6894279969304473,0.0,0.0,0.0,68/154,8.59%,CALM1;CALM3;NDUFA4;COX7C;COX8A;CALM2;COX6C;ATP5B;ATP5G1;APOE;COX4I1;NDUFC1;GAPDH;NDUFB3;PPP3CA;UQCRQ;ATP5G3;ATP5E;NDUFA1;PPP3R1;UQCR10;UQCRFS1;ATP5G2;ATP5J;ATP5H;NDUFS5;CDK5R1;COX6A1;COX5B;CYCS;NDUFB10;COX7A2;NDUFC2;NDUFA3;COX7B;NDUFA13;CYC1;UQCR11;COX6B1;ATP5C1;NDUFA5;UQCRB;NDUFB9;NDUFS8;NDUFB8;NDUFA7;SNCA;NDUFB11;COX7A2L;NDUFB2;NDUFB6;PLCB1;ATP5A1;COX5A;GSK3B;NDUFAB1;NDUFA6;NDUFS6;NDUFS2;PPP3CB;NDUFS7;NDUFA2;NDUFV1;UQCRC2;NDUFB7;TNFRSF1A;NDUFA12;ATP5O,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Ribosome,-0.8030531799483606,-2.652406905931534,0.0,0.0,0.0,93/128,10.84%,RPS29;RPL38;RPL6;RPL27A;RPL21;RPL24;RPS21;RPS28;RPL37;RPL13;RPLP1;RPS27;RPS23;RPL19;RPS8;RPS27A;RPS7;RPL23;RPL5;RPL28;RPL15;RPL39;RPLP2;RPS10;RPL36;RPL37A;RPL4;RPL17;RPL18;RPL18A;RPS3A1;RPL8;RPS25;RPL41;RPL27;RPL10A;RPS24;RPL13A;RPS3;RPL12;RPL26;RPL3;RPS20;RPS15;RPL34;RPS18;RPS17;RPL7A;RPS6;RPL10;RPL30;RPS15A;RPS12;RPL29;RPL36AL;RPL14;RPL9;RPSA;FAU;RPL36A;RPL35;RPL22L1;RPS26;RPS4X;RPL23A;RPS13;RPS11;RPS9;RPS2;RPL35A;RPL11;RPL22;RPS16;RPL31;MRPS17;MRPL23;RPS5;MRPS5;UBA52;RPL7;RPL32;MRPS12;MRPL36;RPS14;MRPL17;MRPS14;MRPL20;MRPL11;MRPS10;MRPS16;MRPL35;MRPS15;MRPL18,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Non-alcoholic fatty liver disease (NAFLD),-0.6345058697722219,-2.608245177641902,0.0,0.0,0.0,58/129,12.66%,NDUFA4;COX7C;COX8A;COX6C;COX4I1;NDUFC1;NDUFB3;UQCRQ;NDUFA1;UQCR10;JUN;UQCRFS1;NDUFS5;COX6A1;COX5B;CYCS;NDUFB10;COX7A2;NDUFC2;NDUFA3;COX7B;NDUFA13;CYC1;UQCR11;COX6B1;NDUFA5;UQCRB;NDUFB9;NDUFS8;NDUFB8;NDUFA7;XBP1;NDUFB11;COX7A2L;NDUFB2;RAC1;NDUFB6;COX5A;GSK3B;NDUFAB1;NDUFA6;NDUFS6;AKT1;NDUFS2;NDUFS7;NDUFA2;NDUFV1;UQCRC2;ATF4;NDUFB7;TNFRSF1A;NDUFA12;NDUFB5;PPARA;IRS2;NDUFA11;NDUFA10;AKT3,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Cardiac muscle contraction,-0.6568024174897843,-2.5744533786206616,0.0,0.0,0.0,21/67,4.60%,ATP1B1;ATP1A2;COX7C;COX8A;COX6C;COX4I1;UQCRQ;UQCR10;UQCRFS1;COX6A1;COX5B;COX7A2;COX7B;CYC1;TPM1;UQCR11;COX6B1;UQCRB;ATP1B2;COX7A2L;COX5A,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Spliceosome,-0.5684227353913643,-2.481537098810005,0.0,0.0,0.0,77/127,29.96%,DDX5;HSPA8;SNRNP70;SRSF2;HSPA2;SNRPG;ZMAT2;BCAS2;SNRPF;PCBP1;HNRNPA1;SRSF10;SNU13;HNRNPA3;LSM4;CWC15;SNRNP27;LSM7;PRPF19;SF3B5;SNRPD2;PRPF40A;SRSF9;SF3B6;SRSF7;PUF60;SYF2;WBP11;TRA2B;HNRNPU;CDC40;SNRPB2;U2SURP;PQBP1;U2AF1;LSM8;THOC2;HNRNPK;SNW1;PRPF3;SNRNP200;TRA2A;SRSF1;SART1;U2AF1L4;MAGOHB;TCERG1;CCDC12;PRPF31;PHF5A;RBM25;SNRPD3;SLU7;BUD31;PRPF38B;THOC1;SNRPB;ALYREF;NCBP2;U2AF2;XAB2;SMNDC1;ALYREF2;PRPF8;PRPF38A;DDX23;SNRPD1;SF3B3;LSM2;LSM3;SF3B1;MAGOH;CHERP;SRSF3;RBM8A;PLRG1;HSPA1A,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Necroptosis,-0.5525777405605548,-2.4705726837750897,0.0,0.0,0.0,25/106,10.19%,FTH1;HSP90AA1;SLC25A4;HSP90AB1;PPIA;SLC25A5;HMGB1;FAF1;FTL1;PPID;CAMK2B;VDAC2;CHMP2A;GLUL;TLR3;SHARPIN;DNM1L;SQSTM1;BIRC2;VPS4A;IFNGR2;TNFRSF1A;CHMP5;VDAC1;TYK2,KEGG_2019_Mouse,Upregulated_in_Control
