names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Vip Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Vip,19.216763,6.258462,2.679821574271984e-82,3.2730366227585555e-79,0.6507936507936508,0.04533603707995365,1.3307835,0.035719544
Zfp536,18.992228,2.5218804,1.9775784973057723e-80,2.3103275748959174e-77,0.8761904761904762,0.4729504634994206,1.8773469,0.67494833
Grid2,18.878557,1.8090402,1.7119891083643127e-79,1.9167144725728782e-76,0.9365079365079365,0.8114498841251448,2.886533,1.763326
Abtb3,18.741224,3.5480278,2.2831095754920463e-78,2.453886171738851e-75,0.707936507936508,0.1505286790266512,0.97889096,0.1328241
Sdk1,18.630932,2.7031157,1.8035961043808963e-77,1.8639472047967186e-74,0.8253968253968254,0.46031286210892236,1.798471,0.57324165
Tcf4,18.445833,0.9399526,5.632503661896759e-76,5.605384199820959e-73,0.9682539682539683,0.933553012746234,3.395923,2.77471
Slc2a13,18.268717,1.8858322,1.4686310639488333e-74,1.4093613102966125e-71,0.8920634920634921,0.6607401506373117,1.9145707,0.94199324
Igf1,18.209532,4.5610075,4.336457481516635e-74,4.017952156150068e-71,0.6444444444444445,0.08067786790266512,0.92327636,0.062306866
Grik1,18.161287,2.7816744,1.0454516712655487e-73,9.3637621356351e-71,0.8507936507936508,0.4954374275782155,2.14581,0.74088556
Rbms3,18.094831,2.4211984,3.500170613981393e-73,3.0338575612154846e-70,0.8444444444444444,0.5077129200463499,1.7874037,0.6568137
Gad2,17.810068,2.915689,5.9038613303439136e-71,4.957398560823155e-68,0.7333333333333333,0.21773609501738123,1.0626482,0.22394432
Cntn6,17.446335,2.4535236,3.6703778776381647e-68,2.9885773809738632e-65,0.8031746031746032,0.40425840092699883,1.5441488,0.5143586
A230057D06Rik,17.320278,1.357021,3.307510802427599e-67,2.613906331212635e-64,0.926984126984127,0.787369640787949,2.3632312,1.5597323
Cntnap2,17.15608,1.8518349,5.660769559881163e-66,4.2251355020557453e-63,0.9809523809523809,0.9135646002317497,4.007098,2.7698653
Sntg1,17.078764,1.3859686,2.135991175909097e-65,1.5511914296399308e-62,0.9396825396825397,0.8131155851680185,2.7631483,1.899408
Zmat4,16.899519,1.9361581,4.535964385279094e-64,3.1251631546781854e-61,0.8793650793650793,0.597986674391657,1.8217977,0.8562728
Kcnip1,16.709898,3.0801983,1.1102621862996832e-62,7.458186236468122e-60,0.6888888888888889,0.22664397450753188,1.1385347,0.22388713
Meg3,16.49031,1.3924345,4.307256409105302e-61,2.8228287734794996e-58,0.9682539682539683,0.9132749130938587,4.180094,3.2394817
Robo1,16.261705,1.5254613,1.8453071735893594e-59,1.1805572322463355e-56,0.9428571428571428,0.7916425260718424,2.6911356,1.753671
Limch1,16.010406,1.5375378,1.0810073320761078e-57,6.454814891752226e-55,0.8984126984126984,0.7299029548088065,1.8946595,1.080573
Slc35f1,15.992427,1.7298163,1.4429846185916394e-57,8.42891232642551e-55,0.8888888888888888,0.6525564889918888,1.9459164,1.0328145
Pde4d,15.891757,1.42488,7.227292457592427e-57,4.0457780903230943e-54,0.946031746031746,0.8238340092699884,2.762039,1.8755195
Prox1,15.646717,2.2443697,3.498054733244669e-55,1.9182189935160052e-52,0.746031746031746,0.3039904403244496,1.0891589,0.34793136
Usp29,15.418153,1.7626526,1.235886903117487e-53,6.511427664071936e-51,0.8063492063492064,0.5566700463499421,1.3726604,0.62495184
5330434G04Rik,15.293596,1.4695174,8.435961611807928e-53,4.359120932870751e-50,0.8571428571428571,0.6438658748551565,1.5485092,0.8491635
Sobp,15.231347,1.332229,2.1903304118677888e-52,1.1104561918280657e-49,0.8825396825396825,0.7384849362688297,1.8776567,1.1629936
Snhg11,14.955519,1.3033528,1.4336004234311616e-50,7.003789705017329e-48,0.9555555555555556,0.8271292004634995,3.022455,2.188062
Cit,14.937335,2.0006368,1.8835864066657575e-50,9.037851204840875e-48,0.7492063492063492,0.4313441483198146,1.159789,0.43636346
Egfr,14.706761,3.6692598,5.8333305997598364e-49,2.7024412623370136e-46,0.5619047619047619,0.11381083429895712,0.987578,0.12436171
Magi3,14.479494,1.7120109,1.632955851897463e-47,6.964686308013466e-45,0.7936507936507936,0.5510935689455388,1.3653704,0.6367987
