names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NTS-PARN Neurod2 Gly-Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Gnas,2.7576115,2.7458208,0.0058225370648672635,0.9994215352108856,0.8333333333333334,0.7117994628469114,2.3379946,0.8735841
Snd1,2.7436104,2.8066359,0.00607676323455599,0.9994215352108856,0.8333333333333334,0.6650313339301701,2.1924274,0.7595324
Ibtk,2.285498,3.8080997,0.022283646195736907,0.9994215352108856,0.6666666666666666,0.31004476275738585,1.3995433,0.19719715
Calm2,2.2055168,2.0306866,0.027417841815491534,0.9994215352108856,0.8333333333333334,0.857332139659803,2.6080077,1.4053261
Plp1,1.9742581,1.8189181,0.04835240845981329,0.9994215352108856,0.8333333333333334,0.7187466427931961,2.2307656,1.2102929
Celf4,1.9344321,1.276008,0.05306002278590039,0.9994215352108856,0.8333333333333334,0.792408236347359,2.3484917,1.5913594
Pdia4,1.8266767,4.1768823,0.06774839227831243,0.9994215352108856,0.5,0.11391226499552372,0.9015551,0.07780385
Brinp1,1.748316,1.0850083,0.08040931465850568,0.9994215352108856,0.8333333333333334,0.7803760071620411,2.2149498,1.5783567
Pum1,1.7418598,2.191991,0.0815329716214786,0.9994215352108856,0.6666666666666666,0.6984422560429723,1.8887919,0.8011238
Mga,1.7208455,1.9235855,0.08527885994510816,0.9994215352108856,0.6666666666666666,0.6152551477170993,1.442831,0.61633307
Vat1l,1.7108448,3.8609035,0.08710978075909759,0.9994215352108856,0.5,0.1852103849597135,1.0527371,0.12079517
Rpl37a,1.7027175,2.4384675,0.0886209488165649,0.9994215352108856,0.6666666666666666,0.4752730528200537,1.4936281,0.492895
Pcsk1n,1.6584861,2.1929011,0.09721938345263798,0.9994215352108856,0.6666666666666666,0.5535899731423456,1.6030965,0.6248313
Cltc,1.6251924,1.6334008,0.10412157924814229,0.9994215352108856,0.6666666666666666,0.689059982094897,1.5399002,0.7798055
Tpp1,1.6134952,3.4555538,0.10663696049260028,0.9994215352108856,0.5,0.20830796777081467,0.9015551,0.12521964
Mef2c,1.6049882,1.076094,0.1084963977449712,0.9994215352108856,0.8333333333333334,0.7807699194270367,2.13327,1.510725
Slc25a3,1.5866324,2.0992115,0.11259594091437841,0.9994215352108856,0.6666666666666666,0.5554521038495971,1.3828124,0.52880937
Lrpprc,1.5740237,2.0919173,0.11548196280443952,0.9994215352108856,0.6666666666666666,0.5689525514771709,1.3745122,0.52633643
Gprasp1,1.5017648,1.1087195,0.13315785425515228,0.9994215352108856,0.6666666666666666,0.7529453894359892,1.5652198,1.0132487
Arl8a,1.4541155,2.958665,0.14591429348647075,0.9994215352108856,0.5,0.2596598030438675,0.9413039,0.1832335
Gm56999,1.3863885,2.7756171,0.16562828198282598,0.9994215352108856,0.5,0.28641002685765443,0.92658615,0.20116802
Hpcal4,1.3824896,2.7759104,0.16682144147452937,0.9994215352108856,0.5,0.2897761862130707,0.92658615,0.2011311
Fgf12,1.3798058,0.5423399,0.16764645321169114,0.9994215352108856,0.8333333333333334,0.8552551477170994,2.5176923,2.1779099
Psma2,1.375856,2.759648,0.1688661898160121,0.9994215352108856,0.5,0.31559534467323186,0.97629166,0.21858768
Timm23,1.3652983,2.8730218,0.17215931417652497,0.9994215352108856,0.5,0.3311727842435094,1.0160404,0.21555173
Rps3,1.361855,2.6707804,0.17324365479209058,0.9994215352108856,0.5,0.27183527305282007,1.0618206,0.2601042
Vat1,1.3184844,4.8596773,0.1873415263623509,0.9994215352108856,0.3333333333333333,0.029221128021486124,0.46004674,0.01991963
Ttbk1,1.314712,3.0176303,0.1886067117815241,0.9994215352108856,0.5,0.3371888988361683,1.0535206,0.20752719
Trf,1.3017743,2.516106,0.19299356383340704,0.9994215352108856,0.5,0.27316025067144134,1.1726365,0.3292486
Zfp870,1.2980778,6.276785,0.19426061284322427,0.9994215352108856,0.3333333333333333,0.04096687555953447,0.9542143,0.020383079
Ninj1,1.2972676,4.602197,0.1945391360571994,0.9994215352108856,0.3333333333333333,0.035989256938227396,0.46004674,0.023765793
Canx,1.2889125,1.717091,0.19742851357687352,0.9994215352108856,0.6666666666666666,0.6536794986571173,1.4710091,0.7031192
Acta1,1.278937,5.186284,0.20091923914459153,0.9994215352108856,0.3333333333333333,0.04487018800358102,0.6203122,0.023331724
Pacsin1,1.268126,1.136632,0.20475294979926129,0.9994215352108856,0.6666666666666666,0.6973679498657117,1.442831,0.9043289
Pebp1,1.2572898,2.4913523,0.20864874536798506,0.9994215352108856,0.5,0.31165622202327664,1.0868516,0.29969093
Alkbh2,1.2545806,5.087868,0.20963103390625526,0.9994215352108856,0.3333333333333333,0.05389435989256938,0.60559446,0.024179062
Prpf4b,1.2480738,1.6152064,0.21200403293685732,0.9994215352108856,0.6666666666666666,0.655183527305282,1.3995433,0.6914796
C130073E24Rik,1.2465293,2.306631,0.21257011325301667,0.9994215352108856,0.5,0.34367054610564013,1.2489824,0.40723708
Vps13b,1.2440228,0.478333,0.21349115593119994,0.9994215352108856,0.6666666666666666,0.8033303491495076,1.661006,1.4014683
Hadh,1.2415669,4.584164,0.2143963815436436,0.9994215352108856,0.3333333333333333,0.05536257833482543,0.5805635,0.032284874
Atp5h,1.2242998,2.643849,0.22083916836603656,0.9994215352108856,0.5,0.32920322291853177,1.197226,0.31462803
Gm26724,1.209615,4.1303387,0.22642664153332615,0.9994215352108856,0.3333333333333333,0.06811101163831693,0.46004674,0.03281126
Smim26,1.2075896,3.9417374,0.2272051731591591,0.9994215352108856,0.3333333333333333,0.06295434198746643,0.5805635,0.04994904
Plxna4,1.196576,0.70038897,0.23147184518858988,0.9994215352108856,0.6666666666666666,0.7466786034019696,1.7627358,1.3791232
Cntnap4,1.1889805,2.0755057,0.23444734159920033,0.9994215352108856,0.5,0.3517636526410027,1.2047025,0.44094
Sqstm1,1.1861955,2.369335,0.23554511646710674,0.9994215352108856,0.5,0.3620053715308863,0.9413039,0.26432952
Sumo2,1.1837143,2.8062308,0.23652619375593775,0.9994215352108856,0.5,0.41683079677708146,1.3532819,0.343827
Baz2b,1.1723716,1.3114638,0.2410479033136257,0.9994215352108856,0.6666666666666666,0.7572784243509401,1.6958688,1.0273004
Nudt16l1,1.1688017,5.0241184,0.24248354360883295,0.9994215352108856,0.3333333333333333,0.08641002685765443,0.92276555,0.04554395
Olfm3,1.1685232,2.115029,0.24259579624486804,0.9994215352108856,0.5,0.3995344673231871,1.2708778,0.46491048
