names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Ependymal NN (for_DEGs),mean_expr_Rest (for_DEGs)
Apoe,6.714338,4.876137,1.889221557266178e-11,2.8201879579856777e-08,1.0,0.34654103822591625,2.841902,0.43817505
Npas3,6.6040387,4.1146894,4.001047984829049e-11,5.6583241764398185e-08,1.0,0.5845663311002042,3.4759936,1.0326446
Dbi,6.555249,5.334954,5.5549003400792146e-11,7.463008606896424e-08,0.9444444444444444,0.2251997277254326,2.4132402,0.22471574
Ccdc180,6.5270605,11.797522,6.70729829797569e-11,8.181050849843387e-08,0.8888888888888888,0.0014330240389782538,1.3841268,0.00083999126
C230072F16Rik,6.5264463,11.830693,6.734841269813101e-11,8.181050849843387e-08,0.8888888888888888,0.002292838462365206,1.9265616,0.0016091212
Gm10714,6.520598,10.173995,7.002760310621433e-11,8.181050849843387e-08,0.8888888888888888,0.006806864185146705,1.5179749,0.0030794006
Ccdc146,6.504837,8.982122,7.777772758239789e-11,8.301713868013546e-08,0.8888888888888888,0.016909683659943397,1.8574535,0.010636253
Ak9,6.499983,8.719765,8.032920006265434e-11,8.301713868013546e-08,0.8888888888888888,0.03278042489162756,1.9334894,0.013928767
Dnah9,6.4851427,4.0763154,8.86478329877432e-11,8.579927638993348e-08,0.9444444444444444,0.41432307526958767,2.1998532,0.38909382
Hipk1,6.483856,3.8520224,8.940750796122582e-11,8.579927638993348e-08,0.9444444444444444,0.3795005911224161,1.6647702,0.25982502
Rgs22,6.4758,8.02377,9.431087318705786e-11,8.738390215642222e-08,0.8888888888888888,0.058897288002006234,2.127234,0.028005844
Ccdc162,6.4476113,7.4740252,1.1362679149020336e-10,1.0177172957805882e-07,0.8888888888888888,0.07863719413893168,2.1726408,0.042836946
Gm13481,6.4346867,7.138303,1.2372847112005234e-10,1.0724464577405828e-07,0.8888888888888888,0.10622290688926307,2.2880855,0.060966432
Ddo,6.4189544,6.4462295,1.372133983435961e-10,1.1207956928267916e-07,0.8888888888888888,0.05123060939347258,1.3808291,0.033583947
Lrguk,6.418472,6.2018175,1.3764889416927474e-10,1.1207956928267916e-07,0.8888888888888888,0.10507648765808046,1.5560458,0.049560633
Wwc1,6.412653,3.511657,1.4300881713526558e-10,1.124101957178138e-07,0.9444444444444444,0.4544119227600043,1.8307993,0.37797615
Gm973,6.4021697,6.6428094,1.5318409156069238e-10,1.124101957178138e-07,0.8888888888888888,0.04976175975351987,1.7401463,0.045944106
Macf1,6.3989973,2.135601,1.5640074467116715e-10,1.124101957178138e-07,1.0,0.8784437358936696,3.1692078,1.8223004
Dnah2,6.3942018,6.2009544,1.613884310763036e-10,1.124101957178138e-07,0.8888888888888888,0.12223695052484505,1.7952764,0.0660256
Pbxip1,6.387666,6.490749,1.6843664318739296e-10,1.124101957178138e-07,0.8888888888888888,0.06058109124780568,1.8409009,0.057285983
Zbbx,6.3876076,5.983171,1.6850105258112418e-10,1.124101957178138e-07,0.8888888888888888,0.1535485257765199,1.8725681,0.083444186
Cfap44,6.384888,6.374512,1.7152281445591238e-10,1.124101957178138e-07,0.8888888888888888,0.1684161501809193,2.145218,0.087024756
Kif9,6.3499885,5.2865243,2.1533121744923225e-10,1.352880748188155e-07,0.8888888888888888,0.1466700103894243,1.3659081,0.072130166
Vwa3a,6.345968,5.5105686,2.2103167915196167e-10,1.352880748188155e-07,0.8888888888888888,0.16433203166983126,1.7261219,0.09650736
Nnat,6.345617,4.5157094,2.215361106076621e-10,1.352880748188155e-07,0.9444444444444444,0.3420986637050836,2.3276858,0.3397186
Shroom3,6.315995,5.7242594,2.684285828563155e-10,1.602816893633155e-07,0.8888888888888888,0.07752660050872354,1.4579781,0.06050275
Ankfn1,6.291023,5.7005153,3.1538097051987493e-10,1.8422362343193564e-07,0.8888888888888888,0.13233976999964175,1.901393,0.1039255
Nme5,6.2606263,4.6366773,3.834345130324672e-10,2.1723470592188312e-07,0.8888888888888888,0.16014043635581987,1.1443238,0.082537845
Cfap54,6.2495146,5.0540123,4.1173061311895813e-10,2.2577962396951847e-07,0.8888888888888888,0.3195285350911762,2.1958687,0.21547128
Sox6,6.2179775,4.552812,5.036038347278831e-10,2.648488040041483e-07,0.9444444444444444,0.3093182388134561,2.7178066,0.47171777
Glis3,6.2152143,3.619624,5.125469969562975e-10,2.648488040041483e-07,1.0,0.3347544155053201,2.1486623,0.48003653
Ddx5,6.209644,2.2688093,5.31048900042281e-10,2.6923177253086965e-07,1.0,0.8068641851467059,2.4627964,1.1718796
Cfap69,6.198912,4.4439945,5.685480894150325e-10,2.8097871515805943e-07,0.8888888888888888,0.35327625120911404,1.9092363,0.23434547
