names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L6 CT CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Pbx1,24.189276,1.1516021,2.884997418578672e-129,2.500641310877707e-126,0.963673057517659,0.8079806978470676,2.2960098,1.6137483
Tle4,24.187895,1.3608186,2.9832354335793044e-129,2.5049855031336222e-126,0.9303733602421796,0.5706384558277654,1.2470775,0.6758361
Slc35f1,24.169033,1.4493524,4.7107111646922946e-129,3.835660878644908e-126,0.9515640766902119,0.6443207126948775,1.7608609,1.0167092
Pde1a,23.845951,1.4458411,1.1154981198336974e-125,8.81571602350925e-123,0.9697275479313825,0.7556050482553823,2.465167,1.5997419
Neto2,23.793272,1.2836481,3.9207795143178005e-125,3.010038444277694e-122,0.863773965691221,0.4330363771343727,0.8383295,0.43120864
Chsy3,23.759108,1.4225138,8.846354031109382e-125,6.602820355997475e-122,0.9495459132189707,0.6951002227171492,2.0100775,1.2271338
Mdga2,23.741892,0.84328234,1.3325053410530413e-124,9.676869868674384e-122,0.9858728557013118,0.9101707498144024,3.2861779,2.7309122
Mgat4c,23.594244,1.5649111,4.415825858967431e-123,3.122453706064602e-120,0.963673057517659,0.72724573125464,2.4152594,1.4918021
Slc35f4,23.572422,1.3417795,7.394690795621653e-123,5.0947523507270206e-120,0.9283551967709385,0.5808092056421678,1.378109,0.7750648
Rgs6,23.548363,1.4706886,1.3047739912325262e-122,8.764819286104495e-120,0.9162462159434914,0.49721603563474387,1.3994228,0.74265105
Glra2,23.258179,1.8093787,1.1757242503924103e-119,7.70529527025465e-117,0.6528758829465187,0.21221232368225687,0.47666302,0.16061966
Lrrtm3,23.142187,1.3842988,1.7424825134649134e-118,1.1088796656300165e-115,0.9394550958627649,0.6157015590200445,1.6500418,0.9599911
Khdrbs3,23.141401,1.3592505,1.774537611540406e-118,1.1088796656300165e-115,0.9545913218970736,0.6645137342242019,1.83897,1.1190646
Fut9,23.064146,1.1683435,1.060871253252169e-117,6.478547857928587e-115,0.9535822401614531,0.7432071269487751,1.8126416,1.1881473
Kcnh7,22.987219,1.3968292,6.257242162392439e-117,3.736268820077441e-114,0.9727547931382442,0.7906087602078693,2.6923254,1.8290253
Cit,22.878746,1.2725784,7.564445765750727e-116,4.4186229940374357e-113,0.856710393541877,0.4194135115070527,0.83243936,0.43025267
Gabrg3,22.871374,1.4445566,8.956630313052912e-116,5.12052460663259e-113,0.9303733602421796,0.6437268002969562,1.947252,1.1656137
Hivep1,22.813456,1.320131,3.37150781412938e-115,1.8873419784511757e-112,0.7598385469223007,0.3125835189309577,0.52716744,0.2452942
E230016M11Rik,22.76802,1.3746693,9.51452296415158e-115,5.2174537152398565e-112,0.7214934409687185,0.2779138827023014,0.46001825,0.20314816
Grm3,22.459229,1.36239,1.0397870855602351e-111,5.587815797800704e-109,0.9364278506559032,0.5644394951744618,1.5516812,0.8947022
