names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_DG-PIR Ex IMN (for_DEGs),mean_expr_Rest (for_DEGs)
Fmnl2,10.4590225,1.4811419,1.3322325131889405e-25,6.884055313343621e-23,0.7911392405063291,0.7181795268786231,1.7300422,0.9792249
Mtss1,10.212433,2.3930278,1.7443473930105605e-24,8.369752580391742e-22,0.6772151898734177,0.4517697043891549,1.2849063,0.40394533
Adamts18,9.8487215,4.4208875,6.942150969781984e-23,2.7431705376182634e-20,0.5126582278481012,0.11050300651712094,0.89708054,0.06560731
Nrp1,9.821403,1.7440383,9.106783354468041e-23,3.4957038390650893e-20,0.7658227848101266,0.622223022359846,1.7770444,0.90280277
Bach2,9.798164,1.7813956,1.1464975725963252e-22,4.223981629428032e-20,0.7341772151898734,0.6166780686278039,1.5644253,0.74174213
Pbx1,9.71453,1.1067191,2.614515532267419e-22,9.243688467371782e-20,0.8670886075949367,0.8131998703777049,2.2909846,1.6342416
Ank3,9.689497,0.813722,3.3417061814355383e-22,1.1661252609762716e-19,0.9367088607594937,0.8920174269974436,2.9714303,2.4454858
Fgf13,9.443734,1.7481443,3.5972630820399845e-21,1.1787616952977365e-18,0.759493670886076,0.63856983401145,1.7275758,0.8660026
Fgfr1,9.410285,2.709972,4.947923537117391e-21,1.5459384353760964e-18,0.6012658227848101,0.33745004140712204,1.0880142,0.26300442
Frmd4b,9.3576355,1.890813,8.154069775320982e-21,2.461796122054773e-18,0.7278481012658228,0.5679256832175135,1.6047148,0.7286436
C130071C03Rik,9.3051,1.0869381,1.3386587530100209e-20,3.909756597106442e-18,0.8481012658227848,0.7766535844165197,1.9641198,1.3571504
Map2,9.18964,0.8183803,3.941587153101714e-20,1.114846808461506e-17,0.8860759493670886,0.8406005833003276,2.2140317,1.7268813
Gramd1b,9.161767,1.3962067,5.105452071237113e-20,1.4289947620223043e-17,0.7341772151898734,0.6809131170561337,1.4926323,0.8373721
Cntnap5a,9.030054,1.5790359,1.7158663961219616e-19,4.390983815599724e-17,0.8037974683544303,0.704965254023692,2.3538847,1.432347
Rerg,8.886295,3.2173617,6.318036204570047e-19,1.489172217691203e-16,0.5253164556962026,0.21160839664422282,0.96566504,0.16116625
Tanc2,8.847276,0.7476728,8.968164519602419e-19,2.0596118003565553e-16,0.879746835443038,0.8530947322939546,2.3432546,1.8881791
Myt1l,8.828738,0.9404585,1.0586327827457474e-18,2.4067100582304687e-16,0.8860759493670886,0.8031541425125122,2.3037188,1.7396786
Nav1,8.819051,1.2177392,1.1543359052918016e-18,2.5847504812658927e-16,0.7531645569620253,0.6943794332625212,1.4317061,0.8627921
Pak5,8.779112,1.1524878,1.64771007268194e-18,3.629013905980634e-16,0.7911392405063291,0.741259496633421,1.7982738,1.1838375
Frmd5,8.732883,1.2386576,2.482599923230542e-18,5.423370726602006e-16,0.8227848101265823,0.7396752241385518,2.0622435,1.3631709
Ncam1,8.676465,0.77467173,4.082615364159401e-18,8.50386626627621e-16,0.8607594936708861,0.855615165808519,2.2077165,1.7460095
Pik3r1,8.651456,1.968852,5.084650680055922e-18,1.0429356013213942e-15,0.6582278481012658,0.5056709754077702,1.2578238,0.49663126
Cacna1c,8.55857,1.0028573,1.1427597311868567e-17,2.2090614371935857e-15,0.8417721518987342,0.7839268354156915,2.2329159,1.6400192
Ctnnd2,8.548339,0.7865249,1.248724264216002e-17,2.367971379976151e-15,0.9430379746835443,0.8848882007705325,2.9650364,2.456546
Klf12,8.516285,1.2258333,1.6475251895025998e-17,3.0530346097886107e-15,0.8037974683544303,0.7164872358045584,1.711126,1.0780754
Kcnb2,8.400404,1.1221311,4.4494360046577775e-17,7.917638771202284e-15,0.8670886075949367,0.7712526554567386,2.3584318,1.6861407
Zeb2,8.37545,0.95089173,5.5013185349918544e-17,9.425547650574383e-15,0.9240506329113924,0.86011593994167,2.6633034,2.067216
