names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ABC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Gpc6,13.183559,3.8646374,1.0911801325546931e-39,1.724706480102624e-36,0.9310344827586207,0.5508906766269214,3.156829,0.9338564
Ildr2,13.149981,3.6730301,1.702187111192649e-39,2.5409870932081376e-36,0.896551724137931,0.5435641430828904,2.3017216,0.5335133
Itgbl1,13.056147,5.3319254,5.862037596407286e-39,8.290155274498094e-36,0.8505747126436781,0.21724608533256717,2.1712027,0.17637011
Tbx15,13.051772,8.420227,6.208602823999186e-39,8.341257894042907e-36,0.8160919540229885,0.026540726907053586,2.0466032,0.01948862
Eya2,12.985086,7.5624857,1.4867051890091072e-38,1.8240379895100798e-35,0.8160919540229885,0.04582674903031174,1.896426,0.029512994
Igfbp5,12.98474,5.0190907,1.493443832125856e-38,1.8240379895100798e-35,0.8620689655172413,0.23768136761959488,2.043807,0.18833531
Pbx3,12.878735,4.504582,5.929965978088249e-38,6.373527433249249e-35,0.8735632183908046,0.33605085476224683,2.343011,0.34689006
Zfhx4,12.832531,4.2688737,1.0778506470888918e-37,1.0726609958251305e-34,0.8620689655172413,0.312060048843557,1.9645872,0.2761787
Mgp,12.797586,8.092697,1.6912678509803969e-37,1.6230131127086878e-34,0.8045977011494253,0.032574342766843845,2.3087626,0.032656346
Msi2,12.722897,3.436544,4.411968626443497e-37,4.087917137673682e-34,0.9080459770114943,0.6523488004597041,2.676053,0.8106868
Gulp1,12.6395235,6.454573,1.2782553810308828e-36,1.1079587770419298e-33,0.8045977011494253,0.07265479097830771,1.9970642,0.07008639
Slc26a7,12.549652,9.305485,3.992580237777654e-36,3.352519718408924e-33,0.7816091954022989,0.012857348082172102,1.8226103,0.008165727
Nxn,12.472792,5.843593,1.0507854172539293e-35,8.06702976046088e-33,0.8045977011494253,0.10824594167504668,1.854459,0.08968708
Efemp1,12.31455,6.694497,7.56358497170462e-35,4.956915321700076e-32,0.7816091954022989,0.06356845280850452,1.6635664,0.04047511
Hmcn1,12.151953,6.915124,5.6011256535989685e-34,3.420505598004643e-31,0.7701149425287356,0.040655078293348655,1.8233958,0.042127546
Sned1,11.8080225,5.992135,3.548093043386153e-32,1.6725835101015074e-29,0.7586206896551724,0.07197241775606954,1.5501634,0.056683432
Trabd2b,11.709042,5.3003225,1.1456696270959766e-31,5.130690480011483e-29,0.7701149425287356,0.16743284010917972,1.7492933,0.113824666
Gm26740,11.491032,7.2015686,1.463530099440117e-30,5.699283155355934e-28,0.7241379310344828,0.02244648757362448,1.450203,0.02193249
Egfr,11.453438,5.1113005,2.2600208771019844e-30,8.206319049693287e-28,0.7586206896551724,0.11686539290331849,1.7511467,0.12904434
Pcdh7,11.414884,2.2468684,3.523736530048041e-30,1.2458263231893535e-27,0.9425287356321839,0.7850883493750898,3.0767598,1.6786908
Wnk1,11.35194,2.3004904,7.253512408535584e-30,2.5311932261993654e-27,0.9080459770114943,0.7617799166786381,2.3028135,1.0393603
Slc23a2,11.314559,3.1396906,1.1116032860313334e-29,3.780858265273662e-27,0.8275862068965517,0.5626346789254417,1.9242154,0.5090684
Sh3pxd2a,11.095723,3.9852107,1.3159149062817701e-28,4.0180265377035415e-26,0.7816091954022989,0.3620887803476512,1.7002479,0.24888088
Prdm6,11.065939,8.962334,1.8353027728641647e-28,5.479398389651123e-26,0.6896551724137931,0.007362447924148829,1.5851499,0.0077485307
Col25a1,10.915581,4.2333465,9.71065916173488e-28,2.609254116758162e-25,0.8045977011494253,0.45025858353684817,2.6368768,0.52445674
Slc26a2,10.896564,6.56947,1.196924769681798e-27,3.11491711974724e-25,0.7011494252873564,0.07804194799597759,1.5946391,0.04051133
Lama2,10.815595,3.965789,2.904020886991592e-27,7.093731021224007e-25,0.7816091954022989,0.22076569458411147,1.7889296,0.27680862
Mir99ahg,10.770749,1.5987227,4.731353386902163e-27,1.1250572168677974e-24,0.9310344827586207,0.8749820428099411,3.1347225,2.1111674
Nr3c2,10.76397,2.1605902,5.092743491414675e-27,1.200368575564143e-24,0.9425287356321839,0.774493607240339,2.9505055,1.6197537
Neat1,10.627536,4.5920906,2.2189855172242403e-26,4.887224659656995e-24,0.7241379310344828,0.13194943255279415,1.5068573,0.13595842
Nfia,10.614552,2.1747458,2.5501667382824832e-26,5.5260467949718006e-24,0.9195402298850575,0.7391538572044246,2.5898952,1.316539
Gmds,10.578176,2.2292225,3.7621354347764734e-26,8.087086330595508e-24,0.8505747126436781,0.6660680936647033,1.9172269,0.80532616
Tcf7l2,10.562001,3.9551992,4.4702707760376065e-26,9.533029821597659e-24,0.7471264367816092,0.163985059617871,1.4359564,0.18776031
Thsd4,10.514832,3.4900918,7.38123720883524e-26,1.5494831546984602e-23,0.7701149425287356,0.3791840252837236,1.7407172,0.34954077
Foxd1,10.510057,8.579955,7.764611133629886e-26,1.6173263655863182e-23,0.6551724137931034,0.005961787099554662,1.2035354,0.006075212
Fn1,10.490481,5.4337964,9.554050566704856e-26,1.9448283236921172e-23,0.6896551724137931,0.09204855624191927,1.5797775,0.08540522
