Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction,abs_nes
prerank,Intrinsic Pathway For Apoptosis R-HSA-109606,-0.7889596051051257,-1.625436951108065,0.0,0.01643563267602036,0.243,16/38,9.34%,Ppp3r1;Ywhah;Ywhab;Mapk1;Ywhaz;Nmt1;Akt3;Dynll1;Dynll2;Ywhae;Ywhaq;Cycs;Ppp1r13b;Stat3;Ywhag;Mapk3,Reactome_2022,Down,1.625436951108065
prerank,Regulation Of Necroptotic Cell Death R-HSA-5675482,-0.8123810032680561,-1.559064022592942,0.003355704697986577,0.04150906162494539,0.603,4/19,1.36%,Hsp90aa1;Rps27a;Sdcbp;Ubb,Reactome_2022,Down,1.559064022592942
prerank,Selective Autophagy R-HSA-9663891,-0.7307378409108428,-1.538240996877081,0.001098901098901099,0.05010251507443115,0.718,19/53,13.75%,Hsp90aa1;Rps27a;Ubb;Tomm6;Hspa8;Tomm22;Tomm20;Sqstm1;Dynll1;Dynll2;Tomm7;Ube2n;Pink1;Ube2v1;Mterf3;Ubc;Vdac1;Vcp;Dync1h1,Reactome_2022,Down,1.538240996877081
prerank,Necroptosis,-0.664153187900852,-1.41767468748596,0.00644468313641246,0.0972660041807424,0.895,23/68,15.72%,Hsp90aa1;Fth1;Camk2b;Ppia;Slc25a4;Camk2a;Hsp90ab1;Dnm1l;Sqstm1;Trpm7;Slc25a5;Cyld;Stat3;Hmgb1;Glul;Chmp2a;Vdac1;Camk2g;Ftl1;Parp2;Vdac2;Tyk2;Chmp5,KEGG_2019_Mouse,Down,1.41767468748596
prerank,Autophagy R-HSA-9612973,-0.6410415411132794,-1.440931799380041,0.002114164904862579,0.1066269234448425,0.994,30/113,15.66%,Hsp90aa1;Eef1a1;Rps27a;Ubb;Tomm6;Hsp90ab1;Hspa8;Tomm22;Tomm20;Gabarapl2;Sqstm1;Rb1cc1;Dynll1;Dynll2;Tomm7;Ube2n;Pink1;Ube2v1;Mterf3;Rraga;Ubc;Chmp2a;Vdac1;Gabarap;Vcp;Vps37d;Dync1h1;Gabarapl1;Wdr45;Lamtor3,Reactome_2022,Down,1.440931799380041
prerank,Macroautophagy R-HSA-1632852,-0.6308061801402641,-1.408905555354746,0.009554140127388535,0.1362134595697537,1.0,27/101,15.66%,Hsp90aa1;Rps27a;Ubb;Tomm6;Hspa8;Tomm22;Tomm20;Gabarapl2;Sqstm1;Rb1cc1;Dynll1;Dynll2;Tomm7;Ube2n;Pink1;Ube2v1;Mterf3;Rraga;Ubc;Chmp2a;Vdac1;Gabarap;Vcp;Dync1h1;Gabarapl1;Wdr45;Lamtor3,Reactome_2022,Down,1.408905555354746
prerank,Defective Intrinsic Pathway For Apoptosis R-HSA-9734009,-0.7421514873282967,-1.393957092884043,0.04303510758776897,0.1492155365728262,1.0,5/17,11.95%,Cdk5r1;Foxo3;Jun;Ywhae;Prdx2,Reactome_2022,Down,1.393957092884043
prerank,"Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998",-0.6503228044822007,-1.385216837753728,0.01962922573609597,0.1523208921399856,1.0,15/55,12.14%,Rps27a;Ubb;Arhgef4;Tiam1;Sqstm1;Arhgef2;Ywhae;Prpf38b;Abr;Aph1a;Ubc;Arhgef12;Arhgef9;Sos2;Maged1,Reactome_2022,Down,1.385216837753728
prerank,Ferroptosis,-0.6700142133177412,-1.324046885321618,0.06792873051224944,0.1980246788978748,0.999,10/31,14.40%,Fth1;Prnp;Pcbp1;Gpx4;Pcbp2;Acsl3;Sat2;Ftl1;Vdac2;Tfrc,KEGG_2019_Mouse,Down,1.324046885321618
prerank,Programmed Cell Death R-HSA-5357801,-0.5893635854951107,-1.335562574199727,0.0124095139607032,0.1999787641538918,1.0,45/142,16.79%,Hsp90aa1;Ppp3r1;Ywhah;Ywhab;Rps27a;Sdcbp;Mapk1;Ubb;Ywhaz;Nmt1;Appl1;Dnm1l;Akt3;Psme4;Sem1;Ndufa2;Dynll1;Dynll2;Psma7;Ywhae;Psmc6;Ywhaq;Ptk2;Cycs;Psmb4;Ppp1r13b;Stat3;Ywhag;Mapk3;Psmc2;Hmgb1;Ubc;Pkn2;Chmp2a;Maged1;Psmc5;Mapt;Pdcd6ip;Psma1;Psma4;Tfdp2;Psmd12;Fzr1;Rock1;Ctnnb1,Reactome_2022,Down,1.335562574199727
