Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
ABC,0.077611563710807,17,0.0897934688878892,30,0.05542200765695606,50,0.03423345295652017,19
Astrocytes,0.05194902175946997,145,0.04989540288291237,212,0.043609290870390595,464,0.03312015794605961,159
CA1,0.025214573190861015,367,0.024926795172445823,486,0.01787123539287774,403,0.016406044690071817,779
CA2,0.017222208448373008,23,0.023691219898382177,40,0.015287174234374982,21,0.018266566003140174,33
CA3,0.0409866152330532,217,0.042067512000214066,336,0.036466553612826524,209,0.03083238501267697,336
CGE-derived,0.015609893549066936,39,0.021139934102990122,95,0.01197655068960752,99,0.00704092726636663,245
CTX,0.02455666937721159,617,0.02474620680904873,756,0.019564073433378407,899,0.014927537499848688,1547
Cajal-Retzius,0.0358788738290655,2,0.010183051630356406,4,0.013325408368886904,23,-0.0004393933013942083,36
Car3,0.023761353901294444,21,0.021985857370310412,10,0.02076901630432596,23,0.012499255587023857,19
ENT CTX,0.018262505696944233,611,0.02073268859790062,1152,0.01733821669741257,728,0.010242158274084968,1520
Endothelial,0.1066819450261002,60,0.10108618442390835,61,0.08584220414503078,84,0.03883149454955454,26
Immature GC,0.05133924099408218,79,0.04219166495675207,32,0.03998612991295109,275,0.023762829329220688,117
Lamp5,0.005902541114835304,34,-1.636083243186611e-05,75,-0.005201341886600948,55,-0.00593345456098927,123
Lamp5 (DG),0.009939690055712136,19,0.008674641311670124,15,0.0105205312609028,26,0.003657823996626951,24
MGE-derived,0.022988577110332278,77,0.01610662438315972,111,0.011502152247443956,122,0.010196280180792258,226
MOL,0.05942163675107223,98,0.05143332484857396,91,0.048766322710851295,803,0.03665103932447258,668
Mature GC,0.04918117905332922,477,0.041047239623886914,268,0.035047656999433435,849,0.02280229346686027,540
Microglia,0.056272456235042914,50,0.059035476871134425,32,0.03641262590772961,483,0.01503321665885872,671
NFOL,0.06353640914371257,4,0.034600661455933414,16,0.028292370225279084,50,0.019619806701471648,79
Neuroblast,0.04389522049746128,11,0.027755827254055142,5,0.019908009700514113,94,0.010110373060857766,32
OPC,0.028932527308755784,35,0.021465981298118688,73,0.01647673229149687,253,0.007503317877173062,368
PPP,0.023582844257598434,47,0.01601672915076688,308,0.01625217637410838,84,0.0067952306837404325,360
PV,0.012584606455266358,85,0.011842891279187558,162,0.009136335215590865,83,0.004555173939437957,151
Pericytes,0.08564525610158981,12,0.06067956464543452,11,0.04040414521461675,70,0.027104178536818437,20
ProS,0.013472685226166946,65,0.018773138908716618,122,0.01475871661466898,60,0.009652223807375349,119
SST,0.014094885351450887,62,0.012346219577357752,131,0.004349646271734688,78,0.001312960212272701,173
Sncg,0.005501648154072229,61,0.007752906480371109,115,0.0018025562034931454,38,-0.0006974249215948653,57
Subiculum,0.02445598970698105,47,0.027499830431178637,100,0.02050915808069609,106,0.013484136272293015,168
VIP,0.013939916747440722,32,0.007075714527156611,50,0.007244038878165022,32,-0.002472332173008178,114
VIP (DG),0.024175849187720495,9,0.013372033396924091,12,0.018296509963809555,18,0.008519307535400814,28
VLMC,0.10614384751678588,27,0.06659221222311355,55,0.07317116561347291,46,0.05549417920451476,16
nIPC,0.04054087490539439,4,0.04589852260705784,14,0.05488531833097705,22,0.02049222019532484,23
rest,0.05534839256449573,932,0.05076660826879378,841,0.04350835160032463,1768,0.022212468988082212,558
