Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
ABC,0.20260712746006163,17,0.1959493999155373,30,0.1979378973986425,50,0.15867451025686416,19
Astrocytes,0.1290273082980839,145,0.12988805436388068,212,0.13474862198348558,464,0.10410454832407093,159
CA1,0.19145970541852794,367,0.19608869077974894,486,0.1825001774888922,403,0.1616609059258178,779
CA2,0.17659692063464544,23,0.1829978700723323,40,0.17076506484472104,21,0.15608754729028848,33
CA3,0.18943919621871685,217,0.19792534913229862,336,0.18037095921974736,209,0.16318170712528643,336
CGE-derived,0.19477651632184484,39,0.20560523428698388,95,0.17666539147540528,99,0.16725737182906616,245
CTX,0.1937875331171347,617,0.20471829860395993,756,0.17974607002918278,899,0.1682978612694613,1547
Cajal-Retzius,0.18448646099260296,2,0.15022958603619216,4,0.1593482929605439,23,0.11781462889630233,36
Car3,0.18238795506251565,21,0.19096696096329885,10,0.1739151740447007,23,0.15177438850348093,19
ENT CTX,0.18405604608114595,611,0.19102946252507932,1152,0.1763955174841161,728,0.15690816653501427,1520
Endothelial,0.16222290601625428,60,0.14868319085875079,61,0.15484432146076127,84,0.14998490508372514,26
Immature GC,0.20397406906011384,79,0.20407330922583325,32,0.18429503249504664,275,0.16500415848852457,117
Lamp5,0.18139275049321676,34,0.18107675078764585,75,0.16982899832921977,55,0.14986898203479257,123
Lamp5 (DG),0.19788819433205848,19,0.1936901692026522,15,0.17870924989449652,26,0.16976047183082413,24
MGE-derived,0.19719042388635685,77,0.20340236155440278,111,0.17549507975522652,122,0.1600151401784066,226
MOL,0.15552903672525425,98,0.15901480346909352,91,0.15596422993343023,803,0.12647774779191678,668
Mature GC,0.19603446246603073,477,0.1920423435833555,268,0.1804007960122483,849,0.1519922661881693,540
Microglia,0.16229800868354122,50,0.1651198153584226,32,0.16238293188823186,483,0.12524762376491122,671
NFOL,0.2018822674976644,4,0.1840942208128464,16,0.16896529448868025,50,0.15131485021546245,79
Neuroblast,0.19623081067591422,11,0.19560300972456787,5,0.18017048025820098,94,0.13898492935988427,32
OPC,0.15967609148899486,35,0.15350885265043715,73,0.15173378014413444,253,0.11678156606495364,368
PPP,0.1719182217535849,47,0.17789327853119846,308,0.16451479060940974,84,0.14383757843579684,360
PV,0.17243433434402683,85,0.17558599606037067,162,0.16551288915169968,83,0.1377287912742467,151
Pericytes,0.15900038101489944,12,0.14044802775505233,11,0.1273707513697317,70,0.11154299153302523,20
ProS,0.18244111593438145,65,0.1961601046804662,122,0.17718511835961723,60,0.15597702097889266,119
SST,0.1850304096409713,62,0.18829541448406553,131,0.16530179233098674,78,0.14725310214650303,173
Sncg,0.17864299434629813,61,0.1839958087976171,115,0.16317500750856279,38,0.14472135883409587,57
Subiculum,0.1868983584330126,47,0.19781120776650088,100,0.1774704303103169,106,0.15719560843976366,168
VIP,0.16029923654787404,32,0.1675579447310856,50,0.16755345165477822,32,0.1285398722655682,114
VIP (DG),0.18969968993785974,9,0.19963909981802572,12,0.18080226312734435,18,0.16174058489325965,28
VLMC,0.1667416749878784,27,0.17077107785822693,55,0.1723765289804507,46,0.13167807218621808,16
nIPC,0.22133649570435066,4,0.20557237234543035,14,0.2070503934794406,22,0.1832164208103734,23
rest,0.10704453674587681,932,0.1046492971540977,841,0.1119354911511993,1768,0.09571176152784078,558
