Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,-0.6850308245064757,-3.1174886691886776,0.0,0.0,0.0,99/181,17.52%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;GNL3;NOP10;RPL27;RPS28;RPL30;RPL8;NOP58;RPL37;RPS15;RPL5;NOP56;RPL3;RPS17;RPL10A;THUMPD1;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;UTP3;RIOK3;LAS1L;RPS20;RPS19;FAU;UTP11;EXOSC9;RPS16;RPL26;KRR1;DKC1;EBNA1BP2;XRN2;SNU13;RPL23A;WDR12;RPS14;NOP14;RPL36AL;DIS3;UTP20;TRMT112;MTREX;RIOK1;RPP14;RPS27L;RRP1B;DCAF13;RPS4X;RPL7;RPP30;RPL11;WDR18;RPS5;RRP36;NOC4L;RPP38
gsea,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,-0.6939371938183793,-3.108627864504396,0.0,0.0,0.0,95/171,17.52%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;GNL3;RPL27;RPS28;RPL30;RPL8;NOP58;RPL37;RPS15;RPL5;NOP56;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;UTP3;RIOK3;LAS1L;RPS20;RPS19;FAU;UTP11;EXOSC9;RPS16;RPL26;KRR1;EBNA1BP2;XRN2;SNU13;RPL23A;WDR12;RPS14;NOP14;RPL36AL;DIS3;UTP20;MTREX;RIOK1;RPP14;RPS27L;RRP1B;DCAF13;RPS4X;RPL7;RPP30;RPL11;WDR18;RPS5;RRP36;NOC4L;RPP38
gsea,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,-0.7864286695736104,-3.1011521919655776,0.0,0.0,0.0,65/106,7.52%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;UPF2;RPL8;RPL37;RPS15;RPL5;PPP2R1A;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;GSPT2;FAU;RPS16;RPL26;UPF3A
gsea,rRNA Processing R-HSA-72312,-0.6763689719007383,-3.1011068185222364,0.0,0.0,0.0,100/191,17.52%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;GNL3;NOP10;RPL27;RPS28;RPL30;RPL8;NOP58;RPL37;RPS15;RPL5;NOP56;RPL3;RPS17;RPL10A;THUMPD1;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;UTP3;RIOK3;LAS1L;RPS20;RPS19;FAU;UTP11;EXOSC9;RPS16;RPL26;KRR1;DKC1;EBNA1BP2;XRN2;SNU13;RPL23A;WDR12;RPS14;NOP14;MRM2;RPL36AL;DIS3;UTP20;TRMT112;MTREX;RIOK1;RPP14;RPS27L;RRP1B;DCAF13;RPS4X;RPL7;RPP30;RPL11;WDR18;RPS5;RRP36;NOC4L;RPP38
gsea,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,-0.798154383824448,-3.0879396992166614,0.0,0.0,0.0,67/101,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;EIF3A;RPS8;RPL35;RPL22L1;RPL28;EIF5B;RPS25;RPL6;EIF5;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;EIF4A2;RPL18;RPL27;RPS28;RPL30;RPL8;EIF2S2;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;FAU;EIF4A1;RPS16;RPL26
gsea,L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,-0.7920108618210115,-3.0794356844419886,0.0,0.0,0.0,65/100,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;EIF3A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;EIF4A2;RPL18;RPL27;RPS28;RPL30;RPL8;EIF2S2;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;FAU;EIF4A1;RPS16;RPL26
gsea,Cellular Response To Starvation R-HSA-9711097,-0.7322516393932933,-3.079216196158918,0.0,0.0,0.0,74/139,8.11%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;ATP6V0C;RPL14;RPL9;RPL15;ATP6V1D;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;ATP6V1G1;RPL7A;RPS12;RPL34;RPL36A;RPLP2;CEBPG;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;ATP6V0E2;RPL8;EIF2S2;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;ATP6V1F;RPS2;RPL39;RPL41;RPL32;IMPACT;RPS13;RPL31;RPL18A;ATP6V1E1;RPS20;RPS19;FAU;ATP6V1H;CEBPB;RPS16;RPL26;ATP6V1A;LAMTOR3
gsea,Cap-dependent Translation Initiation R-HSA-72737,-0.7823877821546098,-3.0769554256765526,0.0,0.0,0.0,67/108,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;EIF3A;RPS8;RPL35;RPL22L1;RPL28;EIF5B;RPS25;RPL6;EIF5;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;EIF4A2;RPL18;RPL27;RPS28;RPL30;RPL8;EIF2S2;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;FAU;EIF4A1;RPS16;RPL26
gsea,Influenza Viral RNA Transcription And Replication R-HSA-168273,-0.7333457798408268,-3.0698295958956106,0.0,0.0,0.0,68/127,7.42%,HSP90AA1;RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;TPR;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;GNL3;RPL27;RPS28;RPL30;RPL8;RPL37;POLR2G;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RANBP2;RPL18A;PBRM1;POLR2E;RPS20;RPS19;FAU;RPS16;RPL26
gsea,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,-0.8119494979035226,-3.0687155500576786,0.0,0.0,0.0,62/91,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;EIF3A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;RPL8;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;FAU;RPS16;RPL26
gsea,Eukaryotic Translation Termination R-HSA-72764,-0.8320944323201599,-3.057447008717017,0.0,0.0,0.0,62/84,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;RPL8;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;GSPT2;FAU;RPS16;RPL26
gsea,Selenoamino Acid Metabolism R-HSA-2408522,-0.788478779613414,-3.0547278924608046,0.0,0.0,0.0,61/97,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;RPL8;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;FAU;RPS16;RPL26
gsea,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,-0.8218007225223045,-3.0542422541454615,0.0,0.0,0.0,65/89,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;CEBPG;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;RPL8;EIF2S2;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;IMPACT;RPS13;RPL31;RPL18A;RPS20;RPS19;FAU;CEBPB;RPS16;RPL26
gsea,Influenza Infection R-HSA-168255,-0.7119922931442343,-3.0532846396357636,0.0,0.0,0.0,72/144,7.79%,HSP90AA1;PABPN1;RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;TPR;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;GNL3;RPL27;RPS28;RPL30;RPL8;RPL37;POLR2G;RPS15;RPL5;RPL3;RPS17;RPL10A;CANX;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RANBP2;RPL18A;PBRM1;POLR2E;RPS20;CLTC;RPS19;FAU;RPS16;RPL26;XPO1
gsea,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,-0.825794728768261,-3.050207313107794,0.0,0.0,0.0,62/86,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;RPL8;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;GSPT2;FAU;RPS16;RPL26
gsea,Viral mRNA Translation R-HSA-192823,-0.8298767217424016,-3.0387485797850333,0.0,0.0,0.0,63/84,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;GNL3;RPL27;RPS28;RPL30;RPL8;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;PBRM1;RPS20;RPS19;FAU;RPS16;RPL26
gsea,Selenocysteine Synthesis R-HSA-2408557,-0.8243903078783499,-3.0333758678224427,0.0,0.0,0.0,61/83,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;RPL8;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;FAU;RPS16;RPL26
gsea,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,-0.6990139185388577,-3.0217965398797118,0.0,0.0,0.0,95/156,16.86%,UBB;RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;PSMD2;RPL18;ELOC;RPL27;RPS28;RPL30;UPF2;RPL8;ELOB;RPL37;RPS15;RPL5;RPL3;PSMA4;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;USP33;RPS20;RPS19;GSPT2;PSMC2;FAU;RPS16;PSMB3;RPL26;UPF3A;PSMD14;SEM1;PSMC6;MSI1;RPL23A;UBC;PSMC1;RPS14;PSME2;PSMB11;PSME4;RPL36AL;RBX1;EIF4G1;RPS27L;PSMD6;PSMB6;RPS4X;RPL7;RPL11;RNPS1;PSMA7;RPS5
gsea,Translation R-HSA-72766,-0.641406947192197,-3.019580355155939,0.0,0.0,0.0,150/255,22.15%,EEF1A1;RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;EIF3A;RPS8;RPL35;RPL22L1;RPL28;EIF5B;RPS25;RPL6;EIF5;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;EIF4A2;RPL18;MRPL47;RPL27;RPS28;RPL30;RPL8;EIF2S2;RPL37;RPS15;RPL5;MRPL46;MRPS17;RPL3;SSR3;RPS17;RPL10A;AURKAIP1;SRP14;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;MRPS26;RPL18A;MRPL17;YARS2;MRPL53;RPS20;RPS19;GSPT2;FAU;SEC61B;EIF4A1;MRPL49;RPS16;RPL26;MRPL52;MRPS9;MRPS15;MRPL12;MRPS14;RPN2;EIF4B;PTCD3;EEF1G;MARS2;RPL23A;SEC11A;EEF1B2;MRPL41;MRPS2;SPCS2;LARS2;MRPL23;AIMP1;MARS1;MRPL36;RPS14;EIF3C;RPL36AL;MRPL11;TRMT112;EIF2B4;EIF4G1;SPCS3;MRPL38;SPCS1;RPS27L;DDOST;RPN1;RPS4X;MRPL3;MRPS18B;MRPS33;MRPL34;EEF2;SRP19;MRPL16;EIF1AX;MRPS16;RPL7;RPL11;RPS5;MRPS31;MRPS30;FARS2;MRPS18A;RPL22;MRPL24;DTD1;MTRF1L;GFM1;MRPS10;RARS2;RPLP0;MRPL57;EIF3M;GADD45GIP1;OXA1L;MRPL43;SSR1;DARS2;ERAL1;MRPL48;MRPL51
gsea,Signaling By ROBO Receptors R-HSA-376176,-0.6592552867993722,-3.007541999089954,0.0,0.0,0.0,106/195,16.86%,UBB;RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;PPP3CB;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;PFN1;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;PSMD2;RPL18;ELOC;PKN2;RPL27;RPS28;RPL30;UPF2;RPL8;ELOB;RPL37;RPS15;RPL5;RPL3;PSMA4;RPS17;SOS1;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;USP33;RPS20;RPS19;GSPT2;PSMC2;FAU;RPS16;PSMB3;AKAP5;RPL26;UPF3A;CAP1;PRKACB;PSMD14;SEM1;PSMC6;MSI1;SRGAP2;RPL23A;UBC;FLRT3;PSMC1;PFN2;RPS14;PSME2;PSMB11;PSME4;RPL36AL;RBX1;EIF4G1;RPS27L;PSMD6;PSMB6;RPS4X;ENAH;RPL7;RPL11;RNPS1;PSMA7;RPS5
gsea,Peptide Chain Elongation R-HSA-156902,-0.8408462331228932,-3.0017362103579117,0.0,0.0,0.0,62/80,7.42%,EEF1A1;RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;RPL8;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;FAU;RPS16;RPL26
