Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction,abs_nes
gsea,Intrinsic Pathway For Apoptosis R-HSA-109606,-0.6526693910610332,-2.402627018992638,0.0,0.0,0.0,20/46,14.07%,PPP3R1;YWHAH;YWHAB;YWHAZ;MAPK1;NMT1;YWHAE;AKT3;DYNLL1;YWHAG;CYCS;DYNLL2;YWHAQ;PPP1R13B;MAPK3;STAT3;TFDP2;BCL2L1;UACA;GSDME,Reactome_2022,Upregulated_in_Control,2.402627018992638
gsea,Programmed Cell Death R-HSA-5357801,-0.5042584728407947,-2.349282918004113,0.0,0.0,0.0,99/170,33.91%,HSP90AA1;PPP3R1;YWHAH;YWHAB;UBB;RPS27A;YWHAZ;MAPK1;SDCBP;APPL1;DNM1L;PSME4;NDUFA2;NMT1;YWHAE;AKT3;DYNLL1;PSMA7;YWHAG;HMGB1;SEM1;CYCS;DYNLL2;YWHAQ;PPP1R13B;PSMC6;PTK2;MAGED1;PSMD12;PSMB4;ROCK1;MAPK3;CTNNB1;STAT3;BIRC2;PDCD6IP;UBC;PSMA4;PSMC1;TFDP2;FZR1;PSMC5;BCL2L1;PSMC2;CHMP2A;UACA;PKN2;GNL3;PSMC3;GSDME;PSME2;MAPT;PSMB5;TANK;UNC5A;KPNB1;ARHGAP10;MAPK8;FASN;PSMD14;IL18;PSMB3;PSMD2;PSME1;CHMP7;PSMA1;BCAP31;PSME3;PSMD8;DIABLO;CHMP4B;GSN;AKT1;BAK1;CASP9;UNC5B;LY96;PELI1;PSMD6;XIAP;BAX;DAPK2;ACIN1;UBA52;FNTA;TICAM1;FLOT2;KPNA1;PSMB2;PRKCD;VIM;PSMB1;PSMB8;PSMB6;PSMD10;PSMA3;PSMA2;STUB1;PSMC4,Reactome_2022,Upregulated_in_Control,2.349282918004113
gsea,Apoptosis R-HSA-109581,-0.5066697027779129,-2.312291246685049,0.0,0.0,0.0,88/148,33.91%,PPP3R1;YWHAH;YWHAB;UBB;RPS27A;YWHAZ;MAPK1;APPL1;DNM1L;PSME4;NDUFA2;NMT1;YWHAE;AKT3;DYNLL1;PSMA7;YWHAG;HMGB1;SEM1;CYCS;DYNLL2;YWHAQ;PPP1R13B;PSMC6;PTK2;MAGED1;PSMD12;PSMB4;ROCK1;MAPK3;CTNNB1;STAT3;BIRC2;UBC;PSMA4;PSMC1;TFDP2;FZR1;PSMC5;BCL2L1;PSMC2;UACA;PKN2;PSMC3;GSDME;PSME2;MAPT;PSMB5;TANK;UNC5A;KPNB1;ARHGAP10;MAPK8;FASN;PSMD14;PSMB3;PSMD2;PSME1;PSMA1;BCAP31;PSME3;PSMD8;DIABLO;GSN;AKT1;BAK1;CASP9;UNC5B;LY96;PSMD6;XIAP;BAX;DAPK2;ACIN1;UBA52;FNTA;TICAM1;KPNA1;PSMB2;PRKCD;VIM;PSMB1;PSMB8;PSMB6;PSMD10;PSMA3;PSMA2;PSMC4,Reactome_2022,Upregulated_in_Control,2.312291246685049
gsea,Necroptosis,-0.5435650082307469,-2.281156299452743,0.0,0.0,0.0,43/95,23.58%,HSP90AA1;FTH1;CAMK2B;SLC25A4;PPIA;HSP90AB1;CAMK2A;DNM1L;SLC25A5;HMGB1;GLUL;TRPM7;SQSTM1;GLUD1;FTL1;VDAC1;PARP2;CYLD;CAMK2G;STAT3;BIRC2;CAMK2D;VDAC2;TYK2;CHMP2A;MAPK9;JAK2;PYGB;PPID;CHMP5;VPS4B;MAPK8;CHMP1A;TRAF5;CHMP7;TLR3;RNF31;STAT6;STAT5B;AIFM1;CHMP4B;FAF1;VDAC3,KEGG_2019_Mouse,Upregulated_in_Control,2.281156299452743
gsea,Selective Autophagy R-HSA-9663891,-0.577785647933619,-2.274570899181285,0.0,2.221685722964472e-05,0.001,21/58,13.71%,HSP90AA1;UBB;RPS27A;HSPA8;TOMM22;TOMM6;UBE2N;TOMM20;DYNLL1;PINK1;TOMM7;SQSTM1;DYNLL2;MTERF3;UBE2V1;VCP;VDAC1;DYNC1H1;UBC;MAP1LC3B;TOMM40,Reactome_2022,Upregulated_in_Control,2.274570899181285
gsea,Negative Regulation Of Programmed Cell Death (GO:0043069),-0.4723286801390172,-2.312614642758562,0.0,4.702610802133868e-05,0.001,118/276,28.79%,PTMA;SON;MT3;PTMS;CFL1;YWHAZ;TPT1;HNRNPK;DNAJA1;PHIP;PTK2B;HSPA9;BAG4;AHI1;RICTOR;ARL6IP1;GPX4;HSP90B1;NPM1;OPA1;BIRC6;PRDX5;ARHGAP21;ERBB3;EGR3;SLC7A11;BRAF;PTK2;SETX;PIK3R1;GSTP1;AXL;MTDH;HDAC2;GLO1;USP47;GSK3B;RPS6KB1;HSPD1;VDAC1;DAB2;POU3F3;TMBIM6;CTNNB1;TFRC;BNIP2;OXSR1;LSM8;PLK2;RPL10;SOX9;BIRC2;PRDX2;IGF1R;PSMC5;CX3CL1;TAX1BP1;BCL2L1;MYDGF;PHB2;HSPA5;ERCC5;HDAC1;MIEN1;DSTYK;MED1;VIP;IL31RA;ARAF;NAA16;BAG1;HMGN5;KLHL20;FMN2;PDCD10;PPT1;SMAD6;MDM2;FAIM2;BNIP3L;DPP8;MAPK8;SUPV3L1;EGFR;IL6ST;ARF4;ANXA4;MTOR;LTK;SMAD5;ZFAND6;BNIP3;HIGD1A;DNAJC3;WNK3;LEF1;MALT1;ITCH;NFKB1;PRKDC;CBL;HYPK;ARHGDIA;AKT1;CIB1;NME2;CTSH;MLST8;RNF157;XIAP;CD38;TMBIM4;PRDX3;BECN1;YME1L1;PLK3;GCLC;PA2G4,GO_Biological_Process_2023,Upregulated_in_Control,2.312614642758562
gsea,Negative Regulation Of Apoptotic Process (GO:0043066),-0.4579468056290419,-2.273036399876671,0.0,7.641742553467535e-05,0.002,131/345,23.69%,PTMA;SON;SET;MT3;PTMS;CFL1;YWHAZ;TPT1;APOE;HNRNPK;CLU;DNAJA1;PHIP;PTK2B;HSPA9;BAG4;AHI1;RICTOR;ARL6IP1;HSP90B1;NPM1;OPA1;BIRC6;PRDX5;ARHGAP21;ERBB3;EGR3;PINK1;GRINA;BRAF;PTPRZ1;PTK2;SETX;PIK3R1;GSTP1;AXL;MTDH;HDAC2;GLO1;USP47;GSK3B;RPS6KB1;HSPD1;VDAC1;DAB2;POU3F3;TMBIM6;CTNNB1;TFRC;BNIP2;OXSR1;SOD1;LSM8;PLK2;RPL10;SOX9;BIRC2;CPEB4;DNAJB6;PRDX2;NOTCH1;IGF1R;CX3CL1;TAX1BP1;BCL2L1;MYDGF;PHB2;MERTK;HSPA5;RB1;ERCC5;HDAC1;MIEN1;PDK4;DSTYK;MED1;VIP;IL31RA;FNIP1;ARAF;NAA16;MAZ;TLE1;AGAP2;PTRH2;GPX1;BAG1;HMGN5;KLHL20;FZD3;FMN2;PDCD10;PPT1;MAPK8IP2;MSH2;SMAD6;MDM2;FAIM2;BNIP3L;ASAH2;MAPK8;SUPV3L1;EGFR;IL6ST;ARF4;ANXA4;NDNF;CSNK2A1;TMBIM1;MTOR;SOD2;LTK;CIDEA;SMAD5;ZFAND6;BNIP3;HIGD1A;PRKCG;CDKN2D;DNAJC3;WNK3;LEF1;MALT1;ITCH;CRLF1;RETREG1;NFKB1;PRKDC;CBL;HYPK;ARHGDIA,GO_Biological_Process_2023,Upregulated_in_Control,2.273036399876671
gsea,Chaperone Mediated Autophagy R-HSA-9613829,-0.7520007126123593,-2.209368652703871,0.0,9.967562973300065e-05,0.006,8/18,10.38%,HSP90AA1;EEF1A1;UBB;RPS27A;HSP90AB1;HSPA8;LAMP2;UBC,Reactome_2022,Upregulated_in_Control,2.209368652703871
gsea,Apoptosis,-0.4637770943113687,-2.0276187483477,0.0,0.0001291655902867476,0.001,52/121,28.25%,PPP3R1;PLPPR4;RHOB;CLU;DNAJA1;DNM1L;GPX4;JUN;ERBB3;EGR3;CDKN1B;TGFBR3;SQSTM1;ENO2;PTK2;PDCD4;ROCK1;CYLD;DPYD;CREBBP;CTNNB1;SOD1;SAT1;TIMP3;VDAC2;BCL2L1;TGFB2;SC5D;GSTM1;GPX1;PPT1;ETF1;BTG2;BNIP3L;IL18;SOD2;EBP;BCAP31;WEE1;MADD;DNAJC3;LEF1;BTG3;DIABLO;GSN;NEFH;CASP9;PDGFRB;XIAP;CD38;BAX;RETSAT,MSigDB_Hallmark_2020,Upregulated_in_Control,2.0276187483477
gsea,Autophagy R-HSA-9612973,-0.4870165772533138,-2.15331599655822,0.0,0.0001656286661730999,0.014,55/121,29.44%,HSP90AA1;EEF1A1;UBB;RPS27A;HSP90AB1;HSPA8;TOMM22;TOMM6;UBE2N;TOMM20;GABARAPL2;DYNLL1;RB1CC1;PINK1;TOMM7;SQSTM1;DYNLL2;MTERF3;GABARAP;GABARAPL1;UBE2V1;LAMP2;VCP;VDAC1;RRAGA;DYNC1H1;LAMTOR3;UBC;CHMP2A;VPS37D;MAP1LC3B;TOMM40;ATG13;WDR45;MTOR;VPS37B;MVB12B;CHMP7;DYNC1I2;MAP1LC3A;UVRAG;ATG12;CHMP4B;LAMTOR4;PEX5;DYNC1LI2;MLST8;LAMTOR2;IFT88;BECN1;RRAGD;UBA52;SLC38A9;CSNK2B;RRAGB,Reactome_2022,Upregulated_in_Control,2.15331599655822
