Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction,abs_nes
prerank,Intrinsic Pathway For Apoptosis R-HSA-109606,-0.7707170736827711,-1.578940173543066,0.0,0.02789530427073214,0.499,14/42,7.69%,Ppp3r1;Ywhah;Ywhab;Ywhaz;Mapk1;Nmt1;Ywhae;Akt3;Dynll1;Ywhag;Cycs;Dynll2;Ywhaq;Ppp1r13b,Reactome_2022,Down,1.578940173543066
prerank,Selective Autophagy R-HSA-9663891,-0.742353412587194,-1.567723901921049,0.0,0.03168743856869838,0.581,17/55,9.86%,Hsp90aa1;Ubb;Rps27a;Hspa8;Tomm22;Tomm6;Ube2n;Tomm20;Dynll1;Pink1;Tomm7;Mterf3;Sqstm1;Dynll2;Ube2v1;Vcp;Vdac1,Reactome_2022,Down,1.567723901921049
prerank,Regulation Of Necroptotic Cell Death R-HSA-5675482,-0.8061068886805905,-1.540142237505368,0.00562429696287964,0.04006147255664572,0.748,4/20,1.71%,Hsp90aa1;Ubb;Rps27a;Sdcbp,Reactome_2022,Down,1.540142237505368
prerank,Necroptosis,-0.6788648915995229,-1.47412971043615,0.002136752136752137,0.06975732942828965,0.649,26/78,15.12%,Hsp90aa1;Fth1;Slc25a4;Ppia;Camk2b;Hsp90ab1;Camk2a;Dnm1l;Slc25a5;Hmgb1;Glul;Sqstm1;Glud1;Trpm7;Ftl1;Vdac1;Parp2;Cyld;Camk2g;Stat3;Birc2;Camk2d;Tyk2;Vdac2;Chmp2a;Mapk9,KEGG_2019_Mouse,Down,1.47412971043615
prerank,Autophagy R-HSA-9612973,-0.6627654162099245,-1.481784179466548,0.001053740779768177,0.07289868539103943,0.969,28/116,13.14%,Hsp90aa1;Eef1a1;Ubb;Rps27a;Hsp90ab1;Hspa8;Tomm22;Tomm6;Gabarapl2;Ube2n;Tomm20;Dynll1;Rb1cc1;Pink1;Tomm7;Gabarap;Mterf3;Sqstm1;Dynll2;Ube2v1;Gabarapl1;Lamp2;Vcp;Vdac1;Rraga;Dync1h1;Lamtor3;Ubc,Reactome_2022,Down,1.481784179466548
prerank,Macroautophagy R-HSA-1632852,-0.6505859879383448,-1.441385667407966,0.003215434083601286,0.1030652778722044,0.992,25/104,13.14%,Hsp90aa1;Ubb;Rps27a;Hspa8;Tomm22;Tomm6;Gabarapl2;Ube2n;Tomm20;Dynll1;Rb1cc1;Pink1;Tomm7;Gabarap;Mterf3;Sqstm1;Dynll2;Ube2v1;Gabarapl1;Vcp;Vdac1;Rraga;Dync1h1;Lamtor3;Ubc,Reactome_2022,Down,1.441385667407966
prerank,Ferroptosis,-0.6893863601583762,-1.385800885193108,0.03302961275626424,0.1133974022351536,0.963,12/35,14.07%,Fth1;Prnp;Pcbp1;Gpx4;Acsl3;Pcbp2;Slc7a11;Sat2;Ftl1;Sat1;Tfrc;Vdac2,KEGG_2019_Mouse,Down,1.385800885193108
prerank,Apoptosis,-0.6344310800799386,-1.398956532775094,0.008565310492505354,0.1211599349649153,0.381,28/91,15.03%,Ppp3r1;Plppr4;Rhob;Clu;Dnaja1;Dnm1l;Gpx4;Jun;Erbb3;Egr3;Cdkn1b;Sqstm1;Tgfbr3;Eno2;Ptk2;Pdcd4;Rock1;Cyld;Dpyd;Ctnnb1;Sat1;Crebbp;Sod1;Timp3;Vdac2;Bcl2l1;Sc5d;Tgfb2,MSigDB_Hallmark_2020,Down,1.398956532775094
prerank,Apoptosis,-0.6037562648935925,-1.321618159952042,0.02978723404255319,0.1642811094731667,1.0,25/93,15.12%,Actb;Actg1;Mapk1;Tuba4a;Tuba1a;Jun;Akt3;Birc6;Cycs;Hrk;Ctsb;Pik3r1;Atf4;Ctsl;Ctsz;Parp2;Mapk3;Chuk;Itpr1;Ctso;Birc2;Tuba1b;Bcl2l1;Kras;Mapk9,KEGG_2019_Mouse,Down,1.321618159952042
prerank,Defective Intrinsic Pathway For Apoptosis R-HSA-9734009,-0.7078709274759815,-1.346008464677465,0.06426155580608793,0.185816802737635,1.0,4/19,5.14%,Cdk5r1;Ywhae;Jun;Foxo3,Reactome_2022,Down,1.346008464677465
prerank,Programmed Cell Death R-HSA-5357801,-0.5915833714833089,-1.336748935750289,0.007194244604316547,0.1922026617663544,1.0,45/153,14.79%,Hsp90aa1;Ppp3r1;Ywhah;Ywhab;Ubb;Rps27a;Ywhaz;Sdcbp;Mapk1;Appl1;Ndufa2;Psme4;Dnm1l;Nmt1;Ywhae;Akt3;Psma7;Dynll1;Ywhag;Hmgb1;Sem1;Cycs;Dynll2;Ywhaq;Psmc6;Maged1;Ppp1r13b;Ptk2;Psmb4;Psmd12;Mapk3;Rock1;Ctnnb1;Stat3;Birc2;Ubc;Psma4;Pdcd6ip;Fzr1;Psmc5;Psmc1;Chmp2a;Tfdp2;Psmc2;Bcl2l1,Reactome_2022,Down,1.336748935750289
prerank,Late Endosomal Microautophagy R-HSA-9615710,-0.6759199774701582,-1.328623501263652,0.06974128233970754,0.1952886864801522,1.0,3/24,1.59%,Ubb;Rps27a;Hspa8,Reactome_2022,Down,1.328623501263652
prerank,"Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998",-0.6293041615325097,-1.330496017645794,0.04243743199129488,0.1954599912920925,1.0,17/58,15.93%,Ubb;Rps27a;Arhgef4;Ywhae;Arhgef2;Tiam1;Sqstm1;Aph1a;Maged1;Abr;Arhgef26;Arhgef12;Sos2;Prpf38b;Ubc;Bex3;Arhgef9,Reactome_2022,Down,1.330496017645794
prerank,Regulation Of Apoptosis R-HSA-169911,-0.6288066489372857,-1.301371039870699,0.05240174672489083,0.2223657286247163,1.0,24/46,25.92%,Ubb;Rps27a;Psme4;Psma7;Sem1;Psmc6;Psmb4;Psmd12;Ubc;Psma4;Psmc5;Psmc1;Psmc2;Pkn2;Psme2;Psmc3;Psmb5;Arhgap10;Psme1;Psmb3;Psmd14;Psmd2;Psme3;Psma1,Reactome_2022,Down,1.301371039870699
prerank,Apoptosis R-HSA-109581,-0.5759471927630365,-1.286426777825864,0.03008298755186722,0.2305486769465523,1.0,41/134,14.79%,Ppp3r1;Ywhah;Ywhab;Ubb;Rps27a;Ywhaz;Mapk1;Appl1;Ndufa2;Psme4;Dnm1l;Nmt1;Ywhae;Akt3;Psma7;Dynll1;Ywhag;Hmgb1;Sem1;Cycs;Dynll2;Ywhaq;Psmc6;Maged1;Ppp1r13b;Ptk2;Psmb4;Psmd12;Mapk3;Rock1;Ctnnb1;Stat3;Birc2;Ubc;Psma4;Fzr1;Psmc5;Psmc1;Tfdp2;Psmc2;Bcl2l1,Reactome_2022,Down,1.286426777825864
prerank,Diseases Of Programmed Cell Death R-HSA-9645723,-0.614483903950949,-1.263521104551202,0.1148796498905908,0.2397869000276775,1.0,11/39,20.63%,Cdk5r1;H2az1;Ywhae;Jun;Foxo3;Rbbp7;Prdx2;Gsdme;Prdx1;H2aj;Tank,Reactome_2022,Down,1.263521104551202
prerank,Negative Regulation Of Programmed Cell Death (GO:0043069),-0.6197984237136176,-1.430480102935946,0.0,0.2779148706721505,1.0,66/221,16.26%,Ptma;Son;Mt3;Cfl1;Ptms;Tpt1;Ywhaz;Hnrnpk;Dnaja1;Hspa9;Bag4;Phip;Ptk2b;Ahi1;Rictor;Gpx4;Arl6ip1;Hsp90b1;Npm1;Prdx5;Opa1;Erbb3;Egr3;Slc7a11;Birc6;Arhgap21;Braf;Gstp1;Pik3r1;Setx;Ptk2;Glo1;Hdac2;Dab2;Mtdh;Hspd1;Vdac1;Rps6kb1;Usp47;Gsk3b;Pou3f3;Tmbim6;Oxsr1;Lsm8;Ctnnb1;Bnip2;Tfrc;Plk2;Rpl10;Birc2;Mydgf;Prdx2;Mien1;Phb2;Psmc5;Vip;Cx3cl1;Bcl2l1;Tax1bp1;Igf1r;Hspa5;Ercc5;Hdac1;Med1;Dstyk;Il31ra,GO_Biological_Process_2023,Down,1.430480102935946
prerank,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),-0.7254446062888728,-1.413143745433943,0.03258426966292135,0.2992474869350639,1.0,8/23,11.73%,Ubb;Dnm1l;Bclaf1;Rps7;Rps3;Eif5a;Rack1;Sod1,GO_Biological_Process_2023,Down,1.413143745433943
prerank,Positive Regulation Of Neuron Apoptotic Process (GO:0043525),-0.7407397399341309,-1.403265520714529,0.03611738148984198,0.3073114851734218,1.0,7/16,15.86%,Prnp;Epha7;Cdk5r1;Foxo3;Ctnnb1;Tgfb2;Fbxw7,GO_Biological_Process_2023,Down,1.403265520714529
prerank,Regulation Of Neuron Apoptotic Process (GO:0043523),-0.6479779835532129,-1.403484259145358,0.01291711517761033,0.3086579274054057,1.0,18/74,11.90%,Set;Ubb;Mt3;Prnp;Epha7;Trim2;Cdk5r1;Apoe;Clu;Ptk2b;Erbb3;Foxo3;Pink1;Ptprz1;Atf4;Ctnnb1;Sod1;Kcnb1,GO_Biological_Process_2023,Down,1.403484259145358
