Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction,abs_nes
gsea,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,-0.6850308245064757,-3.117488669188678,0.0,0.0,0.0,99/181,17.52%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;GNL3;NOP10;RPL27;RPS28;RPL30;RPL8;NOP58;RPL37;RPS15;RPL5;NOP56;RPL3;RPS17;RPL10A;THUMPD1;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;UTP3;RIOK3;LAS1L;RPS20;RPS19;FAU;UTP11;EXOSC9;RPS16;RPL26;KRR1;DKC1;EBNA1BP2;XRN2;SNU13;RPL23A;WDR12;RPS14;NOP14;RPL36AL;DIS3;UTP20;TRMT112;MTREX;RIOK1;RPP14;RPS27L;RRP1B;DCAF13;RPS4X;RPL7;RPP30;RPL11;WDR18;RPS5;RRP36;NOC4L;RPP38,Reactome_2022,Upregulated_in_Control,3.117488669188678
gsea,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,-0.6939371938183793,-3.108627864504396,0.0,0.0,0.0,95/171,17.52%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;GNL3;RPL27;RPS28;RPL30;RPL8;NOP58;RPL37;RPS15;RPL5;NOP56;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;UTP3;RIOK3;LAS1L;RPS20;RPS19;FAU;UTP11;EXOSC9;RPS16;RPL26;KRR1;EBNA1BP2;XRN2;SNU13;RPL23A;WDR12;RPS14;NOP14;RPL36AL;DIS3;UTP20;MTREX;RIOK1;RPP14;RPS27L;RRP1B;DCAF13;RPS4X;RPL7;RPP30;RPL11;WDR18;RPS5;RRP36;NOC4L;RPP38,Reactome_2022,Upregulated_in_Control,3.108627864504396
gsea,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,-0.7864286695736104,-3.101152191965578,0.0,0.0,0.0,65/106,7.52%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;UPF2;RPL8;RPL37;RPS15;RPL5;PPP2R1A;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;GSPT2;FAU;RPS16;RPL26;UPF3A,Reactome_2022,Upregulated_in_Control,3.101152191965578
gsea,rRNA Processing R-HSA-72312,-0.6763689719007383,-3.101106818522236,0.0,0.0,0.0,100/191,17.52%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;GNL3;NOP10;RPL27;RPS28;RPL30;RPL8;NOP58;RPL37;RPS15;RPL5;NOP56;RPL3;RPS17;RPL10A;THUMPD1;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;UTP3;RIOK3;LAS1L;RPS20;RPS19;FAU;UTP11;EXOSC9;RPS16;RPL26;KRR1;DKC1;EBNA1BP2;XRN2;SNU13;RPL23A;WDR12;RPS14;NOP14;MRM2;RPL36AL;DIS3;UTP20;TRMT112;MTREX;RIOK1;RPP14;RPS27L;RRP1B;DCAF13;RPS4X;RPL7;RPP30;RPL11;WDR18;RPS5;RRP36;NOC4L;RPP38,Reactome_2022,Upregulated_in_Control,3.101106818522236
gsea,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,-0.825794728768261,-3.050207313107794,0.0,0.0,0.0,62/86,7.42%,RPLP1;RPL38;RPS27;RPS29;RPS27A;RPL27A;RPL35A;RPS21;RPS7;RPL21;RPS6;RPS23;RPL14;RPL9;RPL15;RPL37A;RPL4;RPL19;RPS24;RPS15A;RPS8;RPL35;RPL22L1;RPL28;RPS25;RPL6;RPL13A;RPL7A;RPS12;RPL34;RPL36A;RPLP2;RPS9;RPS3;RPL36;RPL12;RPS10;RPL23;RPL18;RPL27;RPS28;RPL30;RPL8;RPL37;RPS15;RPL5;RPL3;RPS17;RPL10A;RPS2;RPL39;RPL41;RPL32;RPS13;RPL31;RPL18A;RPS20;RPS19;GSPT2;FAU;RPS16;RPL26,Reactome_2022,Upregulated_in_Control,3.050207313107794
gsea,mRNA Splicing - Major Pathway R-HSA-72163,-0.6031059699616402,-2.823712530541233,0.0,0.0,0.0,96/180,22.74%,PABPN1;HNRNPA2B1;HNRNPH1;SRSF1;HSPA8;DDX5;SNRNP70;HNRNPU;SRRM2;HNRNPA0;FUS;PRPF40A;PCBP1;SRSF2;HNRNPD;U2SURP;SRSF7;HNRNPK;HNRNPA1;HNRNPA3;PCBP2;TRA2B;PCF11;PAPOLA;DDX42;SRSF10;POLR2G;SRSF5;HNRNPM;CDC40;DNAJC8;CWC27;BCAS2;CPSF6;DHX15;POLR2E;DDX46;SF1;EFTUD2;CWC15;HNRNPH2;WBP11;ALYREF;SRSF6;SRSF9;PRPF19;SNRPG;DHX9;SNU13;SF3B5;CWC22;SLU7;DDX23;SF3B1;SRSF11;SART1;FIP1L1;GTF2F1;CHERP;LSM8;LSM4;CSTF2T;GCFC2;SNRNP200;SMNDC1;SRRM1;HNRNPL;LSM7;MTREX;POLR2K;PUF60;SNRPB2;U2AF1;SNRPE;SNRNP27;SNRPD2;POLR2A;SF3B3;CSTF2;RNPS1;DHX38;CCAR1;SF3B6;CSTF3;CDC5L;PRPF8;LSM2;POLR2L;PPIL4;POLR2D;BUD31;HNRNPR;DHX16;WBP4;LSM6;POLR2B,Reactome_2022,Upregulated_in_Control,2.823712530541233
gsea,mRNA Splicing R-HSA-72172,-0.5938537505094557,-2.794500541428385,0.0,0.0,0.0,92/188,20.66%,PABPN1;HNRNPA2B1;HNRNPH1;SRSF1;RNPC3;HSPA8;DDX5;SNRNP70;HNRNPU;SRRM2;HNRNPA0;FUS;PRPF40A;PCBP1;SRSF2;HNRNPD;U2SURP;SRSF7;HNRNPK;HNRNPA1;HNRNPA3;PCBP2;TRA2B;PCF11;PAPOLA;DDX42;SRSF10;POLR2G;SRSF5;HNRNPM;CDC40;DNAJC8;CWC27;BCAS2;CPSF6;DHX15;POLR2E;DDX46;SF1;EFTUD2;CWC15;HNRNPH2;WBP11;ALYREF;SRSF6;SRSF9;PRPF19;SNRPG;DHX9;SNU13;SF3B5;CWC22;SLU7;DDX23;SF3B1;SRSF11;SART1;FIP1L1;GTF2F1;CHERP;LSM8;LSM4;CSTF2T;GCFC2;SNRNP200;SMNDC1;SRRM1;HNRNPL;LSM7;MTREX;POLR2K;PUF60;SNRPB2;U2AF1;SNRPE;SNRNP27;SNRPD2;POLR2A;SF3B3;CSTF2;RNPS1;DHX38;CCAR1;SF3B6;CSTF3;CDC5L;PRPF8;LSM2;POLR2L;PPIL4;POLR2D;BUD31,Reactome_2022,Upregulated_in_Control,2.794500541428385
gsea,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,-0.5633369855397518,-2.751689812537421,0.0,0.0,0.0,113/236,22.74%,PABPN1;HNRNPA2B1;HNRNPH1;SRSF1;RNPC3;HSPA8;DDX5;TPR;SNRNP70;HNRNPU;SRRM2;HNRNPA0;FUS;PRPF40A;PCBP1;SRSF2;HNRNPD;U2SURP;SRSF7;HNRNPK;HNRNPA1;HNRNPA3;PCBP2;FYTTD1;TRA2B;PCF11;PAPOLA;DDX42;SRSF10;THOC2;POLR2G;SRSF5;HNRNPM;CDC40;DNAJC8;CWC27;SARNP;RANBP2;BCAS2;METTL14;CPSF6;DHX15;POLR2E;DDX46;SF1;EFTUD2;CWC15;HNRNPH2;WBP11;ALYREF;SRSF6;SRSF9;PRPF19;SNRPG;DHX9;SNU13;SF3B5;CWC22;SLU7;DDX23;SF3B1;SRSF11;SART1;FIP1L1;GTF2F1;ZC3H11A;CHERP;LSM8;LSM4;CSTF2T;GCFC2;NUP98;NUP88;SNRNP200;SMNDC1;SRRM1;HNRNPL;LSM7;MTREX;GLE1;POLR2K;PUF60;NUP153;SNRPB2;U2AF1;NUP155;SNRPE;SNRNP27;SNRPD2;POLR2A;SF3B3;CSTF2;RNPS1;DHX38;CCAR1;SF3B6;NDC1;NUP37;NUP54;CSTF3;CDC5L;PRPF8;LSM2;POLR2L;PPIL4;POLR2D;BUD31;HNRNPR;DHX16;WBP4;SEH1L;LSM6;POLR2B,Reactome_2022,Upregulated_in_Control,2.751689812537421
gsea,Spliceosome,-0.6038012958155927,-2.713077537241576,0.0,0.0,0.0,57/125,15.77%,SRSF1;HSPA8;DDX5;SNRNP70;HNRNPU;TCERG1;RBM25;PRPF40A;PCBP1;SRSF2;U2SURP;SRSF7;HNRNPK;HNRNPA1;HNRNPA3;TRA2B;DDX42;SRSF10;THOC2;ZMAT2;SRSF5;HNRNPM;CDC40;BCAS2;DHX15;DDX46;EFTUD2;CWC15;TRA2A;PRPF38B;WBP11;ALYREF;SRSF6;SRSF9;PRPF19;SNRPG;SNU13;SF3B5;SLU7;DDX23;SF3B1;SART1;CHERP;LSM8;LSM4;SNRNP200;SMNDC1;LSM7;ACIN1;PUF60;SNRPB2;U2AF1;SNRPE;HSPA2;SNRNP27;SNRPD2;SF3B3,KEGG_2019_Mouse,Upregulated_in_Control,2.713077537241576
gsea,rRNA Processing (GO:0006364),-0.6070371109545281,-2.665922699154367,0.0,0.0,0.0,47/100,17.18%,RPS27;RPL35A;ESF1;RPS7;RPS6;RPL14;RPS24;RPS25;RPL27;RPS28;NOP58;RPS15;RPL5;NOP56;RPS17;DDX10;RIOK3;LAS1L;RPS19;NEDD4;EXOSC9;RPS16;RPL26;DKC1;EBNA1BP2;XRN2;SNU13;SART1;NOL8;RPS14;NOP14;MRM2;DIS3;UTP20;MTREX;RIOK1;POP4;NOLC1;DCAF13;DDX27;RPL7;RPL11;WDR18;RRP36;PIN4;RRP15;NOC4L,GO_Biological_Process_2023,Upregulated_in_Control,2.665922699154367
