names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_STR D1 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Egfem1,5.589862,2.3081214,2.2725039093374512e-08,1.526554501097433e-05,1.0,0.7732516480366868,3.3393276,1.8706151
Dtnb,5.521097,1.7763051,3.3688912443512304e-08,2.2078562862370137e-05,1.0,0.727249928346231,2.0002267,1.0527962
Stk32a,5.4550366,3.9253802,4.896272589265388e-08,3.1324486779419284e-05,0.7894736842105263,0.08028804815133277,0.73745674,0.06932228
Elmod1,5.4438653,1.8456998,5.2136640405119894e-08,3.257933785315283e-05,1.0,0.6875537403267412,1.8702172,0.9271762
Pou6f2,5.4319825,3.2275715,5.573142053842876e-08,3.40341652242632e-05,0.8421052631578947,0.1775580395528805,0.8690853,0.13787507
Lhfpl3,5.4013996,2.4281802,6.612285336095307e-08,3.882099618658146e-05,1.0,0.4751719690455718,1.7881285,0.6549042
Kcnq5,5.400489,2.288751,6.645946500121873e-08,3.882099618658146e-05,1.0,0.7821367153912295,3.2674806,1.8191314
Rps6ka5,5.393644,2.4376504,6.904297739039615e-08,3.947201707404137e-05,0.8947368421052632,0.5324591573516767,1.5748014,0.53468704
Xkr6,5.378445,1.978437,7.51318672373853e-08,4.205819318059465e-05,1.0,0.585232158211522,1.5660614,0.6735554
Diaph2,5.3201547,1.760129,1.0367904768780113e-07,5.685420431369829e-05,1.0,0.7726425910002866,2.2764282,1.2755802
Fgf14,5.315316,1.2443111,1.064723044060294e-07,5.72182163878002e-05,1.0,0.924548581255374,3.9104068,3.0749722
Spats2l,5.3025084,2.4502935,1.1422233946737757e-07,6.017949532330265e-05,0.8947368421052632,0.3825952995127544,1.1082361,0.31572664
Gm44593,5.23548,4.8455706,1.6455674515764277e-07,8.50315335074204e-05,0.7368421052631579,0.08996130696474634,1.0669609,0.06420457
Rgs20,5.204627,2.611594,1.9438670911478923e-07,9.855039384744124e-05,0.8947368421052632,0.2977930639151619,1.1700776,0.3101278
Myo1b,5.180121,2.9686105,2.2174195546023937e-07,0.00011025652058179938,0.8421052631578947,0.2426554886787045,0.92799056,0.1784665
Plce1,5.1768336,3.2532327,2.2568323900256669e-07,0.00011025652058179938,0.7894736842105263,0.15516623674405275,0.79244107,0.11935778
Cntnap2,5.168978,1.8689371,2.353774368735375e-07,0.00011223197612243507,1.0,0.9142662654055603,4.032462,2.7829711
Usp29,5.154975,2.079156,2.536650878565972e-07,0.00011595577570256132,1.0,0.5591860131842935,1.5539957,0.6327573
Camk4,5.1505914,1.9986656,2.596660751044072e-07,0.00011628712396759036,1.0,0.626433075379765,1.8955779,0.88186836
Sgk3,5.1433764,2.6821256,2.698441414378354e-07,0.00011694696903926834,0.8421052631578947,0.3628188592719977,1.1200941,0.27897412
Gm42722,5.1237803,4.044835,2.994699455787612e-07,0.00012772630853494148,0.7368421052631579,0.13922327314416738,0.76647127,0.067477755
Gng7,5.120137,2.560821,3.0531357428075184e-07,0.00012818399595193442,0.8421052631578947,0.29410289481226715,0.8255213,0.19676153
Clvs1,5.0676813,1.6870283,4.026906234127949e-07,0.00016394389471366362,1.0,0.6138936658068215,1.4415957,0.6943151
Slc35f1,5.050476,2.0735672,4.4071031802290935e-07,0.00017457389050243906,1.0,0.6549871023215821,2.1664927,1.0423481
Itpr1,5.0490956,1.7412554,4.4390643075249817e-07,0.00017457389050243906,1.0,0.6702851820005732,1.8318921,0.9435314
Gpr149,5.0472174,6.102284,4.482917173304167e-07,0.00017457389050243906,0.6842105263157895,0.03403554026941817,0.8909946,0.020708503
Adgrl3,5.031364,1.3662641,4.870031405753084e-07,0.0001869396341036934,1.0,0.883347664087131,3.2825642,2.3930721
Pard3,5.018129,1.8895264,5.217717456663299e-07,0.00019647481147382515,1.0,0.6104184580108913,1.5713915,0.7076474
Ppp1r1b,5.013461,5.150436,5.345958552129832e-07,0.00019677521410373778,0.6842105263157895,0.02905560332473488,0.48417804,0.017384453
Osbpl8,5.000568,1.6339426,5.716174138581872e-07,0.0002047914654715932,1.0,0.6603969618801949,1.5297897,0.7726466
Slc35f3,4.992157,2.030656,5.970863309014755e-07,0.0002111014435700348,0.9473684210526315,0.5906420177701347,1.6998556,0.73944634
Lmo7,4.957291,1.9759424,7.148284465561036e-07,0.0002494472773891234,0.9473684210526315,0.5657781599312124,1.5412735,0.6591052
Ppp1r9a,4.931604,1.377589,8.155712418526752e-07,0.00028095383677668437,1.0,0.8033820578962454,2.0621312,1.2923077
6530403H02Rik,4.904565,2.5850756,9.36346187884192e-07,0.00031250971149782164,0.8947368421052632,0.46198767555173403,1.8605849,0.64422303
Ust,4.9033694,2.0837777,9.420650030265558e-07,0.00031250971149782164,0.9473684210526315,0.5912152479220407,1.7156446,0.73032206
Lingo2,4.893607,1.8708761,9.900441288961238e-07,0.00032442055784681525,1.0,0.8829893952421898,3.870444,2.6275713
Flrt2,4.8853245,1.9542378,1.0325860043570794e-06,0.00033428416791656294,1.0,0.6037188306104901,1.7335907,0.78972805
Bcr,4.8763022,1.8962054,1.0809302857873764e-06,0.00034576900927508103,0.9473684210526315,0.4544282029234738,0.9335824,0.34690902
Dchs2,4.863352,3.4802797,1.154144312399427e-06,0.00036484538440203064,0.7368421052631579,0.16845801089137288,0.8596635,0.11517922
Gucy1a1,4.8584137,3.3620455,1.1832999498391417e-06,0.00036849513986883243,0.7368421052631579,0.1997707079392376,0.911407,0.1351442
Rcan2,4.856777,2.5629673,1.1931178700628366e-06,0.00036849513986883243,0.8421052631578947,0.36711808541129265,1.2152015,0.33735353
Dlx6os1,4.85191,2.4152598,1.22278080543353e-06,0.0003733650027499881,0.8947368421052632,0.2783390656348524,1.2937416,0.4028777
Trerf1,4.8473134,1.7385504,1.251446358618224e-06,0.0003748030933110119,0.8947368421052632,0.6682072226999141,1.687189,0.8414951
Atp6ap1l,4.845876,4.4333515,1.260541798038399e-06,0.0003748030933110119,0.6842105263157895,0.07631126397248496,0.6365756,0.040366583
Grm8,4.844496,2.485976,1.2693368623484215e-06,0.0003748030933110119,0.9473684210526315,0.5151547721410146,2.1409137,0.8501743
Ssbp2,4.8324275,1.6195009,1.3487808193957845e-06,0.0003898633613245386,1.0,0.7725351103468042,2.2205894,1.3009617
Sipa1l1,4.832342,1.4884621,1.3493596056264269e-06,0.0003898633613245386,1.0,0.753725995987389,2.1203072,1.2847252
Pcdh7,4.829112,1.8285134,1.3714333421087196e-06,0.000392025679813418,1.0,0.785432788764689,2.8063154,1.6822808
Kcnh5,4.81592,2.818936,1.4652344509725592e-06,0.00041442999681718594,0.7894736842105263,0.3042777300085985,1.1667236,0.27261627
Itm2c,4.8027415,1.6890208,1.5650769975767601e-06,0.00043805853046757857,1.0,0.5413442247062196,1.1858327,0.533606
Syn3,4.787073,1.9306056,1.6923101144290403e-06,0.0004667744417663645,0.9473684210526315,0.5092791630839782,1.240084,0.4972721
Zfhx4,4.7858777,2.9984643,1.7024151579123083e-06,0.0004667744417663645,0.7894736842105263,0.3134494124390943,1.2782412,0.28075916
Isl1,4.761329,10.099169,1.9232189586612617e-06,0.0005219888224164454,0.631578947368421,0.0013255947262826025,0.5249489,0.0006292068
Nrxn3,4.735258,1.6895736,2.1877657714253423e-06,0.0005878526627819895,1.0,0.9292419031241044,4.2431254,3.103461
Sulf1,4.7147937,3.1074784,2.419556926280831e-06,0.0006352256720338873,0.7368421052631579,0.16014617368873602,0.79403704,0.13160674
Neto2,4.7134986,2.1353507,2.4349923416259917e-06,0.0006352256720338873,0.8947368421052632,0.4480151905990255,1.2422049,0.445111
Htr4,4.695141,2.6947112,2.664233211729587e-06,0.000681789965706419,0.7894736842105263,0.4224706219547148,1.5031489,0.43175572
Strn,4.668657,1.9665151,3.031755521863515e-06,0.0007685214233252136,0.8947368421052632,0.5160504442533678,1.1449655,0.43706745
Elapor2,4.6602035,1.9212588,3.158970496172928e-06,0.0007932853946931455,0.8947368421052632,0.47083691602178274,1.0756059,0.41213197
Pde2a,4.650242,1.6582717,3.3154630439518704e-06,0.0008248749258424699,0.9473684210526315,0.5074161650902838,1.0198537,0.44574463
Celf2,4.6437664,1.1719198,3.4211414811935476e-06,0.0008433584550428498,1.0,0.9666093436514761,4.506612,3.7080262
Elmo1,4.6323533,2.0622268,3.6153264691674255e-06,0.0008831256566048066,1.0,0.5724777873316137,1.8024899,0.7942263
Kirrel3,4.6261487,1.9255826,3.725282913915942e-06,0.0009017869540263185,1.0,0.7729292060762396,2.9633791,1.7636756
ENSMUSG00000095041,4.572184,1.8217771,4.826661447145611e-06,0.001157967795400023,1.0,0.5624462596732588,1.4618838,0.66137886
Plcb1,4.560842,1.2100147,5.094887652451078e-06,0.0012115011612509774,1.0,0.8718830610490111,3.0376985,2.2600482
Kcnd2,4.5244675,1.3606423,6.054774663413126e-06,0.0014025154759130232,1.0,0.9127615362568071,3.7701364,2.8625095
Gprin3,4.5164557,2.7081914,6.288334100679251e-06,0.0014441669853440297,0.7368421052631579,0.27472055030094583,0.8152886,0.17628796
Pde1b,4.506949,2.6981719,6.576640381175869e-06,0.0014975790427304713,0.7368421052631579,0.2239896818572657,0.6603187,0.13464929
Kcnab1,4.476751,1.7206634,7.578763287953872e-06,0.0017112720130026938,1.0,0.6763399254800803,2.037428,1.1065778
Lrrc7,4.4701476,1.2829168,7.816564803984382e-06,0.0017502591356921696,1.0,0.8633204356549155,3.3063724,2.4683242
Gm28905,4.4461255,2.9320743,8.743286892895727e-06,0.0019415877587777538,0.7368421052631579,0.2951418744625967,1.1837497,0.26004082
Tenm1,4.437231,1.6194342,9.112343939007891e-06,0.0019906396881393664,1.0,0.7526511894525652,2.4357166,1.479924
Pknox2,4.428394,1.6532352,9.493752073780301e-06,0.002057234824374812,0.9473684210526315,0.5616580682143881,1.2682202,0.59451544
Kctd1,4.393513,1.6360528,1.1153336611223924e-05,0.0023784932916157686,0.9473684210526315,0.5096732588134136,1.0630324,0.47606906
Gm10754,4.3767204,2.4815753,1.2047822839248576e-05,0.0025490157455953484,0.7894736842105263,0.32057896245342504,1.1601043,0.33086035
Slc2a13,4.373362,1.7321073,1.2234753516123068e-05,0.0025683423982673973,0.9473684210526315,0.6631556319862425,1.8386744,0.95235837
Ptpn5,4.365151,1.8664825,1.2703509881440938e-05,0.002646072174529597,0.8421052631578947,0.4434651762682717,0.9195825,0.34615645
Abat,4.342609,2.1045659,1.4080072955485058e-05,0.002910242771645258,0.7894736842105263,0.34200343938091143,0.82176775,0.25955424
Sdc2,4.319213,2.0988166,1.565866582065924e-05,0.0031874875045538923,0.7894736842105263,0.31405846947549443,0.7414982,0.22839285
Il1rapl1,4.3116703,1.2317961,1.62025799232855e-05,0.003273408440140462,1.0,0.9249785038693035,3.6787941,2.8584683
Robo2,4.309422,1.4736992,1.6368181620677732e-05,0.003282186866773214,1.0,0.7861851533390657,2.5726423,1.6783713
C78859,4.293768,1.9944311,1.756662165959539e-05,0.003470699441127413,0.7894736842105263,0.39989968472341647,0.8114645,0.27308318
Tmem130,4.267312,1.9314711,1.9784217116517265e-05,0.00385218778203492,0.7894736842105263,0.3578389223273144,0.73421675,0.25009206
Plppr1,4.2632565,1.9135156,2.014691379519157e-05,0.003894586860984155,0.8421052631578947,0.4598738893665807,1.1608038,0.45868197
Kctd16,4.2564683,1.5961498,2.0768159806783473e-05,0.003986003242916228,1.0,0.8043852106620808,2.9815943,1.9728937
Gpr155,4.250121,1.704141,2.1365496566047883e-05,0.004071566615104302,0.8421052631578947,0.4250859845227859,0.808862,0.32367912
Nlgn1,4.248157,1.0167,2.155361197140272e-05,0.004078489814588669,1.0,0.9544998566924621,4.089365,3.4016294
Dlg2,4.234467,1.020711,2.2909448711058375e-05,0.004216280047028346,1.0,0.9554313556893093,4.415152,3.7200158
Rerg,4.2320333,2.3461108,2.3158798130093097e-05,0.004233176229629943,0.7368421052631579,0.21302665520206363,0.64943224,0.16538796
Samd12,4.227864,1.3727142,2.359206046252657e-05,0.00428323422046006,1.0,0.7508240183433649,2.1568723,1.3741816
Csmd3,4.2083244,1.1159474,2.572712598438101e-05,0.004608585834668785,1.0,0.9004370879908283,3.292937,2.5618644
Ngef,4.195246,2.2816052,2.725754366928195e-05,0.004850398664858317,0.7368421052631579,0.2971481799942677,0.7350819,0.20153981
Pkig,4.178852,1.612116,2.9298433463328897e-05,0.005179269126050312,0.8421052631578947,0.500286615075953,0.98273,0.4362246
Pcdh10,4.16149,1.6602573,3.16177780919429e-05,0.005552743119807226,0.8947368421052632,0.5012181140728003,1.1300806,0.50868917
Klhl7,4.142378,1.4312494,3.4372362445972536e-05,0.005997307655345987,0.9473684210526315,0.61865864144454,1.224082,0.6367538
Ptchd4,4.13475,1.9086978,3.55341430284008e-05,0.006160015633375028,0.8947368421052632,0.46922470621954715,1.3960849,0.5930397
Fchsd2,4.1261544,1.3862336,3.6887979110252335e-05,0.006353717940336411,1.0,0.6447047864717684,1.4080757,0.7799602
Kcnh1,4.1201487,1.7368361,3.7862777787400937e-05,0.0064745582042023036,0.8947368421052632,0.5168386357122384,1.19871,0.5275739
Ncam2,4.118882,1.5053545,3.807146245865143e-05,0.0064745582042023036,1.0,0.8598094009744912,3.045708,2.0861304
Drd1,4.1118665,4.978939,3.9247351896216314e-05,0.006632555631769385,0.5789473684210527,0.05947262826024649,0.6658557,0.029560909
Slc6a1,4.106871,1.6675843,4.010546668051261e-05,0.006735211810658586,0.8421052631578947,0.3131627973631413,0.76943785,0.3109265
Ano3,4.044838,1.677101,5.235931168629471e-05,0.008738476428638129,0.8947368421052632,0.6675265118945256,1.9760847,1.0795342
Tmtc1,4.037025,1.7346555,5.413326234627026e-05,0.008978770118791864,0.8947368421052632,0.5115720836916022,1.2144401,0.5374641
Fndc3b,4.021528,1.3820707,5.7821944771015606e-05,0.009531752490780303,0.9473684210526315,0.5368300372599599,0.9881664,0.4989434
Dach1,4.0092745,2.9067042,6.090555775923347e-05,0.009978855713357337,0.6842105263157895,0.21922470621954715,1.0153116,0.21084988
Adarb2,4.0011487,2.1341171,6.303573720304777e-05,0.010224937659198602,0.9473684210526315,0.5819719117225566,2.2654648,1.087633
Mb21d2,4.0006504,1.998038,6.316857653245135e-05,0.010224937659198602,0.7368421052631579,0.2870449985669246,0.5958355,0.18557772
Ccdc88c,3.9725015,2.1523604,7.112177800943853e-05,0.011375251042342938,0.7368421052631579,0.3356620808254514,0.7791578,0.23535053
Marchf4,3.9670367,2.039984,7.277175777028951e-05,0.011570278883359049,0.7368421052631579,0.3466251074806535,0.7263115,0.23076692
Scn3a,3.960647,1.4001209,7.474694307526384e-05,0.011814413884896116,0.9473684210526315,0.6380051590713671,1.3634204,0.7430879
Fstl5,3.9536595,1.7942399,7.696488218358405e-05,0.012093838504519904,0.8947368421052632,0.470908569790771,1.3241949,0.58529973
Cadm2,3.937977,0.9443531,8.217147685643007e-05,0.012836904553094629,1.0,0.963134135855546,4.1061416,3.4666798
Sh3rf2,3.925041,6.821846,8.671498887096768e-05,0.013468391624063015,0.5263157894736842,0.009028374892519347,0.43456063,0.0047995765
Arhgap26,3.914894,1.3579657,9.044386142778344e-05,0.013896841049660902,1.0,0.6715032960733734,1.5663978,0.90759766
Cntnap3,3.9147234,2.472414,9.050789667624331e-05,0.013896841049660902,0.6842105263157895,0.20969475494411005,0.79560137,0.1980877
Ablim2,3.9012039,1.3828466,9.571548267126964e-05,0.014612926246460314,0.8421052631578947,0.5839782172542276,1.1276195,0.58822083
Unc79,3.888211,1.2405078,0.00010098584068953262,0.015159159437585149,1.0,0.7404342218400688,2.010294,1.3181125
Reln,3.8857205,1.8819385,0.00010202683263910931,0.015230338850071485,0.7894736842105263,0.29134422470621957,0.995222,0.38027537
Tspoap1,3.8766696,1.5198421,0.00010589602135025809,0.015662458043460413,0.7894736842105263,0.4380553167096589,0.7185856,0.31239474
Schip1,3.875517,1.4083099,0.0001063986198797633,0.015662458043460413,1.0,0.8333691602178275,2.86048,1.9747782
Cd36,3.8744211,5.6398454,0.00010687848495561454,0.015662458043460413,0.5263157894736842,0.01859415305245056,0.43778148,0.010955678
Plcxd3,3.872884,2.1526976,0.00010755498431062149,0.015662458043460413,0.7894736842105263,0.3926626540556033,1.2434014,0.44140786
Adgrl2,3.872016,1.7298468,0.00010793886455197224,0.015662458043460413,0.8421052631578947,0.43676554886787045,1.0825899,0.46284765
Dzank1,3.8709345,1.5085236,0.0001084189503566668,0.015662458043460413,0.8421052631578947,0.5058397821725423,0.93348414,0.43336877
Stox2,3.8690987,1.2206061,0.00010923844788941094,0.01569645505234477,1.0,0.7477429062768701,1.695529,1.0679159
Rbis,3.85047,2.4604397,0.00011789128820970118,0.016849675075503567,0.631578947368421,0.17279306391516194,0.47384188,0.10447945
B830012L14Rik,3.829764,1.5197703,0.00012826622427034558,0.01813954445339045,1.0,0.6138220120378332,1.4873968,0.78601533
Rapgef6,3.8275013,1.1870898,0.0001294507340930373,0.018211210602512632,0.9473684210526315,0.7168959587274291,1.5413178,0.9601708
Shisa9,3.8092713,1.5221244,0.00013937698974272056,0.01925412623068024,1.0,0.6638005159071367,1.9192634,1.1068941
Tac1,3.808645,5.3285418,0.0001397303541117472,0.01925412623068024,0.5263157894736842,0.030560332473488105,0.6914602,0.024499191
Gria3,3.8046033,1.3321962,0.000142031540934818,0.019471364821013058,1.0,0.804707652622528,2.6272628,1.8079476
Magi3,3.7951968,1.4370254,0.00014752643207738216,0.020122006243244967,0.9473684210526315,0.5535611923187159,1.2386838,0.64461184
Tiam2,3.792934,1.5198349,0.0001488777452484978,0.02020376270114715,0.8421052631578947,0.3851390083118372,0.70095867,0.3032077
Tox,3.7817056,1.7407017,0.00015575745457478227,0.021031169871479394,0.8947368421052632,0.4137646890226426,1.2914749,0.5818781
Cacna1c,3.7777069,1.2933041,0.00015827909520373565,0.021264796440621885,1.0,0.7841071940384065,2.417687,1.6428455
Klhl13,3.7623656,2.6071754,0.00016831371967755834,0.02250044600863678,0.631578947368421,0.18117655488678705,0.5963907,0.12561795
Tef,3.758936,1.4137545,0.0001706374918898477,0.0225863517590158,0.8421052631578947,0.493945256520493,0.8382961,0.40051594
Nup93,3.7417734,1.3764167,0.0001827263048256344,0.024067920640513708,0.8947368421052632,0.5495844081398682,1.0099978,0.5142347
Erbin,3.740521,1.2311625,0.00018363921518025982,0.024070174204358932,0.9473684210526315,0.44658211521926056,0.96863353,0.52838236
Bcl11b,3.7093122,1.4238307,0.00020782299104863498,0.026976829804235852,0.9473684210526315,0.5494769274863858,1.2246804,0.63957596
Tomm70a,3.706822,1.3446544,0.00020987648849084462,0.027112409835331707,0.8421052631578947,0.485884207509315,0.79373735,0.3900698
Enox2,3.7034633,1.6760247,0.00021267596609895665,0.027342599086502224,0.7894736842105263,0.44479077099455433,0.9469848,0.40132415
Hmgcll1,3.6948392,1.3163075,0.00022002592649283666,0.028019415378495362,1.0,0.5630194898251648,1.1042545,0.593293
Rundc3b,3.6883357,1.3372778,0.00022572573369505225,0.028609672001821008,0.8947368421052632,0.5645958727429062,1.0146863,0.5282476
Pdzd2,3.6825151,1.8413488,0.00023094412086753963,0.029133655059675072,0.7894736842105263,0.463707366007452,1.1459767,0.46920967
Rian,3.67789,1.301583,0.0002351712642014959,0.029356471529020104,1.0,0.7616437374605904,2.3439922,1.5733224
Gda,3.6763246,1.3071942,0.00023661835919060108,0.029356471529020104,0.9473684210526315,0.5754872456291201,1.1254399,0.6104058
Sytl5,3.6758265,3.0230465,0.0002370805478897418,0.029356471529020104,0.5789473684210527,0.11880194898251648,0.54544145,0.08547503
Rora,3.666192,1.2142869,0.0002461889784354479,0.030205926258267055,1.0,0.801841501862998,2.3620825,1.6376508
Gnb4,3.6493852,2.412425,0.0002628686243306701,0.03210581788984138,0.631578947368421,0.19428919461163657,0.5880842,0.14008588
Smyd3,3.6399357,1.3513575,0.00027270599384834253,0.032873769315877495,1.0,0.7277873316136428,1.7520068,1.053604
Tspan7,3.639822,1.0852591,0.00027282659313139864,0.032873769315877495,0.9473684210526315,0.7483519633132703,1.6332923,1.0791287
Fzd3,3.6335034,1.4315237,0.00027959877209917435,0.033539370563860776,0.8947368421052632,0.48674405273717397,0.85095626,0.40379015
Fam184b,3.6179488,2.3843822,0.00029694707587165704,0.03530516782597975,0.631578947368421,0.2370664946976211,0.587754,0.14254948
Dnm3,3.6076171,1.237393,0.0003090220974734554,0.03657895929124118,1.0,0.7277873316136428,1.773971,1.1235735
Gabbr1,3.5974703,1.1081469,0.0003213271252368991,0.037703318144609074,0.9473684210526315,0.6221696761249642,1.0520332,0.62296206
Clstn1,3.5917778,1.0149554,0.00032842968375747944,0.038369154793754225,0.9473684210526315,0.6662725709372312,1.1578203,0.7324833
Dpp10,3.5894582,1.7058003,0.0003313658933560916,0.03854459547393152,1.0,0.8857838922327315,3.6532803,2.5278537
Reps2,3.5883198,1.2129565,0.0003328159474421463,0.03854639874038996,1.0,0.6866580682143881,1.4747648,0.8976255
Iqcj,3.5848901,1.8106165,0.00033722020213478856,0.038844826993539236,0.7368421052631579,0.3795141874462597,0.9241094,0.35990807
Pvt1,3.5829546,1.3135344,0.0003397295996829818,0.038844826993539236,0.8947368421052632,0.5349312123817713,0.9905451,0.5194088
A330102I10Rik,3.5807488,1.4896177,0.0003426108728856978,0.03900828031541822,0.7894736842105263,0.41766981943250214,0.76445055,0.34269923
Otof,3.5744019,3.955532,0.00035102954350878544,0.039798159637472845,0.5263157894736842,0.0819719117225566,0.5569032,0.046918713
Gphn,3.571897,0.8859185,0.00035440464130804503,0.03989657895939033,1.0,0.8809830897105188,2.5019617,1.9550433
Armh3,3.5715556,1.1794081,0.00035486722632282433,0.03989657895939033,0.8947368421052632,0.5720836916021783,0.94220775,0.5254866
Ric8b,3.5703032,1.6071719,0.00035656820691556604,0.03992078216592192,0.7894736842105263,0.48377042132416165,0.87797165,0.37947148
Samd5,3.5597153,1.6530507,0.0003712570152153602,0.041392846468202196,0.7894736842105263,0.48416451705359703,1.2308401,0.5714228
Pcp4,3.5577798,1.4812161,0.00037400247934060444,0.041526638925132406,0.7894736842105263,0.39083548294640297,0.8093315,0.36910847
Arhgap32,3.556371,1.1139194,0.00037601293945752404,0.04157805630956243,1.0,0.7266408713098309,1.5251466,0.978857
Pds5b,3.548416,1.0952958,0.00038755578999517267,0.04252756184255753,0.9473684210526315,0.6744769274863858,1.2471328,0.7705274
Tbc1d4,3.5482736,2.9417665,0.000387765264288299,0.04252756184255753,0.5789473684210527,0.15373316136428777,0.64129275,0.11064224
