names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Sst Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
B830012L14Rik,21.657536,1.3408837,5.1610645157465865e-104,1.5758841311148954e-101,0.8909348441926346,0.6069054178145087,1.3724164,0.77129775
Prkn,21.4537,1.0414829,4.217354321849677e-102,1.2732619171696721e-99,0.9348441926345609,0.8304866850321396,2.269404,1.6513281
Rcan2,21.40627,1.6509477,1.1679764572358937e-101,3.4870586006587185e-99,0.7691218130311614,0.35702479338842974,0.79342645,0.3261387
Neto2,21.36866,1.7912191,2.6153237758135747e-101,7.722390094078105e-99,0.7875354107648725,0.4395224977043159,1.0505799,0.42996654
Efna5,21.228476,1.9120011,5.212632130245374e-100,1.5224285363010132e-97,0.7847025495750708,0.40429752066115704,1.241958,0.5033863
Runx1t1,21.169497,1.4720774,1.824953576436407e-99,5.272742214929705e-97,0.9093484419263456,0.6018732782369146,1.6199682,0.900538
Cntnap5c,21.162025,1.7623811,2.1384057472056205e-99,6.112655577384577e-97,0.8441926345609065,0.49961432506887055,1.5453609,0.7360029
Galntl6,21.042376,1.8588021,2.6858289813379044e-98,7.596655234584157e-96,0.9560906515580736,0.8099540863177227,3.127874,1.9483919
Erbb4,20.93107,1.9970868,2.79159647191445e-97,7.733010020653739e-95,0.9461756373937678,0.7141965105601469,2.7461333,1.5375011
Dnm3,20.83949,1.2350354,1.8984521769658004e-96,5.205245917864394e-94,0.9277620396600567,0.722791551882461,1.7530575,1.1077037
Grik2,20.775846,0.9068166,7.15909447628517e-96,1.923648685777825e-93,0.9660056657223796,0.9156290174471993,3.2510788,2.655844
Plcb4,20.65463,1.6372464,8.869852789138098e-95,2.336597494550399e-92,0.7436260623229461,0.32069788797061527,0.7437232,0.30367064
Dcx,20.549835,1.4597738,7.722570901944674e-94,2.0146163119927512e-91,0.8101983002832861,0.47548209366391186,0.9367288,0.4473058
Vwc2,20.53284,2.8152597,1.0957752313464113e-93,2.831103890988276e-91,0.5708215297450425,0.15059687786960516,0.69009775,0.13209014
Trhde,20.508987,1.9886038,1.7898302150341145e-93,4.5802607502825386e-91,0.8031161473087819,0.5144903581267217,1.5786084,0.6778717
Slc8a3,20.482206,1.5660716,3.102780967465213e-93,7.865257037338704e-91,0.7677053824362606,0.41333333333333333,0.82207143,0.35814387
Rab3c,20.365002,1.307969,3.4184269123013696e-92,8.584404778835309e-90,0.8980169971671388,0.639742883379247,1.4714477,0.8566529
Ctnnd2,20.30837,0.90319526,1.0844334071211218e-91,2.6980301527170872e-89,0.9645892351274787,0.8831588613406796,3.029488,2.4446375
Ankrd55,20.228495,2.833168,5.495463816055537e-91,1.3547074563065345e-88,0.5424929178470255,0.11930211202938476,0.4225101,0.07118548
Greb1l,20.053102,1.6771551,1.896391399902569e-89,4.632366992307456e-87,0.7620396600566572,0.44584022038567495,0.9482368,0.40174198
Klf5,20.004457,2.6389263,5.036395807279016e-89,1.2191707688431275e-86,0.5524079320113314,0.14027548209366392,0.4401944,0.08506179
Fstl5,19.941488,1.6992589,1.7769802279300238e-88,4.263165957542833e-86,0.7903682719546742,0.46292011019283746,1.2489905,0.5686047
Scn1a,19.929855,1.1720483,2.2420702720889195e-88,5.331365328409669e-86,0.9249291784702549,0.6777961432506887,1.5162896,0.9469376
Tcf4,19.775616,0.7281865,4.828964133370813e-87,1.1381953181024013e-84,0.9801699716713881,0.9327456382001836,3.2491772,2.769591
Ank1,19.771404,1.9044039,5.249527848867274e-87,1.2265635939049012e-84,0.6473087818696884,0.2725068870523416,0.55910444,0.18240993
Klhl32,19.766092,1.4904485,5.832288115907939e-87,1.3509791523659163e-84,0.8002832861189801,0.5104132231404959,1.0131916,0.4851306
Rgs17,19.7616,1.3835151,6.375113223140153e-87,1.4640965154339818e-84,0.8215297450424929,0.5340679522497704,1.038758,0.53048825
Grid2,19.735323,1.3150854,1.072579223495783e-86,2.442390147062008e-84,0.9305949008498584,0.8098071625344353,2.5581734,1.7557119
Tmem130,19.603725,1.658704,1.437097901519077e-85,3.2449429087241687e-83,0.6983002832861189,0.3493112947658402,0.62043667,0.24082628
Lhx6,19.4752,4.070528,1.782229411791624e-84,3.990708691236745e-82,0.4631728045325779,0.04165289256198347,0.32421258,0.022536077
Aff2,19.317177,1.3394402,3.851488293213168e-83,8.41377971045836e-81,0.8427762039660056,0.5967309458218549,1.2891881,0.71257937
Frmpd3,19.302986,1.9468404,5.069319149147145e-83,1.0984887543353533e-80,0.6402266288951841,0.2943985307621671,0.6078966,0.19638166
Cdh4,19.263084,1.9404013,1.0964890873732638e-82,2.357012942217568e-80,0.6614730878186968,0.3111845730027548,0.7764106,0.26680687
Amy1,19.212393,1.3250641,2.915118735883778e-82,6.15804888418827e-80,0.7889518413597734,0.5100459136822774,0.8769399,0.44481054
Cntnap2,19.212067,1.2979985,2.933495560759578e-82,6.15804888418827e-80,0.9773371104815864,0.9126905417814509,3.6235588,2.7620409
Gpc6,19.16125,1.8125838,7.797984475338124e-82,1.6242778515684913e-79,0.8201133144475921,0.5451239669421487,1.8373638,0.9175296
Ntrk2,19.11585,0.99347174,1.8635684963243943e-81,3.851852730479729e-79,0.9419263456090652,0.7770064279155188,1.9070768,1.3557568
Lypd6,19.110579,2.8841562,2.0616804844532437e-81,4.2288056959739435e-79,0.5198300283286119,0.11842056932966023,0.567294,0.098410256
A230006K03Rik,19.069479,1.2360871,4.52797149051617e-81,9.217166208346175e-79,0.8994334277620396,0.6602020202020202,1.8393524,1.1776611
Ntm,19.010368,1.3474389,1.3996798775455235e-80,2.8277743089961067e-78,0.9631728045325779,0.8114233241505969,2.810537,1.9654287
Gabra3,18.967989,1.3911226,3.136833143849863e-80,6.290052729495957e-78,0.7677053824362606,0.421010101010101,0.77656007,0.36990818
Gm13629,18.927664,2.506241,6.749076987583193e-80,1.3433162863434105e-77,0.5495750708215298,0.1669421487603306,0.545266,0.12011071
A530058N18Rik,18.58542,2.852003,4.216877478832041e-77,8.235324884780434e-75,0.49291784702549574,0.09862258953168045,0.3684417,0.059872072
Mkx,18.585258,1.9600843,4.229530458130628e-77,8.235324884780434e-75,0.6203966005665722,0.27089072543618,0.6697533,0.2192382
Cracd,18.579754,1.239805,4.6865214776115826e-77,9.059484323987282e-75,0.8441926345609065,0.5497887970615243,1.0565495,0.584746
Rab27b,18.46192,1.452341,4.18211732747931e-76,7.913626238687962e-74,0.7478753541076487,0.44727272727272727,0.8371532,0.3911162
Cdh13,18.430119,1.6680914,7.531813102668076e-76,1.4152434829978407e-73,0.7917847025495751,0.5375941230486685,1.5793979,0.7939502
Osbpl9,18.335258,1.0981663,4.329520641086754e-75,8.078765251805631e-73,0.8427762039660056,0.5867768595041323,0.987494,0.580452
Tox3,18.242691,1.6539054,2.3651793455070905e-74,4.382922000950036e-72,0.6671388101983002,0.3111845730027548,0.700441,0.27947223
Mast2,18.234112,1.0725509,2.767162430485996e-74,5.092716062134158e-72,0.8597733711048159,0.6400367309458218,1.1726711,0.7230011
Dner,18.040552,1.2283027,9.360288494152629e-73,1.6993983232289264e-70,0.8385269121813032,0.5371533516988063,1.0935432,0.61365217
Xkr6,18.038406,1.1562208,9.730975815960311e-73,1.754841074999017e-70,0.8611898016997167,0.5783654729109274,1.1293306,0.6623595
Arnt2,17.965431,1.2544621,3.634414218898784e-72,6.510447337454021e-70,0.8059490084985835,0.5706519742883379,1.0617143,0.58375
Ccdc136,17.93142,1.6842036,6.704515971028769e-72,1.1851996325101514e-69,0.6274787535410765,0.30284664830119373,0.54531914,0.20347239
Robo1,17.876436,1.1770992,1.7997909209084265e-71,3.160809283974472e-69,0.9405099150141643,0.7895316804407714,2.459753,1.746208
Fchsd2,17.869493,1.077084,2.038354500030492e-71,3.5565315205077477e-69,0.8626062322946175,0.6393021120293848,1.2355822,0.7685833
Cntnap4,17.842768,1.8394395,3.289881275127716e-71,5.666609606582161e-69,0.6784702549575071,0.3433241505968779,1.0630254,0.4249765
Abtb3,17.791538,2.2680821,8.219237108672044e-71,1.4066936376434256e-68,0.5283286118980169,0.14718089990817262,0.52044773,0.13256146
Abat,17.747473,1.555783,1.802848034071311e-70,3.0659827009807677e-68,0.6572237960339944,0.33414141414141413,0.6088789,0.25088814
Pitpnc1,17.702782,1.2759758,3.9909614742831245e-70,6.744473887672173e-68,0.8031161473087819,0.5000550964187328,1.0973427,0.60120744
Kcnc1,17.536318,1.4238683,7.567396060210664e-69,1.2708495758616285e-66,0.6954674220963173,0.38975206611570246,0.6755282,0.3072596
Sntg1,17.51324,1.0180838,1.13543644263902e-68,1.8949799511621408e-66,0.9419263456090652,0.8112396694214876,2.519719,1.893317
Mir100hg,17.475399,1.0610819,2.2059657722611224e-68,3.658907425966442e-66,0.9235127478753541,0.7251423324150597,1.8094126,1.2376684
Cacna1b,17.472908,1.0293158,2.3044550470574263e-68,3.79881638738853e-66,0.8881019830028328,0.6469054178145087,1.3018758,0.83775425
Cers6,17.381054,1.0527165,1.1482205696266656e-67,1.869859800355667e-65,0.8796033994334278,0.6855463728191001,1.4934433,0.97992784
Gm45323,17.21128,2.7208865,2.1854079051052857e-66,3.516282060489762e-64,0.5113314447592068,0.16892561983471074,0.68266463,0.13847223
Thrb,17.195932,1.1843266,2.848350338926167e-66,4.5556650956515544e-64,0.8895184135977338,0.6885950413223141,1.717438,1.1022861
Tnrc6a,17.15219,0.9202328,6.052804319911645e-66,9.623600714557746e-64,0.8909348441926346,0.701267217630854,1.2422264,0.833637
Epb41l1,17.0125,1.014816,6.634338571845458e-65,1.048615749561691e-62,0.8328611898016998,0.6032323232323232,0.99855345,0.61432946
Ubash3b,16.930557,1.3915192,2.678282740151831e-64,4.159853018952584e-62,0.7209631728045326,0.43408631772268136,0.9427728,0.4683259
Cplane1,16.919899,0.915145,3.209778400788032e-64,4.956709518918071e-62,0.8824362606232294,0.6993572084481176,1.309774,0.8897896
Pcdh15,16.86619,1.3004134,7.977903334102905e-64,1.2179901283371878e-61,0.9121813031161473,0.7385491276400368,2.3718526,1.5984305
Tmtc2,16.861555,1.5409415,8.628941770042853e-64,1.3099416122093303e-61,0.7436260623229461,0.5132047750229568,1.232265,0.6069071
Mtus2,16.805748,1.0893993,2.2149973235295438e-63,3.288230833328113e-61,0.830028328611898,0.616969696969697,1.2025923,0.7392709
Cacng2,16.69177,1.3190597,1.504445743741544e-62,2.2089867286522017e-60,0.6898016997167139,0.4036363636363636,0.64045995,0.3072313
Mtss1,16.664227,1.1455272,2.3855739804825575e-62,3.483715916063387e-60,0.7492917847025495,0.44536271808999084,0.73689955,0.40042368
Dlgap2,16.656805,0.9732199,2.700686664078074e-62,3.922564900744749e-60,0.9504249291784702,0.8095867768595041,2.7266493,2.1131928
Dlc1,16.567934,1.136193,1.1883991719319993e-61,1.7167895564415496e-59,0.8257790368271954,0.5411570247933885,1.1707432,0.6991317
St8sia4,16.489307,1.7718039,4.3794612666724964e-61,6.29284086820802e-59,0.5849858356940509,0.27349862258953167,0.5922145,0.21237661
Nell1,16.48712,1.4134867,4.5408315025297656e-61,6.490007578349724e-59,0.7776203966005666,0.4973370064279155,1.3991882,0.7634639
Ptprt,16.414751,1.4477547,1.4999679201083865e-60,2.1324940747784308e-58,0.8456090651558074,0.6146189164370982,1.8958248,1.1230407
Cdh9,16.357838,1.4407612,3.824686219095614e-60,5.3805926024659235e-58,0.7917847025495751,0.5294031221303949,1.4390198,0.7815702
Afap1,16.317799,1.7818588,7.374752612971114e-60,1.0320812641173637e-57,0.5495750708215298,0.22585858585858587,0.45947158,0.15667027
Cdc14b,16.3009,1.3595793,9.725073001780936e-60,1.353951873356755e-57,0.6572237960339944,0.3657300275482094,0.581366,0.26793888
Wwox,16.21737,1.0098616,3.8012938448559787e-59,5.264987918107224e-57,0.8583569405099151,0.6551331496786043,1.3076319,0.8499451
Dgkg,16.216383,1.0667812,3.86278079861222e-59,5.322713849164633e-57,0.8909348441926346,0.652415059687787,1.4876685,0.969219
Lhfpl3,16.19822,1.21624,5.190803826131095e-59,7.116168306537884e-57,0.7592067988668555,0.4681726354453627,1.1306627,0.6433578
Bcl9,16.181055,1.1701051,6.860775998467294e-59,9.357819851716558e-57,0.7209631728045326,0.46060606060606063,0.7002885,0.37208706
Epha10,16.129044,1.3602668,1.5947077243519983e-58,2.1532561082079493e-56,0.6671388101983002,0.36624426078971534,0.6334032,0.2958969
AI504432,16.09242,2.0908892,2.8834184080896138e-58,3.873872631268396e-56,0.5084985835694051,0.1932415059687787,0.40643793,0.111282595
Rev3l,16.044956,0.85048366,6.200277156976375e-58,8.247596396433425e-56,0.9036827195467422,0.739247015610652,1.4318587,1.0178405
Hs3st5,16.040659,2.0204906,6.644596724561057e-58,8.795089359061852e-56,0.5623229461756374,0.26141414141414143,0.73581856,0.23741259
Limch1,16.020441,0.92359835,9.19963613255183e-58,1.2058254774715495e-55,0.9121813031161473,0.7271258034894399,1.5427902,1.0780067
Moxd1,15.919047,3.320929,4.674423871633922e-57,6.067718329990506e-55,0.4178470254957507,0.08246097337006428,0.4728439,0.058737647
Oxr1,15.918525,0.92087895,4.713612947653814e-57,6.0891721107431715e-55,0.9617563739376771,0.8532231404958678,2.607188,2.0326781
Osbpl3,15.829471,1.4869168,1.9485378630150453e-56,2.4932005894863937e-54,0.6303116147308782,0.3448668503213958,0.6626376,0.28918058
Cacna1a,15.777983,0.91170055,4.410573613204477e-56,5.616687819279825e-54,0.9291784702549575,0.7482093663911846,1.8334593,1.3333141
Pfkp,15.737086,1.0159408,8.423455312336298e-56,1.0676332275588505e-53,0.7747875354107648,0.5251423324150597,0.8154389,0.48437515
Ptprn2,15.680237,0.95706546,2.064817375970794e-55,2.6047719667763023e-53,0.9348441926345609,0.7597796143250689,2.1391497,1.5808853
Ankrd44,15.647332,1.2282817,3.464413389099174e-55,4.349943353509102e-53,0.6529745042492918,0.3449403122130395,0.6556613,0.3331944
Rab30,15.602026,1.0231657,7.051990330730905e-55,8.73211890261472e-53,0.7662889518413598,0.5211753902662993,0.7891328,0.4644722
Mfn1,15.568824,1.07617,1.1856833182615693e-54,1.4547630484789208e-52,0.7507082152974505,0.49476584022038567,0.72690105,0.41002256
Olfm2,15.564289,1.4745028,1.27275692980913e-54,1.5544990319986964e-52,0.5892351274787535,0.2921946740128558,0.49110857,0.20554528
Magi2,15.502801,0.5929787,3.3209570513253956e-54,4.03774280403228e-52,0.9631728045325779,0.9223875114784206,3.346563,2.9532797
Frmd3,15.472212,1.3559171,5.343874010228406e-54,6.4680132727404175e-52,0.6388101983002833,0.35981634527089074,0.5876812,0.27191386
Tmem132c,15.451831,3.1221926,7.333067450136226e-54,8.835853021756072e-52,0.4093484419263456,0.08117539026629936,0.45880768,0.06472292
Olfm3,15.449951,2.0516894,7.550026087545582e-54,9.056660757694186e-52,0.6147308781869688,0.3939761248852158,1.2029383,0.44594908
Arx,15.440735,3.2506485,8.710230927245973e-54,1.0401951334004414e-51,0.386685552407932,0.05171717171717172,0.26715988,0.031669218
Hmgcll1,15.3645735,1.0167671,2.8289510985137643e-53,3.3486306615447066e-51,0.7917847025495751,0.5573921028466483,0.9576888,0.5841998
Gm4258,15.353004,0.9322773,3.3815538433244707e-53,3.967788286905176e-51,0.8895184135977338,0.7196694214876033,1.5477394,1.0781877
Dpysl5,15.34297,1.7127498,3.9471544961911187e-53,4.6113061440284937e-51,0.5325779036827195,0.23011937557392104,0.40468782,0.14165868
Dock7,15.342591,0.8900517,3.970223202316206e-53,4.6181773786249545e-51,0.8583569405099151,0.6508356290174472,1.1282123,0.7550972
Csrnp3,15.299585,0.8774691,7.694474408141042e-53,8.873413190847631e-51,0.9135977337110481,0.7140128558310377,1.4892383,1.0539834
Nek1,15.274167,0.9222608,1.1367103171580969e-52,1.3052737701725667e-50,0.8016997167138811,0.5811202938475666,0.8947076,0.5672169
Nkain3,15.226952,1.2171181,2.3426373667296278e-52,2.6559774702120294e-50,0.8144475920679887,0.6667033976124885,1.8420254,1.1889879
Nipal2,15.132413,1.4473491,9.899776112691659e-52,1.1176764039832979e-49,0.5892351274787535,0.3066299357208448,0.48384544,0.20554502
Ankrd24,15.124535,1.9624705,1.1158731655192539e-51,1.2545402492678808e-49,0.48441926345609065,0.18431588613406796,0.35121274,0.10252932
Timp3,15.105139,1.9895645,1.4979085817850607e-51,1.6770334830235243e-49,0.4730878186968839,0.155702479338843,0.405555,0.11861943
Rbfox1,15.1012125,0.83128077,1.589832217632724e-51,1.7725639704477717e-49,0.9759206798866855,0.939761248852158,3.9685636,3.4069958
Gm45341,15.018025,2.6832883,5.594968034639681e-51,6.212264094659844e-49,0.43909348441926344,0.1278236914600551,0.50948846,0.098436244
