Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction
gsea,Alzheimer disease,-0.7246495039928469,-2.8259448525628716,0.0,0.0,0.0,79/145,12.14%,CALM1;PPP3CA;CALM2;CALM3;PPP3R1;GAPDH;COX6C;ATP5B;COX8A;APOE;NDUFA1;UQCRB;CDK5R1;COX7C;NDUFA4;COX5A;MAPK1;NDUFS5;PPP3CB;ATP5A1;ATP5E;COX7A2L;UQCRQ;ATP5H;CYC1;COX5B;NDUFA3;NDUFA2;ATP5O;ATP5D;COX6A1;ATP5G2;UQCR11;COX7A2;NDUFA13;COX7B;COX6B1;RTN4;CYCS;COX4I1;NDUFB3;ATP5G3;NDUFB8;NDUFB10;UQCRH;UQCRC2;RTN3;APH1A;ATP5J;NDUFC1;MAPK3;NDUFS7;GSK3B;NDUFA5;GRIN1;ATP5G1;NDUFS2;UQCR10;NDUFB11;NDUFB9;PSENEN;NDUFB6;SDHA;NDUFAB1;SDHD;NDUFV1;NDUFA7;UQCRFS1;UQCRC1;NDUFC2;ITPR1;SNCA;NDUFB2;NDUFA8;NDUFS6;NDUFS8;ATF6;NDUFA10;NDUFA9,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Spliceosome,-0.6270590157084501,-2.6961558921994393,0.0,0.0,0.0,89/126,28.03%,DDX5;HSPA8;HNRNPA3;WBP11;ZMAT2;HNRNPK;SF3B2;U2SURP;SNRNP27;PCBP1;RBM8A;CDC40;SRSF1;SNU13;SNRPD2;HNRNPA1;SNRNP70;HNRNPU;SRSF3;SNRPC;CWC15;SNRPF;HNRNPC;SNW1;SF3B4;SART1;SRSF5;RBM22;LSM8;SNRPG;HSPA2;PQBP1;RBMXL1;SNRNP200;BUD31;LSM2;SF3B1;RBM17;SNRPE;DHX15;DDX42;PRPF19;LSM5;SRSF2;HNRNPM;LSM4;SNRPB;U2AF1L4;TRA2B;THOC2;RBM25;MAGOHB;BCAS2;ALYREF2;LSM3;SMNDC1;SRSF10;SF3A2;ALYREF;PUF60;PRPF4;SF3A1;SF3B5;PRPF8;U2AF2;PHF5A;RP9;SRSF7;SF3B3;SYF2;SNRPD1;PRPF38A;CDC5L;SF3B6;NCBP2;THOC1;DDX39B;PRPF38B;LSM7;SRSF6;DDX46;LSM6;CHERP;CCDC12;TRA2A;TXNL4A;SNRPA1;CTNNBL1;U2AF1,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Parkinson disease,-0.7512781400149205,-2.692541021264951,0.0,0.0,0.0,74/111,12.14%,SLC25A4;UBB;COX6C;ATP5B;COX8A;NDUFA1;UQCRB;COX7C;NDUFA4;COX5A;NDUFS5;ATP5A1;ATP5E;COX7A2L;UQCRQ;ATP5H;CYC1;COX5B;NDUFA3;NDUFA2;ATP5O;SLC25A5;ATP5D;GNAL;COX6A1;ATP5G2;VDAC1;UQCR11;PINK1;COX7A2;NDUFA13;COX7B;COX6B1;CYCS;COX4I1;NDUFB3;ATP5G3;NDUFB8;NDUFB10;UQCRH;UQCRC2;UCHL1;ATP5J;NDUFC1;NDUFS7;NDUFA5;ATP5G1;NDUFS2;UQCR10;NDUFB11;UBE2J1;VDAC2;NDUFB9;NDUFB6;SDHA;NDUFAB1;SDHD;PARK7;NDUFV1;NDUFA7;UQCRFS1;UQCRC1;NDUFC2;UBA1;GNAI2;PRKACB;SNCA;VDAC3;NDUFB2;NDUFA8;NDUFS6;NDUFS8;NDUFA10;NDUFA9,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Oxidative phosphorylation,-0.765818970927335,-2.677075845022077,0.0,0.0,0.0,72/105,12.14%,ATP6V0C;ATP6V1D;ATP6V1A;COX6C;ATP5B;COX8A;NDUFA1;UQCRB;COX7C;NDUFA4;COX5A;ATP6V1G2;NDUFS5;ATP5A1;ATP5E;COX7A2L;ATP5K;UQCRQ;ATP5H;CYC1;COX5B;NDUFA3;COX17;NDUFA2;ATP5O;ATP5D;ATP5L;COX6A1;ATP5G2;UQCR11;COX7A2;ATP6V1E1;NDUFA13;COX7B;COX6B1;COX4I1;NDUFB3;ATP5G3;NDUFB8;NDUFB10;ATP6AP1;ATP6V1F;UQCRH;ATP6V0E2;UQCRC2;ATP5J;NDUFC1;NDUFS7;NDUFA5;ATP5G1;NDUFS2;ATP6V1G1;UQCR10;NDUFB11;NDUFB9;NDUFB6;SDHA;ATP5J2;NDUFAB1;SDHD;NDUFV1;NDUFA7;ATP6V1B2;UQCRFS1;UQCRC1;NDUFC2;NDUFB2;NDUFA8;NDUFS6;NDUFS8;NDUFA10;NDUFA9,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Ribosome,-0.8344981837550778,-2.6401745548007938,0.0,0.0,0.0,90/127,7.70%,RPL6;RPL17;RPS29;RPS3A1;RPL3;RPS8;RPS27;RPL38;RPLP1;RPL37A;RPS27A;RPS24;RPL19;RPL37;RPL27A;RPS23;RPL13;RPL5;RPSA;RPS2;RPLP2;RPS6;RPL4;RPS7;RPL22L1;RPL23;RPS25;RPL21;RPS28;RPL22;RPS4X;RPL11;RPL24;RPL14;RPL28;RPS10;RPS16;RPL15;RPL9;FAU;RPS21;RPL8;RPL30;RPS15A;RPL41;RPS15;RPL18A;RPL13A;RPS5;RPL29;RPS11;RPL7;RPS3;RPL35A;RPL12;RPL27;RPL23A;RPL26;RPL7A;RPS18;RPS9;RPL36;RPL32;RPS20;RPL39;RPS17;RPS12;RPS14;RPL36AL;MRPL36;RPL35;RPL34;RPL18;RPS19;RPL10;MRPL12;UBA52;MRPL11;MRPS21;RPL31;RPL36A;MRPS2;RPS26;RPS27L;MRPS14;RPL10A;MRPS5;MRPL20;RPS13;RPLP0,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Huntington disease,-0.6456319563917284,-2.6091711750747355,0.0,0.0,0.0,101/166,21.14%,SLC25A4;COX6C;ATP5B;COX8A;NDUFA1;UQCRB;COX7C;NDUFA4;COX5A;NDUFS5;ATP5A1;ATP5E;COX7A2L;UQCRQ;AP2M1;ATP5H;CYC1;COX5B;NDUFA3;NDUFA2;ATP5O;SLC25A5;ATP5D;COX6A1;ATP5G2;VDAC1;UQCR11;COX7A2;NDUFA13;COX7B;COX6B1;CYCS;COX4I1;NDUFB3;ATP5G3;NDUFB8;NDUFB10;UQCRH;UQCRC2;SOD1;CLTA;ATP5J;NDUFC1;NDUFS7;NDUFA5;GRIN1;ATP5G1;POLR2G;NDUFS2;UQCR10;NDUFB11;VDAC2;DCTN1;NDUFB9;AP2S1;NDUFB6;BAX;BDNF;SDHA;HDAC2;NDUFAB1;SDHD;NDUFV1;NDUFA7;UQCRFS1;UQCRC1;NDUFC2;ITPR1;VDAC3;NDUFB2;TBPL1;POLR2C;POLR2L;NDUFA8;NDUFS6;NDUFS8;NDUFA10;NDUFA9;DLG4;CLTC;DNAL4;NDUFV2;TFAM;NDUFB7;POLR2I;NDUFB5;AP2B1;CLTB;NDUFS1;POLR2F;DCTN4;POLR2E;NDUFA11;PLCB1;TBP;ATP5C1;SOD2;NDUFS4;CREB3L2;NDUFA12;AP2A2,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Non-alcoholic fatty liver disease (NAFLD),-0.6595332954418142,-2.5892210090021948,0.0,0.0,0.0,58/122,12.14%,COX6C;COX8A;NDUFA1;UQCRB;JUN;COX7C;NDUFA4;COX5A;NDUFS5;COX7A2L;UQCRQ;CYC1;COX5B;NDUFA3;NDUFA2;RAC1;COX6A1;UQCR11;COX7A2;NDUFA13;COX7B;COX6B1;CYCS;COX4I1;NDUFB3;NDUFB8;NDUFB10;UQCRH;AKT3;UQCRC2;NDUFC1;NDUFS7;GSK3B;NDUFA5;NDUFS2;UQCR10;NDUFB11;NDUFB9;NDUFB6;BAX;SDHA;CDC42;NDUFAB1;SDHD;NDUFV1;NDUFA7;UQCRFS1;UQCRC1;NDUFC2;NDUFB2;XBP1;PIK3R1;NDUFA8;NDUFS6;CEBPA;NDUFS8;NDUFA10;NDUFA9,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Thermogenesis,-0.6056759569834156,-2.5562616334330492,0.0,0.0,0.0,91/193,15.59%,ACTB;GNAS;RPS6;COX6C;ACTG1;ATP5B;COX8A;NDUFA1;UQCRB;COX7C;NDUFA4;COX5A;NDUFS5;ATP5A1;ATP5E;ACSL3;COX7A2L;ATP5K;UQCRQ;ATP5H;CYC1;COX5B;NDUFA3;COX17;NDUFA2;ATP5O;ATP5D;ATP5L;COX6A1;ATP5G2;UQCR11;COX7A2;NDUFA13;COX7B;COX6B1;COX4I1;NDUFB3;ATP5G3;COA3;NDUFB8;NDUFB10;UQCRH;UQCRC2;ATP5J;NDUFC1;ADCY1;ATF2;NDUFS7;NDUFA5;ATP5G1;NDUFAF3;KRAS;NDUFS2;UQCR10;NDUFB11;NDUFB9;RPS6KB1;NDUFB6;SDHA;ATP5J2;NDUFAB1;SDHD;COA5;NDUFV1;COX20;NDUFA7;UQCRFS1;UQCRC1;SMARCE1;NDUFC2;COX14;PRKACB;NDUFB2;NDUFA8;NDUFS6;FGFR1;NDUFS8;AKT1S1;NDUFA10;NDUFA9;ACTL6B;NDUFAF4;PRKACA;NDUFAF7;NDUFV2;HRAS;NDUFAF2;NDUFB7;RHEB;SMARCC2;MGLL,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Oocyte meiosis,-0.6017901284586921,-2.543533379818452,0.0,0.0,0.0,28/93,9.78%,CALM1;PPP3CA;CALM2;CALM3;YWHAH;PPP3R1;YWHAB;CAMK2B;YWHAZ;YWHAG;MAPK1;PPP3CB;YWHAE;SMC1A;YWHAQ;SMC3;PPP2R1A;ADCY1;MAPK3;PPP1CB;CAMK2A;PPP2CA;PPP1CA;CPEB1;PPP2R5D;ITPR1;PRKACB;RBX1,KEGG_2019_Mouse,Upregulated_in_Control
gsea,Proteasome,-0.6932518944709591,-2.460252979384079,0.0,0.0,0.0,31/40,22.16%,PSMA7;SEM1;PSMC2;PSMB5;POMP;PSMA4;PSMC6;PSMC5;PSMC3;PSMA1;PSMC1;PSMD2;PSME3;PSMB3;PSMB1;PSMA3;PSME2;PSMD6;PSMA5;PSMB4;PSMD12;PSMA2;PSMD14;PSME4;PSMC4;PSME1;PSMD4;PSMB7;PSMD1;PSMB6;PSMD7,KEGG_2019_Mouse,Upregulated_in_Control
