Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction,abs_nes
gsea,Selective Autophagy R-HSA-9663891,-0.6919957434607423,-2.642948836374782,0.0,0.0,0.0,25/56,9.93%,HSP90AA1;UBB;RPS27A;HSPA8;DYNLL1;DYNLL2;SQSTM1;TOMM20;VDAC1;PINK1;UBE2N;TOMM7;TOMM6;UBE2V1;UBA52;TOMM22;MAP1LC3B;TOMM5;VCP;UBC;PARK7;ATG12;CSNK2B;MAP1LC3A;MTERF3,Reactome_2022,Upregulated_in_Control,2.642948836374782
gsea,Autophagy R-HSA-9612973,-0.580934926092318,-2.549670214107917,0.0,0.0,0.0,37/120,10.12%,HSP90AA1;EEF1A1;HSP90AB1;UBB;RPS27A;HSPA8;DYNLL1;DYNLL2;GABARAPL1;SQSTM1;GABARAPL2;TOMM20;VDAC1;PINK1;UBE2N;TOMM7;RRAGA;TOMM6;UBE2V1;LAMTOR3;GABARAP;UBA52;TOMM22;CHMP2A;MAP1LC3B;TOMM5;CHMP4B;VCP;LAMTOR2;UBC;PARK7;VPS28;ATG12;CSNK2B;MAP1LC3A;MTERF3;RRAGD,Reactome_2022,Upregulated_in_Control,2.549670214107917
gsea,Macroautophagy R-HSA-1632852,-0.5856095126550689,-2.533015151292581,0.0,0.0,0.0,34/107,10.12%,HSP90AA1;UBB;RPS27A;HSPA8;DYNLL1;DYNLL2;GABARAPL1;SQSTM1;GABARAPL2;TOMM20;VDAC1;PINK1;UBE2N;TOMM7;RRAGA;TOMM6;UBE2V1;LAMTOR3;GABARAP;UBA52;TOMM22;CHMP2A;MAP1LC3B;TOMM5;CHMP4B;VCP;LAMTOR2;UBC;PARK7;ATG12;CSNK2B;MAP1LC3A;MTERF3;RRAGD,Reactome_2022,Upregulated_in_Control,2.533015151292581
gsea,Programmed Cell Death R-HSA-5357801,-0.5634123786054093,-2.495892649660881,0.0,0.0,0.0,71/166,18.17%,HSP90AA1;UBB;YWHAH;PPP3R1;YWHAB;RPS27A;HMGB1;DYNLL1;DYNLL2;YWHAZ;YWHAG;MAPK1;PSMA7;YWHAE;SEM1;NMT1;NDUFA2;SDCBP;MAGED1;PSMC2;CYCS;YWHAQ;PSMB5;DNM1L;PSMA4;AKT3;APPL1;PSMC6;PSMC5;UBA52;MAPK3;CHMP2A;PSMC3;CHMP4B;PSMA1;BAX;UBC;PSMC1;PSMD2;PSME3;STAT3;GSDME;PSMB3;PSMB1;PPP1R13B;PKN2;CDC37;PSMA3;PSME2;PSMD6;PSMA5;TFDP2;PSMB4;PSMD12;CHMP7;PSMA2;PSMD14;PSME4;PSMC4;DIABLO;PSME1;PSMD4;SEPTIN4;IL18;PSMB7;C1QBP;STUB1;BIRC2;AKT1;GNL3;BAD,Reactome_2022,Upregulated_in_Control,2.495892649660881
gsea,Regulation Of Apoptosis R-HSA-169911,-0.7002475912988035,-2.483799990267639,0.0,0.0,0.0,32/48,17.38%,UBB;RPS27A;PSMA7;SEM1;PSMC2;PSMB5;PSMA4;PSMC6;PSMC5;UBA52;PSMC3;PSMA1;UBC;PSMC1;PSMD2;PSME3;PSMB3;PSMB1;PKN2;PSMA3;PSME2;PSMD6;PSMA5;PSMB4;PSMD12;PSMA2;PSMD14;PSME4;PSMC4;PSME1;PSMD4;PSMB7,Reactome_2022,Upregulated_in_Control,2.483799990267639
gsea,Apoptosis R-HSA-109581,-0.557816564967994,-2.415430081177984,0.0,0.0,0.0,62/146,18.17%,UBB;YWHAH;PPP3R1;YWHAB;RPS27A;HMGB1;DYNLL1;DYNLL2;YWHAZ;YWHAG;MAPK1;PSMA7;YWHAE;SEM1;NMT1;NDUFA2;MAGED1;PSMC2;CYCS;YWHAQ;PSMB5;DNM1L;PSMA4;AKT3;APPL1;PSMC6;PSMC5;UBA52;MAPK3;PSMC3;PSMA1;BAX;UBC;PSMC1;PSMD2;PSME3;STAT3;GSDME;PSMB3;PSMB1;PPP1R13B;PKN2;PSMA3;PSME2;PSMD6;PSMA5;TFDP2;PSMB4;PSMD12;PSMA2;PSMD14;PSME4;PSMC4;DIABLO;PSME1;PSMD4;SEPTIN4;PSMB7;C1QBP;BIRC2;AKT1;BAD,Reactome_2022,Upregulated_in_Control,2.415430081177984
gsea,Intrinsic Pathway For Apoptosis R-HSA-109606,-0.6704739082541209,-2.388357273286649,0.0,0.0,0.0,24/44,18.17%,YWHAH;PPP3R1;YWHAB;DYNLL1;DYNLL2;YWHAZ;YWHAG;MAPK1;YWHAE;NMT1;CYCS;YWHAQ;AKT3;MAPK3;BAX;STAT3;GSDME;PPP1R13B;TFDP2;DIABLO;SEPTIN4;C1QBP;AKT1;BAD,Reactome_2022,Upregulated_in_Control,2.388357273286649
gsea,Ferroptosis,-0.640108367244636,-2.245497195890827,0.0,5.582510396867363e-05,0.001,14/36,11.09%,FTH1;PRNP;ACSL3;PCBP1;GPX4;FTL1;PCBP2;MAP1LC3B;VDAC2;TRF;MAP1LC3A;VDAC3;TFRC;GCLM,KEGG_2019_Mouse,Upregulated_in_Control,2.245497195890827
gsea,Chaperone Mediated Autophagy R-HSA-9613829,-0.8233212255952497,-2.205893407355044,0.0,6.929734132087854e-05,0.008,9/16,7.81%,HSP90AA1;EEF1A1;HSP90AB1;UBB;RPS27A;HSPA8;UBA52;UBC;PARK7,Reactome_2022,Upregulated_in_Control,2.205893407355044
gsea,NRIF Signals Cell Death From Nucleus R-HSA-205043,-0.7794325296293045,-2.178092295652975,0.0,9.37908897842512e-05,0.009,7/15,7.28%,UBB;RPS27A;SQSTM1;APH1A;UBA52;PSENEN;UBC,Reactome_2022,Upregulated_in_Control,2.178092295652975
