names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VLMC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Mir99ahg,10.004092,1.1056494,1.4622615717952307e-23,1.0823958246318966e-21,0.8905109489051095,0.8750809527236094,2.810264,2.110925
Igfbp2,9.988171,6.215266,1.7172221833397662e-23,1.2676307710532834e-21,0.5109489051094891,0.02853133769878391,1.0575821,0.024980556
Aebp1,9.907788,6.557894,3.8507437867066986e-23,2.737287977481719e-21,0.5036496350364964,0.023098510469885588,1.0604751,0.019838348
Pdgfd,9.81602,5.5156026,9.606107934409791e-23,6.6183620563484894e-21,0.5109489051094891,0.040404403828164355,1.1234064,0.0443662
4930594M22Rik,9.771334,5.1006956,1.4947088488911412e-22,1.0167804245494928e-20,0.5401459854014599,0.11905447218824207,1.1358019,0.0597764
Lepr,9.729,5.729842,2.268111219076384e-22,1.5274222670822668e-20,0.5182481751824818,0.07476433762682594,1.1254753,0.03847498
Adamts12,9.6761875,6.5312467,3.8064489619460075e-22,2.519194177524365e-20,0.49635036496350365,0.032201194502410595,1.2365221,0.026076961
Zic1,9.643961,6.4315352,5.213647655735305e-22,3.4168466465757965e-20,0.48905109489051096,0.01888896884219616,0.93053806,0.017637415
Itih5,9.64173,6.1175604,5.328212054305228e-22,3.474977133475278e-20,0.49635036496350365,0.03205727854932719,1.1168462,0.029169975
Slc24a3,9.640663,1.523636,5.383917216640135e-22,3.5028052206082426e-20,0.8029197080291971,0.7299417140390012,2.0296466,1.1937737
Arhgap6,9.637232,3.443778,5.566881422553694e-22,3.604388043952235e-20,0.5985401459854015,0.25357990933294955,1.3415232,0.23079997
Tbx18,9.507432,7.992801,1.954273650970824e-21,1.20438837159601e-19,0.4744525547445255,0.006476217888752968,0.9101448,0.0058116303
Cpq,9.401425,4.0777826,5.3829057431319936e-21,3.192906784060853e-19,0.5328467153284672,0.11376556091242715,1.0560359,0.105291024
Zfhx4,9.374679,3.125257,6.938663986951488e-21,4.088638187047949e-19,0.6058394160583942,0.3123335971792473,1.3288193,0.27627504
Gab2,9.266813,2.06363,1.917906606692213e-20,1.0918252229199103e-18,0.708029197080292,0.5986184068503994,1.6894917,0.7210226
Foxp1,9.242191,1.1890295,2.4149948651160888e-20,1.363254454320784e-18,0.8102189781021898,0.7955314096567605,2.1093662,1.4295312
Phldb2,9.223693,4.735378,2.8703906634730624e-20,1.6101753053762252e-18,0.5036496350364964,0.07962150104339066,1.0841722,0.070894524
Rin2,9.144735,3.5520723,5.977614032585748e-20,3.2981209251658942e-18,0.5620437956204379,0.20252572497661367,1.1375855,0.16608614
Diaph2,9.110559,1.3057579,8.195851353068424e-20,4.4669883540963195e-18,0.8102189781021898,0.7726127941282291,1.9953415,1.2727158
Svil,8.992751,3.5658891,2.4111770727840814e-19,1.27536078633284e-17,0.5474452554744526,0.18719867597323164,1.1349449,0.16403703
Pard3b,8.973053,2.7422464,2.884078166665241e-19,1.5135777409823246e-17,0.6204379562043796,0.32622148665179534,1.3123165,0.34055492
Tcf12,8.956084,1.1116117,3.3641302347897854e-19,1.7484367390483857e-17,0.8102189781021898,0.8127293660502267,1.9794222,1.3576527
Gmds,8.954672,1.7194302,3.407486489726856e-19,1.7675513895552244e-17,0.708029197080292,0.6664387997409513,1.6235106,0.80477375
Dab2,8.912492,5.116083,4.989825049626983e-19,2.539329528096156e-17,0.4744525547445255,0.054867957113045984,0.9782951,0.046751987
Pals2,8.804929,2.198247,1.309357526791224e-18,6.479270118762465e-17,0.6715328467153284,0.5909189033604375,1.613145,0.6289588
Gjb6,8.759573,5.209447,1.9599128929128787e-18,9.592506271870502e-17,0.45985401459854014,0.039684824062747356,0.9026091,0.038857725
Timp3,8.653226,3.8049242,5.006365824163429e-18,2.372505285630888e-16,0.5182481751824818,0.1619774051953659,1.0311142,0.12141015
Utrn,8.593367,2.536783,8.445777826666223e-18,3.955087405077413e-16,0.6204379562043796,0.3747211628409009,1.3910736,0.418896
Nedd4,8.593324,1.2758873,8.448902755915278e-18,3.955087405077413e-16,0.7445255474452555,0.7554148377347629,1.6189059,0.9826507
Uaca,8.576121,6.374651,9.812585095461421e-18,4.569569523657684e-16,0.43795620437956206,0.021335540044613945,0.85395753,0.016125752
Eya2,8.57566,5.507292,9.852062129214162e-18,4.580015733771359e-16,0.45255474452554745,0.04623299992804202,0.89088935,0.031110927
Gulp1,8.4880495,4.489571,2.1013363127553204e-17,9.505539852480718e-16,0.46715328467153283,0.0730013672015543,0.9813567,0.07162641
Trpm3,8.457682,3.1498466,2.7274555541220386e-17,1.2255306143688826e-15,0.7007299270072993,0.6870907390084191,3.3437853,1.4057968
Naaladl2,8.440177,1.1318855,3.168583903409052e-17,1.4189974914100203e-15,0.8467153284671532,0.8630999496294164,2.3263066,1.6518121
Aox3,8.420281,7.455286,3.755798986032075e-17,1.6708330919649312e-15,0.4233576642335766,0.011117507375692596,0.8527636,0.0076411604
Tmsb4x,8.257187,1.6155128,1.4914539917904346e-16,6.351088551411883e-15,0.7883211678832117,0.7212707778657265,1.937312,1.0779127
Lrrk1,8.197465,4.5594316,2.4550851928503243e-16,1.0259430658147468e-14,0.44525547445255476,0.05544362092537958,0.8186365,0.05235658
Prkag2,8.1551,1.5518332,3.488917753903579e-16,1.4444872118241783e-14,0.6788321167883211,0.6639562495502627,1.6633089,0.89962965
Vtn,8.100455,5.947372,5.475392724476114e-16,2.1991599776782238e-14,0.41605839416058393,0.021371519032884794,0.8720031,0.022302603
Add3,8.029076,1.8170179,9.820969651380314e-16,3.858032961002764e-14,0.6642335766423357,0.5934014535511262,1.3623598,0.60134566
Zfp521,7.9769115,3.52227,1.500404186768113e-15,5.759408642637028e-14,0.48175182481751827,0.1345254371447075,0.9467163,0.12863383
Neat1,7.8948145,3.3745291,2.9074744327472017e-15,1.0911150559764987e-13,0.48175182481751827,0.1320788659422897,0.9224104,0.13637304
Syne2,7.8777556,3.5292294,3.333137965724186e-15,1.2387471250208696e-13,0.48905109489051096,0.17025257249766138,0.86791575,0.113058716
Pdzrn3,7.86468,2.1946447,3.7004209621953456e-15,1.3639274520464876e-13,0.6204379562043796,0.39227890911707564,1.4182178,0.5209871
Itpr1,7.815065,1.4231331,5.493469940444141e-15,2.0055643654855173e-13,0.708029197080292,0.670324530474203,1.6463449,0.9406743
Pcca,7.6430054,1.5538043,2.1220897985787705e-14,7.31971153887183e-13,0.6715328467153284,0.6797510254011657,1.5231307,0.7982384
Lrmda,7.639017,3.0849426,2.1888653283505876e-14,7.540360432407729e-13,0.5109489051094891,0.20720299345182414,1.1812623,0.23599556
Kcnk2,7.634917,2.6018918,2.2596620073303195e-14,7.75442121800328e-13,0.5693430656934306,0.3843995106857595,1.2054764,0.32582825
Arhgap28,7.6323833,7.0563135,2.3045263454622816e-14,7.898293737572896e-13,0.38686131386861317,0.01442757429661078,0.7445949,0.008272444
Nfia,7.628172,1.2147188,2.381058844099139e-14,8.139828389433062e-13,0.8029197080291971,0.7394041879542347,1.9937441,1.3171867
Nxn,7.609695,3.972245,2.7474336133077746e-14,9.321154190603523e-13,0.44525547445255476,0.10876448154277901,0.915365,0.091141224
Itga1,7.60525,4.9115787,2.8435415218354264e-14,9.63505178962395e-13,0.40875912408759124,0.04698855868172987,0.7770556,0.038298666
Plekhg1,7.5668836,2.594772,3.822849141336354e-14,1.277611398354575e-12,0.5474452554744526,0.2757069871195222,1.1526978,0.30650902
Zeb1,7.536786,1.2716817,4.81695556273897e-14,1.5959506284931706e-12,0.7299270072992701,0.6950780744045477,1.6110747,0.9783636
Notch2,7.5354743,3.3286662,4.8656313830944595e-14,1.6100925525092133e-12,0.48175182481751827,0.1828452183924588,0.9385839,0.14402291
Cst3,7.4791675,1.6989636,7.479496831318422e-14,2.433100240405884e-12,0.7226277372262774,0.5862056558969562,1.6083448,0.80215883
Sh3d19,7.436186,1.9139615,1.0363413113820436e-13,3.3349091062078458e-12,0.635036496350365,0.5422033532417069,1.3340932,0.5550922
Wwox,7.406019,1.6605196,1.3014681501451956e-13,4.168110750226628e-12,0.6642335766423357,0.6602504137583651,1.6660199,0.85754836
Zic4,7.328559,6.2996187,2.3264071692957683e-13,7.2518051785356495e-12,0.3722627737226277,0.012988414765776786,0.67844117,0.012248832
Slc7a2,7.319631,4.6201906,2.4865344359169803e-13,7.733006978366813e-12,0.40145985401459855,0.058249982010505866,0.8335665,0.051568694
Zic2,7.3055625,6.188412,2.7610940277632614e-13,8.567043478752751e-12,0.3722627737226277,0.015147154062027776,0.6470502,0.0123993885
Acss3,7.296348,6.4197025,2.9568382351046405e-13,9.105498660731968e-12,0.3722627737226277,0.016730229545945167,0.708404,0.011968178
Foxp2,7.273038,2.9510043,3.514913279038415e-13,1.0683904955629209e-11,0.48905109489051096,0.20094264949269627,1.050455,0.21543099
Ddx5,7.2715297,1.0402857,3.554391801771712e-13,1.0791695786848124e-11,0.7372262773722628,0.8073325178095992,1.7173991,1.1700268
Nnat,7.242973,3.1816666,4.389555315805226e-13,1.3252511386032181e-11,0.5401459854014599,0.34151255666690655,1.5287839,0.33514488
Dcdc2a,7.1123385,4.7059503,1.1409283344032274e-12,3.30709216239641e-11,0.41605839416058393,0.10754119594157012,0.9270126,0.05685738
Dcn,7.0843925,3.9762845,1.3965568091709658e-12,4.017717501330177e-11,0.4233576642335766,0.11369360293588544,0.9181361,0.09129957
Plxna2,7.0766754,1.3790125,1.4765367431636368e-12,4.2251908720774146e-11,0.6642335766423357,0.6579117795207599,1.457815,0.8186629
Slc22a6,7.0499988,9.053555,1.7891965172703874e-12,5.065933658488441e-11,0.35036496350364965,0.0024825501906886377,0.60278285,0.0015555331
Slc22a8,6.9556065,6.807647,3.510479816147899e-12,9.625162516315718e-11,0.35036496350364965,0.00820320932575376,0.64646953,0.008079819
Ddr2,6.929673,5.357638,4.2181381480887335e-12,1.1460199397284558e-10,0.36496350364963503,0.03198532057278549,0.66189724,0.02263007
Slc13a3,6.8875732,6.4078507,5.675218284008704e-12,1.5234077451679707e-10,0.35036496350364965,0.013456141613297834,0.66867745,0.011145544
Tmem164,6.8648367,2.569612,6.656725642668748e-12,1.7657079764907134e-10,0.5255474452554745,0.3326257465640066,1.0787874,0.28290525
Dock6,6.848548,4.695859,7.46032139468537e-12,1.9556959597580086e-10,0.3795620437956204,0.0613801539900698,0.69054854,0.03766523
Pard3,6.8382664,1.4248583,8.015738449461952e-12,2.0809941269279484e-10,0.6496350364963503,0.6104914729797798,1.3217641,0.70521075
Tbx15,6.8237514,5.437164,8.869340380784066e-12,2.289329260630815e-10,0.35766423357664234,0.027380010074116716,0.68703383,0.022543425
Gnas,6.816305,1.3519864,9.34116922185664e-12,2.4041879022154013e-10,0.6861313868613139,0.7119522199035763,1.5139817,0.87074316
Tmem64,6.785236,3.5002923,1.1589681482450002e-11,2.9517984969993513e-10,0.44525547445255476,0.18234151255666692,0.80725366,0.1041198
Calm1,6.6967874,1.0466739,2.1305148190969533e-11,5.266507193112708e-10,0.781021897810219,0.8373749730157588,1.9167109,1.3368336
Col1a1,6.660864,7.1342545,2.7222278693184314e-11,6.613586152675068e-10,0.3357664233576642,0.008850831114629056,0.65821844,0.006607722
Sema3a,6.6445327,3.1851447,3.041807954715712e-11,7.350124077626904e-10,0.45985401459854014,0.22288983233791465,1.0176635,0.17751212
Pdgfra,6.599878,3.4479833,4.1149637329702255e-11,9.81963370381083e-10,0.39416058394160586,0.08577390803770597,0.7603602,0.099279255
Ehbp1,6.539439,0.7870435,6.17499674307343e-11,1.4491018557762713e-09,0.7299270072992701,0.7739799956825214,1.6209736,1.2094802
Rbpms,6.536582,5.1281223,6.294070846955776e-11,1.4744697790558124e-09,0.34306569343065696,0.02511333381305318,0.60523075,0.023502866
Pld1,6.47455,2.9906318,9.509510383828923e-11,2.1820712554524608e-09,0.4233576642335766,0.14287256242354465,0.79442817,0.1420505
Sparc,6.3551593,2.9619887,2.0821098923201648e-10,4.578256367155715e-09,0.4233576642335766,0.1449233647549831,0.89244145,0.16969591
Kdm7a,6.340687,1.6723958,2.2874325370702525e-10,5.001083179095011e-09,0.5985401459854015,0.5798733539612866,1.2362767,0.56893075
Sncaip,6.332099,2.851311,2.4184839835162633e-10,5.26191616494591e-09,0.45255474452554745,0.22425703389220694,0.86901724,0.17551498
Lamc3,6.315364,6.795008,2.6952628874721766e-10,5.835754535566268e-09,0.32116788321167883,0.012268835000359789,0.57126826,0.0069147265
Slc16a12,6.285904,5.4124427,3.259511781864209e-10,6.978731599895721e-09,0.3357664233576642,0.03583507231776643,0.6030984,0.01924939
Lhfp,6.2808375,2.7424815,3.3675418488090076e-10,7.198556044351474e-09,0.46715328467153283,0.26318629920126646,0.97313917,0.21993284
Ghr,6.267884,2.3135533,3.6598736116468873e-10,7.773976596438883e-09,0.5255474452554745,0.3986831690292869,1.1452426,0.35846964
Col3a1,6.267321,7.283674,3.673124941456079e-10,7.7898079855505e-09,0.31386861313868614,0.004821184428293876,0.5567655,0.004770092
Tcf7l2,6.253539,2.4903378,4.0125423986975137e-10,8.47618036580206e-09,0.43795620437956206,0.16445995538605454,0.77357805,0.18877982
Bmp7,6.173248,5.495356,6.690123543219273e-10,1.3639121366183753e-08,0.32116788321167883,0.021227603079801396,0.55086476,0.016157012
Sptbn1,6.1720953,0.5942967,6.739085375623428e-10,1.3718123033560721e-08,0.7518248175182481,0.8489242282507016,1.8528025,1.517768
Efemp1,6.171421,4.44284,6.76790243880098e-10,1.375594088733603e-08,0.35036496350364965,0.06440238900482119,0.6646233,0.04247915
Sdk1,6.087295,2.0146232,1.148342249706151e-09,2.2638265773737548e-08,0.5620437956204379,0.4639490537526085,1.4343752,0.582883
Pbx3,6.0592585,2.302259,1.3675051417575287e-09,2.6723536842927123e-08,0.5036496350364964,0.33690724616823775,1.119161,0.3493318
Foxc1,6.0583024,6.5494823,1.3756553333649102e-09,2.686326948220577e-08,0.30656934306569344,0.008886810102899906,0.5395755,0.007607317
Gja1,6.053188,3.1850147,1.420069595472799e-09,2.7650195674169645e-08,0.3722627737226277,0.08958768079441606,0.6948125,0.104649484
Cgnl1,6.0449133,5.42749,1.4949016060918345e-09,2.9044111464705417e-08,0.31386861313868614,0.018709073900841908,0.5521957,0.016981442
Ror1,6.0196176,2.1528208,1.7482984165313104e-09,3.3747685669681256e-08,0.49635036496350365,0.3334172843059653,0.99718636,0.32546687
Plpp3,5.9860096,2.146178,2.1505173059067207e-09,4.104005682508067e-08,0.48905109489051096,0.263294236166079,0.947638,0.3051664
Gjb2,5.9739375,7.3640046,2.3159423302341467e-09,4.400945573790065e-08,0.29927007299270075,0.004929121393106426,0.54646784,0.004404292
Cald1,5.9564753,2.712872,2.5773610591218006e-09,4.853096822607063e-08,0.44525547445255476,0.2441534144059869,0.8742388,0.19316816
Ubb,5.9414825,1.6321489,2.8245607680123023e-09,5.292604451638115e-08,0.6058394160583942,0.4820824638411168,1.2636065,0.59819186
Prdm6,5.918597,6.5888724,3.2469864244835492e-09,6.04619024434324e-08,0.29927007299270075,0.00805929337267036,0.65219814,0.009509498
Bnc2,5.866327,5.2813644,4.4555504081562996e-09,8.200043799120532e-08,0.30656934306569344,0.019428653666258906,0.7768765,0.029756969
Foxd1,5.789339,6.4507647,7.066392986375244e-09,1.2717614169049084e-07,0.291970802919708,0.006584154853565518,0.4999986,0.0073888605
Trabd2b,5.7443075,3.0772555,9.229801291769022e-09,1.6326844023030523e-07,0.39416058394160586,0.16820177016622292,0.71199363,0.115995556
Flrt2,5.7267704,1.569299,1.0236047912392686e-08,1.7929765802215872e-07,0.5912408759124088,0.6040512340792977,1.5151879,0.78679746
Prdm5,5.6477485,2.3123863,1.6256265472869026e-08,2.7645940079493086e-07,0.45255474452554745,0.27365618478808373,0.82436323,0.22935219
Gm29683,5.639612,3.9877615,1.704335639435022e-08,2.8856646900831156e-07,0.3357664233576642,0.07962150104339066,0.6857989,0.060257014
Lpp,5.63684,1.489348,1.7319901680862057e-08,2.928796464221293e-07,0.5693430656934306,0.530654098006764,1.1384257,0.56289476
Marchf3,5.6182623,2.3130238,1.9288773848340027e-08,3.2453935711014183e-07,0.46715328467153283,0.3201050586457509,0.90805906,0.26061994
Apcdd1,5.610354,3.8873289,2.0191307053254047e-08,3.3824215743200515e-07,0.3357664233576642,0.08149240843347486,0.5834464,0.052150797
Mt3,5.590167,1.6678792,2.2685122911898956e-08,3.7696305049024425e-07,0.583941605839416,0.5005037058357918,1.2430238,0.5744287
ENSMUSG00000121393,5.5831037,6.081573,2.3626405796969762e-08,3.9139428098925865e-07,0.291970802919708,0.022091098798301793,0.48661658,0.00921282
Rplp1,5.5689816,1.333515,2.5623250818905055e-08,4.223906438674717e-07,0.6496350364963503,0.6539181118226955,1.423659,0.81129724
Mrc2,5.559119,3.645645,2.71139554772543e-08,4.464166566628818e-07,0.34306569343065696,0.09390515938691804,0.5896948,0.06221893
Phf21a,5.552799,0.70437264,2.8113111541634084e-08,4.6145345578723754e-07,0.6934306569343066,0.7739080377059797,1.4971757,1.1407114
Tcf7l1,5.5108266,3.488627,3.571526287237186e-08,5.791605995055112e-07,0.3284671532846715,0.0720659135065122,0.55735505,0.06434835
Mill2,5.509855,5.0167117,3.591302291562943e-08,5.820162398932224e-07,0.29927007299270075,0.03608692523566237,0.5603414,0.02294163
C1qtnf7,5.502297,5.213586,3.748745570485149e-08,6.060697561909504e-07,0.291970802919708,0.02655249334388717,0.5391797,0.01907517
Wnt5a,5.482301,4.3045006,4.1982844157455354e-08,6.746884105925988e-07,0.32116788321167883,0.07066273296394905,0.57667387,0.038720015
Fbxl7,5.4729595,2.0857136,4.425818011114456e-08,7.082890408495857e-07,0.49635036496350365,0.3808375908469454,1.0897608,0.3818081
Dennd4a,5.4716687,1.0704799,4.458176022122309e-08,7.130427959192049e-07,0.6277372262773723,0.7043966323666978,1.3692687,0.8739391
Laptm4a,5.3933215,2.4576886,6.916710785640145e-08,1.073048607448907e-06,0.45985401459854014,0.316003453982874,0.91147155,0.23970072
Clmp,5.372396,2.4201257,7.769720503405369e-08,1.197089391780403e-06,0.45255474452554745,0.31711880261927033,0.8813683,0.2344626
Nr2f2,5.3588424,3.1719425,8.375683332049316e-08,1.2852918968141927e-06,0.3722627737226277,0.1591710441102396,0.69297314,0.10518599
Ebf1,5.306535,3.481431,1.1172886472445603e-07,1.6687907699533818e-06,0.3284671532846715,0.08537813916672664,0.71738505,0.08977357
Gli3,5.3005757,3.0147886,1.1543799382282772e-07,1.7184592210633688e-06,0.3284671532846715,0.07667122400518098,0.60940146,0.09880069
Lama4,5.2911487,3.3772004,1.2155036676091532e-07,1.7975004704820005e-06,0.35036496350364965,0.12934446283370513,0.6989582,0.0929101
Nid1,5.2863264,5.8780146,1.2479705541148351e-07,1.8404483418806596e-06,0.27007299270072993,0.01028999064546305,0.45508963,0.009751731
Wnk1,5.26674,0.7602455,1.388679182213571e-07,2.031236234408201e-06,0.6788321167883211,0.7626466143772037,1.4122977,1.0414768
Pdlim5,5.2584543,2.3802576,1.4527107812890592e-07,2.112247764785553e-06,0.4233576642335766,0.24051953659063108,0.8214266,0.21885759
Pds5b,5.2341514,1.144435,1.6574441952388299e-07,2.3866841117935344e-06,0.6131386861313869,0.6749658199611427,1.2686715,0.76839787
Enpp1,5.204224,5.188024,1.9480866016349667e-07,2.7681167099910922e-06,0.2773722627737226,0.025688997625386775,0.4949934,0.017416947
Airn,5.2030826,2.836858,1.9600992358464899e-07,2.7837138724733183e-06,0.40145985401459855,0.22857451248470892,0.8370096,0.16828817
Pdgfrb,5.201165,4.5865164,1.9804304953375155e-07,2.8096181314529593e-06,0.2846715328467153,0.03522342951716198,0.5400933,0.029372545
Dock5,5.175508,3.0865083,2.2729189722668226e-07,3.1992316807129133e-06,0.3284671532846715,0.0908469453838958,0.5752341,0.08758641
Hlf,5.1672864,2.4566677,2.375171014290483e-07,3.334422421838311e-06,0.45255474452554745,0.33798661581636325,0.9571279,0.25637236
Camk1d,5.15599,0.33516404,2.522943366256412e-07,3.5216357533147946e-06,0.9051094890510949,0.954234726919479,2.5351808,2.3233702
Hspa8,5.153887,1.2922544,2.5514189536136335e-07,3.5595341268742645e-06,0.6496350364963503,0.6714039001223285,1.4436419,0.8421415
Fmod,5.1148777,7.930537,3.139441273435955e-07,4.330430545032038e-06,0.25547445255474455,0.0032021299561056345,0.4246824,0.0021664123
Ogn,5.0729475,5.091029,3.9170018182483657e-07,5.312965111374739e-06,0.27007299270072993,0.02468158595380298,0.4648975,0.017215371
Vstm4,5.065305,5.6370654,4.0774651876431055e-07,5.5166913188303245e-06,0.26277372262773724,0.015327049003382024,0.45057324,0.011373021
Sparcl1,5.0636163,1.2390497,4.113771668612064e-07,5.557418035978189e-06,0.6204379562043796,0.5908829243721666,1.2340736,0.70885915
Hsp90aa1,5.0545454,0.8167613,4.314176010566502e-07,5.798994967679935e-06,0.7226277372262774,0.7960351154925523,1.5243912,1.1116691
Gm6209,5.0488305,5.4370985,4.4452270996329287e-07,5.959422479884198e-06,0.27007299270072993,0.027308052097575017,0.5120057,0.015315431
Bmp5,5.0477257,5.4918094,4.470999549760089e-07,5.984186749821421e-06,0.26277372262773724,0.01611858674534072,0.48140216,0.013647794
Slc41a1,5.019631,3.3891172,5.177086319445351e-07,6.832431699582347e-06,0.3357664233576642,0.12488306828811974,0.5801101,0.07236323
Fign,5.014713,2.4713712,5.311270731499372e-07,6.995776693891574e-06,0.3795620437956204,0.18000287831906167,0.7601974,0.18675362
