names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CGE-derived INS (merge) (for_DEGs),mean_expr_Rest (for_DEGs)
Zbtb16,23.16817,1.4584618,9.536665410185774e-119,8.20289463353265e-116,0.8976327575175944,0.6308954203691046,1.1694385,0.59215647
Kcnt2,22.11608,1.3169731,2.213545764968587e-108,1.5679716530442192e-105,0.9430582213691618,0.7696514012303486,1.6264896,0.9707856
Magi3,21.53784,1.3963988,6.8842542162485e-103,4.605566070670246e-100,0.8458093410108766,0.5994531784005468,1.033981,0.52379656
Kcnn2,21.236406,1.244715,4.403095100304272e-100,2.7190805742494383e-97,0.9302623160588611,0.7286397812713602,1.4449264,0.8620036
Sobp,20.562923,0.827231,5.897102135394343e-94,3.4640440933862766e-91,0.9673704414587332,0.9070403280929596,1.6240039,1.1926458
Sorcs1,19.948378,1.7860031,1.5483273526337654e-88,8.672073479263164e-86,0.7690339091490723,0.44976076555023925,1.1793307,0.5026396
Ptprd,19.769629,1.023719,5.437520231696798e-87,2.9101608280041266e-84,0.9961612284069098,0.9801777170198223,3.606847,2.9249134
Kctd16,19.681795,0.9735231,3.0887140396528165e-86,1.6171432376304007e-83,0.9660908509277031,0.9302802460697197,2.6109715,2.004575
Apba1,19.626312,0.8409584,9.216581196579883e-86,4.6244196153839565e-83,0.963531669865643,0.9084073820915927,1.7344836,1.2822943
Epha3,19.530046,1.2536776,6.098321992883456e-85,2.997387487277656e-82,0.891234804862444,0.6684894053315106,1.3891028,0.8166258
Cdk14,19.272478,0.81391925,9.144962865172988e-83,4.404945712896525e-80,0.9680102367242482,0.8933697881066303,1.8212402,1.3727745
Gpr158,19.116194,0.73379356,1.8513803972676614e-81,8.742871664273403e-79,0.9596928982725528,0.9336978810663021,1.8491683,1.439787
Cacnb2,18.875717,0.8352344,1.8065686180045344e-79,8.367192037696387e-77,0.9692898272552783,0.9268626110731374,2.0189621,1.5390792
Dgkb,18.613007,0.9875793,2.5207077046760148e-77,1.1242356362855025e-74,0.9475367882277671,0.8441558441558441,1.8929858,1.3465014
Slc2a13,18.580091,0.89831865,4.657095276873507e-77,2.039299684513119e-74,0.9795265515035189,0.9275461380724539,1.8922766,1.392014
Nr3c2,18.566477,0.98312247,6.0014646614647045e-77,2.5810584804770705e-74,0.9692898272552783,0.8605604921394395,1.8492928,1.3108084
Rbfox3,18.283176,0.8129817,1.126701584882687e-74,4.678531201778385e-72,0.927063339731286,0.8263841421736159,1.3886163,0.9980195
Slc35f4,18.139153,1.0159664,1.5642496719440545e-73,6.278898183183435e-71,0.9161868202175304,0.7477785372522214,1.36204,0.89039564
Dab1,18.136717,0.94108456,1.63512594154639e-73,6.4557988813447966e-71,0.9916826615483045,0.9487354750512645,2.954292,2.3488128
Kcnd3,18.114565,0.9192152,2.445957439171545e-73,9.501361123388304e-71,0.9341010876519513,0.7792207792207793,1.3378317,0.9108065
Egfr,17.94583,3.2792473,5.173156745358284e-72,1.9467235477376393e-69,0.46257197696737046,0.11073137388926863,0.62144846,0.08502963
Galnt14,17.820564,1.3994793,4.894019393169202e-71,1.7858721676528341e-68,0.7421625079974408,0.4463431305536569,0.7872264,0.3742172
Ust,17.783195,1.290521,9.53860559110582e-71,3.4287727918834707e-68,0.763275751759437,0.4825700615174299,0.8030386,0.40797785
Mlip,17.721697,1.3502856,2.8518000629631467e-70,1.0100404811235944e-67,0.7319257837492003,0.4818865345181135,0.8521257,0.42355448
Chrna7,17.613066,1.3258268,1.9556332051881645e-69,6.826010161413297e-67,0.7651951375559821,0.4784688995215311,0.8175077,0.40851027
Fstl4,17.177435,1.4405824,3.9186245361186197e-66,1.258348711038411e-63,0.6935380678182982,0.4244702665755297,0.7795591,0.3611109
Mpdz,17.113293,1.1492366,1.1812988399419282e-65,3.7434738501528154e-63,0.8125399872040947,0.6021872863978127,0.9023928,0.5072622
Caln1,17.091995,1.03799,1.7024949674667985e-65,5.3250504930481e-63,0.8528470889315419,0.6842105263157895,1.3677557,0.88592994
Pdzrn3,16.896236,1.4602904,4.795520375238847e-64,1.4619659837626884e-61,0.7050543825975688,0.43472317156527684,0.9014567,0.42641214
Arpp21,16.782276,1.206108,3.289850373224465e-63,9.904094548592252e-61,0.8464491362763915,0.6698564593301436,1.6078914,1.0044464
Slc1a2,16.663567,0.99900806,2.4119852673346707e-62,7.171636194875087e-60,0.8330134357005758,0.6390977443609023,1.0092112,0.6271775
Rtl4,16.617455,1.0558882,5.209849878230238e-62,1.5301710300889883e-59,0.8566858605246321,0.6555023923444976,1.2793365,0.80996996
Cpne7,16.561432,1.4343727,1.3240688160393065e-61,3.842032935601284e-59,0.6276391554702495,0.31715652768284347,0.54139346,0.23571508
Chsy3,16.555435,1.0571647,1.462795832716806e-61,4.194044623232328e-59,0.9232245681381958,0.7484620642515379,1.7267542,1.1698158
Prox1,16.537886,1.9935622,1.957755439645789e-61,5.482625814933625e-59,0.5431861804222649,0.23103212576896787,0.530018,0.1617125
Necab1,16.46498,1.1991682,6.54861764139469e-61,1.8128380146591923e-58,0.7786308381317978,0.5413533834586466,0.9676376,0.53687716
