"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",85880823,85894281,13459,"*",0.177343065758222,"Itm2c","chr1-85880112-85881534",2.08338998264151,0.0186078453087068,"Oligo","Emx1"
"chr1",135607295,135693823,86529,"*",0.175220752595229,"Nav1","chr1-135693141-135694505",2.13722101959981,0.0162900095909299,"Oligo","Emx1"
"chr1",135607295,135703766,96472,"*",0.156425288568978,"Nav1","chr1-135703550-135703981",1.92048026316633,0.0273986319150782,"Oligo","Emx1"
"chr1",156386560,156474331,87772,"*",0.171822257970189,"Soat1","chr1-156385702-156387418",1.71095042879739,0.0435451320849684,"Oligo","Emx1"
"chr1",181136270,181144204,7935,"*",-0.116714945712491,"Nvl","chr1-181135365-181137174",-1.76001428230193,0.0392026925011115,"Oligo","Emx1"
"chr2",120404113,120491054,86942,"*",0.221545388254647,"Tmem87a","chr2-120490866-120491242",2.4670978704312,0.00681065608472938,"Oligo","Emx1"
"chr3",105053146,105059174,6029,"*",-0.107924078447743,"Cttnbp2nl","chr3-105058717-105059631",-1.68465886760251,0.0460272033360246,"Oligo","Emx1"
"chr5",121377996,121452506,74511,"*",0.185699002105882,"Erp29","chr5-121377783-121378208",2.50665622698745,0.00609395921459682,"Oligo","Emx1"
"chr6",137252299,137256737,4439,"*",0.200896702642989,"Ptpro","chr6-137256617-137256857",1.92608899968667,0.0270466309660335,"Oligo","Emx1"
"chr6",149344482,149408984,64503,"*",0.13985306851985,"Bicd1","chr6-149344293-149344671",1.78726445777494,0.0369473778278783,"Oligo","Emx1"
"chr7",4844696,4903014,58319,"*",0.176817804271684,"Shisa7","chr7-4901595-4904432",2.19429715878935,0.0141070267914065,"Oligo","Emx1"
"chr7",29138213,29180701,42489,"*",0.168792403255107,"Psmd8","chr7-29137728-29138697",2.46488202972627,0.00685291842762066,"Oligo","Emx1"
"chr7",44964815,44986492,21678,"*",0.118444384266294,"Prmt1","chr7-44964227-44965403",2.77753208268485,0.00273867162215807,"Oligo","Emx1"
