"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",5070285,5093156,22872,"*",0.0787788265386093,"Rgs20","chr1-5092796-5093516",4.48351686738248,3.67113980122145e-06,"Excitatory","Nestin"
"chr1",6206197,6342320,136124,"*",-0.0502985864475948,"Rb1cc1","chr1-6341890-6342750",-2.41017049567934,0.00797253358736681,"Excitatory","Nestin"
"chr1",6487231,6553644,66414,"*",0.10428996513975,"St18","chr1-6553065-6554223",3.38611192085877,0.000354452325403291,"Excitatory","Nestin"
"chr1",9748382,9784906,36525,"*",0.0565825286792703,"Vcpip1","chr1-9784854-9784958",2.920291953748,0.00174851801992799,"Excitatory","Nestin"
"chr1",9919077,10009136,90060,"*",0.0657386953249303,"Ppp1r42","chr1-9917911-9920242",3.07900604874137,0.00103846232423956,"Excitatory","Nestin"
"chr1",9930020,10037987,107968,"*",-0.0534456037798915,"Cspp1","chr1-9929347-9930692",-3.17403297307807,0.000751683056294285,"Excitatory","Nestin"
"chr1",9944118,10078557,134440,"*",0.0692730082169616,"Snhg6","chr1-10077382-10079731",3.62846437602326,0.00014255604115047,"Excitatory","Nestin"
"chr1",10009136,10060364,51229,"*",0.0633307594523646,"Ppp1r42","chr1-10060316-10060412",3.24335156241581,0.000590661738204845,"Excitatory","Nestin"
"chr1",10009136,10126300,117165,"*",0.0570345757431372,"Ppp1r42","chr1-10125739-10126861",3.26717779275181,0.000543127191027941,"Excitatory","Nestin"
"chr1",13326025,13374083,48059,"*",0.0535655143334012,"Ncoa2","chr1-13325330-13326719",2.79958324572202,0.00255843105409418,"Excitatory","Nestin"
"chr1",15287254,15423460,136207,"*",0.0511148004962613,"Kcnb2","chr1-15423367-15423553",2.11811468453058,0.0170826780943759,"Excitatory","Nestin"
"chr1",15721207,15892722,171516,"*",0.0540127143057184,"Sbspon","chr1-15719703-15722711",2.27239988217837,0.0115311844155075,"Excitatory","Nestin"
"chr1",15985105,16104662,119558,"*",0.0541193537424788,"Rpl7","chr1-15984930-15985279",3.02073175449015,0.00126082324435289,"Excitatory","Nestin"
"chr1",17097889,17143028,45140,"*",-0.0522702658611261,"Jph1","chr1-17142847-17143209",-1.74563381854434,0.0404373009192896,"Excitatory","Nestin"
"chr1",17097889,17167976,70088,"*",-0.0703511756374004,"Jph1","chr1-17166993-17168959",-2.03512798511954,0.0209189983948504,"Excitatory","Nestin"
"chr1",17097889,17233836,135948,"*",-0.0833445599013338,"Jph1","chr1-17233468-17234203",-2.40725488694251,0.00803647381214387,"Excitatory","Nestin"
"chr1",17098822,17168403,69582,"*",0.0528381951281053,"Gm28784","chr1-17098649-17098995",2.56738789081715,0.00512339587744208,"Excitatory","Nestin"
"chr1",17113592,17168403,54812,"*",0.0802071964719852,"Gm28784","chr1-17113173-17114010",3.83436487375354,6.29445770522488e-05,"Excitatory","Nestin"
"chr1",17168403,17233836,65434,"*",0.0532682766354209,"Gm28784","chr1-17233468-17234203",1.99195179857175,0.0231881734001796,"Excitatory","Nestin"
"chr1",17408031,17601901,193871,"*",0.0788497602938168,"Pi15","chr1-17407565-17408496",4.4946394144865,3.48439671837311e-06,"Excitatory","Nestin"
"chr1",17671680,17727045,55366,"*",0.0633800091660541,"Crispld1","chr1-17669615-17673744",3.63682404182385,0.00013801017294177,"Excitatory","Nestin"
"chr1",20547717,20618064,70348,"*",0.0851775314007873,"Pkhd1","chr1-20546695-20548739",4.99928832491408,2.87711517752444e-07,"Excitatory","Nestin"
"chr1",20618064,20809296,191233,"*",0.0550228772067261,"Pkhd1","chr1-20808661-20809930",3.33768804546524,0.000422392683193799,"Excitatory","Nestin"
"chr1",20951626,20953750,2125,"*",0.0614666758723796,"Efhc1","chr1-20953088-20954411",3.5386771601083,0.000201068668890787,"Excitatory","Nestin"
"chr1",20951626,21144110,192485,"*",0.0613427865676728,"Efhc1","chr1-21143471-21144749",3.74219553080172,9.12097429797127e-05,"Excitatory","Nestin"
"chr1",21240589,21306832,66244,"*",0.055211647093009,"Gsta3","chr1-21306689-21306974",3.24512685792776,0.000586991557626072,"Excitatory","Nestin"
"chr1",21791475,21961942,170468,"*",0.0501141618128259,"Kcnq5","chr1-21790966-21791983",2.0619527376153,0.0196061179258125,"Excitatory","Nestin"
"chr1",21868388,21961942,93555,"*",-0.0507014542650886,"Kcnq5","chr1-21867887-21868888",-2.17386634036249,0.0148575872759844,"Excitatory","Nestin"
"chr1",22703816,22805724,101909,"*",-0.0521260602350805,"Rims1","chr1-22703271-22704361",-2.23032725929637,0.0128628623825723,"Excitatory","Nestin"
