"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",23761753,23860693,98941,"*",0.156656063640311,"B3gat2","chr1-23860428-23860958",2.29424794632232,0.0108881303412545,"Progenitors","Nestin"
"chr1",38580680,38664955,84276,"*",-0.103361916613982,"Aff3","chr1-38580603-38580756",-1.83179792387253,0.0334907663425599,"Progenitors","Nestin"
"chr1",38778272,38836711,58440,"*",0.151176579143779,"Lonrf2","chr1-38778146-38778398",2.14985748679954,0.0157832446576712,"Progenitors","Nestin"
"chr1",39478755,39507775,29021,"*",-0.103275033706565,"Tbc1d8","chr1-39507221-39508328",-1.78216333330144,0.037361300126199,"Progenitors","Nestin"
"chr1",39517586,39577405,59820,"*",0.117063784404118,"Rnf149","chr1-39517126-39518045",1.96364760347733,0.024785486420196,"Progenitors","Nestin"
"chr1",39651474,39719482,68009,"*",0.122209794279593,"Creg2","chr1-39719008-39719955",2.31592863999995,0.0102810826385824,"Progenitors","Nestin"
"chr1",39871700,39900913,29214,"*",-0.134868355729576,"Map4k4","chr1-39871286-39872113",-1.87532759155944,0.0303738348813973,"Progenitors","Nestin"
"chr1",39900913,39934590,33678,"*",-0.140289737244232,"Map4k4","chr1-39934325-39934854",-1.80658557956786,0.0354134597992749,"Progenitors","Nestin"
"chr1",39900913,39981675,80763,"*",-0.12393727108153,"Map4k4","chr1-39980925-39982425",-1.68348615098153,0.046140509061255,"Progenitors","Nestin"
"chr1",39900913,39999314,98402,"*",0.1517600020083,"Map4k4","chr1-39998927-39999701",2.18463575103744,0.0144577822178023,"Progenitors","Nestin"
"chr1",59574734,59670834,96101,"*",-0.15159559165191,"Sumo1","chr1-59574076-59575391",-2.29062511840766,0.0109925524432681,"Progenitors","Nestin"
"chr1",64956824,64964166,7343,"*",0.110727486497816,"Plekhm3","chr1-64963271-64965061",1.77615804612899,0.0378534355333004,"Progenitors","Nestin"
"chr1",65186683,65282366,95684,"*",0.114654623818902,"Pikfyve","chr1-65281963-65282769",1.76419531424475,0.0388495506886396,"Progenitors","Nestin"
"chr1",72521427,72583251,61825,"*",0.144179060710498,"Smarcal1","chr1-72520857-72521996",1.74152657373792,0.0407956597016297,"Progenitors","Nestin"
"chr1",78488897,78522913,34017,"*",-0.122372253052297,"Farsb","chr1-78522785-78523041",-1.72489623771722,0.0422730868625278,"Progenitors","Nestin"
"chr1",78658038,78687954,29917,"*",0.176774710437985,"Utp14b","chr1-78687552-78688356",2.04757105578917,0.0203010239283679,"Progenitors","Nestin"
"chr1",83310868,83408200,97333,"*",0.106342007604083,"Sphkap","chr1-83310413-83311322",1.76368053985027,0.0388928896365511,"Progenitors","Nestin"
"chr1",86154780,86161697,6918,"*",-0.11860181635435,"Armc9","chr1-86161590-86161803",-1.68744699481079,0.0457587169474964,"Progenitors","Nestin"
"chr1",86359400,86410096,50697,"*",0.195291107566892,"Ncl","chr1-86410007-86410185",2.51286844328275,0.00598769915302118,"Progenitors","Nestin"
"chr1",87853287,87857313,4027,"*",0.147748050506068,"Dgkd","chr1-87856548-87858078",1.96796221973263,0.0245361924308319,"Progenitors","Nestin"
"chr1",89008632,89070415,61784,"*",-0.141174458365533,"Sh3bp4","chr1-89007274-89009989",-2.00245241496297,0.0226180480160096,"Progenitors","Nestin"
"chr1",90998737,91015880,17144,"*",-0.125134354953619,"Lrrfip1","chr1-91015552-91016208",-2.03609153031119,0.0208705825353373,"Progenitors","Nestin"
"chr1",106140539,106171752,31214,"*",-0.1196466506382,"Phlpp1","chr1-106140084-106140993",-1.77750471705037,0.0377426177132438,"Progenitors","Nestin"
"chr1",106630658,106714274,83617,"*",0.145600715248942,"Bcl2","chr1-106630200-106631115",1.8600203172928,0.0314413257546226,"Progenitors","Nestin"
"chr1",119837613,119935415,97803,"*",0.143837566044455,"Ptpn4","chr1-119934638-119936192",1.67860064006838,0.0466149508735518,"Progenitors","Nestin"
"chr1",121392136,121431049,38914,"*",0.155158732871108,"Ccdc93","chr1-121391764-121392508",2.00853523217564,0.0222932230040483,"Progenitors","Nestin"
"chr1",121431049,121478428,47380,"*",0.174674973503479,"Ccdc93","chr1-121477174-121479682",1.97359045355634,0.0242141650574006,"Progenitors","Nestin"
"chr1",125839722,125913101,73380,"*",0.128274981372123,"Lypd1","chr1-125838295-125841148",1.88933607913568,0.0294234050160742,"Progenitors","Nestin"
"chr1",127131116,127205015,73900,"*",-0.163082743437777,"Mgat5","chr1-127131044-127131187",-2.34747021341738,0.00945069219290411,"Progenitors","Nestin"
"chr1",132327207,132417555,90349,"*",-0.131189387988263,"Dstyk","chr1-132327148-132327266",-1.88365107168987,0.0298060943890588,"Progenitors","Nestin"
"chr1",135146824,135219100,72277,"*",-0.104690714140978,"Arl8a","chr1-135218587-135219613",-1.76940195950737,0.0384134094313853,"Progenitors","Nestin"
"chr1",135430499,135483527,53029,"*",-0.117715314629958,"Ipo9","chr1-135482441-135484612",-1.70291309739344,0.0442921663002658,"Progenitors","Nestin"
"chr1",136455097,136466343,11247,"*",0.437974896619729,"Kif14","chr1-136454697-136455496",6.88906613368785,2.80799142686463e-12,"Progenitors","Nestin"
"chr1",155115533,155158715,43183,"*",-0.130419236174063,"Stx6","chr1-155115108-155115958",-1.93326323609813,0.0266018891347822,"Progenitors","Nestin"
"chr1",155973255,156057178,83924,"*",-0.133516812771492,"Cep350","chr1-156057073-156057283",-2.9482513400662,0.00159788560754494,"Progenitors","Nestin"
"chr1",155987501,156035403,47903,"*",0.126774289998924,"Tor1aip2","chr1-155986959-155988042",1.97637229011485,0.0240563137790279,"Progenitors","Nestin"
"chr1",156036480,156130811,94332,"*",-0.148721675436973,"Tor1aip1","chr1-156130269-156131352",-2.58023856067731,0.00493660417131282,"Progenitors","Nestin"
"chr1",156671024,156719086,48063,"*",0.138471810036566,"Fam20b","chr1-156670911-156671137",2.00058913218769,0.0227183428654506,"Progenitors","Nestin"
"chr1",158356326,158400258,43933,"*",0.11663165865498,"Brinp2","chr1-158399464-158401051",2.02551654386294,0.0214071757151505,"Progenitors","Nestin"
"chr1",158362273,158364533,2261,"*",0.121174950025599,"Astn1","chr1-158364494-158364572",2.00330099450363,0.0225724954100549,"Progenitors","Nestin"
"chr1",162659750,162740556,80807,"*",-0.101206570803856,"Prrc2c","chr1-162659409-162660090",-1.68110312783045,0.0463714424861569,"Progenitors","Nestin"
"chr1",164219491,164307489,87999,"*",0.16387370419344,"Blzf1","chr1-164218988-164219993",2.7180290892658,0.0032836032078998,"Progenitors","Nestin"
"chr1",164304121,164322526,18406,"*",0.117918491983251,"Nme7","chr1-164322436-164322616",1.88256335465976,0.0298797832402657,"Progenitors","Nestin"
"chr1",167349991,167379202,29212,"*",0.167588727905242,"Aldh9a1","chr1-167378922-167379482",1.77411448964038,0.0380221072636508,"Progenitors","Nestin"
"chr1",170867771,170905927,38157,"*",-0.108715112734713,"Atf6","chr1-170905688-170906166",-1.6809812494676,0.0463832783421719,"Progenitors","Nestin"
"chr1",172028444,172113505,85062,"*",0.117969405410038,"Vangl2","chr1-172112270-172114739",1.72093828611165,0.0426310115897149,"Progenitors","Nestin"
"chr1",172069427,172148084,78658,"*",0.18077793491976,"Dcaf8","chr1-172068552-172070301",2.75652061708832,0.00292099648279316,"Progenitors","Nestin"
"chr1",172126755,172140933,14179,"*",0.172126056436971,"Pex19","chr1-172139064-172142802",1.76456567889842,0.0388183939583892,"Progenitors","Nestin"
"chr1",174501825,174574096,72272,"*",0.149657162184124,"Fmn2","chr1-174573830-174574362",2.16259839857255,0.0152860407725788,"Progenitors","Nestin"
"chr1",176730939,176814660,83722,"*",-0.129352035791992,"Sdccag8","chr1-176730278-176731599",-1.97829868561065,0.023947510658219,"Progenitors","Nestin"
"chr1",176739256,176814067,74812,"*",0.137555746958724,"Cep170","chr1-176738880-176739632",1.92495375183958,0.0271175721828175,"Progenitors","Nestin"
"chr1",176739256,176814660,75405,"*",-0.127908931285074,"Sdccag8","chr1-176738880-176739632",-1.88828125064726,0.0294941015086722,"Progenitors","Nestin"
"chr1",176741215,176814067,72853,"*",0.114351310523565,"Cep170","chr1-176740974-176741455",1.83699883827168,0.0331050334440477,"Progenitors","Nestin"
"chr1",179478840,179546267,67428,"*",0.245318849001469,"Tfb2m","chr1-179478662-179479018",2.81489592466072,0.00243965164157776,"Progenitors","Nestin"
"chr1",179518041,179588054,70014,"*",0.123261717745137,"Smyd3","chr1-179587666-179588441",1.98240300393192,0.0237170768325403,"Progenitors","Nestin"
"chr1",180553495,180641150,87656,"*",0.170291691041143,"Lin9","chr1-180552947-180554043",2.3159048113704,0.0102817332869706,"Progenitors","Nestin"
"chr1",180784718,180813943,29226,"*",0.182543718505144,"H3f3a","chr1-180784531-180784904",2.28494685200516,0.0111579721716266,"Progenitors","Nestin"
"chr1",189688086,189705243,17158,"*",0.249395136736124,"Cenpf","chr1-189704970-189705515",3.09737790512637,0.000976204021335867,"Progenitors","Nestin"
"chr1",191377887,191403272,25386,"*",-0.100747124440406,"Ppp2r5a","chr1-191377384-191378390",-1.73786932960201,0.0411169205128122,"Progenitors","Nestin"
"chr1",192072475,192138062,65588,"*",-0.152089512790391,"Rcor3","chr1-192072020-192072930",-1.9361534650951,0.0264244539765767,"Progenitors","Nestin"
