"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",13298457,13374083,75627,"*",-0.159090604875772,"Ncoa2","chr1-13297568-13299345",-4.30032912576767,8.52723151547543e-06,"GABA","Nestin"
"chr1",38645541,38664955,19415,"*",0.12411312679519,"Aff3","chr1-38644652-38646429",2.6808590051996,0.00367167244971977,"GABA","Nestin"
"chr1",38846633,38898161,51529,"*",0.111577482351743,"Chst10","chr1-38845700-38847566",1.77107899269945,0.0382737834062554,"GABA","Nestin"
"chr1",38898161,38916140,17980,"*",0.148457279487928,"Chst10","chr1-38915693-38916586",2.54210903586689,0.00550928971854021,"GABA","Nestin"
"chr1",39447687,39534992,87306,"*",0.183814171554788,"Cnot11","chr1-39447361-39448013",3.49752376170336,0.000234799438620413,"GABA","Nestin"
"chr1",39651474,39679345,27872,"*",0.113391904641728,"Creg2","chr1-39679031-39679659",1.74135800707631,0.0408104220828169,"GABA","Nestin"
"chr1",39840008,39900913,60906,"*",0.107975649531847,"Map4k4","chr1-39839763-39840252",2.04563372379954,0.0203962104485383,"GABA","Nestin"
"chr1",42675762,42694842,19081,"*",0.149248409422821,"Pantr1","chr1-42675568-42675955",3.09369478514789,0.000988403694699463,"GABA","Nestin"
"chr1",42695768,42715672,19905,"*",0.122179922877101,"Pou3f3","chr1-42715488-42715856",2.15975547831982,0.0153958019492321,"GABA","Nestin"
"chr1",51568408,51596718,28311,"*",0.18697555100173,"Gm17767","chr1-51567042-51569773",2.97692518852245,0.00145577523415491,"GABA","Nestin"
"chr1",63031173,63114667,83495,"*",0.12190665227963,"Ino80d","chr1-63030810-63031535",3.11724204991023,0.000912758111415887,"GABA","Nestin"
"chr1",72253884,72284314,30431,"*",0.112287964514872,"Pecr","chr1-72253604-72254163",3.09202699792078,0.00099397384047667,"GABA","Nestin"
"chr1",72545220,72583251,38032,"*",0.120561700147214,"Smarcal1","chr1-72543768-72546671",2.66008798018105,0.00390601211227926,"GABA","Nestin"
"chr1",75110157,75142711,32555,"*",0.114123362944801,"Cnppd1","chr1-75109890-75110423",2.3667731077396,0.00897196482596352,"GABA","Nestin"
"chr1",78512158,78582321,70164,"*",0.108609312943839,"BC035947","chr1-78581393-78583248",1.81023916982503,0.0351293528735569,"GABA","Nestin"
