"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",40324610,40336411,11802,"*",0.168695297103537,"Il1rl2","chr1-40336142-40336680",6.56685373881441,2.5694738896207e-11,"Excitatory","Emx1"
"chr1",69476090,69493788,17699,"*",0.100562798708821,"Gm29113","chr1-69475621-69476558",4.65972401190937,1.58316819449265e-06,"Excitatory","Emx1"
"chr1",74791516,74799087,7572,"*",0.103177696797414,"Wnt10a","chr1-74798893-74799281",5.38395544301485,3.6433274224609e-08,"Excitatory","Emx1"
"chr1",131197838,131279606,81769,"*",0.100659844929439,"Ikbke","chr1-131197430-131198245",4.39077509774322,5.64736589410011e-06,"Excitatory","Emx1"
"chr1",132506230,132581766,75537,"*",0.110597708124786,"Tmem81","chr1-132580819-132582713",6.58323920144001,2.30153837199389e-11,"Excitatory","Emx1"
"chr1",175880581,175952467,71887,"*",0.10514173842531,"Exo1","chr1-175951063-175953870",4.01284619551997,2.99955017360137e-05,"Excitatory","Emx1"
"chr2",27079379,27119302,39924,"*",0.152529476613707,"Adamtsl2","chr2-27118812-27119791",7.88406475966284,1.58449959185918e-15,"Excitatory","Emx1"
"chr2",30237715,30282543,44829,"*",0.109080309243061,"Lrrc8a","chr2-30281906-30283179",5.00144068741521,2.84517370545036e-07,"Excitatory","Emx1"
"chr2",30834972,30915558,80587,"*",0.107557491987579,"Prrx2","chr2-30914102-30917014",5.20983722490237,9.45031892417938e-08,"Excitatory","Emx1"
"chr2",31864291,31950139,85849,"*",0.101441105047046,"Aif1l","chr2-31863861-31864721",5.1282031331776,1.4626035937735e-07,"Excitatory","Emx1"
"chr2",65364034,65369043,5010,"*",0.115013004149741,"Slc38a11","chr2-65368310-65369775",4.39332895223345,5.58140115898281e-06,"Excitatory","Emx1"
"chr2",66074039,66125317,51279,"*",0.112264865224722,"Gm28638","chr2-66073463-66074615",3.96386618279812,3.68728007252954e-05,"Excitatory","Emx1"
"chr2",69772299,69872202,99904,"*",0.150497888091292,"Gm13625","chr2-69771690-69772907",8.09704916365238,2.81541601908003e-16,"Excitatory","Emx1"
"chr2",74281237,74307717,26481,"*",0.101706593215833,"4930441J16Rik","chr2-74280205-74282269",4.52478655716864,3.02282441487803e-06,"Excitatory","Emx1"
"chr2",128862981,128955006,92026,"*",0.11328028730491,"Fbln7","chr2-128954798-128955214",4.26831656555186,9.84768455036105e-06,"Excitatory","Emx1"
"chr2",162679455,162764695,85241,"*",0.105811891528908,"Gm14246","chr2-162763865-162765524",7.02394283825632,1.07846540665308e-12,"Excitatory","Emx1"
"chr2",165857684,165872375,14692,"*",0.102183878708914,"BC046401","chr2-165871248-165873502",3.56513158052368,0.000181836845564763,"Excitatory","Emx1"
"chr3",58066982,58163807,96826,"*",0.106268785419135,"1700007F19Rik","chr3-58066806-58067158",4.53518132718707,2.87770086519109e-06,"Excitatory","Emx1"
"chr3",87878669,87948666,69998,"*",0.144421585140684,"Crabp2","chr3-87877295-87880043",6.90938215286121,2.43384522417055e-12,"Excitatory","Emx1"
