"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
7.12563916567494e-121,9.71030379902384,0.389,0.001,2.14677693963872e-115,"chr10-70367693-70370256","More_Accessible"
3.77960795374308e-117,6.86319862800646,0.395,0.005,1.13870138626395e-111,"chr7-49133825-49135351","More_Accessible"
8.6468172825348e-49,12.6219851487059,0.161,0,2.60506987679567e-43,"JH584304.1-72116-73298","More_Accessible"
3.05758430284469e-44,3.01225230079433,0.263,0.035,9.21173710839535e-39,"JH584304.1-101721-103772","More_Accessible"
1.18153318693263e-43,7.5687161873573,0.147,0.001,3.55966410893129e-38,"chr10-70355230-70357414","More_Accessible"
1.95025458521753e-42,-13.4211467624218,0,0.365,5.87562950161412e-37,"chr7-49991793-49993084","Less_Accessible"
4.08025375769747e-36,12.8920503250722,0.118,0,1.2292784508503e-30,"chr18-73885200-73885287","More_Accessible"
1.51849584455144e-33,5.62745200636294,0.121,0.002,4.57484835567234e-28,"chr4-136542668-136545427","More_Accessible"
2.03132371516358e-31,12.1012695787307,0.103,0,6.11987052285907e-26,"chr16-46815815-46815999","More_Accessible"
1.45164791410165e-28,4.80600228368626,0.108,0.003,4.37345225320974e-23,"chr7-44665154-44667440","More_Accessible"
2.80146428883898e-27,4.13188765570575,0.116,0.006,8.44011153619963e-22,"chr5-89171041-89173155","More_Accessible"
1.7397402437505e-26,-13.4653038444758,0,0.246,5.24140241935931e-21,"chr10-75086663-75087095","Less_Accessible"
3.98778208813349e-25,4.1283954036922,0.103,0.005,1.20141904860242e-19,"chr2-71642766-71644649","More_Accessible"
1.00625016360329e-19,-5.87906767801742,0.005,0.196,3.03158018039582e-14,"JH584304.1-94187-98323","Less_Accessible"
4.466826748401e-12,2.27451932363032,0.1,0.022,1.34574322862451e-06,"chr2-128174541-128175942","More_Accessible"
1.93769042150004e-11,-12.1577748493407,0,0.109,5.83777681737423e-06,"chr7-45303664-45304457","Less_Accessible"
4.68214118627727e-11,-4.44109945480997,0.008,0.12,1.41061208589568e-05,"JH584304.1-58795-61029","Less_Accessible"
