"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
2.30129265311017e-33,5.73155247606188,0.75,0.032,6.93321944065766e-28,"chr7-49133825-49135351","More_Accessible"
6.86111633502079e-32,7.66544420941824,0.654,0.005,2.06708282383339e-26,"chr10-70367693-70370256","More_Accessible"
9.46971771911853e-28,14.1045879993113,0.558,0,2.85298920582744e-22,"chr18-54036060-54038055","More_Accessible"
1.24514380870239e-26,7.01010886321679,0.558,0.005,3.75130700966814e-21,"chr7-44665154-44667440","More_Accessible"
9.66259376469912e-26,14.0483837054522,0.519,0,2.91109793645973e-20,"chr2-169153288-169153920","More_Accessible"
1.40299677512107e-25,6.78219905239043,0.538,0.005,4.226878534246e-20,"chr6-88984124-88988049","More_Accessible"
9.49767858364642e-25,13.9239289664536,0.5,0,2.86141311528808e-19,"JH584304.1-72116-73298","More_Accessible"
8.69762723333642e-23,13.9179573024146,0.462,0,2.62037764472343e-17,"chr14-28247593-28247745","More_Accessible"
8.69762723333642e-23,13.9054777088279,0.462,0,2.62037764472343e-17,"chr18-77213262-77214954","More_Accessible"
1.42174402247274e-21,5.69360728747072,0.481,0.011,4.28335930370476e-16,"chr3-52255488-52255685","More_Accessible"
6.51776264658148e-21,-14.5750408484062,0,0.832,1.96363894134883e-15,"chr7-49991793-49993084","Less_Accessible"
7.42652612656336e-21,13.8218535524655,0.423,0,2.23742665878038e-15,"chr2-165370679-165371690","More_Accessible"
7.42652612656336e-21,13.8519639565212,0.423,0,2.23742665878038e-15,"chr3-147801848-147801993","More_Accessible"
7.42652612656336e-21,13.8554437118932,0.423,0,2.23742665878038e-15,"chr10-17536615-17536802","More_Accessible"
7.42652612656336e-21,13.8307596914807,0.423,0,2.23742665878038e-15,"chr14-46871333-46874106","More_Accessible"
6.68841603549831e-20,13.8465296978132,0.404,0,2.01505254109475e-14,"chr2-143508731-143510133","More_Accessible"
6.68841603549831e-20,13.8236258504937,0.404,0,2.01505254109475e-14,"chr4-55595235-55595522","More_Accessible"
6.68841603549831e-20,13.6189904731914,0.404,0,2.01505254109475e-14,"chr4-136542668-136545427","More_Accessible"
6.68841603549831e-20,13.8537811899346,0.404,0,2.01505254109475e-14,"chr5-62891466-62891554","More_Accessible"
6.68841603549831e-20,13.7070504790371,0.404,0,2.01505254109475e-14,"chr16-13232733-13238551","More_Accessible"
1.08497604537976e-19,6.48232935575579,0.423,0.005,3.26876158071787e-14,"chr12-8690412-8691586","More_Accessible"
1.32733082823554e-19,6.35871513683739,0.423,0.005,3.99891595276661e-14,"chr6-83992193-83992513","More_Accessible"
5.92328884720808e-19,13.6705214443228,0.385,0,1.78453884744262e-13,"chr1-121143374-121144572","More_Accessible"
5.92328884720808e-19,13.8146268368771,0.385,0,1.78453884744262e-13,"chr2-57272620-57273271","More_Accessible"
5.92328884720808e-19,13.6302654053319,0.385,0,1.78453884744262e-13,"chr3-153111194-153115978","More_Accessible"
5.92328884720808e-19,13.7394907701874,0.385,0,1.78453884744262e-13,"chr5-115356180-115356432","More_Accessible"
5.92328884720808e-19,13.8745186094058,0.385,0,1.78453884744262e-13,"chr7-73408700-73408846","More_Accessible"
5.92328884720808e-19,13.6010121580073,0.385,0,1.78453884744262e-13,"chr8-33420604-33421465","More_Accessible"
5.92328884720808e-19,13.6021909510143,0.385,0,1.78453884744262e-13,"chr9-11174065-11174400","More_Accessible"
5.92328884720808e-19,13.6181956775753,0.385,0,1.78453884744262e-13,"chr10-102866019-102866225","More_Accessible"
5.92328884720808e-19,13.7013158090218,0.385,0,1.78453884744262e-13,"chr17-31620714-31622063","More_Accessible"
1.47674512432253e-18,6.13130947590152,0.404,0.005,4.44906387330272e-13,"chr1-179986276-179989879","More_Accessible"
5.15959243352812e-18,13.5506571084393,0.365,0,1.55445621041118e-12,"chr5-89171041-89173155","More_Accessible"
5.15959243352812e-18,13.6197033092707,0.365,0,1.55445621041118e-12,"chr5-89283254-89284155","More_Accessible"
5.15959243352812e-18,13.68289908597,0.365,0,1.55445621041118e-12,"chr5-127782770-127783403","More_Accessible"
5.15959243352812e-18,13.6330251706227,0.365,0,1.55445621041118e-12,"chr7-138510643-138511840","More_Accessible"
5.15959243352812e-18,13.6472945033045,0.365,0,1.55445621041118e-12,"chr8-47682103-47683379","More_Accessible"
5.15959243352812e-18,13.726202219688,0.365,0,1.55445621041118e-12,"chr9-3030116-3033489","More_Accessible"
5.15959243352812e-18,13.724465653959,0.365,0,1.55445621041118e-12,"chr9-5298157-5298730","More_Accessible"
5.15959243352812e-18,13.6426949591032,0.365,0,1.55445621041118e-12,"chr10-79472790-79474968","More_Accessible"
5.15959243352812e-18,13.987531272606,0.365,0,1.55445621041118e-12,"chr11-107754792-107756287","More_Accessible"
5.15959243352812e-18,13.8316029843299,0.365,0,1.55445621041118e-12,"chr13-32051799-32051911","More_Accessible"
5.15959243352812e-18,13.6754147913583,0.365,0,1.55445621041118e-12,"chr13-41025813-41025909","More_Accessible"
5.15959243352812e-18,13.5686270571556,0.365,0,1.55445621041118e-12,"chr13-41118753-41119096","More_Accessible"
5.15959243352812e-18,13.7413141870077,0.365,0,1.55445621041118e-12,"chr15-103071314-103072101","More_Accessible"
5.15959243352812e-18,13.6943747282631,0.365,0,1.55445621041118e-12,"chr16-4524208-4524522","More_Accessible"
