"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
2.57242917860463e-80,15.2713231797242,0.714,0,7.7500860078411e-75,"chr10-76468170-76468918","More_Accessible"
1.43195940417032e-53,14.871500013512,0.486,0,4.31413569491412e-48,"chr10-76448387-76448829","More_Accessible"
2.35933684897649e-42,14.462316133862,0.386,0,7.10809209175393e-37,"chr7-44136058-44136898","More_Accessible"
2.53197976081493e-34,6.53278124277224,0.343,0.004,7.62822202439518e-29,"chr18-74648762-74649436","More_Accessible"
2.80025889923512e-25,13.9856466306399,0.229,0,8.43647999867062e-20,"GL456383.1-11220-12269","More_Accessible"
4.48595613073802e-24,-15.4593027922451,0,0.732,1.3515064332881e-18,"chr10-67362490-67362664","Less_Accessible"
3.05246218721554e-22,13.699480595643,0.2,0,9.19630545453361e-17,"chr4-155412368-155414741","More_Accessible"
3.05246218721554e-22,13.680223386012,0.2,0,9.19630545453361e-17,"JH584304.1-43223-45166","More_Accessible"
1.0160088976327e-17,13.4193117655041,0.157,0,3.06098080634293e-12,"chrX-55419428-55421315","More_Accessible"
4.37695495273902e-16,4.72794495269538,0.186,0.007,1.31866710338645e-10,"GL456387.1-14668-16561","More_Accessible"
1.00443202183507e-14,12.5777074214299,0.129,0,3.02610257378361e-09,"JH584304.1-38311-41317","More_Accessible"
1.24602537616387e-13,4.36871668878689,0.171,0.009,3.7539629520377e-08,"chr7-44145394-44146343","More_Accessible"
3.12356140877387e-13,12.6330755909109,0.114,0,9.41050963428346e-08,"chr10-119680225-119682644","More_Accessible"
3.12356140877387e-13,12.7265009327929,0.114,0,9.41050963428346e-08,"JH584304.1-64552-69105","More_Accessible"
6.50222347903768e-13,3.6764930852208,0.186,0.013,1.95895737864708e-07,"JH584304.1-94187-98323","More_Accessible"
9.66124099108616e-12,12.6960772763118,0.1,0,2.91069037958948e-06,"chr6-135830311-135832842","More_Accessible"
9.66124099108616e-12,12.8195999958929,0.1,0,2.91069037958948e-06,"chr6-144494311-144494706","More_Accessible"
9.66124099108616e-12,12.5524273907861,0.1,0,2.91069037958948e-06,"chr7-15713839-15714658","More_Accessible"
9.66124099108616e-12,12.5606890967283,0.1,0,2.91069037958948e-06,"chr7-108609755-108612735","More_Accessible"
9.66124099108616e-12,12.6140718332983,0.1,0,2.91069037958948e-06,"chr15-55248752-55249299","More_Accessible"
9.66124099108616e-12,12.5784598364907,0.1,0,2.91069037958948e-06,"chr16-6779772-6783805","More_Accessible"
9.66124099108616e-12,12.9746516138788,0.1,0,2.91069037958948e-06,"chr18-69326459-69326660","More_Accessible"
1.73562442958474e-10,-14.7454817377579,0,0.403,5.22900250023143e-05,"chr10-67347947-67349393","Less_Accessible"
8.79376066433731e-09,4.47250573088586,0.1,0.004,0.00264934024414822,"chr12-47164348-47164585","More_Accessible"
8.41650144959178e-06,-14.0220279324597,0,0.231,1,"chr7-29137728-29138697","Less_Accessible"
3.41703705751479e-05,-4.0689302272332,0.014,0.227,1,"chr18-74250327-74252398","Less_Accessible"
0.000130970334439967,-13.7185972254157,0,0.179,1,"chr4-152262072-152263242","Less_Accessible"
0.000732125925003418,-13.5187978956668,0,0.144,1,"GL456387.1-1532-5443","Less_Accessible"
0.00421346750868378,-12.9494273932768,0,0.107,1,"JH584304.1-110907-111089","Less_Accessible"
0.0087950838296318,1.20621867164358,0.157,0.065,1,"JH584304.1-77-7270","More_Accessible"
0.404488634508765,-0.560285732905074,0.071,0.102,1,"JH584304.1-101721-103772","Less_Accessible"
0.645957049877898,-0.282906660694246,0.1,0.118,1,"JH584304.1-113234-114321","Less_Accessible"
