,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,Ribosome (GO:0005840),0.9485903619041496,2.4037574286687216,0.0,0.0,0.0,17/19,5.20%,Rps21;Rps23;Rpl6;Rpl19;Rpl41;Rpl18a;Rpl38;Rpl9;Rps29;Rpl11;Rps10;Rpl30;Rpl24;Rpl17;Rpl8;Rpl15;Rpl13a
1,prerank,Cytosolic Large Ribosomal Subunit (GO:0022625),0.9585439838220425,2.3626476813493773,0.0,0.0,0.0,22/22,5.20%,Rpl37;Rpl6;Rpl19;Rpl41;Rpl21;Rpl18a;Rplp1;Rpl38;Rpl9;Rpl27a;Rpl37a;Rpl11;Rplp2;Rpl35a;Rpl3;Rpl30;Rpl13;Rpl24;Rpl17;Rpl8;Rpl15;Rpl13a
2,prerank,Large Ribosomal Subunit (GO:0015934),0.9585439838220425,2.3626476813493773,0.0,0.0,0.0,22/22,5.20%,Rpl37;Rpl6;Rpl19;Rpl41;Rpl21;Rpl18a;Rplp1;Rpl38;Rpl9;Rpl27a;Rpl37a;Rpl11;Rplp2;Rpl35a;Rpl3;Rpl30;Rpl13;Rpl24;Rpl17;Rpl8;Rpl15;Rpl13a
3,prerank,Focal Adhesion (GO:0005925),0.7231192639655184,2.321324303191642,0.0,0.0,0.0,35/84,11.75%,Atp6v0c;Ppia;Rps2;Rpl6;Rpl19;Rplp1;Rpl38;Rpl9;Dynll1;Rps16;Rps29;Rpl37a;Rps8;Hspa8;Rplp2;Rpl3;Rps15;Rps10;Rpl30;Rpl17;Actg1;Rpl8;Actb;Rps14;Rpl13a;Ywhae;Marcks;Cdc42;Ywhag;Arpc2;Map2k1;Ywhab;Hsp90b1;Adam10;Mapre2
4,prerank,Cell-Substrate Junction (GO:0030055),0.7144389516469596,2.2950081722063307,0.0,0.0,0.0,35/85,11.75%,Atp6v0c;Ppia;Rps2;Rpl6;Rpl19;Rplp1;Rpl38;Rpl9;Dynll1;Rps16;Rps29;Rpl37a;Rps8;Hspa8;Rplp2;Rpl3;Rps15;Rps10;Rpl30;Rpl17;Actg1;Rpl8;Actb;Rps14;Rpl13a;Ywhae;Marcks;Cdc42;Ywhag;Arpc2;Map2k1;Ywhab;Hsp90b1;Adam10;Mapre2
5,prerank,Small Ribosomal Subunit (GO:0015935),0.9597382989431302,2.260271221413613,0.0,0.0,0.0,13/13,4.65%,Rps21;Rps23;Rps2;Fau;Rps16;Rps29;Rps8;Rps15;Rps10;Rps27a;Rpsa;Rps14;Rps24
6,prerank,Cytosolic Small Ribosomal Subunit (GO:0022627),0.9597382989431302,2.260271221413613,0.0,0.0,0.0,13/13,4.65%,Rps21;Rps23;Rps2;Fau;Rps16;Rps29;Rps8;Rps15;Rps10;Rps27a;Rpsa;Rps14;Rps24
7,prerank,Polysomal Ribosome (GO:0042788),0.9532549344325452,2.174252726440549,0.0,0.0,0.0,12/14,4.25%,Rps21;Rps23;Rpl6;Rpl19;Rpl41;Rpl18a;Rpl38;Rps29;Rpl11;Rpl30;Rpl24;Rpl8
8,prerank,Mitochondrial Membrane (GO:0031966),0.7635738287451844,2.065443225972387,0.0,0.0,0.0,13/32,10.25%,Ubb;Slc25a4;Cox8a;Cox6c;Ndufa4;Cox7c;Cox4i1;Rps27a;Slc25a3;Pgrmc1;Ttc19;Immp2l;Dnm1l
9,prerank,Mitochondrial Inner Membrane (GO:0005743),0.830293882849741,1.9961155112205957,0.0,0.0,0.0,9/18,10.10%,Slc25a4;Cox8a;Cox6c;Ndufa4;Cox7c;Cox4i1;Slc25a3;Ttc19;Immp2l
10,prerank,Ficolin-1-Rich Granule (GO:0101002),0.7998834159741832,1.9951163486286327,0.0,0.0,0.0,10/22,4.40%,Atp6v0c;Fth1;Ppia;Aldoa;Dynll1;Hspa8;Hmgb1;Eef1a1;Hsp90ab1;Cst3
11,prerank,Vesicle (GO:0031982),0.7114846021740968,1.9880798983854395,0.0,0.0,0.0,20/46,11.00%,Ubb;Gapdh;Ppia;Calm2;Atp1b1;Calm1;Tubb2a;Rps27a;Calm3;Actb;Cst3;Vamp2;Atp1a3;Vapa;Atp1a1;Basp1;Gnb1;Aplp2;Pcmt1;Kif5b
12,prerank,Organelle Inner Membrane (GO:0019866),0.8063695787555141,1.9420610694767912,0.0,0.0,0.0,10/22,10.10%,Slc25a4;Cox8a;Cox6c;Ndufa4;Cox7c;Cox4i1;Slc25a3;Ttc19;Tmx4;Immp2l
13,prerank,Ficolin-1-Rich Granule Lumen (GO:1904813),0.8274617255671834,1.9150826225196182,0.0,0.0,0.0,8/16,4.40%,Fth1;Ppia;Aldoa;Hspa8;Hmgb1;Eef1a1;Hsp90ab1;Cst3
14,prerank,Lysosomal Membrane (GO:0005765),0.6466459829424197,1.8314524119787234,0.0,0.001341654990871651,0.01,15/43,14.65%,Atp6v0c;Hspa8;Atp6v0b;Eef1a1;Atp6v1d;Vapa;Psap;Rab14;Rab2a;Atp6v1a;Gnb1;Sppl2a;Atp6v1b2;Cltc;Cdip1
15,prerank,Lytic Vacuole Membrane (GO:0098852),0.6621310021991906,1.8075572312564183,0.0,0.0025156031078843464,0.03,11/33,12.25%,Atp6v0c;Hspa8;Atp6v0b;Atp6v1d;Psap;Rab14;Rab2a;Atp6v1a;Gnb1;Sppl2a;Atp6v1b2
16,prerank,Spindle Microtubule (GO:0005876),0.7945800759894287,1.7720323866506245,0.0,0.005327159522578615,0.07,7/11,14.00%,Calm2;Calm1;Calm3;Pafah1b1;Kifap3;Polb;Cltc
17,prerank,Endocytic Vesicle Membrane (GO:0030666),0.6987232012157035,1.764815526920167,0.0,0.006708274954358256,0.09,5/19,5.30%,Ubb;Atp6v0c;Atp6v0b;Rps27a;Vamp2
18,prerank,Voltage-Gated Potassium Channel Complex (GO:0008076),-0.5954665658341453,-1.7379824060534137,0.0,0.18694653984913087,0.13,8/16,11.40%,Dpp10;Kcnj6;Kcnh1;Kcnd3;Cntnap2;Kcnab1;Kcnq5;Kcnq3
19,prerank,Secretory Granule Membrane (GO:0030667),0.6292225864393267,1.7265405276635042,0.0136986301369863,0.010062412431537384,0.14,11/32,11.65%,Atp6v0c;Dynll1;Atp6v1d;Pgrmc1;Vamp2;Vapa;Psap;Snca;Rab14;Aplp2;Adam10
20,prerank,Potassium Channel Complex (GO:0034705),-0.6065786025244477,-1.708125663237234,0.043478260869565216,0.11807149885208265,0.16,8/19,6.50%,Dpp10;Kcnj6;Kcnh1;Grik4;Kcnd3;Cntnap2;Kcnab1;Kcnq5
21,prerank,Extracellular Vesicle (GO:1903561),0.7811061209146102,1.7025128173482345,0.0,0.014374874902196265,0.16,8/11,14.00%,Atp1b1;Tubb2a;Atp1a3;Atp1a1;Gnb1;Pcmt1;Edil3;Cltc
22,prerank,Extracellular Membrane-Bounded Organelle (GO:0065010),0.7811061209146102,1.7025128173482345,0.0,0.014374874902196265,0.16,8/11,14.00%,Atp1b1;Tubb2a;Atp1a3;Atp1a1;Gnb1;Pcmt1;Edil3;Cltc
23,prerank,Cytoplasmic Vesicle Lumen (GO:0060205),0.78319468429843,1.6953098902318349,0.0,0.015093618647306075,0.18,6/13,3.80%,Ppia;Aldoa;Hspa8;Hmgb1;Eef1a1;Hsp90ab1
24,prerank,Tertiary Granule (GO:0070820),0.7028707567010994,1.689999434645789,0.0,0.014437374358292766,0.18,6/15,7.05%,Atp6v0c;Fth1;Aldoa;Dynll1;Cst3;Rab14
25,prerank,Spindle (GO:0005819),0.6467735417227954,1.6879571353129779,0.0,0.014255084278011294,0.19,14/33,19.15%,Calm2;Dynll1;Calm1;Tubb2a;Calm3;Cdc42;Arl3;Kifap3;Dctn1;Polb;Cltc;Tfdp2;Wapl;Ncor1
26,prerank,Intracellular Organelle Lumen (GO:0070013),0.5647028165956709,1.6846124163998093,0.0,0.014087377404152336,0.19,22/49,16.35%,Fth1;Ppia;Aldoa;Hspa8;Hmgb1;Eef1a1;Hsp90ab1;Cst3;Sparcl1;Chgb;Hsp90aa1;Aplp2;Canx;Igfbp5;Hsp90b1;Adam10;Ktn1;Cyfip1;Oxct1;Col25a1;Bdnf;Psmd14
27,prerank,Adherens Junction (GO:0005912),-0.5050844563478604,-1.640605132810439,0.037037037037037035,0.17054772056411935,0.36,10/27,13.60%,Frmd4a;Sptbn4;Sorbs1;Frmd5;Apc;Cdh12;Pard3;Frmd4b;Dlg4;Stxbp6
28,prerank,Endoplasmic Reticulum Lumen (GO:0005788),0.6826249327169253,1.6387231542879261,0.0,0.024381999353340587,0.35,12/19,18.35%,Cst3;Sparcl1;Chgb;Aplp2;Canx;Igfbp5;Hsp90b1;Adam10;Ktn1;Col25a1;Bdnf;Cdh2
29,prerank,Intracellular Non-Membrane-Bounded Organelle (GO:0043232),0.49527650122311717,1.6270911472562533,0.0,0.02869650952697698,0.4,42/136,18.50%,Gapdh;Rps23;Rps2;Rpl19;Rpl9;Dynll1;Rpl11;Rpl3;Rps10;Eef1a1;Tubb2a;Rpl13;Rps27a;Rpl17;Actg1;Actb;Rps14;Rpl15;Rpl13a;Ddx5;Basp1;Ddx24;Orc4;Itpka;Zcchc7;Nvl;Nucks1;Tra2a;Top1;Dctn1;Ccnd2;Ewsr1;Cltc;Zfp91;Caprin1;Agtpbp1;Wapl;Ddx50;Dbn1;Fxr1;Hnrnpr;Akap11
30,prerank,Ionotropic Glutamate Receptor Complex (GO:0008328),-0.5781180268270708,-1.6132099287444819,0.03125,0.1451295506723516,0.4,9/13,35.15%,Shisa9;Grik4;Shisa6;Dlg4;Grik3;Cnih3;Cacng8;Grid2;Grik5
31,prerank,Voltage-Gated Calcium Channel Complex (GO:0005891),-0.6135014005321022,-1.6060060218011907,0.06666666666666667,0.12003935716628403,0.41,10/12,34.10%,Cacnb4;Pde4b;Cacna2d3;Pde4d;Cacna1a;Cacna1b;Scn8a;Cacna1d;Scn1a;Cacng8
32,prerank,Secretory Granule Lumen (GO:0034774),0.616160424532204,1.590321440583174,0.0273972602739726,0.03953090598103973,0.54,8/29,3.80%,Ppia;Tmsb4x;Aldoa;Hspa8;Hmgb1;Eef1a1;Tubb2a;Hsp90ab1
33,prerank,Nucleolus (GO:0005730),0.49794689352679816,1.5452157526957602,0.011494252873563218,0.05898655563315018,0.73,27/80,18.50%,Rps2;Rpl19;Rpl11;Rpl3;Rps10;Eef1a1;Rpl13;Rps27a;Rpl17;Rps14;Rpl13a;Ddx5;Ddx24;Orc4;Zcchc7;Nvl;Nucks1;Tra2a;Top1;Ccnd2;Ewsr1;Zfp91;Agtpbp1;Ddx50;Fxr1;Hnrnpr;Akap11
34,prerank,Nuclear Lumen (GO:0031981),0.49100567480770163,1.540546028613646,0.011111111111111112,0.059032819598352645,0.75,28/86,18.50%,Rps2;Rpl19;Rpl11;Rpl3;Rps10;Eef1a1;Rpl13;Rps27a;Rpl17;Rps14;Rpl13a;Ddx5;Ddx24;Orc4;Zcchc7;Nvl;Nucks1;Tra2a;Top1;Ccnd2;Ewsr1;Zfp91;Pbrm1;Agtpbp1;Ddx50;Fxr1;Hnrnpr;Akap11
35,prerank,Cell-Cell Junction (GO:0005911),-0.3998267723037145,-1.514370669502352,0.0,0.2197441784191538,0.61,14/49,13.60%,Frmd4a;Kirrel3;Sptbn4;Sorbs1;Pdzd2;Adgrl3;Frmd5;Apc;Rapgef2;Cdh12;Pard3;Frmd4b;Dlg4;Stxbp6
36,prerank,Endoplasmic Reticulum Membrane (GO:0005789),0.48684193108905216,1.5107566674739525,0.0125,0.07757795390765919,0.84,23/66,17.85%,Ubb;Rps27a;Serinc1;Arl6ip1;Pigk;Vapa;Dnaja1;Sbf1;Rtn4;Cdc42;Ndrg4;Canx;Dnm1l;Hsp90b1;Sppl2a;Tusc3;Atp2a2;Ktn1;Copg2;Rab6a;Wasl;Sppl3;Reep1
37,prerank,Microtubule (GO:0005874),0.543314584023056,1.4979250532185584,0.013157894736842105,0.08553050566806776,0.88,13/35,15.45%,Calm2;Calm1;Tubb2a;Calm3;Arl3;Dnm1l;Kif5b;Dpysl2;Kifap3;Dctn1;Polb;Dlg1;Dnm1
38,prerank,Platelet Alpha Granule (GO:0031091),0.6931856932641406,1.497263178232109,0.03389830508474576,0.0829386721629748,0.88,6/11,12.65%,Tmsb4x;Aldoa;Snca;Ola1;Aplp2;Actn1
