Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Neuron Projection Guidance (GO:0097485),4/124,1.609632421138831e-05,0.003814828838099,0,0,31.515873015873016,347.838157289951,ROBO2;CNTN5;PTPRO;EPHA3
GO_Biological_Process_2023,Axon Guidance (GO:0007411),4/149,3.313164617364923e-05,0.0039261000715774,0,0,26.049261083743843,268.6986921645929,ROBO2;CNTN5;PTPRO;EPHA3
GO_Biological_Process_2023,Axonogenesis (GO:0007409),4/188,8.195261110482704e-05,0.0064742562772813,0,0,20.487577639751557,192.7751859415105,ROBO2;CNTN5;PTPRO;EPHA3
GO_Biological_Process_2023,Negative Regulation Of Cell Junction Assembly (GO:1901889),2/24,0.0004070850063970531,0.0241197866290253,0,0,78.86561264822134,615.663500818195,ROBO2;BCAS3
GO_Biological_Process_2023,Regulation Of Focal Adhesion Assembly (GO:0051893),2/54,0.0020627573968526,0.0977747006108133,0,0,33.31605351170568,206.01686820131164,BCAS3;EPHA3
GO_Biological_Process_2023,Positive Regulation Of Protein Transport (GO:0051222),2/70,0.0034388699204844,0.0985120373134758,0,0,25.456521739130437,144.40498019235108,BCAS3;CD2AP
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),5/938,0.0054475115143727,0.0985120373134758,0,0,5.102357984994641,26.596532749032104,BCAS3;MLIP;CSRNP3;SSBP2;BRD4
GO_Biological_Process_2023,Cellular Response To Hormone Stimulus (GO:0032870),2/94,0.0061111598513641,0.0985120373134758,0,0,18.793005671077506,95.79995291250644,ROBO2;BCAS3
GO_Biological_Process_2023,Regulation Of Retinal Ganglion Cell Axon Guidance (GO:0090259),1/5,0.0062349390704731,0.0985120373134758,0,0,208.03125,1056.2966607689368,PTPRO
GO_Biological_Process_2023,Glomerular Epithelial Cell Differentiation (GO:0072311),1/5,0.0062349390704731,0.0985120373134758,0,0,208.03125,1056.2966607689368,PTPRO
GO_Biological_Process_2023,Regulation Of Glomerular Filtration (GO:0003093),1/5,0.0062349390704731,0.0985120373134758,0,0,208.03125,1056.2966607689368,PTPRO
GO_Biological_Process_2023,R-loop Processing (GO:0062176),1/5,0.0062349390704731,0.0985120373134758,0,0,208.03125,1056.2966607689368,SRPK2
GO_Biological_Process_2023,Renal Filtration Cell Differentiation (GO:0061318),1/5,0.0062349390704731,0.0985120373134758,0,0,208.03125,1056.2966607689368,PTPRO
GO_Biological_Process_2023,Renal System Process Involved In Regulation Of Blood Volume (GO:0001977),1/5,0.0062349390704731,0.0985120373134758,0,0,208.03125,1056.2966607689368,PTPRO
GO_Biological_Process_2023,Retinal Ganglion Cell Axon Guidance (GO:0031290),1/5,0.0062349390704731,0.0985120373134758,0,0,208.03125,1056.2966607689368,ROBO2
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Hypertrophy In Response To Stress (GO:1903242),1/6,0.007477446810139,0.106138383816666,0,0,166.41666666666666,814.7533474976135,MLIP
GO_Biological_Process_2023,Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity (GO:1990264),1/7,0.0087184638276748,0.106138383816666,0,0,138.67361111111111,657.6335609979999,PTPRO
GO_Biological_Process_2023,Negative Regulation Of Muscle Hypertrophy (GO:0014741),1/7,0.0087184638276748,0.106138383816666,0,0,138.67361111111111,657.6335609979999,MLIP
GO_Biological_Process_2023,Positive Regulation Of Cell Projection Organization (GO:0031346),2/118,0.0094762448239659,0.106138383816666,0,0,14.88680659670165,69.35714300374292,ROBO2;EPHA3
GO_Biological_Process_2023,Regulation Of Dendritic Spine Maintenance (GO:1902950),1/8,0.0099579917015561,0.106138383816666,0,0,118.85714285714286,547.8577209909951,HOMER1
GO_Biological_Process_2023,Regulation Of Rhodopsin Mediated Signaling Pathway (GO:0022400),1/8,0.0099579917015561,0.106138383816666,0,0,118.85714285714286,547.8577209909951,NMT2
GO_Biological_Process_2023,Positive Regulation Of Actin Cytoskeleton Reorganization (GO:2000251),1/8,0.0099579917015561,0.106138383816666,0,0,118.85714285714286,547.8577209909951,BCAS3
