Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022,RHO GTPase Effectors R-HSA-195258,5/269,1.8074474939656407e-05,0.0016628516944483,0,0,18.665719696969692,203.84850846865197,DIAPH2;WIPF3;MRTFA;IQGAP2;WASF1
Reactome_2022,Signaling By Rho GTPases R-HSA-194315,6/644,0.0001142492758521057,0.0040082888306429,0,0,9.571192872463287,86.87894153813754,DIAPH2;WIPF3;MRTFA;IQGAP2;WASF1;SPTBN1
Reactome_2022,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",6/660,0.00013070507056444413,0.0040082888306429,0,0,9.329309512312893,83.42797670835871,DIAPH2;WIPF3;MRTFA;IQGAP2;WASF1;SPTBN1
Reactome_2022,RHO GTPase Cycle R-HSA-9012999,5/441,0.0001880090125102032,0.0043242072877346,0,0,11.20355504587156,96.11553017484223,DIAPH2;WIPF3;IQGAP2;WASF1;SPTBN1
Reactome_2022,RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,2/36,0.0009207209919278048,0.0169412662514716,0,0,51.0,356.5080289062332,WIPF3;WASF1
Reactome_2022,SUMOylation Of Transcription Cofactors R-HSA-3899300,2/43,0.0013126515814769,0.0181401306926893,0,0,42.27783669141039,280.54329796205764,UHRF2;MRTFA
Reactome_2022,RAC1 GTPase Cycle R-HSA-9013149,3/178,0.0013802273353133,0.0181401306926893,0,0,15.428571428571429,101.60496603225528,WIPF3;IQGAP2;WASF1
Reactome_2022,Signal Transduction R-HSA-162582,9/2465,0.0020708147380465,0.0238143694875357,0,0,4.012393118892508,24.79583978270694,ZRANB1;DIAPH2;WIPF3;MRTFA;IQGAP2;WASF1;SPTBN1;CDON;DGKH
Reactome_2022,FCGR3A-mediated Phagocytosis R-HSA-9664422,2/60,0.0025397444622594,0.024924837493954,0,0,29.86056971514243,178.43756184160333,WIPF3;WASF1
Reactome_2022,Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,2/62,0.0027092214667341,0.024924837493954,0,0,28.86231884057971,170.60787877251963,WIPF3;WASF1
