Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Arp2/3 Complex-Mediated Actin Nucleation (GO:0034314),2/19,0.00025318287347810177,0.0328813153323765,0,0,102.08695652173913,845.4227696575183,WIPF3;IQGAP2
GO_Biological_Process_2023,Actin Nucleation (GO:0045010),2/23,0.0003734470046022705,0.0328813153323765,0,0,82.62525879917185,652.1392267357223,WIPF3;IQGAP2
GO_Biological_Process_2023,Response To Alcohol (GO:0097305),2/29,0.0005965405735475059,0.0328813153323765,0,0,64.24476650563606,476.9764866217298,SLIT1;GRIN1
GO_Biological_Process_2023,Response To Amino Acid (GO:0043200),2/30,0.0006386616282018391,0.0328813153323765,0,0,61.9472049689441,455.6920507677008,NSMF;GRIN1
GO_Biological_Process_2023,Actin Filament Polymerization (GO:0030041),2/31,0.000682184965402003,0.0328813153323765,0,0,59.80809595202399,436.0135628403547,DIAPH2;WASF1
GO_Biological_Process_2023,Regulation Of Neuronal Synaptic Plasticity (GO:0048168),2/34,0.0008211358169873277,0.0329822886489909,0,0,54.192934782608695,385.0311571015381,NSMF;GRIN1
GO_Biological_Process_2023,Actin Polymerization Or Depolymerization (GO:0008154),2/53,0.0019878781491557,0.0684398048495048,0,0,33.971014492753625,211.32306405583657,DIAPH2;WASF1
GO_Biological_Process_2023,Protein Polymerization (GO:0051258),2/63,0.0027959111229246,0.0842268225781038,0,0,28.38774055595153,166.90848108900067,DIAPH2;WASF1
GO_Biological_Process_2023,Cellular Response To Hormone Stimulus (GO:0032870),2/94,0.0061111598513641,0.0897799973301443,0,0,18.793005671077506,95.79995291250644,SLIT1;NSMF
GO_Biological_Process_2023,Negative Regulation Of Gene Expression Via CpG Island Methylation (GO:0044027),1/5,0.0062349390704731,0.0897799973301443,0,0,208.03125,1056.2966607689368,UHRF2
GO_Biological_Process_2023,Response To Gonadotropin (GO:0034698),1/5,0.0062349390704731,0.0897799973301443,0,0,208.03125,1056.2966607689368,NSMF
GO_Biological_Process_2023,Negative Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070100),1/5,0.0062349390704731,0.0897799973301443,0,0,208.03125,1056.2966607689368,SLIT1
GO_Biological_Process_2023,Membrane Biogenesis (GO:0044091),1/6,0.007477446810139,0.0897799973301443,0,0,166.41666666666666,814.7533474976135,SPTBN1
GO_Biological_Process_2023,G-quadruplex DNA Unwinding (GO:0044806),1/6,0.007477446810139,0.0897799973301443,0,0,166.41666666666666,814.7533474976135,HNRNPA2B1
GO_Biological_Process_2023,Cellular Response To Gonadotropin Stimulus (GO:0071371),1/6,0.007477446810139,0.0897799973301443,0,0,166.41666666666666,814.7533474976135,NSMF
GO_Biological_Process_2023,Neuron Projection Extension Involved In Neuron Projection Guidance (GO:1902284),1/6,0.007477446810139,0.0897799973301443,0,0,166.41666666666666,814.7533474976135,SLIT1
GO_Biological_Process_2023,Axon Extension Involved In Axon Guidance (GO:0048846),1/6,0.007477446810139,0.0897799973301443,0,0,166.41666666666666,814.7533474976135,SLIT1
GO_Biological_Process_2023,Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070099),1/7,0.0087184638276748,0.0897799973301443,0,0,138.67361111111111,657.6335609979999,SLIT1
GO_Biological_Process_2023,Protein Deubiquitination Involved In Ubiquitin-Dependent Protein Catabolic Process (GO:0071947),1/7,0.0087184638276748,0.0897799973301443,0,0,138.67361111111111,657.6335609979999,ZRANB1
GO_Biological_Process_2023,Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601),1/7,0.0087184638276748,0.0897799973301443,0,0,138.67361111111111,657.6335609979999,WASF1
