,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,Histone H3 Methyltransferase Activity (GO:0140938),-0.700072218602319,-1.819299160088011,0.02631578947368421,0.06557377049180327,0.04,6/11,16.90%,Setd2;Ehmt1;Jarid2;Kmt2c;Setd5;Kmt2a
1,prerank,Voltage-Gated Monoatomic Cation Channel Activity (GO:0022843),0.6731004459894131,1.701436002988382,0.031746031746031744,0.4193370165745856,0.34,3/14,8.00%,Kcnq5;Hcn1;Kcnq3
2,prerank,Potassium Channel Activity (GO:0005267),0.696653765263134,1.6876523886511114,0.016666666666666666,0.23349447513812155,0.35,5/13,8.80%,Kcnq5;Hcn1;Grik3;Kcnq3;Kcnn2
3,prerank,Voltage-Gated Potassium Channel Activity (GO:0005249),0.6510046319250683,1.590851860372809,0.0,0.4002762430939227,0.66,5/14,9.80%,Kcnq5;Kcnh7;Kcnq3;Kcnn2;Kcnb2
4,prerank,Histone Deacetylase Binding (GO:0042826),0.5543203096086079,1.5548891990014369,0.047619047619047616,0.41695441988950277,0.82,5/18,14.75%,Hsp90ab1;Hsp90aa1;Hdac9;Prkn;Pkn2
5,prerank,Protein Heterodimerization Activity (GO:0046982),0.5125503057207861,1.5381076308311081,0.06349206349206349,0.3754972375690607,0.85,6/31,4.60%,Tenm3;Npas3;Tenm4;Ext1;Pafah1b1;Adcy8
6,prerank,Adenyl Ribonucleotide Binding (GO:0032559),0.4506023998413202,1.504184645121383,0.04054054054054054,0.4066298342541437,0.91,7/53,6.00%,Pde4b;Hcn1;Pde4d;Hsp90ab1;Hsp90aa1;Myh10;Wnk2
7,prerank,Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824),0.5983222866605838,1.4993619589932203,0.06896551724137931,0.3539857932123125,0.91,4/13,7.65%,Gria4;Gabrg3;Grid2;Grik3
8,prerank,GTPase Regulator Activity (GO:0030695),-0.316085056680478,-1.4905957768550409,0.043478260869565216,0.8688524590163934,0.75,26/97,17.30%,Iqgap2;Elmod1;Stxbp5;Krit1;Herc2;Rapgef6;Ralgapa2;Iqsec2;Rgl1;Itsn1;Vav3;Arhgap39;Rasa1;Myo9a;Ccdc88a;Rap1a;Sh3bp5;Acap2;Arfgef1;Dennd1b;Dock3;Sgsm2;Tiam1;Ralgps2;Cyth1;Ric1
9,prerank,Ubiquitin-Protein Transferase Activity (GO:0004842),-0.36379516070855233,-1.472936715918626,0.05263157894736842,0.6557377049180328,0.78,25/77,18.05%,Uhrf2;Birc6;Herc2;Huwe1;Trim9;Trim37;Hace1;Rnf169;Cbl;Ube3a;Rnf112;Nfx1;Shprh;Lmo7;Dzip3;Pja2;Sh3rf3;Arih1;Ube3c;Fbxo11;Cnot4;Ubr3;Marchf6;Herc3;Fbxl5
10,prerank,Cell-Cell Adhesion Mediator Activity (GO:0098632),0.6309839216426836,1.4546279152801205,0.03508771929824561,0.43958908839779004,0.98,2/11,1.25%,Lrrc4c;Cntn4
11,prerank,Ubiquitin-Like Protein Transferase Activity (GO:0019787),-0.3851988493479739,-1.4467657697070484,0.03571428571428571,0.5765027322404371,0.81,19/52,18.05%,Uhrf2;Birc6;Huwe1;Trim37;Hace1;Rnf169;Cbl;Ube3a;Shprh;Lmo7;Dzip3;Pja2;Arih1;Pias2;Fbxo11;Cnot4;Ubr3;Marchf6;Fbxl5
12,prerank,Calcium Ion Transmembrane Transporter Activity (GO:0015085),-0.47812809486699764,-1.4310694195918687,0.03125,0.48743169398907105,0.83,6/20,7.80%,Grin1;Trpc6;Pkd1;Atp2b2;Atp2c1;Slc24a4
13,prerank,G Protein-Coupled Receptor Binding (GO:0001664),0.576358606115918,1.4271044257529792,0.07936507936507936,0.48287292817679556,0.99,7/15,13.95%,Gnao1;Reep1;Prkn;Homer1;Lrp6;Arhgef12;Dnaja1
14,prerank,"Phosphotransferase Activity, Alcohol Group As Acceptor (GO:0016773)",-0.5616549485864749,-1.4240827431315177,0.046511627906976744,0.41712204007285975,0.84,3/11,9.90%,Dgkh;Dgkg;Dgkd
15,prerank,Protein-Lysine N-methyltransferase Activity (GO:0016279),-0.5106620528469172,-1.4140382769894257,0.14634146341463414,0.38251366120218583,0.86,7/13,19.95%,Setd2;Ehmt1;Jarid2;Kmt2c;Setd5;Kmt2a;Kmt5b
16,prerank,Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714),0.6241380928731669,1.4133763631422624,0.11666666666666667,0.47461325966850826,1.0,2/10,3.35%,Erbb4;Epha5
17,prerank,Protein Phosphorylated Amino Acid Binding (GO:0045309),-0.5565952531592626,-1.4060144507442869,0.0625,0.3469945355191257,0.88,4/11,22.05%,Rasa1;Ywhaz;Abl2;Pik3r3
18,prerank,RNA Binding (GO:0003723),-0.27313503730596433,-1.3904928152558151,0.0,0.3400121432908318,0.91,65/248,19.15%,Sptbn1;Hnrnpa2b1;Srek1;Hnrnph1;Pcbp2;Zfr;Cpeb4;Myef2;Ddx5;Huwe1;Rbm26;Rps15;Cpsf6;Fubp1;Tnrc6b;Ythdc1;Rpl17;Srsf1;Rpl9;R3hdm1;Ankrd17;Hnrnpdl;Matr3;Gpatch8;Chd2;Nfx1;Fam120c;Ewsr1;Tdrd3;Ythdf3;Eif4a2;Rpl11;Pspc1;Dzip3;Hnrnpu;Rps27a;Ptbp2;Kmt2c;Celf5;Ywhaz;Srrm1;Elapor1;Pura;Pnisr;Tmsb4x;Syne1;Cnot4;Rpl30;Sfpq;Rpl13;Tnpo1;Rpl21;Tpr;Thoc2;Fau;Rpl38;Srsf11;Gigyf2;Ylpm1;Zc3h12b;Ppia;Fam120a;Srsf2;Ago2;Ascc3
19,prerank,Guanyl-Nucleotide Exchange Factor Activity (GO:0005085),-0.3447964548663795,-1.3811155890478688,0.038461538461538464,0.32459016393442625,0.92,16/51,17.30%,Herc2;Rapgef6;Iqsec2;Rgl1;Itsn1;Vav3;Ccdc88a;Rap1a;Sh3bp5;Arfgef1;Dennd1b;Dock3;Tiam1;Ralgps2;Cyth1;Ric1
20,prerank,Ubiquitin-Like Protein Ligase Activity (GO:0061659),-0.3345385787155523,-1.3047871163040732,0.08,0.4411326378539493,0.98,19/60,17.65%,Uhrf2;Herc2;Huwe1;Trim9;Trim37;Hace1;Cbl;Ube3a;Rnf112;Nfx1;Shprh;Pja2;Sh3rf3;Arih1;Ube3c;Pias2;Ubr3;Marchf6;Herc3
21,prerank,Tubulin Binding (GO:0015631),0.3784469383569464,1.3027569076290049,0.10526315789473684,0.8819939728779508,1.0,22/68,19.50%,Unc5c;Ino80;Pafah1b1;Agbl4;Reep1;Stmn3;Bcas3;Mapt;Prkn;Fgf13;Polb;Kif5b;Mapre2;Dync1i1;Ttll5;Dip2b;Vapa;Ttll7;Map4k4;Cdk5r1;Map4;Mtus2
22,prerank,Ubiquitin Protein Ligase Activity (GO:0061630),-0.33874573827008025,-1.289483106240333,0.041666666666666664,0.4289617486338798,0.99,18/58,17.65%,Uhrf2;Herc2;Huwe1;Trim9;Trim37;Hace1;Cbl;Ube3a;Rnf112;Nfx1;Shprh;Pja2;Sh3rf3;Arih1;Ube3c;Ubr3;Marchf6;Herc3
23,prerank,Transcription Cis-Regulatory Region Binding (GO:0000976),0.41368283764220787,1.250188544579486,0.2361111111111111,1.0,1.0,7/46,4.80%,Erbb4;Npas3;Trps1;Foxp1;Pbx1;Arid5b;Nr3c1
24,prerank,Cadherin Binding (GO:0045296),0.3523506121189282,1.245166797132447,0.14285714285714285,0.9699001274968126,1.0,19/72,18.25%,Cdh18;Cdh10;Hsp90ab1;Cdh13;Septin7;Dlg1;Kif5b;Cdh2;Cdh11;Cdh8;Macf1;Snd1;Serbp1;Pkn2;Add1;Trpc4;Vapa;Tjp1;Cdk5r1
