,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,ERBB Signaling Pathway (GO:0038127),-0.6846314102133999,-1.947570001073831,0.0,0.1914775871610404,0.12,7/16,11.95%,Ptk2;Mapk1;Cbl;Reps2;Erbb4;Grb2;Ptk2b
1,prerank,Monoatomic Cation Homeostasis (GO:0055080),-0.7040665872026561,-1.796992715235507,0.0,0.6103348090758163,0.58,4/11,9.95%,Kcna1;Grin1;Slc24a4;Snca
2,prerank,Positive Regulation Of Protein Kinase Activity (GO:0045860),-0.551324432668011,-1.7779492088983757,0.017241379310344827,0.49465043349935445,0.66,15/27,26.65%,Hsp90aa1;Ptk2;Prkag2;Map2k1;Snca;Calm1;Ptk2b;Rapgef2;Insr;Hsp90ab1;Ppp2ca;Slc8a2;Mark2;Mmd;Rap1a
3,prerank,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),0.6111171639094368,1.7430485487956213,0.04081632653061224,1.0,0.76,6/14,18.20%,Dennd1b;Vav3;Rc3h1;Pde4d;Mef2c;Rc3h2
4,prerank,Regulation Of Cell Cycle Process (GO:0010564),-0.5412243651815316,-1.7201310412769735,0.0,0.712057277255119,0.85,13/24,30.05%,Pum2;Pum1;Rab11fip3;Calm1;Smarca4;Apc;Arid1a;Arid1b;Birc6;Bin1;Rpl17;Arid2;Prpf40a
5,prerank,Positive Regulation Of Protein Transport (GO:0051222),0.6702416761494433,1.7061440205944762,0.0392156862745098,1.0,0.84,5/12,17.75%,Cd2ap;Bcas3;Atp2c1;Dnm1l;Ppia
6,prerank,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",-0.5166291419232582,-1.699472345488963,0.020833333333333332,0.6917127836192584,0.89,15/29,22.45%,Srrm2;Srrm1;Cdc40;Hnrnpm;Tra2b;Snrnp70;Cwc27;Hnrnph1;Ddx5;Rbm5;Syncrip;Rsrc1;Prpf4b;Hnrnpu;Hnrnpa3
7,prerank,Sodium Ion Transmembrane Transport (GO:0035725),-0.5701991123452572,-1.6720160203976273,0.0,0.712057277255119,0.91,9/16,30.75%,Slc24a3;Slc24a4;Slc9a7;Atp1a1;Slc8a2;Atp1b1;Hcn1;Atp1a3;Asic2
8,prerank,Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),-0.6596372437395669,-1.6697025062551616,0.0,0.6205925369594434,0.91,5/11,11.95%,Ptk2;Cbl;Reps2;Grb2;Ptk2b
9,prerank,Potassium Ion Transport (GO:0006813),-0.5185206006674926,-1.6565303105811107,0.025,0.6013592971776426,0.93,5/23,2.65%,Kcna1;Kcnd3;Slc24a3;Slc24a4;Kcnj6
10,prerank,Calcium Ion Transmembrane Transport (GO:0070588),-0.5055589711175031,-1.6385197950775927,0.025,0.6223021582733813,0.96,7/23,10.45%,Grin1;Slc24a3;Slc24a4;Slc25a23;Trpm3;Atp2b3;Ryr3
11,prerank,Monoatomic Ion Transport (GO:0006811),-0.5328822977196239,-1.63658124020066,0.0,0.5720392916436082,0.96,5/18,9.05%,Grin1;Slc24a3;Slc24a4;Trpm3;Ano6
12,prerank,Positive Regulation Of Cell Projection Organization (GO:0031346),0.5032680857429567,1.6320968874510986,0.0,1.0,1.0,11/33,10.50%,Robo2;Epha3;Bdnf;Cbfa2t2;Fut9;Robo1;Rit2;Prkd1;Slit2;Ntrk3;Ndrg4
13,prerank,Regulation Of Response To External Stimulus (GO:0032101),0.6139831971391068,1.61948144537939,0.0196078431372549,1.0,1.0,3/12,7.05%,Nmt2;Brd4;Foxp1
14,prerank,mRNA Processing (GO:0006397),-0.46298404945810023,-1.6177874224499056,0.038461538461538464,0.6016312823866782,0.97,17/38,22.45%,Srrm2;Srrm4;Srrm1;Cdc40;Hnrnpm;Son;Tra2b;Snrnp70;Cwc27;Hnrnph1;Ddx5;Rbm5;Syncrip;Rsrc1;Prpf4b;Hnrnpu;Hnrnpa3
15,prerank,"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",-0.5591978692359604,-1.616403910191355,0.021739130434782608,0.5564817376867738,0.97,9/18,22.30%,Celf4;Srrm4;Fxr1;Tra2b;Fam172a;Ddx5;Rbm5;Tia1;Hnrnpu
16,prerank,T Cell Receptor Signaling Pathway (GO:0050852),0.6154329117048217,1.615655321885703,0.022727272727272728,0.9327623126338329,1.0,4/11,18.20%,Dennd1b;Rc3h1;Pde4d;Rc3h2
17,prerank,Protein Deubiquitination (GO:0016579),0.543687205589359,1.6148436278844698,0.02127659574468085,0.7800008922198429,1.0,9/18,23.80%,Zranb1;Babam2;Usp32;Usp15;Usp33;Usp29;Prkn;Usp9x;Usp25
18,prerank,Positive Regulation Of Catabolic Process (GO:0009896),-0.5870214503010817,-1.608343495654771,0.05555555555555555,0.5486569324422119,0.97,6/14,13.70%,Hsp90aa1;Ptk2;Faf1;Flnb;Gsk3b;Apc
19,prerank,Regulation Of Fat Cell Differentiation (GO:0045598),-0.5732589862161047,-1.5998741310087157,0.019230769230769232,0.5410951458613329,0.97,5/11,25.30%,Zbtb16;Lmo3;Smad3;Creb1;Trio
20,prerank,Monoatomic Cation Transmembrane Transport (GO:0098655),-0.4034492864465631,-1.5857307095585798,0.0,0.5696458218040952,0.99,12/51,11.50%,Kcna1;Grin1;Slc24a3;Slc24a4;Trpm3;Atp6v1d;Atp6v1h;Atp6v1b2;Ano6;Atp6v1a;Ryr3;Kcnq2
21,prerank,DNA Metabolic Process (GO:0006259),-0.5168608254649308,-1.5764460815103125,0.020833333333333332,0.5721888835085778,0.99,11/22,22.60%,Top1;Ino80;Pds5a;Pura;Ep400;Polb;Hmgb1;Smarcad1;Trrap;Atrx;Pds5b
22,prerank,Positive Regulation Of Binding (GO:0051099),-0.5289347083939836,-1.5730971588786657,0.03773584905660377,0.5547218333930141,1.0,8/20,13.90%,Tiam1;Hipk2;Epb41;Add2;Gsk3b;Rapgef2;Hmgb1;Ski
23,prerank,Apoptotic Process (GO:0006915),-0.5122579309347435,-1.5705066176762486,0.0,0.5325470392916436,1.0,10/20,28.00%,Zbtb16;Raf1;Cyfip2;Fxr1;Ptk2b;Dapk1;Ppp2ca;Ahcyl1;Rtn4;Bclaf1
24,prerank,Recombinational Repair (GO:0000725),-0.6027854800602181,-1.568445262899382,0.0196078431372549,0.5133362945271314,1.0,6/13,10.20%,Ino80;Nucks1;Nsmce2;Rnf169;Zmynd8;Psmd14
25,prerank,Regulation Of Protein-Containing Complex Assembly (GO:0043254),-0.5251799433364135,-1.5548378026424772,0.057692307692307696,0.5385307138904262,1.0,6/18,20.15%,Hsp90aa1;Raf1;Faf1;Gsk3b;Fnip2;Atf7ip
26,prerank,Positive Regulation Of Neuron Projection Development (GO:0010976),0.5145543213559818,1.5481445658797954,0.017241379310344827,1.0,1.0,9/26,10.50%,Epha3;Bdnf;Cbfa2t2;Fut9;Pacsin1;Rit2;Prkd1;Ntrk3;Ndrg4
27,prerank,Regulation Of MAP Kinase Activity (GO:0043405),0.5912382131599019,1.5447638812711753,0.0,1.0,1.0,7/13,17.95%,Map2k5;Robo1;Ntrk3;Sos1;Nf1;Mef2c;Ghr
28,prerank,Positive Regulation Of Transferase Activity (GO:0051347),-0.473484004381888,-1.5175189393721995,0.0196078431372549,0.6713113026062666,1.0,7/21,14.80%,Hsp90aa1;Mapk1;Pabpn1;Tnks;Erbb4;Insr;Hsp90ab1
29,prerank,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),-0.5962947833108795,-1.516427863835554,0.10638297872340426,0.6473247975046537,1.0,5/10,11.95%,Cdh13;Plekha2;Rreb1;Gsk3b;Ptk2b
30,prerank,Regulation Of Transport (GO:0051049),-0.5984993512738862,-1.5123700147015824,0.08928571428571429,0.6332288684102885,1.0,7/10,18.50%,Epb41;Ptprn2;Dnaja1;Snca;Gapvd1;Ica1;Actg1
31,prerank,Regulation Of Cation Channel Activity (GO:2001257),0.559167467744968,1.5083221586021178,0.08333333333333333,1.0,1.0,7/18,14.70%,Homer1;Dmd;Kcnab1;Cacnb4;Fgf13;Pde4d;Fgf12
32,prerank,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),0.5139709220507432,1.507542559971323,0.0,1.0,1.0,7/17,25.30%,Brd4;Ankrd17;Prkd1;Atp2c1;Prkn;Zdhhc17;Vapa
33,prerank,mRNA Splice Site Recognition (GO:0006376),-0.6275032506242365,-1.5046243786439375,0.13953488372093023,0.6387572634200332,1.0,5/10,17.70%,Celf4;Psip1;Sfswap;Prpf39;Luc7l3
34,prerank,"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",-0.4695524138074479,-1.4947855035775661,0.08888888888888889,0.6567681239623685,1.0,12/26,22.30%,Celf4;Srrm4;Srrm1;Son;Fxr1;Tra2b;Sfswap;Fam172a;Ddx5;Rbm5;Tia1;Hnrnpu
35,prerank,Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),0.583208577519133,1.4888690328436287,0.0847457627118644,1.0,1.0,6/14,15.00%,Hecw2;Dmd;Fgf13;Nedd4;Fgf12;Hecw1
36,prerank,Hemopoiesis (GO:0030097),-0.5658049458046674,-1.48576147968862,0.058823529411764705,0.6614261844961901,1.0,3/10,3.65%,Zbtb16;Prrc2c;Tgfbr3
37,prerank,DNA-templated Transcription (GO:0006351),-0.4355402890980131,-1.483165664199981,0.05405405405405406,0.6484530324458382,1.0,12/24,28.75%,Glis3;Klf13;Rreb1;Ptma;Tsc22d1;Nfix;Ncoa6;Ddx5;Nfx1;Nfkb1;Rsf1;Ccnh
38,prerank,Protein Modification By Small Protein Removal (GO:0070646),0.5049860855469427,1.4793418196384018,0.022727272727272728,1.0,1.0,10/20,26.55%,Zranb1;Usp32;Senp5;Usp15;Usp33;Usp29;Prkn;Usp9x;Usp25;Senp7
39,prerank,Positive Regulation Of Cytokine Production (GO:0001819),0.5039706770476254,1.4786288129976028,0.02127659574468085,0.9946724180530391,1.0,11/19,32.50%,Foxp1;Cd46;Pde4d;Sptbn1;Ccbe1;Appl1;Cyrib;Prkcz;Sorl1;C1qtnf4;Rora
