,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,Positive Regulation Of Vasculature Development (GO:1904018),0.8541101461664931,1.8527294339250115,0.0,0.4751799924213717,0.27,6/10,6.85%,Prkd1;Sema5a;Prkcb;Hipk2;Chrna7;Prkca
1,prerank,Positive Regulation Of Angiogenesis (GO:0045766),0.820136446556995,1.8335287447372064,0.0,0.28760894278135657,0.33,6/11,6.85%,Prkd1;Sema5a;Prkcb;Hipk2;Chrna7;Prkca
2,prerank,Regulation Of Signal Transduction (GO:0009966),0.6160195207299446,1.8012589294819947,0.0,0.2959454338764684,0.45,9/36,8.20%,Prkd1;Sema5a;Rgs6;Ubash3b;Mgll;Slc8a2;Acvr1;Chrna7;Tmem108
3,prerank,Ephrin Receptor Signaling Pathway (GO:0048013),0.7725953621619932,1.7983978633915043,0.0,0.2282114437286851,0.45,7/14,6.10%,Epha5;Epha7;Epha4;Tiam1;Chn1;Epha3;Ptk2
4,prerank,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),0.7283038675793148,1.7680303226190355,0.0,0.25009473285335354,0.53,5/14,9.00%,Pde4d;Prkcb;Ptprj;Vav3;Mef2c
5,prerank,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),-0.5818436955803361,-1.7468068743649745,0.0,1.0,0.63,14/31,8.95%,Tenm2;Tenm4;Cdh13;Cdh12;Cntn4;Grid2;Tenm1;Cdh10;Alcam;Kirrel3;Cdh2;Ptprs;Cdh9;Fat4
6,prerank,Positive Regulation Of Endothelial Cell Migration (GO:0010595),0.7202808276327329,1.744620912911206,0.0,0.27927245168624476,0.68,4/14,7.50%,Prkd1;Sema5a;Prkca;Ptk2b
7,prerank,Cellular Response To Peptide (GO:1901653),0.7622488217547998,1.7171150584840333,0.0,0.31261841606669194,0.8,2/10,1.65%,Epha4;Cacna1a
8,prerank,Cellular Response To BMP Stimulus (GO:0071773),-0.7480611448638912,-1.6859897354555156,0.0,0.9910829990743598,0.84,1/10,1.25%,Acvr2a
9,prerank,Neuron Projection Guidance (GO:0097485),0.5310022285488779,1.6859701374576423,0.0,0.39233611216369835,0.88,11/37,9.25%,Epha5;Epha7;Sema6d;Epha4;Sema5a;Robo2;Epha3;Ptk2;Nfasc;Klf7;Ophn1
10,prerank,Negative Regulation Of Protein Modification Process (GO:0031400),-0.6450506426826724,-1.6779628066114856,0.030303030303030304,0.7111385374884295,0.86,3/15,2.60%,Atp2b4;Prkn;Slit2
11,prerank,Neuron Projection Extension (GO:1990138),0.7773148195922727,1.666197964659502,0.02040816326530612,0.4223822154856638,0.91,7/10,19.35%,Sema5a;Sh3gl2;Tmem108;Hsp90ab1;Nrn1;Hsp90aa1;Ppp3cb
12,prerank,Axonogenesis (GO:0007409),0.4858610656784645,1.65894739732109,0.0,0.408904888215233,0.92,15/60,9.70%,Epha5;Epha7;Sema6d;Epha4;Sema5a;Robo2;Ntng1;Pard3;Epha3;Ptk2;Nfasc;Klf7;Ophn1;Plppr4;Hsp90ab1
13,prerank,Regulation Of Cell Migration (GO:0030334),0.4562548222491293,1.65781543730152,0.0,0.3762788935202729,0.92,21/70,15.00%,Sema6d;Epha4;Sema5a;Ntng1;Tiam1;Phactr1;Ldlrad4;Zmynd8;Acvr1;Camk2b;Ptprj;Ptk2;Cdh11;Prkca;Ptk2b;Frmd5;Tgfbr1;Erbb4;Adarb1;Numb;Igf1r
14,prerank,Regulation Of Filopodium Assembly (GO:0051489),-0.7017125955383596,-1.6553796098838223,0.0,0.6487812403579143,0.89,4/11,11.90%,Tenm2;Tenm1;Ripor2;Dock11
15,prerank,Peptidyl-Tyrosine Modification (GO:0018212),0.7202174333069924,1.6539174585300913,0.045454545454545456,0.3563849943160288,0.92,5/12,11.75%,Epha4;Epha3;Ptk2;Ptk2b;Erbb4
16,prerank,Positive Regulation Of Cell Motility (GO:2000147),0.5422514684789811,1.6439484710187142,0.0,0.3616754598186959,0.95,8/28,7.50%,Sema6d;Epha4;Sema5a;Tiam1;Acvr1;Ptk2;Prkca;Ptk2b
17,prerank,Cyclic-Nucleotide-Mediated Signaling (GO:0019935),0.7466641115233275,1.6436142502842472,0.0,0.3385210848265035,0.95,5/10,7.90%,Epha5;Pde4d;Adcy2;Ksr1;Rapgef2
18,prerank,Activation Of GTPase Activity (GO:0090630),0.5871197021746107,1.63874478593913,0.0,0.33512694202349375,0.97,4/19,5.50%,Rasgrf1;Tiam1;Sipa1l3;Ralgapa2
19,prerank,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),0.5150256500684289,1.638608410777037,0.0,0.3149630541871921,0.97,13/49,8.60%,Epha5;Epha7;Epha4;Prkd1;Ubash3b;Tiam1;Chn1;Epha3;Ptprj;Ptk2;Ptk2b;Rapgef2;Flrt2
20,prerank,Regulation Of Hydrolase Activity (GO:0051336),0.6993805849312468,1.6352481280653717,0.0,0.3037915431424559,0.97,6/19,6.25%,Epha5;Epha4;Chn1;Epha3;Ptk2;Vav3
21,prerank,Positive Regulation Of Cell Differentiation (GO:0045597),0.5134287213174397,1.6309563318337046,0.0,0.30219780219780223,0.97,14/41,12.90%,Prkd1;Dpf3;Tiam1;Acvr1;Lmo3;Ptk2;Neurod2;Rapgef2;Mef2c;Hsp90ab1;Mtch2;Tgfbr1;Brinp3;Smad3
22,prerank,Response To Amyloid-Beta (GO:1904645),0.6846225861331471,1.6216018535236756,0.019230769230769232,0.30274625555932266,0.97,3/11,6.15%,Epha4;Cacna1a;Chrna7
23,prerank,Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),0.6766645974149196,1.6155067306547788,0.061224489795918366,0.29573702159909054,0.97,4/10,7.50%,Epha7;Acvr1;Ptprj;Ptk2b
24,prerank,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),0.7114075337604462,1.6010952664517046,0.0425531914893617,0.33226871650516976,0.98,7/12,17.25%,Sema5a;Ptprj;Ptk2;Hsp90ab1;Tgfbr1;Igf1r;Hsp90aa1
25,prerank,Modulation Of Excitatory Postsynaptic Potential (GO:0098815),0.6612386295358609,1.5986727552920643,0.0,0.32114437286851083,0.98,5/11,8.20%,Neto1;Slc8a2;Chrna7;Ptk2b;Tmem108
26,prerank,Peptidyl-Tyrosine Phosphorylation (GO:0018108),0.6828080592253877,1.5956596590252112,0.046511627906976744,0.31479315287411236,0.98,7/15,15.00%,Epha4;Epha3;Ptk2;Ptk2b;Erbb4;Abi2;Igf1r
27,prerank,T Cell Receptor Signaling Pathway (GO:0050852),0.6754846367808062,1.5866466086201698,0.0,0.3266862447896931,0.99,2/11,5.70%,Pde4d;Ptprj
28,prerank,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),0.6489312694338896,1.5796400709188436,0.05555555555555555,0.3391284577491474,0.99,7/15,24.55%,Ptk2;Mef2c;Nr3c1;Tgfbr1;Smad3;Aplp2;Appl1
29,prerank,Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),0.674734395088718,1.5795486314047025,0.06382978723404255,0.32656600693735977,0.99,6/10,16.45%,Pde4d;Cacna1a;Jph1;Cacnb4;Dmd;Calm1
30,prerank,Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),0.6420798797613804,1.5765875435609307,0.02127659574468085,0.32002863037345797,0.99,9/15,14.75%,Epha4;Tiam1;Ldlrad4;Epha3;Ptk2;Tgfbr1;Smad3;Clasp2;Spred2
31,prerank,Axon Guidance (GO:0007411),0.5019487119378694,1.5709001864636662,0.0,0.32422995723488335,0.99,12/41,9.25%,Epha5;Epha7;Sema6d;Epha4;Sema5a;Robo2;Chn1;Epha3;Ptk2;Nfasc;Klf7;Ophn1
32,prerank,Regulation Of Sodium Ion Transport (GO:0002028),-0.6738397700193012,-1.5683122623666077,0.0,1.0,1.0,3/12,7.40%,Nkain3;Atp2b4;Sptbn4
33,prerank,Regulation Of Cellular Response To Stress (GO:0080135),-0.5995383712249133,-1.5629787157918764,0.07017543859649122,1.0,1.0,2/15,1.80%,Prkn;Adcy8
34,prerank,Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),0.6284274307644757,1.5614144742082852,0.024390243902439025,0.3307287243077969,0.99,3/12,4.05%,Rgs6;Mgll;Nmt1
35,prerank,Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),0.6463690431199155,1.5587756170775235,0.0392156862745098,0.32720727548313755,1.0,3/12,13.85%,Dpf3;Rb1;Hecw2
36,prerank,Regulation Of Cell Adhesion (GO:0030155),0.5483358383785916,1.5579311133153015,0.027777777777777776,0.31947585229009035,1.0,8/27,9.20%,Epha7;Epha4;Sema5a;Ptprj;Ptk2;Prkca;Ptk2b;Frmd5
37,prerank,Myelination (GO:0042552),0.7386777549054415,1.5572350395317394,0.023255813953488372,0.31027377794619176,1.0,5/10,7.85%,Pard3;Gpm6b;Scn8a;Plp1;Nfasc
38,prerank,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),-0.6896181142350002,-1.5432277781283184,0.015873015873015872,1.0,1.0,3/11,7.10%,Atp2b4;Spred1;Nrg1
39,prerank,Positive Regulation Of Neuron Projection Development (GO:0010976),0.5322926786838927,1.5352414232131706,0.06382978723404255,0.3516483516483516,1.0,8/26,9.85%,Prkd1;Camk1d;Epha3;Camk2b;Ptk2b;Rapgef2;Fut9;Plppr5
40,prerank,Peptidyl-Serine Phosphorylation (GO:0018105),0.4500762974437656,1.5299592613288797,0.023809523809523808,0.3516037714820676,1.0,7/44,6.85%,Prkd1;Camk1d;Prkcb;Hipk2;Camk2b;Mast4;Prkca
