names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MGE-derived INS (merge) (for_DEGs),mean_expr_Rest (for_DEGs)
Esrrg,15.624571,0.89369744,4.952466453300672e-55,1.0843200187390309e-52,0.8838004101161996,0.8035828534868842,1.338928,0.92231274
Rnf144b,15.5957365,1.5065074,7.782041586725017e-55,1.6884926988710387e-52,0.6028708133971292,0.3666026871401152,0.5505928,0.22987194
Oprd1,15.546417,2.3166914,1.682585581322684e-54,3.618159923265672e-52,0.4579630895420369,0.17338451695457455,0.3221794,0.07353192
Ctnnd2,15.482754,0.3659067,4.5363100689676986e-54,9.668362097435225e-52,0.9972658920027341,0.9961612284069098,3.0504432,2.81039
Opcml,15.3725395,0.6216184,2.501664743007112e-53,5.193973592291663e-51,0.9986329460013671,0.9878438899552143,3.4734533,3.0591474
Oxr1,15.313124,0.7845711,6.248949919916309e-53,1.2754212700954608e-50,0.9958988380041012,0.946896992962252,2.658217,2.163788
Cdh9,14.792532,1.1662456,1.6367860739142236e-49,3.1790609519475936e-47,0.7922077922077922,0.6410748560460653,1.2650601,0.7576446
Neto2,14.656107,1.0084532,1.231326236518169e-48,2.316817271898717e-46,0.7983595352016405,0.6698656429942419,0.97298306,0.597796
Pals2,14.507649,0.7821652,1.0837082370321377e-47,2.007694552360154e-45,0.8311688311688312,0.7312859884836852,0.967288,0.66695744
Iqgap2,14.500051,1.0859506,1.2106044437678081e-47,2.2256639254735795e-45,0.7429938482570062,0.5694177863083814,0.97807163,0.5775552
Ptchd4,14.330441,0.78957444,1.4122081807970541e-46,2.5766380171451707e-44,0.9084073820915927,0.8055022392834293,1.493192,1.0974844
Myo16,14.242565,0.7322602,4.986235400515268e-46,9.029210029023287e-44,0.9070403280929596,0.8234165067178503,1.3766005,1.0234051
Meg3,14.115447,0.2508142,3.050763009524559e-45,5.3242446609702514e-43,1.0,1.0,4.501341,4.3295946
Mitf,13.999841,1.0314867,1.5622036101786625e-44,2.6310567655624414e-42,0.6971975393028025,0.5419065898912349,0.66578627,0.38035184
Gm13629,13.96574,1.0358374,2.5227220071819194e-44,4.21925255701176e-42,0.7286397812713602,0.5515035188739603,0.8020543,0.46998468
Lypd6,13.944276,2.1962667,3.408907920646863e-44,5.6232971480040444e-42,0.45181134654818866,0.20665387076135636,0.4072013,0.104062244
Gpc6,13.6611,1.0642682,1.7334442564404868e-42,2.746596807375834e-40,0.8680792891319207,0.7050543825975688,1.7449422,1.1816779
Dlg2,13.624355,0.2954029,2.8693245323844498e-42,4.5166543815651695e-40,0.9993164730006835,1.0,4.1960316,3.9946947
Ptprm,13.529756,0.81980777,1.043702922115082e-41,1.621712333949654e-39,0.9466848940533151,0.8291746641074856,2.0115411,1.5407528
Gm4258,13.461116,0.6382041,2.648839118320741e-41,4.063352950677498e-39,0.9528366370471634,0.8586052463211772,1.4994824,1.174196
6330411D24Rik,13.398765,1.7627223,6.147811900987004e-41,9.371133026795632e-39,0.48120300751879697,0.2380038387715931,0.48672476,0.1695447
Specc1,13.324629,0.72508216,1.6645781051679162e-40,2.49004342142013e-38,0.8434723171565277,0.7172104926423545,0.9721279,0.69029045
Enox1,13.252034,0.5494993,4.3913494511505255e-40,6.448857328140808e-38,0.9760765550239234,0.9347408829174664,2.1486895,1.8204646
Dpp6,13.220327,0.33021978,6.697153833750352e-40,9.716521260966474e-38,0.9972658920027341,0.9936020473448497,2.5234096,2.3149347
Spock3,13.100578,0.6015291,3.267564097505947e-39,4.629177277901954e-37,0.9849624060150376,0.9436980166346769,2.0146582,1.6644276
Slc24a2,13.079156,0.56533784,4.332215906244303e-39,6.101584086899871e-37,0.9678742310321258,0.9200255918106206,1.9536191,1.6275561
Ank1,13.067602,0.870588,5.0430315643993197e-39,7.0614169881972795e-37,0.7423103212576897,0.6142034548944337,0.67919374,0.4264223
Lhx6,12.9396715,1.6485056,2.6877683894369687e-38,3.698983650925712e-36,0.4483937115516063,0.20793346129238643,0.2896323,0.10179249
Rbms3,12.907382,0.5367113,4.08972627348398e-38,5.596418611965238e-36,0.9911141490088858,0.9756877799104287,2.3410337,2.0114677
Far2,12.882441,0.8609963,5.651937547711089e-38,7.690466886953327e-36,0.7190704032809296,0.5617402431222009,0.6171121,0.385229
Rbms1,12.830665,0.9658158,1.1041261208589054e-37,1.4773207497092155e-35,0.7012987012987013,0.5399872040946897,0.67000955,0.39781472
Cux2,12.828104,0.86274296,1.1412265042752485e-37,1.5185248137549772e-35,0.760082023239918,0.5982085732565579,0.7588418,0.48525187
1110004F10Rik,12.818652,1.1674634,1.2892160055448765e-37,1.7060152899748794e-35,0.6172248803827751,0.47920665387076133,0.48973116,0.24788624
Flt3,12.815863,1.6226158,1.336435070864883e-37,1.7588361883448003e-35,0.47231715652768286,0.2578374920025592,0.31131718,0.11208184
Immp2l,12.765169,0.6236992,2.56592032261374e-37,3.3046858315416745e-35,0.9063568010936432,0.8106206014075495,1.3024094,1.0072767
Kcnma1,12.745746,0.5246682,3.292283527145652e-37,4.1953098660198884e-35,0.9931647300068353,0.9769673704414588,2.5015152,2.1731594
Il1rapl2,12.6833105,1.4527532,7.317484249027995e-37,9.275488981767907e-35,0.7006151742993848,0.5662188099808061,1.4143704,0.75967324
Trpc6,12.647794,1.3759853,1.1506068929162092e-36,1.4508490266488997e-34,0.5919343814080656,0.4331413947536788,0.7794999,0.37486064
Lpp,12.627662,0.852498,1.4862875040820348e-36,1.8643618879329025e-34,0.7416267942583732,0.6007677543186181,0.7464597,0.4790126
Spats2l,12.528337,0.8092141,5.2247218623092774e-36,6.486195944941064e-34,0.7833219412166781,0.6801023672424824,0.8401231,0.56041795
Ano4,12.515221,0.708466,6.163646896691468e-36,7.6125780440983245e-34,0.9015721120984279,0.7645553422904671,1.3838038,1.0402131
Prkn,12.475165,0.373976,1.0199418251749789e-35,1.2532795366078669e-33,0.9911141490088858,0.9852847088931542,2.2764986,2.0471985
Adamts6,12.456741,1.1727769,1.2851613400167204e-35,1.571158665632624e-33,0.6295283663704716,0.4760076775431862,0.6395687,0.33453202
Elapor2,12.436463,0.76896775,1.6567824633898225e-35,2.0152499418323477e-33,0.7792207792207793,0.6557901471529111,0.7604509,0.51195437
Ntm,12.375735,0.68718845,3.536398437129727e-35,4.195597042356273e-33,0.9924812030075187,0.9417786308381318,2.7445202,2.30667
Cers6,12.324438,0.50881433,6.690805360680239e-35,7.860553966176725e-33,0.9412166780587833,0.8861164427383237,1.4753177,1.2149521
Alk,12.247305,0.71984756,1.7367136253692596e-34,2.0109139881439062e-32,0.9063568010936432,0.7696737044145874,1.4519286,1.0940123
Limch1,12.088417,0.42916942,1.2160698544877904e-33,1.3622244825806487e-31,0.9747095010252905,0.9539347408829175,1.7488035,1.5098566
Gm31218,12.082734,2.6242228,1.3031397772757368e-33,1.4530008516624466e-31,0.34518113465481887,0.1126039667306462,0.27087635,0.049228303
Peg3,12.061082,0.42095715,1.6954023263997784e-33,1.8816621948853577e-31,0.9446343130553657,0.9309021113243762,1.4409423,1.2263026
Hdac4,12.019279,0.7068296,2.8141827343806644e-33,3.109026466735042e-31,0.7778537252221462,0.6685860524632118,0.78077,0.54515564
Tox3,11.983658,0.7937003,4.3279807255233656e-33,4.737958536068397e-31,0.7573479152426521,0.5777351247600768,0.83053994,0.55777574
Crhbp,11.946892,3.3065536,6.739896934978507e-33,7.344962795566622e-31,0.3062200956937799,0.0671785028790787,0.22114138,0.024707392
Fndc1,11.911042,1.651303,1.0367328244632364e-32,1.1196714504202955e-30,0.45659603554340394,0.2571976967370441,0.35426766,0.126935
E430024P14Rik,11.836449,1.3865461,2.529373692552493e-32,2.707441600508188e-30,0.5010252904989747,0.3141394753678823,0.36502224,0.15572086
Fut9,11.830891,0.5438364,2.7025976125631034e-32,2.88006021685707e-30,0.9391660970608339,0.8656429942418427,1.4555467,1.1800644
Wwox,11.744285,0.5089017,7.555908525113262e-32,7.877770602546659e-30,0.9302802460697197,0.8841970569417786,1.426997,1.1709503
Cpeb3,11.729691,0.3921293,8.978600455096551e-32,9.320716093126954e-30,0.9630895420369104,0.9353806781829814,1.5595043,1.3512988
Gpr176,11.725194,1.0054,9.46838544381944e-32,9.786978327422635e-30,0.6678058783321941,0.5515035188739603,0.6771718,0.39362407
Runx1t1,11.715076,0.66758436,1.0669533480339683e-31,1.098141215130346e-29,0.922077922077922,0.7882277671145234,1.4254699,1.0950363
Klf5,11.675667,1.7047042,1.697303329882052e-31,1.7394831232714613e-29,0.43472317156527684,0.2380038387715931,0.30707493,0.10460447
Cntnap4,11.65872,0.8219426,2.071326855587029e-31,2.1138066097439833e-29,0.8332194121667806,0.7344849648112604,1.5357989,1.119042
Ankrd44,11.572552,0.93667793,5.676885585895904e-31,5.744626573559536e-29,0.6555023923444976,0.5188739603326935,0.5865272,0.3483755
Cdh13,11.292811,0.84644365,1.4240763313841077e-29,1.3829618695586632e-27,0.8133971291866029,0.72552783109405,1.4192725,1.00907
Tbc1d4,11.285754,1.4308673,1.5431310812910112e-29,1.4925610024824382e-27,0.45454545454545453,0.255278310940499,0.33121613,0.13596423
Man2a2,11.201605,0.71333957,4.004137945918218e-29,3.8116860983989864e-27,0.7245386192754614,0.617402431222009,0.58850366,0.3979116
St3gal6,10.956236,1.6642433,6.202577500793951e-28,5.790033973996958e-26,0.4128503075871497,0.22456813819577734,0.30613548,0.107063495
Cemip,10.940642,1.1951461,7.367565188059358e-28,6.850982238966085e-26,0.5939849624060151,0.48240563019833654,0.7253015,0.3820496
Zfyve9,10.884162,0.4323342,1.3715455176046466e-27,1.2512235699238754e-25,0.9008885850991114,0.8643634037108126,1.1100768,0.9193901
Vcl,10.693338,0.8864576,1.0936271530095162e-26,9.719157325860218e-25,0.6179084073820916,0.4888035828534869,0.49427748,0.2970118
St8sia4,10.677662,0.8242416,1.294925264362965e-26,1.1465801495190311e-24,0.6801093643198907,0.5674984005118362,0.67070436,0.4315948
Cntn1,10.6119995,0.35689545,2.620797086701868e-26,2.312061429894791e-24,0.9856459330143541,0.9673704414587332,2.0354548,1.8240764
Dgkg,10.591202,0.45995322,3.273622663673707e-26,2.8669792084333657e-24,0.9268626110731374,0.8746001279590531,1.4131744,1.181806
Epb41,10.559932,0.97690237,4.56992765603966e-26,3.959069700289898e-24,0.5809979494190021,0.4420985284708893,0.48018017,0.27243403
Prkacb,10.519939,0.5448395,6.991857457755437e-26,5.950243640020563e-24,0.83526999316473,0.7485604606525912,0.87972814,0.6763453
Lsamp,10.49962,0.269637,8.672823631997e-26,7.328992433439149e-24,1.0,1.0,4.438883,4.254406
Slc8a3,10.493479,0.5940351,9.255647931087279e-26,7.794161705325386e-24,0.8038277511961722,0.6871401151631478,0.7950565,0.590358
Rab30,10.421342,0.5574391,1.9813707298173255e-25,1.6626945176627341e-23,0.8133971291866029,0.7332053742802304,0.797941,0.6041263
Smarca2,10.382474,0.5942752,2.979529469826008e-25,2.4830099567920267e-23,0.8427887901572112,0.7613563659628919,1.0064448,0.76537085
Plcxd3,10.368338,0.79403555,3.4548153367333667e-25,2.859304899308811e-23,0.722488038277512,0.5579014715291107,0.8822466,0.5970955
Pkia,10.253252,0.52166003,1.1442718202534302e-24,9.216937297318934e-23,0.859876965140123,0.7613563659628919,0.9613676,0.75384206
Trio,10.25013,0.3196263,1.1818505983627253e-24,9.487896603655959e-23,0.9617224880382775,0.9424184261036468,1.5810994,1.4093188
Samd5,10.24632,0.6960991,1.2293558588084115e-24,9.836480565960727e-23,0.7293233082706767,0.5790147152911068,0.8144901,0.5746466
Man2a1,10.239263,0.69000715,1.322409661971398e-24,1.0545998112224884e-22,0.7300068352699932,0.6436340371081254,0.7663541,0.5388353
Plekhh2,10.222649,0.9674051,1.5699120433841277e-24,1.2437421596336621e-22,0.5591250854408749,0.4235444657709533,0.42162353,0.23760563
Coro6,10.211303,1.1751847,1.764792872727458e-24,1.3935498867792819e-22,0.47368421052631576,0.3058221369161868,0.32500517,0.15705705
Manba,10.17539,0.9606819,2.553735144246986e-24,1.996888221235208e-22,0.5686944634313056,0.4331413947536788,0.43339762,0.2458746
Exoc4,10.139708,0.30217588,3.682009581037454e-24,2.833147563888372e-22,0.9801777170198223,0.9590531030070377,1.8574816,1.6837467
Ccdc136,10.114433,0.68376225,4.767671321156812e-24,3.6222270062694217e-22,0.7026657552973342,0.6052463211772233,0.59096444,0.40653002
Kazn,10.064531,0.53595567,7.926407509059128e-24,5.984313430977431e-22,0.9179767600820232,0.8451695457453615,1.3431792,1.0827172
Gm30382,9.991645,1.0278897,1.6580690471064588e-23,1.24401666450193e-21,0.5331510594668489,0.38451695457453616,0.5165733,0.28642866
Efna5,9.975906,0.7399933,1.9431953567003256e-23,1.4489138381043542e-21,0.7737525632262474,0.6436340371081254,1.0788078,0.77115524
Fam13c,9.967912,0.5099621,2.106102561268497e-23,1.5655362372095827e-21,0.8434723171565277,0.7543186180422264,0.90489423,0.70974225
Vwa8,9.823659,0.4234346,8.905104673640171e-23,6.4991073018166635e-21,0.8687628161312372,0.8266154830454254,0.9939518,0.8193437
Frmd4b,9.803819,0.75496787,1.0840756352012345e-22,7.864119758489919e-21,0.7238550922761449,0.6577095329494562,0.87185204,0.6012783
Pcdh15,9.798261,0.6385478,1.145410931695395e-22,8.284107170856425e-21,0.9439507860560492,0.8701215611004478,2.2214992,1.83752
Rcan2,9.760141,0.49747264,1.6692207560571065e-22,1.200045154891921e-20,0.8455228981544771,0.7690339091490723,0.89108455,0.70232564
Csrnp3,9.75171,0.2979795,1.8138678985966969e-22,1.3001545973155609e-20,0.9658236500341764,0.9488163787587972,1.5783123,1.4180176
Neto1,9.652822,0.5381638,4.782157719291183e-22,3.36764580442716e-20,0.9282296650717703,0.8829174664107485,1.8226057,1.520099
Arhgap5,9.648262,0.44893754,4.999581619450298e-22,3.5104934029982795e-20,0.8694463431305537,0.8387715930902111,1.0750794,0.8813041
Unc5d,9.64439,0.5786995,5.191904806384823e-22,3.6349370743305834e-20,0.9624060150375939,0.9053103007037748,2.5263548,2.16393
Tnr,9.635979,0.5109863,5.635220867279797e-22,3.9225046059990356e-20,0.9302802460697197,0.8317338451695457,1.5790681,1.3088782
Zfpm2,9.590095,0.8562013,8.800416791413407e-22,6.073044068893997e-20,0.7532467532467533,0.6449136276391555,1.3057575,0.91076887
2210408F21Rik,9.532094,0.40438104,1.5414219416151897e-21,1.0606744583388637e-19,0.8967874231032126,0.8406909788867563,1.1338562,0.95259565
Osbpl3,9.527431,0.55823964,1.6122413462423816e-21,1.1062456006524648e-19,0.7915242652084757,0.7332053742802304,0.92075574,0.7062082
Sh3kbp1,9.400311,0.51908207,5.4401597504686766e-21,3.649604663796312e-19,0.8161312371838687,0.7108125399872041,0.8734317,0.6798257
Sptb,9.38499,0.83842087,6.2922827129557006e-21,4.209537134967364e-19,0.5591250854408749,0.43378119001919385,0.38975614,0.23629893
Sipa1l2,9.308626,1.0060916,1.294960872003749e-20,8.521267115119752e-19,0.49829118250170884,0.36084452975047987,0.34646085,0.1874375
Lekr1,9.303297,0.55703014,1.361568715303855e-20,8.93515556931282e-19,0.7573479152426521,0.6833013435700576,0.7193674,0.53988814
Gm19938,9.197413,0.7032439,3.6667025847922113e-20,2.367529894159132e-18,0.6425153793574846,0.5585412667946257,0.50674653,0.340246
Chchd3,9.17114,0.41046396,4.680426254074258e-20,2.9979623910405434e-18,0.8735475051264525,0.8195777351247601,1.0503033,0.87476635
Luzp1,9.118156,0.56191546,7.64129857509208e-20,4.830263382743246e-18,0.734107997265892,0.6525911708253359,0.6778035,0.50487244
Cux1,9.073105,0.574256,1.1567276442549972e-19,7.217261291253201e-18,0.7874231032125769,0.7159309021113244,0.84061015,0.6339625
St6galnac5,9.046248,0.56074846,1.479639554008378e-19,9.184443046066436e-18,0.8769651401230348,0.7575175943698017,1.500536,1.2125492
Slc35f3,9.032946,0.57004094,1.6711149676502085e-19,1.0293384368513458e-17,0.7566643882433356,0.6692258477287268,0.8481904,0.6416084
Tm6sf1,9.022932,0.96306205,1.8312124968556304e-19,1.1222117499814503e-17,0.5112781954887218,0.3889955214331414,0.36689493,0.20487438
Plxna4,9.012502,0.4287216,2.0140834506464181e-19,1.2311468483596024e-17,0.9323308270676691,0.8809980806142035,1.6205037,1.3895432
Man1c1,9.006339,0.85660326,2.1304884611758875e-19,1.2990046607331665e-17,0.5809979494190021,0.4849648112603967,0.47307837,0.28823605
Dip2c,9.005112,0.335418,2.1544731953767763e-19,1.3103114251882394e-17,0.987012987012987,0.9571337172104927,2.1006172,1.8996528
Trim2,8.991475,0.31622618,2.4393438110359245e-19,1.4761094559042514e-17,0.9535201640464799,0.9321817018554063,1.5439087,1.3757263
Osbpl9,8.955334,0.33861876,3.387092461950585e-19,2.0342826646787502e-17,0.9043062200956937,0.8829174664107485,1.0754793,0.92716926
Ttll11,8.936368,0.44388068,4.0217100687566915e-19,2.409424509849158e-17,0.8147641831852358,0.7517594369801663,0.8462786,0.6823183
Nxph2,8.929436,2.2021751,4.281884863825096e-19,2.5589308947981048e-17,0.29733424470266573,0.12667946257197696,0.30385578,0.074328855
Cep83,8.909408,0.5682972,5.130584861654919e-19,3.027963993780469e-17,0.7163362952836637,0.6429942418426103,0.6447167,0.47663498
Arhgap26,8.904911,0.35638702,5.342888962471001e-19,3.138491165174429e-17,0.9316473000683527,0.8931541906589892,1.3339803,1.1581703
Sfxn5,8.89904,0.64663285,5.633171472330859e-19,3.300956246705996e-17,0.6514012303485988,0.5553422904670505,0.5154933,0.3582528
Mapk10,8.89802,0.2592166,5.685175677636314e-19,3.3233439568008006e-17,0.9897470950102529,0.982725527831094,2.2269194,2.0682483
Lrrc4c,8.870602,0.3191135,7.275162101737201e-19,4.22204829055997e-17,0.9931647300068353,0.9904030710172744,3.273889,3.0620286
Slc25a3,8.865148,0.5649692,7.640294653970501e-19,4.4232898184188833e-17,0.7621326042378674,0.6992962252079334,0.7021935,0.5236961
Tmcc3,8.864731,0.8914312,7.668899589031336e-19,4.429203302211768e-17,0.6035543403964456,0.4996801023672425,0.6030265,0.36891535
Mpped2,8.860317,0.6101667,7.978691628929388e-19,4.597100698352521e-17,0.7723855092276145,0.6679462571976967,0.8451591,0.62606037
Ralgapa2,8.832753,0.31311727,1.0212988864431191e-18,5.828664071349783e-17,0.935064935064935,0.9001919385796545,1.3541868,1.1978443
Ntrk3,8.795404,0.3585568,1.4253311151553353e-18,8.077099900564964e-17,0.9405331510594669,0.9347408829174664,1.941817,1.7329581
Elfn1,8.791137,1.1048074,1.480538438592568e-18,8.37025534156418e-17,0.47436773752563227,0.344849648112604,0.46000192,0.24025626
Grm1,8.741297,0.53310144,2.3044896812791283e-18,1.2907285926494542e-16,0.8325358851674641,0.8234165067178503,1.5362293,1.2585591
Me3,8.707633,0.52907646,3.102849618767997e-18,1.713968582991019e-16,0.8188653451811346,0.7357645553422905,1.0905522,0.8625978
Cntn3,8.682672,0.5541553,3.865785899368958e-18,2.130516878727734e-16,0.8557758031442242,0.7562380038387716,1.4209278,1.1439575
Parp8,8.668432,0.44877338,4.3811224370981746e-18,2.403529675969759e-16,0.8092959671907041,0.7434420985284709,0.8452171,0.6797246
E230016M11Rik,8.64626,0.60640144,5.321479640168324e-18,2.8930590441041513e-16,0.6842105263157895,0.5911708253358925,0.59885204,0.43088704
Chrm2,8.608703,1.3519152,7.389173538844727e-18,3.990153710976153e-16,0.41148325358851673,0.2763915547024952,0.4808434,0.21663813
Ttll5,8.597795,0.43067756,8.126289258168417e-18,4.3783792056762443e-16,0.810663021189337,0.763275751759437,0.8295582,0.6723208
Il1rapl1,8.591486,0.38046202,8.585160176669637e-18,4.615290127118561e-16,0.9979494190020506,0.9897632757517595,3.2807026,3.0282707
Depdc5,8.553555,0.41884682,1.1935490768719614e-17,6.359609727297415e-16,0.8291182501708817,0.7722328854766475,0.83218527,0.67863494
Msi2,8.511605,0.34754577,1.7154224519194162e-17,9.080051501544444e-16,0.9200273410799726,0.9014715291106846,1.2842993,1.1161016
Cit,8.482959,0.40977767,2.1953913066371986e-17,1.1469371850119368e-15,0.8947368421052632,0.8835572616762636,1.1983721,1.0088259
Las1l,8.472549,0.6231926,2.400804455695111e-17,1.251536244825997e-15,0.6814764183185236,0.6046065259117083,0.55900735,0.39624476
Grin3a,8.445151,0.83216834,3.0365078553930865e-17,1.5761046377001528e-15,0.6924128503075871,0.672424824056302,1.081112,0.73914254
Hcn1,8.363356,0.282483,6.095932138636616e-17,3.117079185285016e-15,0.9842788790157211,0.9833653230966091,2.3975546,2.22123
Cdh18,8.346888,0.6049836,7.008532257892775e-17,3.5761332817603725e-15,0.784688995215311,0.6967370441458733,1.2106783,0.9356467
