"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",16636224,16665207,28984,"*",-0.0996096402621833,"Tmem70","chr1-16634794-16637654",-2.05267394601228,0.020052105268417,"CTX","Emx1"
"chr1",20770275,20951626,181352,"*",0.100666375708883,"Efhc1","chr1-20770024-20770525",3.0869354717177,0.00101115745789817,"CTX","Emx1"
"chr1",23397772,23404916,7145,"*",-0.116558803895314,"Ogfrl1","chr1-23404701-23405131",-2.21296187191405,0.0134501372112772,"CTX","Emx1"
"chr1",39193731,39339273,145543,"*",-0.0770874990068409,"Npas2","chr1-39337954-39340592",-1.70716005889055,0.0438961532768849,"CTX","Emx1"
"chr1",39900913,40063597,162685,"*",0.129175762158195,"Map4k4","chr1-40062044-40065150",2.3232923893938,0.0100817251965367,"CTX","Emx1"
"chr1",40484866,40680574,195709,"*",0.116655410577252,"Slc9a2","chr1-40483905-40485826",2.12027343972826,0.0169914961001946,"CTX","Emx1"
"chr1",40680574,40733229,52656,"*",0.11111657918411,"Slc9a2","chr1-40732370-40734087",2.25436419677133,0.0120866328701025,"CTX","Emx1"
"chr1",40680574,40742434,61861,"*",0.132847380524787,"Slc9a2","chr1-40742250-40742617",2.30423844556056,0.01060463108482,"CTX","Emx1"
"chr1",57771486,57774162,2677,"*",0.104090007867415,"Spats2l","chr1-57771371-57771600",1.70366991778935,0.0442213855906992,"CTX","Emx1"
"chr1",64122282,64212000,89719,"*",0.124576043472383,"Klf7","chr1-64210278-64213721",2.32132314128816,0.0101347050953941,"CTX","Emx1"
"chr1",74287523,74362108,74586,"*",0.16640664147944,"Catip","chr1-74286101-74288944",3.09546718313932,0.000982515581764712,"CTX","Emx1"
"chr1",74581715,74588289,6575,"*",0.0980177408241972,"Bcs1l","chr1-74581265-74582165",1.83830053839711,0.0330090659122403,"CTX","Emx1"
"chr1",74601445,74792837,191393,"*",0.13609033290231,"Stk36","chr1-74792647-74793026",2.12963481602741,0.0166008871705343,"CTX","Emx1"
"chr1",75055612,75210838,155227,"*",-0.0873674558384062,"Stk16","chr1-75054924-75056299",-1.95628475977404,0.0252158092432814,"CTX","Emx1"
"chr1",75219865,75258063,38199,"*",0.0964466198086381,"Tuba4a","chr1-75257804-75258322",2.28072724484613,0.0112822959661875,"CTX","Emx1"
"chr1",84364180,84464003,99824,"*",-0.111490595663108,"Pid1","chr1-84463768-84464238",-2.14227146627868,0.0160858217727699,"CTX","Emx1"
"chr1",85822641,85894281,71641,"*",-0.121641445398803,"Itm2c","chr1-85821797-85823484",-2.74473851911301,0.00302795643345579,"CTX","Emx1"
"chr1",86064387,86153565,89179,"*",-0.0847112234299094,"Psmd1","chr1-86152768-86154361",-1.9303320634522,0.0267828533321913,"CTX","Emx1"
"chr1",86359400,86362595,3196,"*",-0.120982235867347,"Ncl","chr1-86361722-86363467",-2.54639328077895,0.00544212431590355,"CTX","Emx1"
"chr1",87803680,87840883,37204,"*",0.174435400226335,"Sag","chr1-87840326-87841439",3.57675714000877,0.00017394154917335,"CTX","Emx1"
"chr1",90843971,90860855,16885,"*",0.175063470047456,"Col6a3","chr1-90860668-90861041",3.04248471115354,0.00117316868094863,"CTX","Emx1"
"chr1",91250304,91274662,24359,"*",-0.0777904639047317,"Ube2f","chr1-91274390-91274934",-1.7262996081649,0.0421467629151872,"CTX","Emx1"
"chr1",91274662,91298338,23677,"*",-0.0988841335478432,"Scly","chr1-91274390-91274934",-2.27379385579192,0.0114891919260928,"CTX","Emx1"
"chr1",99772765,99864646,91882,"*",0.0906421734003842,"Cntnap5b","chr1-99864353-99864939",1.79156435837752,0.0366013883419883,"CTX","Emx1"
"chr1",106171752,106299578,127827,"*",0.0819038030239532,"Phlpp1","chr1-106299441-106299714",1.81425047294571,0.0348195863737683,"CTX","Emx1"
"chr1",118263467,118321839,58373,"*",0.0972702340941447,"Nifk","chr1-118262407-118264527",2.0206191944804,0.0216596002043454,"CTX","Emx1"
"chr1",119983133,119997234,14102,"*",0.0716453124208481,"Cfap221","chr1-119982782-119983483",1.87368710200209,0.0304867823508993,"CTX","Emx1"
"chr1",120164058,120340582,176525,"*",0.0895277501387151,"C1ql2","chr1-120163100-120165015",2.51289545125776,0.0059872407901808,"CTX","Emx1"
"chr1",125397948,125435727,37780,"*",-0.120289833058332,"Actr3","chr1-125397495-125398401",-2.35272722865285,0.00931814968946577,"CTX","Emx1"
