"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",12906111,12992650,86540,"*",0.081418406926597,"Slco5a1","chr1-12904925-12907296",1.72614811490992,0.0421603848065958,"rest","Nestin"
"chr1",20890606,20992538,101933,"*",0.0678630239245494,"Paqr8","chr1-20991238-20993837",2.00839468826544,0.0223006834537126,"rest","Nestin"
"chr1",23840680,23922317,81638,"*",0.0564429395186612,"Smap1","chr1-23840570-23840789",1.71726025211004,0.0429658155174431,"rest","Nestin"
"chr1",23874121,23922317,48197,"*",0.0799243464013529,"Smap1","chr1-23873297-23874945",1.64593331333422,0.0498887446949748,"rest","Nestin"
"chr1",23992992,24100341,107350,"*",0.065323024481505,"Fam135a","chr1-23992587-23993396",1.74147721302045,0.040799982063403,"rest","Nestin"
"chr1",33907816,34074933,167118,"*",0.0584467615703272,"Bend6","chr1-34073154-34076711",2.38968762485311,0.00843135413374581,"rest","Nestin"
"chr1",34365921,34439672,73752,"*",0.0889757870969263,"Ccdc115","chr1-34365629-34366212",5.60328081823732,1.05166020692478e-08,"rest","Nestin"
"chr1",37490404,37541016,50613,"*",0.105847826915424,"Mgat4a","chr1-37489573-37491234",2.66895496025289,0.00380438263047437,"rest","Nestin"
"chr1",38641013,38664955,23943,"*",0.0656974939705726,"Aff3","chr1-38640570-38641456",1.81252207209211,0.0349527833108394,"rest","Nestin"
"chr1",38664955,38846633,181679,"*",0.071281647119064,"Aff3","chr1-38845700-38847566",1.66552918824655,0.0479036126725358,"rest","Nestin"
"chr1",38898161,38948451,50291,"*",0.0698766465068018,"Chst10","chr1-38948401-38948500",2.8685295950321,0.00206192308063204,"rest","Nestin"
"chr1",39026790,39193731,166942,"*",0.0955380220830029,"Npas2","chr1-39026137-39027442",2.67145002816779,0.00377621584101959,"rest","Nestin"
"chr1",39193731,39320827,127097,"*",0.0725929511313753,"Npas2","chr1-39320488-39321165",2.08115866845815,0.0187096926447009,"rest","Nestin"
"chr1",39413760,39478755,64996,"*",0.08472895434346,"Tbc1d8","chr1-39413078-39414441",3.05390714766196,0.00112940990681277,"rest","Nestin"
"chr1",39577405,39719482,142078,"*",0.0609204335126642,"Rnf149","chr1-39719008-39719955",1.73365741622058,0.0414894432292253,"rest","Nestin"
"chr1",39577405,39730120,152716,"*",0.0549746271277725,"Rnf149","chr1-39729763-39730477",1.80832393610672,0.0352780493095786,"rest","Nestin"
"chr1",39780015,39900913,120899,"*",0.130692652915966,"Map4k4","chr1-39779299-39780730",2.03033294308484,0.0211613538935435,"rest","Nestin"
"chr1",39795511,39900913,105403,"*",0.0846335775029926,"Map4k4","chr1-39794882-39796139",1.66835832737562,0.0476223077924079,"rest","Nestin"
"chr1",39900913,39981675,80763,"*",0.137127320557079,"Map4k4","chr1-39980925-39982425",2.15529032604526,0.0155695611718917,"rest","Nestin"
"chr1",39900913,39997407,96495,"*",0.120118416447106,"Map4k4","chr1-39997259-39997554",1.73905999921736,0.041012104870299,"rest","Nestin"
"chr1",40519050,40680574,161525,"*",0.068441940155072,"Slc9a2","chr1-40518752-40519347",4.12608783652687,1.84493193060523e-05,"rest","Nestin"
"chr1",42695768,42827626,131859,"*",0.0542215908885986,"Pou3f3","chr1-42827436-42827816",3.04633008121484,0.00115826685896481,"rest","Nestin"
"chr1",42952872,43091209,138338,"*",0.0647594252027807,"Gpr45","chr1-43091004-43091413",2.15701237685088,0.0155023500471294,"rest","Nestin"
"chr1",43096997,43098637,1641,"*",0.102866362477465,"Tgfbrap1","chr1-43096790-43097204",4.2121474557564,1.26477160802212e-05,"rest","Nestin"
"chr1",53234519,53297095,62577,"*",0.054967549615226,"Ormdl1","chr1-53233949-53235089",2.10974507541765,0.0174401598343226,"rest","Nestin"
"chr1",54746754,54926387,179634,"*",0.169853253268439,"Ankrd44","chr1-54745912-54747595",2.46937375121694,0.00676748845200707,"rest","Nestin"
"chr1",59763400,59843960,80561,"*",0.0753704569826718,"Bmpr2","chr1-59843084-59844836",1.94049215712689,0.0261599532030513,"rest","Nestin"
"chr1",59843960,60043184,199225,"*",0.0674798851582439,"Ica1l","chr1-59843084-59844836",2.25891979567123,0.0119441871893987,"rest","Nestin"
"chr1",59913006,60034993,121988,"*",0.108132694830376,"Fam117b","chr1-60034945-60035040",2.67175175820435,0.00377282231833197,"rest","Nestin"
"chr1",62557894,62703285,145392,"*",0.073437660453867,"Nrp2","chr1-62557612-62558175",2.82713389475718,0.00234833427105152,"rest","Nestin"
