"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",9727080,9908638,181559,"*",0.0879936826249341,"Mcmdc2","chr1-9726988-9727171",1.95611492011431,0.0252258089661275,"CTX","Nestin"
"chr1",9748382,9930020,181639,"*",-0.11351141809902,"Vcpip1","chr1-9929347-9930692",-2.41121108813838,0.00794982161644496,"CTX","Nestin"
"chr1",9767133,9798107,30975,"*",-0.0922241895838548,"Sgk3","chr1-9766999-9767267",-2.04070250583483,0.0206402030733684,"CTX","Nestin"
"chr1",9930020,9944118,14099,"*",0.107631160784188,"Snhg6","chr1-9929347-9930692",2.47978016857156,0.00657317026241048,"CTX","Nestin"
"chr1",17097889,17159881,61993,"*",-0.100608851791866,"Jph1","chr1-17158386-17161375",-2.12144484267879,0.016942192488848,"CTX","Nestin"
"chr1",20856631,20951626,94996,"*",0.0509467555682977,"Efhc1","chr1-20856266-20856995",2.09192790620825,0.0182224826551866,"CTX","Nestin"
"chr1",20901209,21079229,178021,"*",0.104039244419991,"Tram2","chr1-20900983-20901434",1.89152562792398,0.0292771066201369,"CTX","Nestin"
"chr1",21810460,21961942,151483,"*",0.0986386602864014,"Kcnq5","chr1-21809783-21811137",2.35094482576964,0.00936290514660271,"CTX","Nestin"
"chr1",23761753,23831968,70216,"*",0.101488308899418,"B3gat2","chr1-23831827-23832109",1.84725943449761,0.0323547745664678,"CTX","Nestin"
"chr1",23840680,23922317,81638,"*",0.0696712469840447,"Smap1","chr1-23840570-23840789",1.81554589353327,0.0347200299437898,"CTX","Nestin"
"chr1",34350764,34459762,108999,"*",0.123586651438912,"Ptpn18","chr1-34349370-34352158",2.53741935910321,0.00558365463745972,"CTX","Nestin"
"chr1",34678188,34869974,191787,"*",-0.0646504893600491,"Arhgef4","chr1-34869460-34870488",-1.98667433893051,0.023479248639575,"CTX","Nestin"
"chr1",35903436,36068400,164965,"*",0.130088429185256,"Hs6st1","chr1-35903224-35903647",3.01270374585889,0.00129465777888725,"CTX","Nestin"
"chr1",36011443,36068400,56958,"*",0.0983521364505101,"Hs6st1","chr1-36011338-36011548",2.28109002915621,0.0112715600169151,"CTX","Nestin"
"chr1",36244720,36303299,58580,"*",0.0729936071934313,"Uggt1","chr1-36303048-36303549",1.78285381443326,0.0373050514926025,"CTX","Nestin"
"chr1",37430139,37556125,125987,"*",0.116030023504906,"Unc50","chr1-37555756-37556494",2.64168627692707,0.00412472147259541,"CTX","Nestin"
"chr1",38508891,38664955,156065,"*",-0.111587434403661,"Aff3","chr1-38507675-38510107",-2.14445464114017,0.0159982380607031,"CTX","Nestin"
"chr1",38617697,38664955,47259,"*",-0.115751070483155,"Aff3","chr1-38617157-38618236",-2.14671683769075,0.0159079157324012,"CTX","Nestin"
"chr1",38641013,38836711,195699,"*",0.0991509518819555,"Lonrf2","chr1-38640570-38641456",2.01050620330198,0.0221888201660617,"CTX","Nestin"
"chr1",38664955,38769679,104725,"*",-0.111992096343476,"Aff3","chr1-38768862-38770495",-2.10140554160296,0.0178026909556821,"CTX","Nestin"
"chr1",38664955,38850594,185640,"*",0.0715594716754487,"Aff3","chr1-38850326-38850862",1.80744464726857,0.0353464889487004,"CTX","Nestin"
"chr1",38846633,38985608,138976,"*",0.0864868014861256,"Pdcl3","chr1-38845700-38847566",1.73747858494325,0.0411513653936231,"CTX","Nestin"
"chr1",38973926,38985608,11683,"*",0.0953193640912306,"Pdcl3","chr1-38973880-38973971",2.03514609828567,0.0209180873752238,"CTX","Nestin"
"chr1",38985608,39123340,137733,"*",0.0817083646067292,"Pdcl3","chr1-39122803-39123876",1.7799851840177,0.0375391927233844,"CTX","Nestin"
"chr1",39011615,39193731,182117,"*",-0.144409562792452,"Npas2","chr1-39010717-39012513",-2.29720701166683,0.0108034816683226,"CTX","Nestin"
"chr1",39165410,39193731,28322,"*",0.102778810212878,"Npas2","chr1-39164558-39166261",2.08038975329148,0.0187448991733183,"CTX","Nestin"
"chr1",39193731,39271967,78237,"*",-0.136643099835744,"Npas2","chr1-39270887-39273046",-1.94732279199669,0.0257480239431113,"CTX","Nestin"
"chr1",39287212,39478755,191544,"*",-0.0924487115669268,"Tbc1d8","chr1-39286693-39287731",-1.99068074118049,0.0232579986610343,"CTX","Nestin"
"chr1",39320827,39367842,47016,"*",-0.0822984847341249,"Rpl31","chr1-39320488-39321165",-1.81284058241989,0.0349282063468714,"CTX","Nestin"
"chr1",39435369,39478755,43387,"*",-0.0833018914295332,"Tbc1d8","chr1-39435068-39435670",-1.99646967928223,0.0229414114625942,"CTX","Nestin"
"chr1",39450978,39552002,101025,"*",0.0777270209073069,"Gm15832","chr1-39450789-39451167",1.80122729802645,0.0358335307125211,"CTX","Nestin"
"chr1",39478755,39500609,21855,"*",0.133972444111788,"Tbc1d8","chr1-39499548-39501669",3.13449773130109,0.000860742925147971,"CTX","Nestin"
"chr1",39507775,39651474,143700,"*",0.088348457342289,"Creg2","chr1-39507221-39508328",2.23400364363381,0.012741416659483,"CTX","Nestin"
"chr1",39552002,39715583,163582,"*",0.0869144366584579,"Gm15832","chr1-39715287-39715879",1.88958394184607,0.0294068132440134,"CTX","Nestin"
