"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",10947871,10993465,45595,"*",0.134507677459945,"Prex2","chr1-10947695-10948047",2.68147476727422,0.00366492210026202,"OPC","Nestin"
"chr1",21121906,21240589,118684,"*",0.157292924665144,"Gsta3","chr1-21120276-21123536",3.19551074111214,0.000697917936321274,"OPC","Nestin"
"chr1",23860693,23922317,61625,"*",-0.0715179891382014,"Smap1","chr1-23860428-23860958",-1.88960710565581,0.0294052630703266,"OPC","Nestin"
"chr1",33716095,33907816,191722,"*",0.0903471921327605,"Bend6","chr1-33715979-33716210",2.32201725492132,0.0101160032727972,"OPC","Nestin"
"chr1",33716095,33908225,192131,"*",-0.130905967028731,"Dst","chr1-33715979-33716210",-2.3363996818573,0.00973521026126119,"OPC","Nestin"
"chr1",34678188,34756019,77832,"*",0.0783380847414042,"Arhgef4","chr1-34755612-34756425",1.72596326063921,0.0421770112622311,"OPC","Nestin"
"chr1",34756019,34843065,87047,"*",0.0683011645717956,"Fam168b","chr1-34755612-34756425",1.88316145631096,0.0298392453616886,"OPC","Nestin"
"chr1",34756019,34849976,93958,"*",0.196460957582899,"Plekhb2","chr1-34755612-34756425",4.50882980174639,3.25930877102231e-06,"OPC","Nestin"
"chr1",34807050,34849976,42927,"*",0.0853726275088377,"Plekhb2","chr1-34805685-34808414",1.65582795538442,0.0488783323858772,"OPC","Nestin"
"chr1",34841629,34849976,8348,"*",0.0760058648314263,"Plekhb2","chr1-34840593-34842664",1.70700618885053,0.0439104510446244,"OPC","Nestin"
"chr1",36303299,36445271,141973,"*",0.120932598014258,"Lman2l","chr1-36303048-36303549",2.15515873570163,0.0155747073726198,"OPC","Nestin"
"chr1",37299865,37482093,182229,"*",0.0902176722785858,"Inpp4a","chr1-37481705-37482480",1.77553662452374,0.0379046619006751,"OPC","Nestin"
"chr1",37339050,37430139,91090,"*",0.0756227318350099,"Unc50","chr1-37338614-37339485",2.51159781738046,0.00600929862929959,"OPC","Nestin"
"chr1",37430139,37556125,125987,"*",0.091741878970323,"Unc50","chr1-37555756-37556494",2.56623690510383,0.0051404292213329,"OPC","Nestin"
"chr1",37751124,37890411,139288,"*",0.111687434016411,"Mitd1","chr1-37750569-37751678",1.91750191892734,0.0275870987133894,"OPC","Nestin"
"chr1",38552245,38664955,112711,"*",-0.0865482558754145,"Aff3","chr1-38550528-38553962",-1.69467500275868,0.0450685451037304,"OPC","Nestin"
"chr1",38584857,38664955,80099,"*",0.0874862779866821,"Aff3","chr1-38583723-38585991",1.83188253193593,0.0334844617916994,"OPC","Nestin"
"chr1",38609169,38664955,55787,"*",0.158272524941744,"Aff3","chr1-38608832-38609505",3.35638378032554,0.000394844515029059,"OPC","Nestin"
"chr1",38648028,38836711,188684,"*",-0.0788311576987754,"Lonrf2","chr1-38647855-38648201",-1.70609254547797,0.0439954251420726,"OPC","Nestin"
"chr1",38664955,38828856,163902,"*",-0.107835910221216,"Aff3","chr1-38828144-38829568",-1.788175105971,0.0368738806372517,"OPC","Nestin"
