"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",38641013,38836711,195699,"*",0.259250552230743,"Lonrf2","chr1-38640570-38641456",2.28058694801652,0.0112864501811154,"NFOL","Nestin"
"chr1",64956824,65099768,142945,"*",-0.242368330495096,"Plekhm3","chr1-65099471-65100064",-1.91357277392429,0.0278373833072314,"NFOL","Nestin"
"chr1",86058158,86154780,96623,"*",0.262747439384618,"Armc9","chr1-86058121-86058194",2.31977146705119,0.010176621689578,"NFOL","Nestin"
"chr1",137898595,138051791,153197,"*",-0.16966678444171,"Gm4258","chr1-138051731-138051850",-2.16466053823146,0.0152068456056839,"NFOL","Nestin"
"chr1",160690780,160793211,102432,"*",-0.0930092293807095,"Rabgap1l","chr1-160690680-160690879",-2.08039162003982,0.0187448136317787,"NFOL","Nestin"
"chr1",172140933,172298064,157132,"*",-0.222259986528469,"Atp1a2","chr1-172139064-172142802",-2.0614054421616,0.0196321880492781,"NFOL","Nestin"
"chr2",117121374,117269595,148222,"*",0.313324360010406,"Spred1","chr2-117268649-117270541",2.158971993997,0.0154261698677842,"NFOL","Nestin"
"chr2",119477687,119578096,100410,"*",-0.186370911072332,"Ino80","chr2-119577802-119578389",-2.23828572033367,0.0126012143587475,"NFOL","Nestin"
"chr2",143509432,143546156,36725,"*",0.25014836929502,"Pcsk2","chr2-143508731-143510133",1.88081774784662,0.0299983575253065,"NFOL","Nestin"
"chr2",165595032,165624442,29411,"*",-0.234208408242554,"Eya2","chr2-165624173-165624710",-2.04426554128691,0.0204636607276096,"NFOL","Nestin"
"chr2",165595032,165727814,132783,"*",0.109040425922331,"Eya2","chr2-165724994-165730633",2.27889344344966,0.0113367001364106,"NFOL","Nestin"
"chr3",9610085,9789310,179226,"*",0.290934102761902,"Zfp704","chr3-9788162-9790457",2.57892834180018,0.00495536715477875,"NFOL","Nestin"
"chr4",48473459,48556337,82879,"*",-0.181926150158886,"Tex10","chr4-48555532-48557141",-2.07761592219885,0.0188723742465925,"NFOL","Nestin"
"chr4",48556337,48585174,28838,"*",0.238150928280525,"Tmeff1","chr4-48555532-48557141",2.6688861276001,0.00380516234397781,"NFOL","Nestin"
"chr5",63968905,63987117,18213,"*",-0.184328247837325,"Rell1","chr5-63987054-63987180",-2.06339747405696,0.0195374398757272,"NFOL","Nestin"
"chr5",67131078,67260565,129488,"*",-0.171964479778301,"Tmem33","chr5-67131010-67131145",-1.65110591710485,0.0493584746518274,"NFOL","Nestin"
"chr5",115272898,115356306,83409,"*",0.247336263900794,"Rnf10","chr5-115356180-115356432",1.85261465142308,0.0319688054640195,"NFOL","Nestin"
"chr5",115348981,115356306,7326,"*",0.373088395368847,"Cox6a1","chr5-115356180-115356432",2.8840617087403,0.00196290908140147,"NFOL","Nestin"
"chr5",115348981,115486595,137615,"*",0.2531933270812,"Cox6a1","chr5-115485757-115487432",1.68022954961346,0.0464563310619627,"NFOL","Nestin"
"chr5",142805156,142817662,12507,"*",-0.118251267743503,"Tnrc18","chr5-142802783-142807529",-2.07831981186402,0.0188399564378177,"NFOL","Nestin"
"chr5",142805156,142906754,101599,"*",0.1869401282191,"Actb","chr5-142802783-142807529",1.82457693934355,0.034032448008679,"NFOL","Nestin"
"chr5",147430161,147596790,166630,"*",0.271938245898674,"Pan3","chr5-147596683-147596897",2.10308705227415,0.0177290802847629,"NFOL","Nestin"
"chr5",151233836,151303101,69266,"*",0.231750108069046,"Stard13","chr5-151302529-151303672",1.92521055182002,0.0271015112735432,"NFOL","Nestin"
"chr6",37342662,37442146,99485,"*",-0.229619363610888,"Creb3l2","chr6-37342239-37343084",-1.66244577081772,0.0482117140317458,"NFOL","Nestin"
"chr6",39873271,39990313,117043,"*",-0.153583011896277,"Tmem178b","chr6-39990070-39990556",-1.80392256445569,0.035621723540405,"NFOL","Nestin"
