"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",16536453,16619489,83037,"*",0.115054728641279,"Ube2w","chr1-16535775-16537130",1.74848398625678,0.0401901280728145,"CA1","Emx1"
"chr1",16536453,16665207,128755,"*",0.207983142968798,"Tmem70","chr1-16535775-16537130",3.97913344103693,3.45834565570626e-05,"CA1","Emx1"
"chr1",33908225,33912623,4399,"*",0.103512924445503,"Dst","chr1-33912121-33913125",1.90448897342899,0.0284232656920938,"CA1","Emx1"
"chr1",34502035,34678188,176154,"*",0.140900044707587,"Arhgef4","chr1-34501762-34502308",2.5720078405072,0.00505553009384891,"CA1","Emx1"
"chr1",38508891,38664955,156065,"*",-0.117271894271943,"Aff3","chr1-38507675-38510107",-2.55515637757099,0.00530700508137024,"CA1","Emx1"
"chr1",38664955,38671939,6985,"*",0.0757078692495121,"Aff3","chr1-38671633-38672244",1.831771015181,0.0334927716424788,"CA1","Emx1"
"chr1",38887623,38985608,97986,"*",0.0803310792949555,"Pdcl3","chr1-38886912-38888333",1.90031868989232,0.0286956550490802,"CA1","Emx1"
"chr1",39165410,39193731,28322,"*",0.0788249581398251,"Npas2","chr1-39164558-39166261",1.79556232319373,0.0362820762628165,"CA1","Emx1"
"chr1",39900913,40063597,162685,"*",-0.102284734655674,"Map4k4","chr1-40062044-40065150",-2.30304898873253,0.0106380434674191,"CA1","Emx1"
"chr1",40484866,40680574,195709,"*",-0.109942628006544,"Slc9a2","chr1-40483905-40485826",-2.03469264892427,0.0209409041651849,"CA1","Emx1"
"chr1",40580081,40639957,59877,"*",0.15470141186426,"Slc9a4","chr1-40638543-40641371",2.91980389887254,0.00175125854475501,"CA1","Emx1"
"chr1",40650792,40680574,29783,"*",0.0997599464131053,"Slc9a2","chr1-40650625-40650958",2.0418955615357,0.0205809460747664,"CA1","Emx1"
"chr1",42508116,42695768,187653,"*",0.129549804654313,"Pou3f3","chr1-42507946-42508286",1.92743595406533,0.0269626612544294,"CA1","Emx1"
"chr1",43444579,43536908,92330,"*",-0.0756548516344643,"Nck2","chr1-43536181-43537634",-1.84913411116377,0.0322192249639164,"CA1","Emx1"
"chr1",50900647,51001184,100538,"*",0.0911504080917745,"Tmeff2","chr1-50999602-51002766",1.80684844716917,0.0353929562341722,"CA1","Emx1"
"chr1",64122282,64237932,115651,"*",-0.101108370526321,"Klf7","chr1-64237587-64238277",-2.01420313515095,0.0219941053374757,"CA1","Emx1"
"chr1",64122282,64259665,137384,"*",0.114327192902266,"Klf7","chr1-64259181-64260148",2.19761462243859,0.0139882901561182,"CA1","Emx1"
"chr1",72209878,72284369,74492,"*",0.0968010698304005,"Tmem169","chr1-72209305-72210450",2.15329350903739,0.0156478093021291,"CA1","Emx1"
"chr1",72253884,72284369,30486,"*",0.144052019380819,"Tmem169","chr1-72253604-72254163",2.96276073062672,0.0015244673462587,"CA1","Emx1"
"chr1",72541059,72583251,42193,"*",0.0921968420764447,"Smarcal1","chr1-72540342-72541776",1.84116847093533,0.0327984370918267,"CA1","Emx1"
"chr1",74601445,74792837,191393,"*",0.159446111296757,"Stk36","chr1-74792647-74793026",3.31815516488745,0.000453070659927313,"CA1","Emx1"
"chr1",75055612,75125200,69589,"*",0.094930390805271,"Nhej1","chr1-75054924-75056299",2.05646221463311,0.0198689923945028,"CA1","Emx1"
"chr1",75055612,75192151,136540,"*",0.120565344947994,"Ankzf1","chr1-75054924-75056299",2.72420749413146,0.0032227998704736,"CA1","Emx1"
"chr1",75055612,75210838,155227,"*",0.0993247200951384,"Stk16","chr1-75054924-75056299",1.82530925521855,0.0339771871527322,"CA1","Emx1"
"chr1",75055612,75219865,164254,"*",0.0540411035874075,"Tuba4a","chr1-75054924-75056299",1.77675690791155,0.0378041223359633,"CA1","Emx1"
"chr1",82715480,82839483,124004,"*",-0.106248986830992,"Agfg1","chr1-82714920-82716040",-1.91123922432092,0.0279869226527921,"CA1","Emx1"
"chr1",82724890,82857552,132663,"*",0.124498324370525,"Mff","chr1-82856968-82858136",2.60740422441805,0.00456157944354641,"CA1","Emx1"
"chr1",85976106,86111970,135865,"*",0.128312119297787,"Htr2b","chr1-85976001-85976211",2.94066116835046,0.00163756286070697,"CA1","Emx1"
"chr1",86173378,86359574,186197,"*",-0.0974314491807481,"C130036L24Rik","chr1-86172980-86173775",-1.86002928983025,0.0314406910630757,"CA1","Emx1"
"chr1",91250304,91274662,24359,"*",0.0925828172231201,"Ube2f","chr1-91274390-91274934",1.8424496026452,0.0327047059509141,"CA1","Emx1"
"chr1",91459324,91552958,93635,"*",-0.094400863852936,"Per2","chr1-91551896-91554019",-1.90333262522234,0.0284985781577632,"CA1","Emx1"
"chr1",91540544,91660097,119554,"*",0.127661457207462,"Asb1","chr1-91659221-91660973",3.1058154887856,0.000948775394270914,"CA1","Emx1"
"chr1",93751500,93949043,197544,"*",0.106934448099862,"Atg4b","chr1-93947726-93950360",1.91513482675966,0.0277376556885412,"CA1","Emx1"
"chr1",118263467,118321839,58373,"*",0.0918343649706338,"Nifk","chr1-118262407-118264527",1.66373887479742,0.0480823119660375,"CA1","Emx1"
"chr1",118311739,118463922,152184,"*",-0.0832623761702912,"Tsn","chr1-118463058-118464786",-1.68187634937703,0.0462964098434066,"CA1","Emx1"
"chr1",119349434,119526160,176727,"*",0.095318140792693,"Tmem185b","chr1-119347320-119351548",1.75602622815553,0.0395419651138781,"CA1","Emx1"
"chr1",119422248,119453536,31289,"*",0.0990921290244821,"Inhbb","chr1-119452788-119454283",1.68684322270003,0.0458167509455708,"CA1","Emx1"
"chr1",121375542,121528465,152924,"*",-0.0830088769352188,"Htr5b","chr1-121374513-121376571",-1.72360965232964,0.0423891674297666,"CA1","Emx1"
"chr1",125502173,125560595,58423,"*",0.118011230687786,"Slc35f5","chr1-125502113-125502232",2.12308694548832,0.0168732833713757,"CA1","Emx1"
