"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",16536453,16619489,83037,"*",-0.0924247376087218,"Ube2w","chr1-16535775-16537130",-1.80470783733325,0.0355602063825896,"Mature GC","Emx1"
"chr1",16536453,16665207,128755,"*",0.096061155415234,"Tmem70","chr1-16535775-16537130",2.00505036212016,0.0224788316436704,"Mature GC","Emx1"
"chr1",17145362,17224590,79229,"*",-0.0928589233172582,"Gdap1","chr1-17224350-17224829",-1.96326047381967,0.0248079578625269,"Mature GC","Emx1"
"chr1",20770275,20890606,120332,"*",0.0907517787484582,"Paqr8","chr1-20770024-20770525",1.76677525067473,0.0386329375587918,"Mature GC","Emx1"
"chr1",39339273,39367842,28570,"*",0.0767598785563146,"Rpl31","chr1-39337954-39340592",1.7061329551206,0.0439916640116973,"Mature GC","Emx1"
"chr1",39534992,39598273,63282,"*",0.163611725323856,"Cnot11","chr1-39598125-39598421",2.78429230080198,0.0026822332991447,"Mature GC","Emx1"
"chr1",39900913,40003216,102304,"*",0.112134152068208,"Map4k4","chr1-40001595-40004837",1.78820987847022,0.0368710765667995,"Mature GC","Emx1"
"chr1",39900913,40063597,162685,"*",-0.0661151651468372,"Map4k4","chr1-40062044-40065150",-1.76684747577511,0.0386268876820006,"Mature GC","Emx1"
"chr1",40225080,40400880,175801,"*",-0.111822151396251,"Il1r1","chr1-40399565-40402195",-2.53040424732206,0.00569655887405216,"Mature GC","Emx1"
"chr1",62703285,62740379,37095,"*",0.107453572620583,"Nrp2","chr1-62740246-62740512",2.13424150847799,0.0164115082566489,"Mature GC","Emx1"
"chr1",67038872,67060916,22045,"*",0.102027542015827,"Lancl1","chr1-67059778-67062054",2.02895546690791,0.0212314132029418,"Mature GC","Emx1"
"chr1",74581715,74601397,19683,"*",0.164852355116196,"Rnf25","chr1-74581265-74582165",2.58389629125049,0.0048845582359011,"Mature GC","Emx1"
"chr1",74588289,74609464,21176,"*",0.0944310647647488,"Bcs1l","chr1-74608645-74610283",1.8838627847609,0.0297917691448721,"Mature GC","Emx1"
"chr1",75003735,75180392,176658,"*",0.137305685051466,"Abcb6","chr1-75003553-75003916",2.48936126452444,0.00639864269739329,"Mature GC","Emx1"
"chr1",75546266,75682049,135784,"*",0.2250939556759,"Slc4a3","chr1-75681217-75682880",4.28370221807682,9.19044421586426e-06,"Mature GC","Emx1"
"chr1",82715480,82724890,9411,"*",-0.0971128481764804,"Mff","chr1-82714920-82716040",-1.85079071875239,0.0320998334119504,"Mature GC","Emx1"
"chr1",85781583,85793441,11859,"*",0.117883662182302,"Cab39","chr1-85780816-85782349",2.18209225080653,0.0145513625052422,"Mature GC","Emx1"
"chr1",85793441,85880823,87383,"*",0.0927326703909223,"Cab39","chr1-85880112-85881534",1.73424433144176,0.0414373701000319,"Mature GC","Emx1"
"chr1",85976106,86064387,88282,"*",0.145890691847694,"Psmd1","chr1-85976001-85976211",2.77280997164901,0.00277872815631238,"Mature GC","Emx1"
"chr1",85976106,86154780,178675,"*",0.146831973390837,"Armc9","chr1-85976001-85976211",2.84131287786065,0.00224641048275521,"Mature GC","Emx1"
"chr1",86173378,86359400,186023,"*",0.145047990245109,"Ncl","chr1-86172980-86173775",2.54154285240283,0.00551822082366777,"Mature GC","Emx1"
"chr1",87803680,87840883,37204,"*",0.152576464511044,"Sag","chr1-87840326-87841439",2.71217271771245,0.00334218767624787,"Mature GC","Emx1"
"chr1",87840883,88008551,167669,"*",0.101475753959123,"Usp40","chr1-87840326-87841439",1.78565511494856,0.0370775585442968,"Mature GC","Emx1"
"chr1",88008551,88206388,197838,"*",0.128100749495297,"Usp40","chr1-88204893-88207882",1.95326764668639,0.0253939445223492,"Mature GC","Emx1"
"chr1",89683908,89776766,92859,"*",0.180534758443995,"4933400F21Rik","chr1-89775318-89778213",3.99982139053629,3.16951537186056e-05,"Mature GC","Emx1"
"chr1",91244575,91250304,5730,"*",0.122964661023234,"Ube2f","chr1-91244372-91244777",2.06041492459359,0.0196794456645186,"Mature GC","Emx1"
"chr1",91250304,91274662,24359,"*",-0.106970986321369,"Ube2f","chr1-91274390-91274934",-2.00562505614238,0.0224481332721441,"Mature GC","Emx1"
"chr1",91540544,91729750,189207,"*",0.224981445533397,"Asb1","chr1-91728749-91730751",4.49498583431959,3.47872893553475e-06,"Mature GC","Emx1"
