"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",7088920,7289158,200239,"*",-0.0650382460888066,"Pcmtd1","chr1-7288883-7289433",-2.21176059017469,0.0134916057474232,"MOL","Nestin"
"chr1",7397869,7565147,167279,"*",0.0625485428324458,"Gm26901","chr1-7564753-7565541",2.1116025569824,0.017360276533013,"MOL","Nestin"
"chr1",9631175,9767133,135959,"*",0.0631638413232713,"2610203C22Rik","chr1-9766999-9767267",2.7594475588916,0.0028949589487514,"MOL","Nestin"
"chr1",16636224,16688051,51828,"*",0.173615975735075,"Ly96","chr1-16634794-16637654",5.63761188105326,8.6212290025209e-09,"MOL","Nestin"
"chr1",16648425,16688051,39627,"*",0.079141149096708,"Ly96","chr1-16647988-16648861",2.90073192213371,0.00186146113107827,"MOL","Nestin"
"chr1",20890606,20910331,19726,"*",0.0537249702521474,"Paqr8","chr1-20909993-20910669",1.90519722785196,0.0283772192136967,"MOL","Nestin"
"chr1",20890606,21075170,184565,"*",0.0606872038686463,"Paqr8","chr1-21074933-21075407",2.17805840024299,0.0147008445781889,"MOL","Nestin"
"chr1",21051469,21240589,189121,"*",0.053974449207668,"Gsta3","chr1-21050678-21052260",1.67791655281671,0.0466816953146488,"MOL","Nestin"
"chr1",21218575,21414302,195728,"*",0.0583714172022437,"Tmem14a","chr1-21413771-21414832",2.35429258841941,0.009278998592376,"MOL","Nestin"
"chr1",24571320,24587472,16153,"*",0.0560028784749676,"Col19a1","chr1-24571046-24571593",2.23242915141814,0.0127933064593287,"MOL","Nestin"
"chr1",33623888,33757795,133908,"*",0.0836967101782941,"Bag2","chr1-33623400-33624376",2.14850007511981,0.0158370252151713,"MOL","Nestin"
"chr1",33684896,33814595,129700,"*",0.11475042164366,"Zfp451","chr1-33684683-33685109",4.28916463535763,8.96731985665899e-06,"MOL","Nestin"
"chr1",33757795,33915088,157294,"*",0.062575227300773,"Bag2","chr1-33913894-33916282",1.80345488877666,0.0356584020142122,"MOL","Nestin"
"chr1",33766843,33907816,140974,"*",0.0600852681606619,"Bend6","chr1-33766476-33767210",2.38800896415766,0.00846996429480481,"MOL","Nestin"
"chr1",33814595,33853275,38681,"*",0.0640599529822818,"Zfp451","chr1-33852627-33853922",2.22086367215656,0.0131800982031461,"MOL","Nestin"
"chr1",33814595,33857158,42564,"*",0.0806325377588084,"Zfp451","chr1-33857063-33857252",2.78669401955648,0.00266243656610084,"MOL","Nestin"
"chr1",33814595,34003800,189206,"*",0.0750946031178204,"Zfp451","chr1-34003615-34003984",2.5948569950496,0.00473151413867706,"MOL","Nestin"
"chr1",33908225,34086964,178740,"*",0.0599816830566016,"Dst","chr1-34085936-34087991",1.91808661537679,0.0275500146654634,"MOL","Nestin"
