"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype"
"chr1",38664955,38821846,156892,"*",-0.159013885147304,"Aff3","chr1-38821530-38822162",-1.9219923680319,0.0273033590400583,"SST","Nestin"
"chr1",38821846,38898161,76316,"*",0.206702792568943,"Chst10","chr1-38821530-38822162",1.74276180207443,0.040687615595885,"SST","Nestin"
"chr1",39478755,39532555,53801,"*",0.289679819307028,"Tbc1d8","chr1-39532193-39532916",2.06908801520669,0.0192689140844782,"SST","Nestin"
"chr1",78488897,78522913,34017,"*",0.221667184618535,"Farsb","chr1-78522785-78523041",2.34570137047553,0.00949565836704921,"SST","Nestin"
"chr1",78488897,78544371,55475,"*",0.226115342541763,"Farsb","chr1-78543661-78545080",2.21027041490374,0.0135432002988232,"SST","Nestin"
"chr1",78522913,78657825,134913,"*",-0.128463703764015,"Acsl3","chr1-78522785-78523041",-1.6830844395591,0.0461793731541564,"SST","Nestin"
"chr1",121143973,121332589,188617,"*",-0.192605138061236,"Insig2","chr1-121143374-121144572",-1.87186045954003,0.0306129555853024,"SST","Nestin"
"chr1",121318328,121332589,14262,"*",0.234498881585149,"Insig2","chr1-121317435-121319220",3.55332513616509,0.000190196998945026,"SST","Nestin"
"chr1",121396530,121431049,34520,"*",0.089317588809896,"Ccdc93","chr1-121395954-121397106",1.76402566649756,0.0388638290153114,"SST","Nestin"
"chr1",134043019,134235431,192413,"*",0.14970662129853,"Adora1","chr1-134042363-134043675",1.69434698568885,0.0450996835530967,"SST","Nestin"
"chr1",155812889,155942095,129207,"*",0.312357353853933,"Qsox1","chr1-155941900-155942290",2.345742686572,0.00949460593079489,"SST","Nestin"
"chr1",155942095,155973255,31161,"*",0.186245787015172,"Cep350","chr1-155941900-155942290",2.06905755533204,0.0192703430354715,"SST","Nestin"
"chr1",156939626,157072175,132550,"*",-0.213117399350534,"Ralgps2","chr1-157071079-157073270",-1.87681196234667,0.0302719351765984,"SST","Nestin"
"chr1",165460637,165650155,189519,"*",-0.165309315753657,"Mpc2","chr1-165649703-165650606",-1.96959355559292,0.0244424854110019,"SST","Nestin"
"chr1",165634538,165650155,15618,"*",-0.179528853712311,"Mpzl1","chr1-165649703-165650606",-1.84627468454216,0.0324261657966164,"SST","Nestin"
"chr1",172206804,172390317,183514,"*",-0.126875010985433,"Pea15a","chr1-172389403-172391230",-1.83159366838161,0.0335059904219204,"SST","Nestin"
"chr1",177258203,177316556,58354,"*",0.163051074676711,"Akt3","chr1-177315456-177317656",1.82176490749971,0.0342453322822775,"SST","Nestin"
"chr2",3275534,3284212,8679,"*",-0.185027284736848,"Nmt2","chr2-3275481-3275587",-2.05481585995607,0.0199483968706605,"SST","Nestin"
"chr2",3407189,3424131,16943,"*",0.236652248342976,"Dclre1c","chr2-3407099-3407278",2.37263457949787,0.00883086382891106,"SST","Nestin"
"chr2",84679140,84834792,155653,"*",-0.156273840185307,"Tmx2","chr2-84834468-84835116",-1.81051115747803,0.0351082778414133,"SST","Nestin"
"chr2",90745370,90872814,127445,"*",0.180065388407389,"Fnbp4","chr2-90872270-90873358",1.79995988755959,0.035933486110776,"SST","Nestin"
"chr2",90745370,90933469,188100,"*",0.261078234096248,"Fnbp4","chr2-90933134-90933803",2.5038361834594,0.00614274512451742,"SST","Nestin"
"chr2",90847155,90872814,25660,"*",0.239087735429823,"Mtch2","chr2-90872270-90873358",2.02193959314143,0.0215912963988118,"SST","Nestin"
"chr2",90847155,90933469,86315,"*",-0.15699079289306,"Mtch2","chr2-90933134-90933803",-2.11862987470105,0.0170608794661281,"SST","Nestin"
"chr2",92559879,92599707,39829,"*",0.129111418823774,"Chst1","chr2-92558818-92560939",1.67283869645536,0.0471795273744709,"SST","Nestin"
"chr2",117121374,117269595,148222,"*",0.1765294442151,"Spred1","chr2-117268649-117270541",1.82311890914877,0.0341426916314773,"SST","Nestin"
"chr2",119208795,119298312,89518,"*",-0.165178551185304,"Dnajc17","chr2-119298243-119298381",-2.06282693940217,0.019564536778546,"SST","Nestin"
