names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Car3 (for_DEGs),mean_expr_Rest (for_DEGs)
Frmd6,9.394351,2.078793,5.7571565828516645e-21,1.9336849672653027e-18,0.8904109589041096,0.39587879655135405,0.91029775,0.30123916
4930578G10Rik,9.345587,1.8252795,9.138161300438676e-21,3.0313875820097188e-18,0.9315068493150684,0.5645905627302973,1.3875817,0.6141107
Sh3gl2,9.338677,1.6567683,9.754531754690386e-21,3.196393515225984e-18,1.0,0.7111937895753586,1.9747925,1.087873
Tll1,9.315479,3.8650742,1.2140367975976552e-20,3.930261295355301e-18,0.7123287671232876,0.12470933352412979,0.94609857,0.10267577
Adamts3,9.3015585,2.094471,1.384018986883027e-20,4.427213116374635e-18,0.8904109589041096,0.44059671591600186,1.1327004,0.40056401
Sgcd,9.285646,2.063225,1.6072854051409396e-20,5.080912804251417e-18,1.0,0.7036811791220978,2.6025891,1.3839628
Gm16599,9.274101,3.5220754,1.7912206799531288e-20,5.596523217481462e-18,0.7123287671232876,0.1247451078596215,0.62018,0.07213054
Setbp1,9.12788,1.4063528,6.985370397995646e-20,2.1574356620016437e-17,1.0,0.7760884341573355,2.2315168,1.4198717
Igsf21,9.078268,2.4213922,1.1031624142841287e-19,3.3684061445243797e-17,0.7945205479452054,0.3126676921976174,0.86108375,0.22709392
1500009L16Rik,9.076682,3.3664901,1.1193518675618178e-19,3.3794364810546117e-17,0.6986301369863014,0.12309948842700247,0.530717,0.065680556
Nr2f1,9.007862,1.8998612,2.101118741898586e-19,6.273006732757224e-17,0.8904109589041096,0.4120845705291024,0.89551693,0.32799393
Htr2a,9.005444,3.2071638,2.1479625291269554e-19,6.342390456883659e-17,0.7123287671232876,0.1517905054913605,0.6673431,0.09781914
Kcnt2,8.954246,1.7224727,3.420681038156271e-19,9.990619510354241e-17,1.0,0.6850427503309126,2.080453,1.139003
Ppp1r1a,8.920748,2.045126,4.631497267471682e-19,1.3381541029781088e-16,0.8356164383561644,0.2995742854076486,0.691819,0.21644792
Mgat4c,8.876864,2.1231306,6.87713214344435e-19,1.9451425336247336e-16,0.9726027397260274,0.7340893642900583,2.8071756,1.5200518
Erc2,8.822668,1.4222772,1.1176420478173175e-18,3.095983693283641e-16,1.0,0.8461703573856115,3.2186441,2.2978525
Xpr1,8.787541,1.5849516,1.5286862605266666e-18,4.1914081449338297e-16,0.9726027397260274,0.6324902514935785,1.3848833,0.69221216
Lepr,8.778025,4.148612,1.6637100221391015e-18,4.478454630928819e-16,0.6438356164383562,0.07526920187457518,0.57018554,0.042422518
A830082K12Rik,8.777822,1.7556243,1.6667118090542683e-18,4.478454630928819e-16,0.9452054794520548,0.5331449218330769,1.2190133,0.5341327
Adamtsl1,8.76908,2.218916,1.801322384044432e-18,4.792230936561771e-16,0.8904109589041096,0.40879333166386433,1.3718567,0.48986223
Myo1b,8.765024,2.2690477,1.867368903268466e-18,4.919235532433694e-16,0.7808219178082192,0.24111902121418094,0.66088873,0.17755622
Tenm3,8.748308,2.0427856,2.1657549975573454e-18,5.649887066443289e-16,1.0,0.7341251386255501,2.7211332,1.4919276
Lin7a,8.728086,1.6826247,2.5901741749154138e-18,6.654315797771772e-16,0.9726027397260274,0.5010553428970057,1.1385977,0.5075136
Marchf1,8.727645,1.5523611,2.6003094855453522e-18,6.654315797771772e-16,1.0,0.8351160877186706,3.030839,2.0440311
Pid1,8.701441,1.7477044,3.27696471222622e-18,8.306796397879107e-16,0.9726027397260274,0.5854112259864773,1.559807,0.7509489
Nckap5,8.68726,1.721246,3.712863514699051e-18,9.323798377566681e-16,0.958904109589041,0.5718169784996243,1.4710325,0.7016838
Pdia5,8.677323,3.4575014,4.0519345169525185e-18,1.008106300652909e-15,0.6575342465753424,0.10703681179122097,0.45710027,0.051406894
Galnt2,8.618201,1.9992257,6.801405485245022e-18,1.6766400494360892e-15,0.8082191780821918,0.36010446105963584,0.73727894,0.2411458
Adam22,8.521483,1.3136725,1.5752299970578396e-17,3.847857274631286e-15,0.9863013698630136,0.7542303151718956,1.8327354,1.1354092
Gsg1l,8.517202,2.4256392,1.634532655364764e-17,3.9567470675361444e-15,0.7534246575342466,0.25521410939791794,0.72366846,0.18037319
Smarca2,8.499212,1.5074433,1.908820223864207e-17,4.579464233502789e-15,0.9863013698630136,0.6770650735162594,1.5324239,0.822675
Kcnq5,8.493425,1.8255258,2.0063473874693844e-17,4.770845513389589e-15,1.0,0.7806317747647837,2.9562404,1.8151739
Glcci1,8.473718,1.5634567,2.3768258303086402e-17,5.553505222642883e-15,0.9315068493150684,0.531356205058491,1.0495863,0.4874251
Cacnb4,8.465476,1.4907598,2.551090911538695e-17,5.909294206296959e-15,1.0,0.7674310449683397,2.2327282,1.3768333
Lingo2,8.441343,1.7001408,3.137111973092875e-17,7.204632368974832e-15,1.0,0.8824455335742138,3.7517629,2.6247685
Htr1f,8.437324,2.3271244,3.24686423406036e-17,7.393495082135753e-15,0.863013698630137,0.3538439523485851,1.2208824,0.38954973
Unc5d,8.384953,2.016994,5.0746388045468457e-17,1.1458449132619644e-14,1.0,0.6366758487461095,2.3338974,1.1946018
Kctd1,8.356214,1.5920346,6.47635171997404e-17,1.4501630892975204e-14,0.9178082191780822,0.5076378206274819,1.0399545,0.47419238
B3glct,8.354098,1.9317422,6.593429242145124e-17,1.46417722096231e-14,0.821917808219178,0.32390083354201693,0.69598,0.23396438
Lnx1,8.352817,2.0507774,6.665411023823308e-17,1.4680294607387895e-14,0.7945205479452054,0.32608306800701176,0.72695166,0.22948393
Sergef,8.3280325,1.7775158,8.219710031478702e-17,1.7956390938685587e-14,0.863013698630137,0.49447286516652955,1.0271891,0.42071596
Galnt14,8.301228,2.151211,1.0304134692826135e-16,2.232839509647083e-14,0.8356164383561644,0.39959932744249277,1.1214485,0.38243347
Npas2,8.290305,1.6477716,1.12958065255528e-16,2.42814657073283e-14,0.9315068493150684,0.48467069724179873,1.0975906,0.49304116
BB557941,8.22983,4.446302,1.8748029014985514e-16,3.998091584386197e-14,0.6027397260273972,0.07061853826065181,0.53539896,0.0319656
Mei4,8.215004,2.3677897,2.1215771047640205e-16,4.4887225830715933e-14,0.7534246575342466,0.25897041462454834,0.75859255,0.1988093
Plcl1,8.189241,1.6838192,2.628772696520847e-16,5.5183689340246225e-14,1.0,0.6839337459306694,2.1425948,1.2063105
Fhl2,8.184947,2.1288118,2.7242405444414583e-16,5.6744452270652705e-14,0.7671232876712328,0.3005044181304332,0.65335727,0.19128828
Celf2,8.170693,1.0838516,3.066223447753398e-16,6.33764800316414e-14,1.0,0.9661932529603262,4.442335,3.7041502
Tmem178b,8.088055,1.3455819,6.062514304736542e-16,1.243509613498251e-13,1.0,0.7836010446105963,2.3501995,1.5546299
Aopep,8.070252,1.2924342,7.015300720933355e-16,1.4280388664506005e-13,0.9863013698630136,0.7095123958072479,1.6012796,0.9618206
Brinp3,8.066138,1.9058244,7.255646278584369e-16,1.4658587631997142e-13,1.0,0.6290559152863735,2.129777,1.0913358
Csmd2,8.050234,1.4357971,8.2636072827995925e-16,1.6570382663345154e-13,1.0,0.7230708689586091,1.9767878,1.1936218
Fat3,8.027977,1.5460936,9.909296616646692e-16,1.9723170376984937e-13,0.9726027397260274,0.7366651164454621,2.2125075,1.3315563
Dipk2a,8.020481,2.7852962,1.053318993388937e-15,2.0810795112029955e-13,0.6575342465753424,0.15429470897578076,0.5017384,0.09031452
Adgrb3,7.982696,1.0250648,1.4317104374827295e-15,2.8080335368730615e-13,1.0,0.9355704217794154,3.9108787,3.2208734
Gabra3,7.95965,1.6980473,1.7252649815651652e-15,3.359265945989564e-13,0.8767123287671232,0.4274675347905413,0.9126068,0.37807474
Zc3h12c,7.9219956,1.9870206,2.3372856889697155e-15,4.518191831842896e-13,0.7808219178082192,0.34472149679819697,0.7064822,0.23034377
Tpd52,7.908843,1.7228442,2.597920346326795e-15,4.986151407557214e-13,0.8082191780821918,0.41326512360032913,0.78985345,0.310768
Lypd6,7.8622727,2.4651701,3.7722528398773124e-15,7.188683248759105e-13,0.6575342465753424,0.12699889099559974,0.49339697,0.10931732
Rbms1,7.8253355,1.7993315,5.063053045058058e-15,9.580579952162678e-13,0.821917808219178,0.3949128894930777,0.91244704,0.35641956
9530059O14Rik,7.767264,1.4857674,8.019962292944863e-15,1.5069677399400591e-12,0.958904109589041,0.6112760705469896,1.5049603,0.8114287
Aff3,7.7509174,1.3602254,9.1231093386578e-15,1.7023468606231604e-12,0.9863013698630136,0.6953099846170357,1.7640977,1.0591226
Adcy2,7.6859,1.4758713,1.5192496672393647e-14,2.8153267971532224e-12,0.9315068493150684,0.6975279934175223,1.9362826,1.1419864
Kcnh1,7.66775,1.5307764,1.7503948768889118e-14,3.221445913835963e-12,0.9041095890410958,0.5147211390548421,1.097679,0.52544767
Iqcj,7.634499,1.798228,2.26699968951085e-14,4.1438286841603085e-12,0.8356164383561644,0.3774550137731192,0.91482323,0.3578402
Rims1,7.6142054,1.1666111,2.653188110992702e-14,4.816970577187426e-12,1.0,0.8429148928558652,2.914148,2.1708643
Tenm4,7.5962,1.5196058,3.0495286678309906e-14,5.4627223536412476e-12,1.0,0.7462884126927343,2.4780474,1.570281
Gm15398,7.5841484,2.786905,3.3467805158727585e-14,5.9554961895033786e-12,0.6301369863013698,0.15146853647193503,0.48352188,0.08626322
Gm19410,7.5822434,2.342018,3.396299798668401e-14,6.003853657251311e-12,0.6712328767123288,0.19836869030157764,0.5345769,0.13049343
Gm40841,7.5809326,1.4765084,3.430797479890767e-14,6.015890416102746e-12,0.863013698630137,0.49060923693342395,0.92022413,0.43345353
C030017B01Rik,7.580288,2.2203767,3.447886580125876e-14,6.015890416102746e-12,0.6986301369863014,0.24508997245376168,0.53858405,0.14247443
Klf7,7.5534105,1.2351547,4.2400557939146104e-14,7.350341882741005e-12,0.958904109589041,0.6312023754158766,1.1865433,0.6763699
Wdr17,7.5478773,1.4621103,4.424096583098452e-14,7.620222768452268e-12,0.9726027397260274,0.622258791542947,1.4139547,0.7559373
D430041D05Rik,7.510896,1.3607683,5.872388489104948e-14,1.0050387178487258e-11,0.9726027397260274,0.677243945193718,1.6788371,0.9922949
Cacna1b,7.5059133,1.303935,6.100173964763323e-14,1.0374156609695601e-11,0.9726027397260274,0.6507709369298466,1.4558965,0.8466545
Hs3st2,7.504385,2.0456302,6.171757169831876e-14,1.0429881456187578e-11,0.7123287671232876,0.2227667871069295,0.5940914,0.17942616
Cdh9,7.483519,1.7145753,7.235834638399756e-14,1.215167979586259e-11,0.9726027397260274,0.5335026651879942,1.6054953,0.79424864
Arpp21,7.4820704,1.3925772,7.316060214246948e-14,1.2210095525268044e-11,1.0,0.7975172611168747,2.7644918,1.8967327
Kcnh7,7.4807887,1.5556614,7.387788741880757e-14,1.2253696511996046e-11,0.9863013698630136,0.7955496726648302,2.8247113,1.8553262
Pcdh10,7.4726987,1.4004769,7.856662449490132e-14,1.295144294587729e-11,0.9452054794520548,0.4992666261224198,1.0095258,0.5072683
Gfra1,7.459539,2.0715687,8.682586283479771e-14,1.4225676429091552e-11,0.726027397260274,0.2757128036346725,0.7597902,0.23956014
Kcnma1,7.439708,1.1690556,1.0090775102202595e-13,1.639378806387145e-11,1.0,0.856151396987801,2.964034,2.2161577
Sorbs2os,7.4392233,2.2924366,1.012790777299092e-13,1.639378806387145e-11,0.684931506849315,0.25467749436554216,0.57672006,0.14778227
Slc35f4,7.4206457,1.4850439,1.1655059316244113e-13,1.8752781067513735e-11,0.958904109589041,0.5908131506457267,1.4792812,0.7934258
Rasgrf2,7.38943,1.5222247,1.4745948959058504e-13,2.358474098392274e-11,0.9041095890410958,0.4904303652559654,1.161168,0.56742454
Cdh13,7.3671083,1.733823,1.7436887038603872e-13,2.7723618622916335e-11,0.9178082191780822,0.5421242800414983,1.6406703,0.811067
Antxr1,7.3247604,2.0547957,2.3932560811073536e-13,3.7606310467458824e-11,0.6986301369863014,0.23332021607698636,0.55318093,0.1636572
C130073E24Rik,7.3221965,1.6564847,2.439442535999024e-13,3.8109198222263825e-11,0.8082191780821918,0.34185954995885953,0.9465758,0.40559918
Rasgef1b,7.313918,1.5603478,2.594628424460185e-13,4.029922876603767e-11,0.9452054794520548,0.5428039924158409,1.4446137,0.7412993
Cask,7.300773,1.1640897,2.8611919438617165e-13,4.418403881124387e-11,0.9863013698630136,0.7341251386255501,1.5822829,1.0025432
Cntnap4,7.2649727,1.5751325,3.7311386135347175e-13,5.696346281004424e-11,0.8493150684931506,0.34972990376703755,0.97207016,0.43925473
Hs3st5,7.253276,1.7547927,4.0681065594404984e-13,6.164051501051314e-11,0.7534246575342466,0.26719851178764353,0.66928506,0.24868786
Dcc,7.252769,1.3894061,4.0833686906852766e-13,6.164051501051314e-11,1.0,0.8445605122884843,3.0705223,2.1799128
Ccnt2,7.2474527,1.2321045,4.24682763511347e-13,6.374986511480387e-11,0.9726027397260274,0.6106679068436304,1.0600009,0.58946675
Camkk2,7.2428465,1.5967047,4.393645555141219e-13,6.558736448146919e-11,0.7945205479452054,0.4675347905412657,0.8694998,0.37717724
Sgcz,7.2027726,1.7877935,5.900021783453356e-13,8.758761619966392e-11,1.0,0.7463599613637176,2.797656,1.6977862
Il1rapl2,7.1794662,2.17167,6.998419984230479e-13,1.0282900723231116e-10,0.821917808219178,0.5019139269488069,1.874337,0.7994904
Trpc5,7.179372,1.509886,7.003240909383306e-13,1.0282900723231116e-10,0.958904109589041,0.5601903194648159,1.3877947,0.7205335
Nlk,7.122112,1.1206355,1.0628593029538407e-12,1.5521211668679186e-10,0.9863013698630136,0.7541945408364039,1.7510188,1.1598011
Lingo1,7.1204166,1.3459424,1.0760114466211453e-12,1.5628339227410906e-10,0.9041095890410958,0.5156512717776267,0.92685145,0.47033906
Slit2,7.0840445,1.5111883,1.4000710499960807e-12,2.0225757587846608e-10,0.9863013698630136,0.5717812041641327,1.5798389,0.855324
Mgat5b,7.0809517,1.6599909,1.431677914331648e-12,2.0571756982936566e-10,0.7534246575342466,0.3359925589382177,0.605847,0.23391226
Runx2,7.078815,1.5280474,1.4539218594265123e-12,2.0780255512122544e-10,0.863013698630137,0.5137910063320574,1.154432,0.56144744
Rmst,7.075744,1.9620707,1.4864878523908279e-12,2.1133295552244204e-10,0.726027397260274,0.24891782635137552,0.9227532,0.32869172
Satb1,7.0365763,1.415296,1.9702110377962083e-12,2.7862931887149535e-10,0.8904109589041096,0.4634922906307015,0.9820888,0.48621312
Pde1a,7.0323534,1.4860339,2.030783181868102e-12,2.8569185390992615e-10,1.0,0.7612420849282725,2.5205622,1.6257867
Gabrg3,7.0174627,1.5896381,2.2593335267744004e-12,3.161890201272299e-10,0.9863013698630136,0.6517726183236147,2.064005,1.18939
Nhs,7.008395,2.0569127,2.410674700864647e-12,3.356208767473216e-10,0.6986301369863014,0.2685579365363288,0.8010585,0.25858834
Slc39a10,7.002673,1.3211366,2.5112396738001284e-12,3.4662697121271985e-10,0.863013698630137,0.4853504096161414,0.847705,0.4278821
Epha5,7.0024343,1.1574705,2.5155288197424776e-12,3.4662697121271985e-10,1.0,0.8522877687546954,2.731065,2.0058928
Nrg3,6.985682,0.99181813,2.834753679585611e-12,3.886215886248233e-10,1.0,0.947554824169141,4.282564,3.6086528
Auts2,6.9792504,0.98354256,2.9675870796281036e-12,4.0272254964448053e-10,1.0,0.9043036525596537,3.3296585,2.6823099
Grid1,6.9544663,1.1697202,3.5389920366318e-12,4.754635801214823e-10,0.9863013698630136,0.7820627481844524,2.209828,1.5275375
Dgki,6.8952503,1.1759084,5.376996288201352e-12,7.152469815048036e-10,1.0,0.7769827925446284,2.2341118,1.5455444
Rai14,6.8834305,1.9729832,5.84280978866142e-12,7.73380783356317e-10,0.6438356164383562,0.17615282796122061,0.4533868,0.13638149
Tmcc3,6.879454,1.452723,6.008225835741331e-12,7.913775892469096e-10,0.8493150684931506,0.48484956891925735,1.0896301,0.5428252
Smoc2,6.846826,2.3348825,7.55063323145388e-12,9.896854386788574e-10,0.6301369863013698,0.20877902192966766,0.61300397,0.15502034
Pitpnm3,6.844407,1.6216018,7.679319543164066e-12,1.0016665831301867e-09,0.7397260273972602,0.3173541301470325,0.5469453,0.21234153
Rasgrp1,6.81892,1.2217811,9.172722464711697e-12,1.1906814136560545e-09,0.9315068493150684,0.49837226773512683,0.94981205,0.51859814
Gpd2,6.789421,1.3342446,1.1258437296283844e-11,1.454395241111283e-09,0.821917808219178,0.451114370550567,0.7541147,0.3691206
Usp28,6.7754354,1.6977589,1.2403199976610022e-11,1.5946123606292405e-09,0.726027397260274,0.33785282438378705,0.5711811,0.21307175
Fnbp1l,6.754613,1.3162419,1.4321701036703931e-11,1.8324957469344506e-09,0.9315068493150684,0.5231638822308876,1.1041114,0.5932197
Pparg,6.7522373,2.1286466,1.4558238790609497e-11,1.8539330630506028e-09,0.6712328767123288,0.2584695739276643,0.66448104,0.19535957
Cacna1c,6.727895,1.2353859,1.721351586041057e-11,2.181669614085057e-09,1.0,0.7823131685328945,2.3768883,1.6390282
