names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 (for_DEGs),mean_expr_Rest (for_DEGs)
Rph3a,18.586313,2.2495387,4.147175319936061e-77,1.714378474564338e-74,0.867595818815331,0.41576841270413495,1.1492572,0.37387592
Nfib,18.418116,1.6065694,9.402168070301461e-76,3.8278220613484887e-73,1.0,0.8147013230469736,2.6765974,1.6946584
Vstm2a,18.234562,2.3336706,2.744409578331044e-74,1.1006311249217187e-71,0.8641114982578397,0.452251342874653,1.2756482,0.41344696
Hcrtr2,17.92968,4.5037036,6.917667526390471e-72,2.7334959769722346e-69,0.6689895470383276,0.10876383431270054,0.97431725,0.07018358
Sv2c,17.67827,4.126549,6.165904936993609e-70,2.4011284877828735e-67,0.6759581881533101,0.13630628357186633,1.0173784,0.09631148
Cntnap2,17.580114,1.7976387,3.4987243252095747e-69,1.3430103231197325e-66,1.0,0.9132268647031255,3.9715488,2.7711263
9630014M24Rik,17.523144,2.30923,9.540594461851208e-69,3.610644692816084e-66,0.8048780487804879,0.3294639316485814,0.9403989,0.27380714
A330076H08Rik,17.52196,1.6262492,9.741315694561674e-69,3.6354048987898915e-66,0.9581881533101045,0.6530877104437796,1.599158,0.82380295
Sntg1,17.44992,1.4836128,3.447095583377778e-68,1.2688144976076835e-65,0.9965156794425087,0.8116730956415156,2.8252285,1.8980836
Atxn1,17.43559,1.3966556,4.429557407431591e-68,1.6084082099687413e-65,0.9965156794425087,0.7865460182414651,2.3458738,1.5230715
Cntn5,17.41549,2.2340388,6.294790960824225e-68,2.255213774897959e-65,0.9686411149825784,0.7639064133530409,3.2104177,1.8011769
Bach2,17.365442,1.6652924,1.507352396503859e-67,5.329284065007722e-65,0.9477351916376306,0.6124589927538844,1.4946479,0.737245
Ubash3b,17.340105,2.021085,2.343115562109372e-67,8.105271557717629e-65,0.89198606271777,0.4357402934496557,1.2382463,0.4721916
Plcb4,17.339867,2.3288472,2.352851438414496e-67,8.105271557717629e-65,0.818815331010453,0.325606546739248,1.0314233,0.30695754
Afap1,17.26352,2.9708602,8.85454172896832e-67,3.0116650159161867e-64,0.7177700348432056,0.2285230181333141,0.8474545,0.15710089
A230057D06Rik,17.232092,1.4516743,1.5253447673866695e-66,5.0600017160098526e-64,1.0,0.785104005191247,2.420043,1.5573045
Eps8,17.144335,2.6130679,6.9287735669765e-66,2.2704408017641287e-63,0.7630662020905923,0.2545153033634954,0.9503663,0.23058905
Atp11c,17.136127,2.1733696,7.979021920828843e-66,2.583088180875555e-63,0.8222996515679443,0.4254659504668517,1.0896189,0.3628577
Scn1a,17.086857,1.5234468,1.8592722764025658e-65,5.947457865111541e-63,0.9825783972125436,0.6796568008940481,1.7187729,0.95256805
Reln,17.03765,3.715016,4.3174046660096965e-65,1.364807804419771e-62,0.7421602787456446,0.2863837917733155,1.912908,0.36436164
Sox1ot,16.910675,4.091362,3.753801227543252e-64,1.172844639349851e-61,0.6341463414634146,0.0780489563430549,0.7039184,0.058207925
Kcnh7,16.885004,1.7442331,5.8012037333979025e-64,1.7917051070850763e-61,1.0,0.7939363351238329,2.9383957,1.8466706
Adarb2,16.848993,3.0330129,1.0671667082044679e-63,3.2584965283470514e-61,0.8745644599303136,0.5784635350949926,2.8143046,1.0701597
Rims2,16.834036,1.3857391,1.3740806318909633e-63,4.14848837965283e-61,0.9965156794425087,0.8062294963769422,2.5699074,1.725806
Adra1a,16.581959,3.2449284,9.41105175607308e-62,2.7486408770183008e-59,0.6829268292682927,0.19456361080067774,0.95181054,0.1550862
Gabra1,16.40896,1.7145945,1.6500847286987295e-60,4.6671343852773536e-58,0.9198606271777003,0.6166768809257723,1.4553858,0.69377
Mir99ahg,16.388855,1.327107,2.29732135995566e-60,6.43010676479256e-58,1.0,0.8723818450556977,2.9460344,2.1024609
Tox3,16.300478,2.4546592,9.792365699981073e-60,2.684906799576443e-57,0.7560975609756098,0.3150077508201449,1.025265,0.2822711
Gabbr2,16.224308,1.4404117,3.3952487333347868e-59,9.215185198455123e-57,0.9686411149825784,0.7230974440318685,1.8914499,1.1230017
C130071C03Rik,16.037544,1.3150151,6.986383185055057e-58,1.8404325115924448e-55,0.9895470383275261,0.7733155485057139,2.094192,1.3509833
Pknox2,15.835375,1.6464659,1.7739876037925652e-56,4.62786863241808e-54,0.8780487804878049,0.5571577922780201,1.2525461,0.58684915
Frmd5,15.6728115,1.5398228,2.320822844506247e-55,5.883066965271967e-53,0.9895470383275261,0.7361837124625978,2.2383132,1.3561575
Kcnip1,15.658647,2.740949,2.9000291909364514e-55,7.282596669202098e-53,0.6968641114982579,0.22657630051551966,0.9920867,0.22620012
Dchs2,15.57024,3.523449,1.1597066714785196e-54,2.8328471147843473e-52,0.627177700348432,0.16366848119975486,0.8381702,0.10805353
Vcan,15.529572,3.032389,2.1883557414467184e-54,5.2500998904172604e-52,0.6655052264808362,0.1899491690399798,0.9726435,0.18319705
Meg3,15.513496,1.5469854,2.811419598264419e-54,6.685207487200437e-52,1.0,0.9123256065467392,4.2825103,3.236409
Flrt2,15.509709,1.7537855,2.982275206792142e-54,7.029274983026741e-52,0.926829268292683,0.5991924726918778,1.6071181,0.7805452
Gm3764,15.397696,1.564816,1.6960586804260403e-53,3.962877977656322e-51,0.867595818815331,0.5345542377158513,1.1416647,0.542704
Grin2a,15.3961525,1.4430003,1.7370270904059418e-53,4.0236136137247973e-51,0.9930313588850174,0.8327625365009553,3.1554787,2.2259586
Trpc5,15.317606,1.8606726,5.832660919642028e-53,1.3170050328637084e-50,0.8780487804878049,0.55795089945564,1.5647569,0.7135545
Pde4d,15.292565,1.748942,8.57064335105307e-53,1.9191098903566334e-50,0.9895470383275261,0.8224160928656404,2.9706907,1.8726792
Mtss1,15.276725,1.7313703,1.0929738378769082e-52,2.427124547417564e-50,0.8153310104529616,0.4480695050290205,0.9723631,0.40224123
Cntnap4,15.2657175,2.8826296,1.2939739718851442e-52,2.849924641356871e-50,0.7212543554006968,0.3472006921662641,1.5987908,0.42865995
Purg,15.192118,1.3273964,3.988261447329449e-52,8.712567893474984e-50,0.9163763066202091,0.6675799415984714,1.3425651,0.7548347
Chrna7,15.081058,1.8408409,2.1578448498759653e-51,4.675910573884451e-49,0.8153310104529616,0.470168355023613,1.1228484,0.45670596
Fgf9,14.833087,2.8154535,8.95192699283872e-50,1.8940021913194995e-47,0.6236933797909407,0.19167958470024155,0.58103776,0.1060936
Lin7a,14.788352,1.7612535,1.7416488568594344e-49,3.656101936235391e-47,0.8222996515679443,0.4989725657017196,1.1669799,0.50235116
Epha3,14.764676,1.6669335,2.4750875659599575e-49,5.155473092817369e-47,0.9407665505226481,0.5894588846029056,1.6743042,0.86086726
Rev3l,14.676409,1.203524,9.129905403119811e-49,1.8870812167833028e-46,0.9581881533101045,0.7393561411730776,1.6261665,1.0201013
Crispld1,14.621,3.427382,2.063464256846344e-48,4.200400347080399e-46,0.5888501742160279,0.14160568153141787,0.6717933,0.085281454
Syt1,14.574989,0.91713506,4.051858644576606e-48,8.185973066148377e-46,1.0,0.950142398788709,3.745466,3.13053
Myo3b,14.573112,4.553609,4.1647847766417525e-48,8.351325891668947e-46,0.5365853658536586,0.06034824615162767,0.5397187,0.030013569
Mtus2,14.559087,1.398961,5.113657985287383e-48,1.0178073338123852e-45,0.9198606271777003,0.6179025920184578,1.363535,0.7435911
Kcnc1,14.529173,1.8316511,7.917068641499501e-48,1.5642031940962617e-45,0.7421602787456446,0.39334510977324344,0.83382,0.3117509
Zfp608,14.451034,1.3340352,2.4695220223619215e-47,4.843507791304002e-45,0.9477351916376306,0.6552507300191067,1.4434278,0.82560575
Ppm1h,14.38388,1.394515,6.532714206151358e-47,1.2449222036828865e-44,0.9198606271777003,0.6712570748765276,1.4787292,0.82788146
Ndst3,14.379487,1.7552754,6.960846749262358e-47,1.317168677131546e-44,0.8466898954703833,0.4710335628537438,1.2967854,0.5806519
Slc24a3,14.352536,1.3582041,1.027112303423915e-46,1.9299655659440976e-44,0.9930313588850174,0.7258012185010274,1.9235816,1.1878815
Sema5a,14.328028,1.9017267,1.462149376024212e-46,2.7095140506048676e-44,0.8397212543554007,0.4306571974476369,1.4139012,0.6058613
Igf1,14.311534,3.6481752,1.8537815192530133e-46,3.388510845056358e-44,0.554006968641115,0.08201449223115469,0.620219,0.06629448
Osbpl8,14.2774,1.312303,3.0268488883058623e-46,5.458485209985136e-44,0.9163763066202091,0.6564403907855366,1.3501761,0.76588506
Mgll,14.241539,1.671367,5.060040864250616e-46,9.064219868160937e-44,0.8048780487804879,0.47056490861242295,0.98320085,0.42215586
Rtl4,14.133222,1.5084352,2.370460192338757e-45,4.163023880270745e-43,0.9337979094076655,0.6239950971556293,1.6831949,0.93236154
Mir124a-1hg,14.1251955,1.3521383,2.6566240891380288e-45,4.635291511372651e-43,0.8780487804878049,0.5825732722881142,1.0943755,0.5757455
Dock11,14.060748,1.9462768,6.618315858594936e-45,1.1473170781964252e-42,0.7247386759581882,0.3181801795306248,0.81505513,0.28274724
Fnbp1l,14.055072,1.4693017,7.170935269532348e-45,1.2351476326431678e-42,0.89198606271777,0.5204225098237139,1.1691256,0.5886053
Pde10a,14.0278015,1.3966203,1.0536735066989392e-44,1.8033252945860188e-42,0.975609756097561,0.7416273117271711,2.2308137,1.4243872
Pvt1,14.020255,1.7425363,1.1719209684180893e-44,1.9804727309052867e-42,0.7770034843205574,0.5310213057428169,1.1738629,0.5114796
Rcan2,13.975066,1.7714839,2.2130860569630896e-44,3.7166013969123885e-42,0.7526132404181185,0.36252208082483145,0.8520143,0.33201596
Rab27b,13.973445,1.7039473,2.264040698100441e-44,3.7785573638483756e-42,0.7735191637630662,0.4504127762356249,0.9490419,0.3960646
Frmd3,13.966486,1.937217,2.4964487925598187e-44,4.140714756548292e-42,0.7142857142857143,0.36244998017232055,0.7923922,0.27429876
Tenm1,13.83461,1.6063554,1.5758981047234806e-43,2.5978148511607316e-41,0.9581881533101045,0.7492339305670717,2.4141634,1.4686795
Edil3,13.767115,1.386132,4.019467690689406e-43,6.585554685903923e-41,0.9895470383275261,0.7551461840729659,2.2547772,1.4503721
Cdh20,13.764193,1.6963536,4.185343457839545e-43,6.815768406796884e-41,0.8571428571428571,0.47460254515303363,1.4143076,0.67333114
Kcnn2,13.726869,1.4508805,7.009860092314638e-43,1.1346683173523754e-40,0.9233449477351916,0.6393525361404521,1.6190753,0.9086252
Rps6ka5,13.667951,1.6173613,1.577770795209837e-42,2.5386048663046902e-40,0.8083623693379791,0.5285338332311907,1.142815,0.52830225
Cit,13.660154,1.5706182,1.7561026263851403e-42,2.8087189030338526e-40,0.8153310104529616,0.4300082915750388,0.969104,0.4386675
Sema3c,13.570135,2.066129,6.021101413503853e-42,9.573194969280979e-40,0.6898954703832753,0.31205162406719783,0.8696326,0.28591865
Clstn3,13.544409,1.4431468,8.549943759531572e-42,1.3434911626819495e-39,0.7770034843205574,0.45657738202530734,0.79730266,0.370532
Ptprt,13.513916,1.947461,1.2944870763754656e-41,2.022259752453998e-39,0.8710801393728222,0.6169292332095605,2.2072656,1.130667
Nhs,13.4778385,2.145041,2.1120462142640033e-41,3.261533435475504e-39,0.6724738675958188,0.26551065287140846,0.82415664,0.25416434
Gab2,13.466486,1.3263434,2.463127705227996e-41,3.781956653684358e-39,0.89198606271777,0.5947582825624572,1.291342,0.7187359
Fryl,13.40913,1.1880525,5.34623219069072e-41,8.162116986582935e-39,0.9059233449477352,0.6716175781390822,1.307176,0.78076273
Ctnna2,13.398581,1.0207506,6.16305480891562e-41,9.251468308131995e-39,1.0,0.884422654025019,3.1287367,2.4652545
Tbl1x,13.394822,1.3754946,6.483114507630656e-41,9.677849267779763e-39,0.8257839721254355,0.5467752983164498,1.0392126,0.5330726
Peg3,13.377584,1.2234359,8.176142540579019e-41,1.213773204780985e-38,0.9094076655052264,0.6319982695843397,1.259839,0.73299265
Frmpd3,13.354557,2.0655866,1.11418789908456e-40,1.644957629033084e-38,0.6585365853658537,0.298604852373914,0.66023934,0.20165236
Magi1,13.281434,1.2162641,2.966579033917214e-40,4.355845827396478e-38,0.9512195121951219,0.7454486463102491,1.8159025,1.1678519
Abat,13.275817,1.6540631,3.197664796713918e-40,4.6696333199838573e-38,0.710801393728223,0.33757525505605823,0.6503275,0.25550002
Garnl3,13.201839,1.4055189,8.561897028081875e-40,1.2368718986266667e-37,0.8710801393728222,0.5161325209993151,1.1683993,0.6080345
Fgf14,13.184367,0.9733935,1.079566371060029e-39,1.5512271866514962e-37,1.0,0.9231767547496305,3.7178032,3.0662286
Nmnat2,13.142345,1.245294,1.8829857330049405e-39,2.677027864859405e-37,0.9024390243902439,0.6335123832870687,1.2637109,0.7279379
Kcns3,13.091289,3.3733525,3.692871279108523e-39,5.222497435244527e-37,0.5296167247386759,0.12368866938245791,0.5580782,0.06963267
Usp29,13.056528,1.3530567,5.8327998638378854e-39,8.205619494310157e-37,0.8745644599303136,0.5551029236814593,1.172072,0.6272433
Hs3st5,13.022661,2.3056936,9.094498363127648e-39,1.2596349021507212e-36,0.6376306620209059,0.2646454450412776,0.8598994,0.24347082
Mamld1,13.006421,1.6023259,1.1248806990008432e-38,1.5500279170334697e-36,0.735191637630662,0.41821983488950576,0.7605103,0.31863233
Ngf,12.93108,4.0324435,3.0056827687232865e-38,4.120545714060954e-36,0.4843205574912892,0.05439994231947799,0.44042683,0.033257328
Tox,12.861568,1.7372601,7.405866257783697e-38,9.999780218424518e-36,0.7909407665505227,0.4092072533256426,1.2768413,0.57404244
Pip5k1b,12.8462305,1.3775451,9.030494171219727e-38,1.2072108377147962e-35,0.9094076655052264,0.5889181297090739,1.4162174,0.7890855
Dlgap1,12.840869,0.9894834,9.678160650103165e-38,1.2873870132092675e-35,1.0,0.9176250045062908,3.5870395,2.9281008
Phka2,12.782692,1.5381068,2.0485424753070905e-37,2.6982517799755646e-35,0.7386759581881533,0.4656260139154259,0.8145579,0.35993555
Nalcn,12.762063,1.0547781,2.670352330555027e-37,3.5001154693665156e-35,0.9547038327526133,0.7419157143372147,1.6768724,1.1292682
Dnm3,12.759961,1.1872063,2.743363964853655e-37,3.5783587250299855e-35,0.9616724738675958,0.724251054472043,1.7365395,1.1165211
Col19a1,12.74898,2.1909022,3.1585267024316023e-37,4.0999812799196693e-35,0.6376306620209059,0.2688272828869101,0.90327513,0.2787227
Kctd16,12.73201,1.3233651,3.926021852778136e-37,5.023438437340406e-35,0.9686411149825784,0.8016150546162443,2.7916763,1.9625088
Ghr,12.728387,1.718874,4.112481611828893e-37,5.237079663973572e-35,0.7212543554006968,0.3948952738022279,0.87930304,0.35634616
Abtb3,12.65687,2.4040852,1.0250564707740117e-36,1.2931111441172627e-34,0.5679442508710801,0.1523847290817982,0.57803094,0.1378833
Vwc2,12.6505995,2.507054,1.1102428723701876e-36,1.3940292514292962e-34,0.5644599303135889,0.15667471790619705,0.6215161,0.14114709
Zbtb16,12.64096,1.3919181,1.2551273442391066e-36,1.5686172902188278e-34,0.8571428571428571,0.5752190057320019,1.2551967,0.6708467
Zfp804b,12.624907,2.5324664,1.5392439957849506e-36,1.914791026238038e-34,0.7177700348432056,0.4637513969501424,1.9083537,0.68936765
Fmn1,12.600031,1.3998544,2.1106186105050986e-36,2.6134710628696775e-34,0.8118466898954704,0.5261905620245864,1.1066269,0.56932956
Ncald,12.537436,1.218972,4.658295701851922e-36,5.689472977670961e-34,0.9372822299651568,0.698366920220628,1.6568519,1.0376769
Srgap1,12.50597,1.436354,6.92489760426735e-36,8.344035812854874e-34,0.7665505226480837,0.45102563178196764,0.9033369,0.4333145
Plppr1,12.449186,1.4783732,1.4127779877932119e-35,1.687170868089049e-33,0.7700348432055749,0.45574822452143193,0.9544851,0.4531576
Ablim3,12.440826,1.7679483,1.5687279647129742e-35,1.8651203722052042e-33,0.6550522648083623,0.2956487256209669,0.58575535,0.21012181
Nrg2,12.368341,1.368019,3.877467829146099e-35,4.549675134024266e-33,0.8048780487804879,0.5170698294819568,1.003005,0.512148
Oprm1,12.346318,2.6491838,5.099202196179074e-35,5.957198391797031e-33,0.5435540069686411,0.17354627059374889,0.55819404,0.112579666
Dock3,12.317457,1.0122247,7.295873906425629e-35,8.486585795050072e-33,0.9965156794425087,0.802948916687696,2.129978,1.5424559
Pola1,12.266958,1.6227001,1.3627761727696648e-34,1.5715792172669912e-32,0.7177700348432056,0.4483939579653196,0.8859064,0.38034943
Dscaml1,12.254417,1.1568434,1.5908806572156544e-34,1.826793301683104e-32,0.9721254355400697,0.7340567432135261,1.8565925,1.2304325
Ttc39b,12.253674,1.5518103,1.6055543651616672e-34,1.835797693272085e-32,0.7003484320557491,0.3973466959875987,0.7043986,0.2992159
C130073E24Rik,12.228578,2.4903848,2.1873482222591872e-34,2.4799175836330956e-32,0.6445993031358885,0.33995457658891814,1.3199646,0.3975625
Gpr158,12.14473,1.1792605,6.118475426233524e-34,6.821719282277792e-32,0.9860627177700348,0.7489815782832835,2.0418887,1.3764577
Eepd1,12.14214,2.2909906,6.315201688585996e-34,7.011961544310155e-32,0.5749128919860628,0.233930567071632,0.5667043,0.14478849
Gm16070,12.108146,3.811631,9.56316107170968e-34,1.0574573580116836e-31,0.47038327526132406,0.08471826670031364,0.44561592,0.039206274
Xkr4,12.105224,1.01116,9.90993197410746e-34,1.0913109514109323e-31,1.0,0.8591153249936911,2.8939018,2.2477126
Qki,12.078353,1.0887958,1.3744509466973017e-33,1.5012803633234348e-31,0.9930313588850174,0.826597930711273,2.2295597,1.5892947
A330102I10Rik,11.984443,1.4691955,4.287165642859029e-33,4.663811369377413e-31,0.7142857142857143,0.41360539312880784,0.7480909,0.33788848
Prkca,11.9782715,1.1918864,4.6185157457776673e-33,4.9839163891183096e-31,0.9547038327526133,0.756912650059483,1.9206666,1.2669487
Tnrc6a,11.931451,0.9893609,8.114708372134606e-33,8.652468807907019e-31,0.9337979094076655,0.7020440534986842,1.2821879,0.83806837
St8sia4,11.9186535,1.9262084,9.462558747318505e-33,1.0049761009503881e-30,0.6167247386759582,0.27726305923068606,0.6535772,0.21728913
Ctif,11.9076605,1.1762835,1.079642187051482e-32,1.1421254159871386e-30,0.8083623693379791,0.5460542917913407,0.89724517,0.49644294
Kif5c,11.891508,0.9753163,1.3101911986386004e-32,1.3751889651335623e-30,0.9372822299651568,0.7029813619813259,1.3596131,0.9051586
Mctp1,11.883999,1.2659509,1.4334272277937965e-32,1.498684420654448e-30,0.9721254355400697,0.7393200908468222,2.1934943,1.4615561
Arl4c,11.793807,3.0295653,4.201140607267433e-32,4.358480622288645e-30,0.47735191637630664,0.09286564043404592,0.416515,0.061352212
Rian,11.781402,1.1573132,4.867673268969632e-32,5.030553105277462e-30,0.9930313588850174,0.7581744114784239,2.2447596,1.5651152
Atp8a2,11.724797,1.0760028,9.512816384288844e-32,9.682173342645502e-30,0.8989547038327527,0.6360359061249504,1.2379566,0.77078384
Atp11b,11.601901,1.1797496,4.030227224158874e-31,4.0864983212509035e-29,0.8466898954703833,0.6300515519665453,1.1844562,0.693928
