names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT AON-TT-DP Glut (for_DEGs),mean_expr_Rest (for_DEGs)
B3galt2,-2.8881636,0.25598288,0.0038749827328033964,0.019245986327250882,0.19306930693069307,0.3341267265317898,0.28222603,0.24142599
Eif5,-2.9358063,0.27905342,0.0033268206602971875,0.016686890263614976,0.25742574257425743,0.4089581304771178,0.37345776,0.31708953
Pfn2,-2.9443538,0.29539573,0.003236297293322493,0.016266237985704337,0.24752475247524752,0.38724800750117205,0.35239536,0.29583588
Ddx1,-2.9516885,0.36414966,0.0031604151446223833,0.015917592302905986,0.2079207920792079,0.349129070648058,0.30106822,0.24132618
Prkar1a,-2.9741569,0.26063007,0.002937949117985707,0.014883614781349162,0.33663366336633666,0.5271737170471348,0.53938586,0.46799445
Dctn1,-2.9924388,0.3749847,0.0027675817400765854,0.014092272381250303,0.3069306930693069,0.47895704857730176,0.48323834,0.39143765
Nucks1,-2.9953244,0.30878618,0.002741530300529401,0.013970210349938367,0.3118811881188119,0.49291355620469546,0.50393856,0.42460048
Sf3b2,-3.003465,0.25353605,0.0026692434559402608,0.013638062685133068,0.2524752475247525,0.40614519095531754,0.35973457,0.30981636
Arpp19,-3.0050633,0.32635513,0.002655256749763612,0.013571761245225081,0.22277227722772278,0.3676656208301778,0.3206297,0.26349336
Celsr2,-3.0270452,0.283613,0.002469568936227226,0.012687823578666456,0.24257425742574257,0.3860579177034873,0.33270004,0.2808702
Sec61a1,-3.0496056,0.33940455,0.002291420991003325,0.011848521368128551,0.23267326732673269,0.39514587615853436,0.39363763,0.32298458
Psma1,-3.0572948,0.27069026,0.0022334440463057754,0.011567587032427946,0.2079207920792079,0.35673843268779976,0.28060684,0.23784769
Ptges3,-3.119988,0.25868005,0.001808584686432297,0.009534367377758647,0.22277227722772278,0.37956651880702513,0.3304034,0.28311682
Uqcrc2,-3.120798,0.279074,0.0018036170691159879,0.009511911805131815,0.26732673267326734,0.430884633416279,0.3799965,0.32278857
Supt6,-3.1435597,0.30192444,0.0016690641350446272,0.00886494431876836,0.29207920792079206,0.4677052904901006,0.44004005,0.3704531
Vps35,-3.1628356,0.34711778,0.0015624052838846486,0.008336344316517178,0.25742574257425743,0.4349958527173717,0.40936458,0.33481592
Eif5b,-3.2314532,0.25489876,0.0012316246461817751,0.006703211311100729,0.3118811881188119,0.496123192325724,0.48115343,0.4173034
Pdia3,-3.3046644,0.28824788,0.0009509019099204881,0.005281259677462488,0.25742574257425743,0.4342385228461178,0.42791465,0.36279124
Zc3h15,-3.352675,0.25375056,0.0008003466992158137,0.00450845195134778,0.26732673267326734,0.44631973745897796,0.40957403,0.35384658
Smarcc2,-3.428115,0.25476018,0.000607788270149192,0.003488097142013838,0.297029702970297,0.48919903350283095,0.4508331,0.3902924
