names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT EP-CLA Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Spag16,11.253952,5.423155,2.2144279561153123e-29,1.8030811872975285e-26,0.616,0.05790117240883263,1.0244056,0.04076892
Syt16,11.234846,1.5184883,2.7497237260475955e-29,2.1730904858499673e-26,0.944,0.6688844134359491,1.6712031,0.91924775
Nek10,11.224857,2.8620155,3.0788443836081095e-29,2.36367281678714e-26,0.728,0.21477378982953318,0.7433028,0.14123489
Sgcz,11.1731205,2.217889,5.520657686664035e-29,4.076504660606721e-26,0.944,0.7470689779184349,3.0774128,1.6956242
Htr1f,11.171642,2.338038,5.613348434776654e-29,4.076504660606721e-26,0.824,0.3539523843774725,1.2240012,0.38853672
A830018L16Rik,11.09274,1.6623354,1.3605601887835103e-28,9.620592703319189e-26,0.92,0.6884844997482558,2.1025789,1.1849886
Dlg2,10.87411,0.79182315,1.5314330412444965e-27,1.0430580954806678e-24,0.96,0.9554412716679853,4.2566185,3.7180781
Igsf21,10.870702,2.1017835,1.5897246449683818e-27,1.0430580954806678e-24,0.784,0.3126663310076962,0.7387246,0.22689494
Pdzrn4,10.870597,2.0137775,1.5915661300598205e-27,1.0430580954806678e-24,0.904,0.5395238437747248,1.7011443,0.746408
Rasgef1b,10.8316345,1.8152828,2.4376437552467777e-27,1.559511611987641e-24,0.912,0.5436236783428037,1.5821193,0.7411326
Sv2b,10.666725,1.6930546,1.4566952459163696e-26,9.102651455296012e-24,0.96,0.6203337409192261,1.840044,0.9700791
Gm6209,10.6242285,5.673431,2.299060274511566e-26,1.4039943085483132e-23,0.568,0.02607350931453643,0.5784523,0.015231075
Celf4,10.563187,1.2649934,4.4141839781836247e-26,2.635758299862089e-23,0.944,0.7917355966338201,2.3379636,1.5881672
Gm1604a,10.532852,2.4972105,6.095922063784983e-26,3.5608136055196195e-23,0.728,0.2518521182478602,0.68038905,0.15924758
Shisa9,10.527944,1.6813681,6.422235303489937e-26,3.67160558733563e-23,0.952,0.6627346615838309,2.0096545,1.103391
Col6a1,10.516081,3.6136022,7.284090034924323e-26,4.077572900800345e-23,0.608,0.0755951952815939,0.46145427,0.04679238
Sox5,10.493784,1.7913389,9.225783414296161e-26,4.974595950655789e-23,0.944,0.6190030928576566,2.009561,1.0530307
Nwd2,10.493467,1.7781218,9.256784426229603e-26,4.974595950655789e-23,0.904,0.5322592246277782,1.4345456,0.6587319
Pid1,10.424654,1.7021824,1.9135417444441462e-25,1.0081738563375335e-22,0.928,0.5861684528519024,1.5348914,0.75089693
Rbfox1,10.38736,1.1929667,2.8308068927859297e-25,1.462765023253037e-22,0.976,0.9405164353017335,4.225843,3.4175737
Nin,10.352362,1.4822538,4.082897373269463e-25,2.0699519324481221e-22,0.92,0.6106236064158814,1.3404223,0.69793344
Car10,10.350165,1.885738,4.177629486327639e-25,2.0787574869930308e-22,0.904,0.6375962022585053,2.2571743,1.1985499
Efna5,10.329587,1.9744496,5.178325298531712e-25,2.5298472867554017e-22,0.864,0.4118895202474286,1.3003776,0.5185563
Cnr1,10.270952,1.6306546,9.526009898895589e-25,4.570783678273651e-22,0.872,0.4394375314680285,0.96012765,0.41910014
Slc35f4,10.250067,1.6755233,1.1826127195051812e-24,5.574877854930564e-22,0.896,0.5917787527871682,1.5820105,0.79292905
A230057D06Rik,10.211139,1.2734985,1.7677817239551724e-24,8.189706021150944e-22,0.936,0.7882831043659642,2.3174253,1.5654293
Etv6,10.193489,1.7633761,2.120152552283003e-24,9.655677810143101e-22,0.848,0.4663382003884054,1.0543061,0.43878227
Pcsk5,10.156695,1.8409734,3.0938627803988957e-24,1.3855348818219723e-21,0.88,0.4611954254477451,1.317753,0.5672637
Ror1,10.107071,2.012776,5.139782001835075e-24,2.26403184244768e-21,0.792,0.3321585269366324,0.93824655,0.3260218
Zmiz1os1,10.070466,2.0452206,7.462354098241209e-24,3.234087977737763e-21,0.744,0.2800834352298065,0.60605615,0.18387777
Dner,10.039236,1.6527114,1.0246413189897126e-23,4.370176546230727e-21,0.896,0.5431921168093218,1.3127657,0.62269294
Gnb4,10.034317,2.4797466,1.0770224972730795e-23,4.5218116408949454e-21,0.672,0.19244048047184062,0.6028947,0.13831146
Hs6st2,10.025473,1.7304174,1.1779446808528285e-23,4.8694420883870006e-21,0.864,0.4440048910307128,1.0501513,0.44466004
Ext1,10.014772,1.3309699,1.3126422018820807e-23,5.344044843116895e-21,0.928,0.7752283679781342,2.227181,1.4560016
Nyap2,9.813274,1.5141698,9.871214149124566e-23,3.9587988684623447e-20,0.92,0.6023879738186003,1.5397524,0.82529855
Nr4a2,9.809884,2.2331998,1.0208612509480934e-22,4.033903207790481e-20,0.696,0.23228799539667697,0.6468461,0.17683989
Slc24a4,9.783629,1.8367574,1.3237678212338472e-22,5.155020486457025e-20,0.784,0.36711501114867295,0.7690476,0.28073415
Galnt18,9.7630005,1.4186894,1.6228171393535078e-22,6.229299504918393e-20,0.928,0.6519815867079047,1.6702291,0.9606618
Pcdh10,9.70854,1.5346453,2.7727961207539335e-22,1.0493666445726506e-19,0.896,0.499712292311012,1.0685204,0.50659704
Marchf3,9.69277,1.9096591,3.2363074703182544e-22,1.2077719684368264e-19,0.76,0.31885204632093794,0.7530217,0.2615962
9130024F11Rik,9.643552,2.1920164,5.234486580816516e-22,1.9267212935142438e-19,0.696,0.2339063511472344,0.6100486,0.16885091
Pparg,9.618676,2.168901,6.668407782113933e-22,2.4213529338567753e-19,0.704,0.2583615047112134,0.67697287,0.19494489
Sorbs2,9.602811,1.2306451,7.779344635728998e-22,2.787079871493842e-19,0.952,0.7815939005969934,2.3085473,1.5811608
Chrm2,9.596246,2.5566971,8.290935982064326e-22,2.9312822347114267e-19,0.648,0.17248075954829892,0.67570305,0.15193608
Magi3,9.593088,1.4451944,8.548703603871183e-22,2.983164491376866e-19,0.912,0.5522189455513199,1.2393119,0.6423442
Lrrtm3,9.5356045,1.5697123,1.4901519525958029e-21,5.133382431570413e-19,0.928,0.6258361504711213,1.783033,0.9808853
Syn3,9.521073,1.5732076,1.7139935591084137e-21,5.829747713068744e-19,0.872,0.5079479249082932,1.0671102,0.4952181
Mpped1,9.486347,1.5321444,2.392719759386247e-21,8.036547491838556e-19,0.856,0.4515572178666475,0.9427304,0.4329526
Adamts3,9.458369,1.5968353,3.1278217449897973e-21,1.0375872875046401e-18,0.84,0.4411278141408329,0.9130097,0.40091786
A330076H08Rik,9.420475,1.305399,4.490527282234122e-21,1.4714691228491568e-18,0.912,0.65676472703733,1.4356179,0.83101755
Pex5l,9.3639965,1.5251043,7.67761227441677e-21,2.4855113471515495e-18,0.952,0.7797957275408185,2.620363,1.6913565
Nnat,9.273393,1.8575368,1.8031647303205926e-20,5.7679805123469434e-18,0.768,0.34057397683953106,0.90007234,0.33848637
Sh3gl2,9.242174,1.2328361,2.4153770102607388e-20,7.635432972436007e-18,0.952,0.7122563475508883,1.7286149,1.0889627
Pdgfc,9.201623,1.7643757,3.525844379920282e-20,1.1016213777727671e-17,0.752,0.36197223620801267,0.79779786,0.30697128
Klhl1,9.179543,2.3374178,4.329251110640369e-20,1.337091693596629e-17,0.632,0.17690426526648925,0.56846964,0.1410459
Slc4a10,9.097305,1.1114986,9.260083608515981e-20,2.827482347282096e-17,0.952,0.7735740487664533,2.0203507,1.3930805
B3galt1,9.091046,0.9233016,9.809080498747903e-20,2.961460595520856e-17,0.928,0.853125224771632,2.4684157,1.9016296
Neto2,9.051355,1.5024494,1.412041394335235e-19,4.2157280295319744e-17,0.84,0.4465582967704812,0.9481405,0.44339445
Gucy1a2,9.034473,1.1780269,1.6479382174247212e-19,4.8659450441980503e-17,0.928,0.6983025246349709,1.6426854,1.0446917
Csgalnact1,8.998836,1.4216936,2.2812409168621993e-19,6.662711243052967e-17,0.864,0.4803639502265698,1.0203116,0.5081477
Aopep,8.971547,1.1544932,2.9237800403028414e-19,8.419473595344232e-17,0.92,0.7109256994893188,1.5268445,0.9627283
Prss12,8.970736,2.4926057,2.945405723715511e-19,8.419473595344232e-17,0.6,0.1750341652880673,0.48820245,0.10600934
Cacna1g,8.965099,2.125191,3.100023352738158e-19,8.768171314534138e-17,0.648,0.231856433863195,0.48138657,0.1325456
Hs3st2,8.904657,2.0699475,5.355110889345676e-19,1.4988732249658156e-16,0.656,0.22264978781557937,0.60001373,0.17882231
Rps6ka2,8.89742,1.5323786,5.715990580257762e-19,1.583388318469341e-16,0.784,0.42221103358987266,0.74813294,0.32554755
Brinp2,8.884062,1.3463553,6.446234338115049e-19,1.7674522108688916e-16,0.88,0.5444148744875207,1.1347237,0.6042903
Kcnh1,8.835366,1.4496723,9.977069367038819e-19,2.6808385389233305e-16,0.848,0.5156081421275983,1.060872,0.5256351
Slc26a4,8.820652,1.9169925,1.1379503386744323e-18,3.027398574275445e-16,0.688,0.27458102567791126,0.57633454,0.18765472
Agbl4,8.806026,1.3363477,1.2966008275109857e-18,3.4156533563941357e-16,0.952,0.7522117528590951,2.403033,1.605959
Sdk2,8.794236,1.5201089,1.4402400388132592e-18,3.757208722612842e-16,0.776,0.38894483205063657,0.7594825,0.33395916
Ptprt,8.791101,1.6594803,1.4810101789373274e-18,3.8264176450044217e-16,0.92,0.6191109832410271,2.041745,1.1385323
Rapgef5,8.775008,1.2264105,1.7089116029406759e-18,4.3731861686681865e-16,0.944,0.7158167302021147,1.7610112,1.1181669
Npas2,8.75901,1.4308523,1.9697267797845367e-18,4.993071563472689e-16,0.848,0.4854707617061066,1.0004535,0.4933463
Mir100hg,8.735418,1.2255253,2.4275632410913475e-18,6.096133111039673e-16,0.944,0.7291951377400561,1.9193153,1.2491236
Cadps,8.729653,1.0292585,2.554536520810602e-18,6.355592251313044e-16,0.968,0.8287779615910236,2.6424627,2.0005033
Cntnap4,8.697034,1.6036605,3.406704656907501e-18,8.321650375554959e-16,0.784,0.3498525498093937,0.98337287,0.43866625
Piezo2,8.689113,3.5337534,3.6528038618512986e-18,8.842417997112107e-16,0.504,0.05905200316478458,0.4678651,0.050228655
Meg3,8.6852665,1.1838843,3.7785641600467335e-18,9.065180266112119e-16,0.952,0.913723656764727,4.045107,3.2465177
Fnbp1l,8.668951,1.3487315,4.361196879003422e-18,1.0370385852993093e-15,0.888,0.5238437747248795,1.1194587,0.5933765
C130073E24Rik,8.641574,1.8634591,5.5444008215595776e-18,1.3068250006605774e-15,0.744,0.34190462490110046,1.0348417,0.40459725
Grk3,8.622623,1.4019736,6.543734301523074e-18,1.5289577450602172e-15,0.808,0.4589656908580882,0.806278,0.3846255
Gm30382,8.584795,1.4429044,9.09981809701595e-18,2.1078630367829185e-15,0.784,0.3344601884485363,0.72550756,0.33075672
Cadps2,8.566773,1.4664421,1.0642478859465277e-17,2.444131683366085e-15,0.928,0.5481910379054881,1.4688737,0.79309833
Clstn2,8.5359335,1.36417,1.3902875562887454e-17,3.165849715040559e-15,0.952,0.7509889951808962,2.414377,1.600515
Atp8b1,8.525354,2.050533,1.523423545667034e-17,3.439864762359093e-15,0.592,0.1564410558872186,0.4234987,0.1198136
Cnih3,8.512108,1.5104833,1.7079955583352486e-17,3.8244867210390116e-15,0.76,0.3903114435733295,0.700286,0.30455643
Dock3,8.481528,0.9594851,2.2225438324938317e-17,4.935516758604071e-15,0.944,0.8057613464719845,2.1042206,1.5481774
Inpp4b,8.471467,1.5300511,2.4232145068332768e-17,5.3370306392303405e-15,0.872,0.5905559951089693,1.65025,0.8990152
Pcsk2,8.456942,1.1783192,2.7448081754919154e-17,5.9961785102006316e-15,0.968,0.7694022872761275,2.163204,1.4820378
Spon1,8.362947,1.4626164,6.117063495734895e-17,1.325528194599973e-14,0.824,0.4929151981586708,1.1088831,0.55210435
Tacr1,8.349083,3.9038343,6.879478522318159e-17,1.4788127031575116e-14,0.472,0.04560166870459613,0.36454943,0.02896303
Ptk2,8.327904,0.95707124,8.228612662228123e-17,1.7547843034449974e-14,0.96,0.7969143350356038,1.8591524,1.3326255
1700023F02Rik,8.289392,4.6529574,1.138284797874235e-16,2.408323820384307e-14,0.456,0.03305042077249515,0.41392893,0.020176085
Oprm1,8.285924,2.1681392,1.1719597338177395e-16,2.4601998474752078e-14,0.584,0.1759332518161548,0.43964618,0.115873456
Amph,8.265617,0.99352217,1.3897391282344163e-16,2.8947511919115326e-14,0.952,0.7445155721786665,1.6287324,1.1177351
Thsd7b,8.258852,1.5726005,1.470801537338426e-16,3.040033639098731e-14,0.84,0.5544486801409768,1.5972922,0.84351003
Mtmr10,8.242821,1.5790815,1.6819814098475535e-16,3.449987823099524e-14,0.664,0.26702869884197655,0.4575849,0.17748332
Unc5c,8.234393,1.1809772,1.8047026751422511e-16,3.673663703111537e-14,0.952,0.80694814068906,2.4549706,1.7396667
Pfkp,8.227778,1.1679534,1.907181157176161e-16,3.8530795258137935e-14,0.888,0.5298496727325038,0.88556516,0.49097797
Vrk1,8.210801,1.7698789,2.1971729367158798e-16,4.405823642504156e-14,0.656,0.2860533697763073,0.51713806,0.18114081
Mgat5,8.198583,1.11706,2.4323730160282605e-16,4.841323180791064e-14,0.928,0.6242177947205639,1.1807277,0.71316314
Lcp1,8.195481,3.1945024,2.4959293002825783e-16,4.9312956101906527e-14,0.504,0.09487161044378911,0.56830806,0.08028386
Lhfpl3,8.141632,1.3011272,3.899836690873773e-16,7.6488037871371e-14,0.84,0.47389052722434005,1.1852984,0.653294
Atp8a2,8.1290245,1.1005055,4.3275725715211e-16,8.42622282585304e-14,0.92,0.6390347407034453,1.2555662,0.7749446
Plppr1,8.085505,1.2896234,6.190730577288629e-16,1.1967261195089601e-13,0.824,0.4584981658634827,0.88262624,0.45725608
Gabra3,8.024897,1.3321486,1.0161159795925778e-15,1.9363855582732315e-13,0.776,0.42821693159749696,0.76926523,0.378438
Slc44a5,8.013639,1.2461993,1.1136255390074504e-15,2.1072618474035346e-13,0.888,0.6083219449039775,1.378701,0.81178176
Samd12,8.00897,1.040311,1.1567278540493971e-15,2.1735159047767344e-13,0.936,0.7501618355750558,1.9536232,1.3721107
Abca8a,7.984361,2.9792912,1.412517386641542e-15,2.635718206879044e-13,0.488,0.08257210673955262,0.41401345,0.063009106
Gm26652,7.9818377,1.2986869,1.4417065462422435e-15,2.671631372243385e-13,0.8,0.4486801409767676,0.7506094,0.37471777
Bbs9,7.968196,1.2033049,1.6100716482047755e-15,2.963193505976871e-13,0.816,0.49363446738114075,0.832749,0.44750577
Xylt1,7.9377394,1.167177,2.058997244085798e-15,3.7636228536452645e-13,0.904,0.6407609868373733,1.499001,0.9354555
Tox3,7.9126296,1.4584757,2.520078181123775e-15,4.575304103161881e-13,0.72,0.31838452132633244,0.651809,0.28848684
Mmp16,7.8887544,1.037303,3.0521712939871135e-15,5.504150514727096e-13,0.936,0.7880673235992232,2.1986158,1.5900509
Gm14636,7.879588,1.3993754,3.2846228768756497e-15,5.88385444677658e-13,0.736,0.389771991656477,0.6314281,0.28796673
Gm44643,7.8629446,1.5186409,3.752064065437359e-15,6.676686187967009e-13,0.672,0.29407322160684746,0.44676986,0.17947102
Lrfn2,7.8511267,1.1491847,4.123162610174666e-15,7.288774956275873e-13,0.84,0.5553837301301877,0.96140146,0.54715806
Csmd1,7.820864,0.7586521,5.246189114611588e-15,9.21340532742571e-13,0.976,0.9435733294972308,4.0971007,3.5826757
Man1c1,7.816495,1.427872,5.431447392922552e-15,9.4768176264824e-13,0.696,0.32608070200676115,0.54770845,0.23985139
Grin3a,7.8126926,1.5493757,5.597894455788641e-15,9.704220904970371e-13,0.744,0.40074084729914405,0.9582491,0.43766704
Xkr4,7.8037095,0.8792166,6.011341678281094e-15,1.035415069842391e-12,0.96,0.8614687477522837,2.815513,2.2551174
Dlc1,7.7854156,1.286607,6.948450304631754e-15,1.1892029279328358e-12,0.864,0.5469323167661656,1.2571837,0.70859706
Mei4,7.7656817,1.7978369,8.120737914744112e-15,1.3810394162605967e-12,0.624,0.25951233546716534,0.56917804,0.19929321
Cdh10,7.737865,1.1485066,1.0110011392881307e-14,1.7085283404196271e-12,0.92,0.7549090124433575,2.0983698,1.4413998
St6gal2,7.7321615,1.3607317,1.0573559079506319e-14,1.7756970779145924e-12,0.744,0.39728835503128823,0.6504001,0.30512604
Npsr1,7.7241125,4.2699623,1.126354297606277e-14,1.879822358800041e-12,0.448,0.06415881464432137,0.7928656,0.06081695
Smyd3,7.7183533,1.0066937,1.1784207833773743e-14,1.954578175885805e-12,0.936,0.7270373300726461,1.5566785,1.0518197
Ripor2,7.6861897,1.1442345,1.5158148790196072e-14,2.4987696809360024e-12,0.864,0.5866359778465079,1.0915722,0.6393978
Cdon,7.664399,1.3415558,1.7967029253010197e-14,2.936439394095599e-12,0.752,0.40581169531755734,0.6672334,0.3180219
Kcnd2,7.6639376,0.89899504,1.8031726833858347e-14,2.936439394095599e-12,0.96,0.9126087894698985,3.4566946,2.8604596
Rian,7.658301,1.0912358,1.884087406800327e-14,3.0497246157063127e-12,0.952,0.7609508739121053,2.2105105,1.5709847
Camk2d,7.646316,1.2742076,2.0681870757736674e-14,3.3276758518585895e-12,0.896,0.5590879666259081,1.3726399,0.7965705
Rai14,7.618261,1.7748922,2.5711666375554133e-14,4.112336163756783e-12,0.568,0.17614903258289577,0.40544832,0.1363655
Ak5,7.616515,1.1230181,2.6061592716446758e-14,4.143639031307245e-12,0.928,0.6697115730417895,1.5859424,1.0236082
Lrrtm4,7.6152534,1.179243,2.6317477981691266e-14,4.15970960804732e-12,0.96,0.9203049701503273,3.826349,3.036158
Zfyve28,7.596787,1.14341,3.035740201411639e-14,4.7701952755515054e-12,0.84,0.5079119614471697,0.80515265,0.44468224
Plcxd3,7.5564795,1.4398996,4.141249471692777e-14,6.4694984479293554e-12,0.736,0.39139034740703443,0.9157954,0.43982348
Gm19744,7.545462,2.6357465,4.506872320709199e-14,6.999980303899202e-12,0.496,0.1266633100769618,0.36583996,0.0686622
Chst11,7.543416,1.093045,4.578168946399326e-14,7.0698505511350515e-12,0.816,0.4696468388117672,0.7638124,0.4301053
Dnah14,7.517762,4.093572,5.5721760462793025e-14,8.555678306487135e-12,0.424,0.0415377975976408,0.35135362,0.024360318
Fbxo21,7.5097575,1.3617365,5.923704415019502e-14,9.043746456339434e-12,0.672,0.31507588290297056,0.44239178,0.19598842
Kcnn3,7.4954267,1.4353656,6.608304990471944e-14,1.0031929666326617e-11,0.688,0.33125944040854494,0.5410818,0.23541437
Kcnt2,7.4918914,1.1704061,6.788817840090989e-14,1.024806378445196e-11,0.928,0.6863626555419694,1.7567478,1.1409562
Etl4,7.4694834,1.3760892,8.051021629636767e-14,1.2018386177129997e-11,0.936,0.7116449687117888,2.3531055,1.5405213
Gm49678,7.446625,1.3492949,9.575796740781586e-14,1.4215561238939295e-11,0.856,0.5548083147522117,1.5659168,0.91082025
Tshz3,7.4407997,1.2918121,1.0007752766435157e-13,1.4775182243632563e-11,0.744,0.38653528015536215,0.7295963,0.3637818
Gm2694,7.439716,2.8055325,1.0090213398192942e-13,1.4815520984122643e-11,0.464,0.08897360281953536,0.28106782,0.045376707
Pcdh9,7.432367,0.57338566,1.0667133687993682e-13,1.5577493597629905e-11,0.976,0.9715169387901892,4.227509,3.8371646
Csmd2,7.4128776,0.99700713,1.235878887153679e-13,1.7950305782605056e-11,0.928,0.7247356685607423,1.7237912,1.1962425
Sorcs3,7.40216,1.2904514,1.3398673260748585e-13,1.9356040350339488e-11,0.904,0.5832554125008991,1.5354335,0.91207665
Erc2,7.394567,0.91050863,1.4187003280815435e-13,2.0385282254305387e-11,0.944,0.8469395094583902,2.8829987,2.299942
Me1,7.363159,1.2323606,1.7960787604344294e-13,2.5670551219613362e-11,0.696,0.33820038840538014,0.48553956,0.23588957
Cobl,7.3607635,1.1752315,1.828614373010611e-13,2.599728476338366e-11,0.808,0.43069841041501833,0.8325517,0.45444202
Adgrb3,7.322913,0.6200204,2.4264485330098014e-13,3.4315090569459665e-11,0.952,0.9360210026612962,3.6385715,3.2228236
Gm45159,7.3185883,1.2360169,2.5059299651245827e-13,3.525358018999871e-11,0.784,0.48137092713802776,0.77435285,0.403042
Arhgap26,7.3005,1.0103214,2.867006225431228e-13,4.0123154831946405e-11,0.912,0.6706466230310005,1.3786693,0.90592974
Epha3,7.281889,1.1533641,3.2917837295082304e-13,4.581517208063003e-11,0.912,0.5929655470042436,1.4049468,0.8681857
Dok5,7.281233,1.3580647,3.3078315532721347e-13,4.581517208063003e-11,0.696,0.3486657555923182,0.5527562,0.25302252
Ptprd,7.2768025,0.7806547,3.4182525103127415e-13,4.710176664210429e-11,0.96,0.9654750773214414,4.1883526,3.6580765
Epha5,7.2725277,0.9292567,3.5282223684309857e-13,4.8369048489663564e-11,0.968,0.852765590160397,2.5840828,2.0059872
Syt1,7.264918,0.7485657,3.7326569725386015e-13,5.0911925305640724e-11,0.992,0.950730058260807,3.6363761,3.1352746
Asic2,7.263061,1.1546712,3.7842728838011137e-13,5.1355258781684807e-11,0.944,0.7913040351003381,2.5364957,1.8287655
Cd200,7.2455616,1.5113376,4.306507312020505e-13,5.814866908240752e-11,0.64,0.30824282528950586,0.49793857,0.20405997
Bace1,7.204954,1.2949871,5.806334322854322e-13,7.762000161945056e-11,0.672,0.3391714018557146,0.4829624,0.22556408
Syt17,7.201986,1.1837124,5.934186662582963e-13,7.893643347703178e-11,0.776,0.4372437603394951,0.7414371,0.3945913
Adgra1,7.188478,1.2288301,6.551763716366143e-13,8.67221138220484e-11,0.696,0.3302884269582105,0.49462333,0.24138716
Kcnk9,7.1618843,1.2090586,7.957560900936577e-13,1.0481355951380677e-10,0.712,0.3698122707329353,0.5212397,0.2592164
Gm15155,7.139888,1.8764738,9.340709908674008e-13,1.2243164646149786e-10,0.576,0.2413148241386751,0.6178275,0.20931178
Cwh43,7.1252737,3.0475614,1.0387412773982298e-12,1.3549018506645842e-10,0.432,0.06926562612385816,0.2733623,0.037317593
Prr16,7.1119766,1.2282715,1.1439246358809348e-12,1.4848915442570394e-10,0.848,0.5222254189743221,1.2594243,0.73095167
Bmp3,7.0878515,2.760424,1.3621010352334238e-12,1.7595987892654853e-10,0.448,0.09213838739840323,0.28712803,0.047917873
Slit2,7.080169,1.2449355,1.4397869571752235e-12,1.8422416923475358e-10,0.88,0.572430410702726,1.4361184,0.8552681
Ncam2,7.054765,1.0227826,1.7289253586080663e-12,2.2017167955354854e-10,0.96,0.8594547939293677,2.7275536,2.083902
Ptpru,7.0191774,1.8386444,2.2317841334306405e-12,2.828681116286854e-10,0.552,0.21919729554772352,0.4166291,0.13496788
Ntng2,7.00926,1.3700106,2.395813367240386e-12,3.0223241867487876e-10,0.672,0.34025030568941955,0.57005787,0.2602646
Nrp2,7.004124,1.1371447,2.4853604287356192e-12,3.12063713645449e-10,0.76,0.4416313025965619,0.7439821,0.40684995
Rimbp2,6.998026,0.99540776,2.5959416854265116e-12,3.244323399414436e-10,0.896,0.6355103215133424,1.2375437,0.80086356
Mgat4c,6.990544,1.2335478,2.738230838097006e-12,3.406308454614192e-10,0.952,0.7346615838308279,2.2422338,1.5213387
Nkain2,6.9891706,0.81129086,2.7651599349816566e-12,3.4239561038229084e-10,0.976,0.9300151046536719,3.7646387,3.219641
Frmd4a,6.985274,0.82075584,2.8430086585370016e-12,3.5042037915086803e-10,0.976,0.8558584478170179,2.7005584,2.1818445
ENSMUSG00000121513,6.9710045,0.9532823,3.146864086021659e-12,3.861015433397351e-10,0.92,0.7927785370064016,2.1775193,1.6175908
