names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-CR Glut (for_DEGs),mean_expr_Rest (for_DEGs)
B3galt1,8.893998,1.373046,5.894865399263197e-19,2.879909695967311e-16,0.8666666666666667,0.8520030071957899,2.7538197,1.8985565
Kcnb2,8.606027,2.044366,7.563663083469453e-18,3.3872604508804035e-15,0.7777777777777778,0.7705939211685103,2.9490542,1.6836241
Ebf3,8.550716,6.643805,1.2232687690518525e-17,5.301489003939239e-15,0.5333333333333333,0.01893817348655712,1.0471079,0.018325698
Cacna2d1,8.257492,1.3416001,1.4876533221570343e-16,5.329765968847935e-14,0.8777777777777778,0.8260480435327391,2.7274525,1.8931228
Rbms3,8.115666,2.6108143,4.831274358242767e-16,1.5989428455360771e-13,0.7111111111111111,0.5101134858411198,1.9135867,0.6656699
Astn2,7.975276,2.0191765,1.5204076297443249e-15,4.590264383284271e-13,0.7555555555555555,0.6335517130276017,2.1288326,1.0391508
Fndc3b,7.622382,2.5028205,2.4903672956674334e-14,6.139098094915957e-12,0.6777777777777778,0.5353166505566892,1.5326462,0.4950123
Gria4,7.4436088,1.4233948,9.797141622708471e-14,2.2891234382797965e-11,0.8555555555555555,0.7909998926001504,2.551342,1.687963
Nrxn1,7.3543916,0.56966513,1.9179852336492915e-13,4.122901058252517e-11,0.9333333333333333,0.9668492464110551,4.0061374,3.6200488
Dync1i1,7.3450537,1.5372915,2.056765335843053e-13,4.386133696357368e-11,0.7444444444444445,0.7167149965990047,2.0154169,1.1758146
Trp73,7.151637,7.549692,8.57490219484958e-13,1.5673987889497157e-10,0.4444444444444444,0.01460637955106863,0.8601371,0.0072508845
Ank3,7.02142,0.69119656,2.1962420641210736e-12,3.642779275489706e-10,0.9,0.8914187520137472,2.8903277,2.4448032
Kcnq5,6.9321117,1.4384313,4.146038562124616e-12,6.223690288507734e-10,0.8111111111111111,0.7811907063330111,2.704156,1.8154874
Gm29683,6.8841558,4.881314,5.8131232363955766e-12,8.26447732073805e-10,0.4666666666666667,0.07947588873375577,1.0392392,0.060145944
Ntrk2,6.862582,1.0114465,6.7626707392900305e-12,9.395367973982881e-10,0.8111111111111111,0.7798303082375685,1.9299016,1.3663847
Fmn1,6.762546,2.1829653,1.3558752991923519e-11,1.7946979945467237e-09,0.6444444444444445,0.5288010596785164,1.5049307,0.5718967
Rbms1,6.7352433,2.6289797,1.6365587268945116e-11,2.114150624598823e-09,0.6,0.395410446425375,1.2907258,0.3549008
Ctnna2,6.5164423,0.6938916,7.199443739696383e-11,8.410828403723557e-09,0.9,0.8856191601331758,2.918943,2.4707718
Slc2a13,6.354068,1.3436993,2.0969442364830606e-10,2.2096035935019543e-08,0.7222222222222222,0.6615114738839366,1.612689,0.9487407
Ncoa1,6.2571898,1.0088568,3.9197631716617623e-10,3.90089023787228e-08,0.7666666666666667,0.7856299001181398,1.7539732,1.2161419
Nfib,6.1639924,0.92520726,7.093343049251886e-10,6.617990546298547e-08,0.7777777777777778,0.8168116564636809,2.2542734,1.7031257
Lsamp,6.1354628,0.4745961,8.491173122603858e-10,7.78695637557562e-08,0.9333333333333333,0.9728994379407869,4.394558,4.070396
Dnm3,6.11079,1.2303815,9.913939484699847e-10,8.705475619408003e-08,0.7777777777777778,0.7265599828160241,1.7665473,1.1208171
Nrg1,6.0356483,1.1884278,1.5832587169887795e-09,1.2852616835495016e-07,0.8555555555555555,0.8481724125586224,3.0284579,2.2647603
Gpm6a,6.0328684,0.62491256,1.610746874388097e-09,1.3036376058677158e-07,0.8888888888888888,0.8915977517631475,2.3795874,1.9953978
Vmn2r1,5.9532375,5.5221157,2.6288967501117985e-09,1.9786682262045944e-07,0.3888888888888889,0.04099094261268034,0.62723196,0.018806731
Epha3,5.9002304,1.4809153,3.629941796641913e-09,2.604474304676184e-07,0.6888888888888889,0.5928113700640819,1.579245,0.867003
Cep112,5.872301,1.9764853,4.2978693086653484e-09,3.031069509812019e-07,0.6111111111111112,0.488275516414277,1.3202257,0.5290626
Tenm4,5.7794886,0.94641316,7.492800707786239e-09,4.910525732151615e-07,0.7777777777777778,0.746894354347904,2.1215901,1.5709424
Pcbp3,5.765354,2.1335578,8.148644193615444e-09,5.263318977943437e-07,0.5777777777777777,0.47889592954569865,1.1166269,0.38404924
