names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CNU-HYa Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Cox8a,2.3270602,1.2907853,0.01996206197244686,0.13230898006898054,0.5285714285714286,0.4618108968625908,0.96591437,0.5098715
mt-Co3,2.3030286,1.0940671,0.02127723257266094,0.1395117714073693,0.6,0.6076270883268343,1.2627994,0.7828232
App,2.2150533,0.19972952,0.02675639778222543,0.16735205037439418,0.7428571428571429,0.8988659535649125,1.9279206,1.8108379
Gapdh,2.2046537,1.4620266,0.02747839740858583,0.1709922506643588,0.42857142857142855,0.3493006117411369,0.8221962,0.38047624
Aldoa,2.2029378,1.3035457,0.027599133782014073,0.17162432879488962,0.5142857142857142,0.46488748971487853,0.9388564,0.48907676
Atp1a3,2.1624784,0.88865364,0.03058132277169318,0.18578343723160654,0.6428571428571429,0.7058634135870926,1.2668554,0.86589277
Cntnap5a,2.0424018,0.5889604,0.04111168067927479,0.23568825684918146,0.6,0.7048259578578328,1.7606894,1.4355758
Syt11,2.0052783,0.69401693,0.04493329745240762,0.25226863822528056,0.6714285714285714,0.7925446284835259,1.4317293,1.0883355
Tmem163,1.941283,1.3301684,0.052223967348662276,0.28257309759535953,0.32857142857142857,0.23550245054198118,0.48013806,0.21922813
Tuba1a,1.930802,1.4294127,0.053507548440994084,0.2879526991006431,0.44285714285714284,0.41179837584516865,0.8558429,0.40711683
Trdn,1.8935379,4.2047486,0.058286377326864806,0.30665678491490156,0.15714285714285714,0.030336636496977067,0.24664378,0.015055663
Syt1,1.836436,0.21043053,0.06629318617136866,0.33929484046184305,0.9285714285714286,0.9507387400279039,3.2765543,3.1366115
Pnma8b,1.8006291,1.7467396,0.07176135427366431,0.3602143824646666,0.35714285714285715,0.29481629878725,0.66435,0.24768595
Dnaja1,1.7942458,1.347782,0.07277393471237155,0.36366665905178047,0.4857142857142857,0.5047758737881444,0.9130993,0.4613499
Ttc3,1.7837648,0.05620727,0.07446187913102288,0.3703110664909467,0.7714285714285715,0.8953600686867241,1.9305454,1.8973255
Nrgn,1.6960337,0.72196513,0.08987948609970255,0.42503727411105374,0.6428571428571429,0.7348763996708761,1.3852128,1.035387
Stmn3,1.6525048,0.90495104,0.09843169710556073,0.454287135215805,0.5428571428571428,0.6253353843952348,1.0293683,0.6734151
Pcsk1n,1.6382145,1.0503455,0.10137695281690792,0.464766886570605,0.5285714285714286,0.5533574213858977,1.029883,0.62566537
Actb,1.6191313,0.96872306,0.1054190203019299,0.4786329405736719,0.6,0.682967838872393,1.2831554,0.8469776
Oaz1,1.6132879,1.3756332,0.10668196080574337,0.48250198398423233,0.37142857142857144,0.3198941079669445,0.62407863,0.28814104
Cntnap2,1.5957654,0.20467636,0.11054117918141543,0.49643806940306223,0.8714285714285714,0.914284692161843,2.9169483,2.7832878
mt-Co1,1.5882505,1.3077531,0.1122297151667001,0.5015154575967457,0.4857142857142857,0.5143276213644331,1.118251,0.6053713
Trpc3,1.5523696,1.9341748,0.12057382845171571,0.5281188078211179,0.22857142857142856,0.14438521804457483,0.32261485,0.09497099
Fth1,1.5268142,1.0354425,0.12680720190968858,0.5491232095589577,0.5428571428571428,0.5799735269917361,1.1714194,0.7353774
Rpl41,1.5197653,1.0453991,0.12856997115901572,0.5547005659991574,0.4857142857142857,0.5122884842414052,0.90280294,0.53680897
