names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astro-Epen (for_DEGs),mean_expr_Rest (for_DEGs)
Slc1a2,51.959545,4.8834867,0.0,0.0,0.9686635944700461,0.7200608805405004,4.083818,1.0910993
Slc1a3,51.55575,5.5719295,0.0,0.0,0.9529953917050691,0.28884846684980325,2.8613908,0.29756173
Atp1a2,50.131664,5.729617,0.0,0.0,0.9400921658986175,0.2898878907120053,3.0284429,0.31525096
Plpp3,49.638016,5.598881,0.0,0.0,0.9216589861751152,0.2372484965476279,2.54754,0.217505
Npas3,49.02277,4.2664194,0.0,0.0,0.9585253456221198,0.5687133417477169,3.4293878,0.9366627
Msi2,48.604206,3.7421043,0.0,0.0,0.9391705069124424,0.6401737322741109,2.7470896,0.73759156
Gpc5,48.399517,5.1414595,0.0,0.0,0.9345622119815669,0.6000816690177444,4.224165,1.0671884
Ptprz1,48.15748,4.1956983,0.0,0.0,0.9493087557603687,0.5511173806518672,3.057556,0.7450153
Dtna,47.18396,2.970815,0.0,0.0,0.9354838709677419,0.7447471972678001,2.8050432,1.0921364
Rorb,46.59916,5.2682896,0.0,0.0,0.880184331797235,0.21612591877644963,2.4107902,0.23362783
Nrxn1,46.393497,1.6723365,0.0,0.0,0.9806451612903225,0.966181602197639,4.716961,3.5771563
Rgs20,45.925293,5.0148144,0.0,0.0,0.8700460829493087,0.27451926646373154,2.2465594,0.23232025
Nfia,45.51228,2.7524724,0.0,0.0,0.9493087557603687,0.7298240403890415,2.8856933,1.2556899
Prex2,45.174812,4.668417,0.0,0.0,0.8709677419354839,0.369700794416809,2.3404188,0.31414354
Ntm,45.14117,2.6835449,0.0,0.0,0.9529953917050691,0.8088202539164007,3.6463146,1.9185643
Gm3764,45.133293,4.0016127,0.0,0.0,0.8857142857142857,0.5240181156730269,2.374745,0.47535545
Tspan7,44.711136,3.001789,0.0,0.0,0.919815668202765,0.739921300764719,2.709972,1.0121195
Rora,44.464977,2.4414177,0.0,0.0,0.9520737327188941,0.7947137872150865,3.086519,1.5785398
Slc4a4,44.277153,3.8836071,0.0,0.0,0.8921658986175115,0.4912391417328681,2.7494102,0.68885607
Mir99ahg,43.896965,2.0776107,0.0,0.0,0.9548387096774194,0.8705174845942535,3.3972518,2.0595303
Lama2,43.775936,4.838819,0.0,0.0,0.847926267281106,0.19685945504491795,2.040929,0.21029747
Gli3,43.057457,6.6140895,0.0,0.0,0.7861751152073733,0.049298388893013585,1.6163232,0.04036097
Pitpnc1,42.783916,3.4816823,0.0,0.0,0.8838709677419355,0.49135050857524687,2.2147632,0.548352
Sparcl1,42.77024,3.4214268,0.0,0.0,0.911520737327189,0.5772885886108843,2.371794,0.64548135
Macf1,42.67376,1.760091,0.0,0.0,0.9456221198156682,0.8744153240775113,2.872091,1.7787836
Gabrb1,42.296337,1.9021716,0.0,0.0,0.9576036866359448,0.8400772143440493,3.2459042,2.0287008
Cpe,42.210545,2.1505873,0.0,0.0,0.9566820276497696,0.8406711708367363,2.768013,1.4728967
Sox6,41.88782,3.9759958,0.0,0.0,0.8783410138248848,0.28602717350954043,2.177172,0.40348652
Bmpr1b,41.72926,5.0264096,0.0,0.0,0.7953917050691244,0.15309228599005123,1.7315543,0.13335785
Grm3,41.523006,3.253259,0.0,0.0,0.8949308755760369,0.5636275892790853,2.6194363,0.8479437
Apoe,41.038204,4.2900066,0.0,0.0,0.8516129032258064,0.32637909273145743,2.2693837,0.36698398
Farp1,40.118946,2.727632,0.0,0.0,0.8599078341013825,0.5896503081149306,2.0167034,0.6847953
Gm6145,39.54676,6.568184,0.0,0.0,0.7244239631336405,0.05208255995248348,1.4312073,0.033001382
Hdac8,39.313995,2.625724,0.0,0.0,0.8589861751152074,0.6530180414284653,2.0316203,0.7293033
Qki,39.24528,2.5811195,0.0,0.0,0.9539170506912442,0.823335065706437,3.1255987,1.5344151
B3galt1,38.707474,1.662782,0.0,0.0,0.9474654377880184,0.8482069938377014,2.9010954,1.8610348
Mertk,38.542934,4.2793703,0.0,0.0,0.7852534562211981,0.1721360160368253,1.7891952,0.22848392
Ptn,38.38471,2.8589418,0.0,0.0,0.8792626728110599,0.5893162075877942,2.1765637,0.7310915
Ctnnd2,38.32549,1.4261434,0.0,0.0,0.9622119815668203,0.8812087014626179,3.352253,2.4211
Slco1c1,38.098488,5.846136,0.0,0.0,0.7087557603686636,0.05475536416957458,1.422922,0.053298667
Arhgap5,38.02686,2.4287152,0.0,0.0,0.8755760368663594,0.6833840671170837,2.038184,0.8065052
Nhsl1,37.999405,4.673793,0.0,0.0,0.743778801843318,0.19414952854703393,1.5658636,0.13833614
Luzp2,37.592987,3.4376693,2.798474409184324e-309,1.1058089319820998e-306,0.8534562211981567,0.5462914841487861,2.7671947,0.86559725
Pla2g7,37.419476,5.1509366,1.8847041725364612e-306,7.03361126611871e-304,0.7142857142857143,0.10505605464399732,1.370892,0.07947335
Trps1,37.298203,2.511879,1.7550570363293823e-304,6.372754400833852e-302,0.9207373271889401,0.6715049372633455,2.543306,1.1168212
Lsamp,36.760284,1.3160666,7.963994686157697e-296,2.74349406688535e-293,0.9843317972350231,0.9723067785284728,4.9381247,4.0365305
Gja1,36.755104,5.5339375,9.635951924222929e-296,3.2774433949856975e-293,0.6903225806451613,0.0666344940233128,1.3289477,0.058210768
