names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT-ET Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Cnksr2,84.06708,1.4626558,0.0,0.0,0.9226876999776769,0.803003291278113,2.6853046,1.7845895
Sv2b,82.98257,2.1913,0.0,0.0,0.8545278666567453,0.40427866154690073,1.4440948,0.53589594
Hs6st3,80.06039,2.0947633,0.0,0.0,0.8801994195996726,0.7136588041689522,2.6251316,1.3858105
Tenm4,75.52634,1.6711953,0.0,0.0,0.8655405908177691,0.6377537026878771,2.0461333,1.1364434
Celf2,73.49424,1.0528126,0.0,0.0,0.9719473175087432,0.961121777290181,4.076603,3.364905
Nlgn1,71.69092,0.858255,0.0,0.0,0.9591487461864722,0.9495337356006582,3.699605,3.1246178
Arpp21,71.00045,1.4590924,0.0,0.0,0.8906912716719994,0.7127674163466813,2.3447452,1.4884263
Tafa1,69.81552,1.7791164,0.0,0.0,0.8775950591561872,0.7100932528798684,2.4784124,1.4308727
Nell2,69.603134,1.4977427,0.0,0.0,0.8975370191234466,0.6456390565002743,1.9360343,1.1314894
Phactr1,68.61233,1.0744635,0.0,0.0,0.9159907731230003,0.8641662095447066,2.743881,2.0678372
Epha6,67.87778,1.3748758,0.0,0.0,0.9273755487759506,0.8467498628634119,3.0130103,2.1354117
Kcnq5,66.87523,1.6944481,0.0,0.0,0.8782647518416549,0.6919226549643445,2.326823,1.349772
Kcnma1,66.70407,1.0425086,0.0,0.0,0.9044571768732793,0.8124657158529895,2.5530496,1.9097047
Lrrc7,66.41083,1.0468938,0.0,0.0,0.9060942034377558,0.8229566648381789,2.8124342,2.1488388
Ralyl,64.99432,1.1975887,0.0,0.0,0.9040107150829675,0.8098601206801975,2.635866,1.8944019
Pde1a,64.37983,1.5412699,0.0,0.0,0.8796785475109755,0.6534558420186506,2.0720901,1.2193375
Schip1,64.009285,1.2936631,0.0,0.0,0.8937420939057965,0.7757131102578168,2.373384,1.6035202
Cpne7,63.114048,2.1791146,0.0,0.0,0.6267579432993526,0.22298409215578716,0.7077385,0.20481825
R3hdm1,62.82981,0.95328224,0.0,0.0,0.8756603913981695,0.8055403181568842,2.1257954,1.5709552
Entrep2,62.653263,1.4168879,0.0,0.0,0.8232755413349208,0.556500274273176,1.4659946,0.80996734
Gm49678,62.127926,1.815091,0.0,0.0,0.7377036981918298,0.38658804168952277,1.2937697,0.56081706
Khdrbs3,62.0388,1.5251981,0.0,0.0,0.8314606741573034,0.5274958859023587,1.5120813,0.8013607
Grin2b,61.85652,1.0528218,0.0,0.0,0.9407694024853039,0.8335847504114098,2.8258631,2.1578345
Tenm2,61.78644,1.1047729,0.0,0.0,0.956321154847831,0.9245748765770707,3.7554579,3.016247
Grm7,61.668716,1.039183,0.0,0.0,0.9236550338566858,0.8631376851343938,3.0356638,2.3648112
Hivep2,61.629433,1.0471126,0.0,0.0,0.894858248381576,0.7604909489851892,2.136135,1.5289631
Pcsk2,61.559566,1.3053019,0.0,0.0,0.882059677059305,0.6655924300603401,1.8464952,1.150502
Kcnip4,61.260548,1.3183894,0.0,0.0,0.9677803407991666,0.9386313768513439,4.161392,3.2705715
Meg3,60.078983,1.3904675,0.0,0.0,0.9383882729369745,0.8901535929786067,3.7290726,2.8034902
Tmem200a,60.030415,1.8063279,0.0,0.0,0.6388124116377707,0.23608063631376852,0.6149759,0.21746188
Raver2,59.69568,1.9427404,0.0,0.0,0.6202098370414465,0.23724629731212288,0.6282619,0.20492879
Cacna2d3,59.505463,1.3674705,0.0,0.0,0.8523699680035717,0.6464618760285245,1.9112046,1.1733737
Dmd,58.744648,0.94337815,0.0,0.0,0.9011831237443262,0.8490126165660998,2.585586,1.9989246
Cpne8,58.678215,1.8729963,0.0,0.0,0.6305528685170028,0.24917718047174986,0.724533,0.25496307
Satb2,58.632706,1.9240559,0.0,0.0,0.6223677356946201,0.23217224355458035,0.7476958,0.2570108
Grm5,58.564426,0.954454,0.0,0.0,0.9511124339608602,0.8884393856280856,3.1931717,2.5693772
Syt1,58.533226,0.9355873,0.0,0.0,0.9749981397425403,0.9282775644541964,3.4597437,2.8395216
Nwd2,58.397533,1.6736581,0.0,0.0,0.7113624525634348,0.3675946242457488,0.9434593,0.39996114
Pcnx2,57.81029,1.455104,0.0,0.0,0.7060793213780787,0.33207624794295115,0.6734872,0.30049482
Snhg11,57.584816,1.4093375,0.0,0.0,0.9033410223974998,0.757542512342293,2.6455429,1.7797887
Ryr3,57.539516,1.3664119,0.0,0.0,0.8348091375846417,0.6112177729018102,1.8150626,1.0966578
5730522E02Rik,57.24637,1.2779334,0.0,0.0,0.8473100677133716,0.6559928688974218,1.9545596,1.2525883
Opcml,57.22803,0.94784117,0.0,0.0,0.9438946350174864,0.9085984640702139,3.4381557,2.8105764
Slit3,57.173,1.5536222,0.0,0.0,0.8632338715678249,0.5979155238617663,2.0945108,1.2313751
Csmd1,56.5561,0.8566286,0.0,0.0,0.9534191532108044,0.934174437739989,3.8827488,3.3055317
Camk4,56.503708,1.3677684,0.0,0.0,0.7958925515291316,0.46852715304443227,1.1664233,0.6187174
Kcnb2,56.05848,1.1664934,0.0,0.0,0.8539325842696629,0.6938425671969282,2.0296578,1.3725607
Lingo1,55.99506,1.3658255,0.0,0.0,0.7114368628618201,0.33728743828853536,0.652167,0.3051692
Runx1t1,55.57566,1.4019198,0.0,0.0,0.7845077758761813,0.4463110257816785,1.217193,0.64173776
Rasgef1b,55.558205,1.4854344,0.0,0.0,0.7310067713371531,0.37150301700493693,1.018402,0.48962212
