Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction
prerank,Ribosome,-0.8141194267982513,-2.1442138899670136,0.0,0.0,0.0,64/126,7.27%,Rps29;Rpl37;Rpl6;Rpl38;Rps28;Rpl21;Rps21;Rpl24;Rpl39;Rpl27a;Rpl5;Rpl23;Rpl13;Rps8;Rpl19;Rps23;Rpl41;Rpl18a;Rpl28;Rpsa;Rpl26;Rplp2;Rps10;Rpl36;Rps7;Rpl10a;Rps27;Rpl8;Rpl29;Rps11;Rpl27;Rps20;Rpl18;Rplp1;Rps3a1;Rpl37a;Rps25;Rps27a;Rpl3;Rpl15;Rps3;Rpl36al;Rps15;Rps17;Rps18;Rps4x;Rpl12;Rpl4;Rpl23a;Rpl11;Rpl22;Rpl13a;Rps24;Fau;Rpl34;Mrps5;Rpl17;Rpl30;Uba52;Rpl7a;Mrpl21;Rps5;Rps2;Rps13,KEGG_2019_Mouse,Down
prerank,Parkinson disease,-0.7878339384194288,-2.05973419210058,0.0,0.0,0.0,58/110,12.19%,Ubb;Ndufa4;Slc25a4;Atp5g1;Slc25a5;Atp5b;Cox8a;Cox6c;Cox7c;Snca;Uqcrq;Ndufc1;Cox4i1;Atp5e;Ndufb3;Ndufa1;Vdac1;Atp5c1;Cyc1;Uqcr10;Cox7a2;Atp5j;Ndufa13;Atp5g2;Cox7b;Uqcrfs1;Ndufs5;Ndufa3;Cox5b;Ndufb10;Ndufb2;Uqcr11;Cycs;Uqcrc1;Atp5h;Vdac3;Ndufb11;Ndufb9;Ndufs8;Cox6a1;Atp5g3;Cox7a2l;Cox6b1;Ndufa7;Ndufc2;Ndufab1;Uqcrb;Ndufb8;Park7;Ndufs7;Vdac2;Ndufa5;Ndufv3;Ndufa8;Ndufs6;Ndufv1;Ndufa11;Atp5o,KEGG_2019_Mouse,Down
prerank,Oxidative phosphorylation,-0.7818903383882767,-2.0274732918019995,0.0,0.0,0.0,60/103,12.19%,Atp6v0b;Atp5k;Ndufa4;Atp6v0c;Atp6v1g2;Atp5g1;Atp5b;Cox8a;Cox6c;Cox7c;Uqcrq;Ndufc1;Cox4i1;Atp5e;Ndufb3;Ndufa1;Atp5c1;Cyc1;Uqcr10;Cox17;Cox7a2;Atp5j;Ndufa13;Atp6v1f;Atp5g2;Cox7b;Uqcrfs1;Ndufs5;Ndufa3;Atp6v0e2;Cox5b;Ndufb10;Ndufb2;Uqcr11;Cox11;Uqcrc1;Atp5h;Ndufb11;Ndufb9;Ndufs8;Atp6v1a;Cox6a1;Atp5l;Atp5g3;Cox7a2l;Cox6b1;Ndufa7;Ndufc2;Ndufab1;Uqcrb;Ndufb8;Ndufs7;Ndufa5;Atp5j2;Ndufv3;Ndufa8;Ndufs6;Ndufv1;Ndufa11;Atp5o,KEGG_2019_Mouse,Down
prerank,Alzheimer disease,-0.712884398315351,-1.8954902047152296,0.0,0.0005135117786764233,0.002,51/136,8.56%,Calm1;Calm2;Ndufa4;Calm3;Atp5g1;Atp5b;Cox8a;Cox6c;Cox7c;Snca;Uqcrq;Ndufc1;Cox4i1;Atp5e;Gapdh;Ndufb3;Gsk3b;Ndufa1;Atp5c1;Cyc1;Uqcr10;Apoe;Cox7a2;Atp5j;Ndufa13;Atp5g2;Cox7b;Uqcrfs1;Ndufs5;Ndufa3;Cox5b;Ndufb10;Ndufb2;Uqcr11;Cycs;Uqcrc1;Atp5h;Ndufb11;Ndufb9;Ndufs8;Cox6a1;Atp5g3;Cox7a2l;Cox6b1;Ppp3r1;Ndufa7;Ndufc2;Ndufab1;Ppp3ca;Uqcrb;Ndufb8,KEGG_2019_Mouse,Down
prerank,Thermogenesis,-0.6845470658418404,-1.8583046135507644,0.0,0.001848642403235124,0.008,71/183,12.44%,Atp5k;Ndufa4;Actb;Atp5g1;Atp5b;Cox8a;Cox6c;Cox7c;Uqcrq;Ndufc1;Cox4i1;Hras;Atp5e;Ndufb3;Cpt1c;Ndufa1;Cox19;Atp5c1;Cyc1;Uqcr10;Cox17;Cox7a2;Atp5j;Actg1;Kras;Ndufa13;Atp5g2;Cox7b;Uqcrfs1;Ndufs5;Ndufa3;Mlst8;Cox5b;Ndufb10;Ndufb2;Uqcr11;Ndufaf4;Cox11;Uqcrc1;Atp5h;Ndufb11;Ndufb9;Ndufaf7;Ndufs8;Cox6a1;Atp5l;Atp5g3;Cox7a2l;Cox6b1;Ndufa7;Ndufc2;Ndufab1;Acsl3;Cox14;Ndufaf1;Rheb;Uqcrb;Ndufb8;Ndufs7;Rps6kb2;Ndufa5;Cox20;Atp5j2;Ndufv3;Ndufa8;Ndufs6;Ndufv1;Ndufa11;Atp5o;Atf2;Gnas,KEGG_2019_Mouse,Down
prerank,Non-alcoholic fatty liver disease (NAFLD),-0.6974643945690818,-1.8221133819552755,0.0,0.004792776600979952,0.026,48/116,12.15%,Ndufa4;Cox8a;Cox6c;Cox7c;Uqcrq;Ndufc1;Cox4i1;Ndufb3;Gsk3b;Ndufa1;Cyc1;Uqcr10;Cox7a2;Jun;Ndufa13;Cox7b;Uqcrfs1;Ndufs5;Ndufa3;Cox5b;Ndufb10;Ndufb2;Uqcr11;Cycs;Cdc42;Uqcrc1;Ndufb11;Ndufb9;Ndufs8;Cox6a1;Cox7a2l;Cox6b1;Ndufa7;Ndufc2;Ndufab1;Rac1;Uqcrb;Ndufb8;Akt3;Irs2;Ndufs7;Ndufa5;Xbp1;Ndufv3;Ndufa8;Ndufs6;Ndufv1;Ndufa11,KEGG_2019_Mouse,Down
prerank,Cardiac muscle contraction,-0.7522979806667798,-1.8153508003107341,0.0,0.004694964833613014,0.03,21/51,10.99%,Atp1b1;Cox8a;Cox6c;Cox7c;Uqcrq;Cox4i1;Cyc1;Uqcr10;Cox7a2;Cox7b;Uqcrfs1;Cox5b;Uqcr11;Uqcrc1;Cox6a1;Cox7a2l;Cox6b1;Uqcrb;Atp1a2;Atp1b2;Tpm1,KEGG_2019_Mouse,Down
prerank,Huntington disease,-0.6601778793384439,-1.7749536542832876,0.0,0.012452660632903267,0.086,62/156,12.59%,Ndufa4;Slc25a4;Atp5g1;Slc25a5;Atp5b;Cox8a;Cox6c;Cox7c;Uqcrq;Ndufc1;Cox4i1;Atp5e;Ndufb3;Ndufa1;Vdac1;Atp5c1;Cyc1;Uqcr10;Cox7a2;Atp5j;Ndufa13;Atp5g2;Cox7b;Uqcrfs1;Ndufs5;Cltb;Clta;Ndufa3;Cox5b;Ndufb10;Ndufb2;Uqcr11;Cycs;Uqcrc1;Atp5h;Vdac3;Ndufb11;Ndufb9;Ndufs8;Cox6a1;Atp5g3;Cox7a2l;Cox6b1;Ndufa7;Ndufc2;Ndufab1;Bdnf;Uqcrb;Ndufb8;Dctn1;Ndufs7;Vdac2;Ndufa5;Polr2g;Ndufv3;Ndufa8;Ndufs6;Ndufv1;Ndufa11;Atp5o;Plcb1;Ap2m1,KEGG_2019_Mouse,Down
prerank,Gastric acid secretion,-0.7125135335801006,-1.7332540057642454,0.0,0.02544736147663165,0.178,5/52,0.54%,Calm1;Calm2;Actb;Atp1b1;Calm3,KEGG_2019_Mouse,Down
prerank,Necroptosis,-0.6920327279872385,-1.731798663398844,0.0012422360248447205,0.02351883946338019,0.181,20/78,11.75%,Fth1;Slc25a4;Hmgb1;Ppia;Slc25a5;Hsp90ab1;Vdac1;Ftl1;Vdac3;Ifngr2;Spata2;Faf1;Chmp2a;Hsp90aa1;Vdac2;Chmp5;Spata2l;Chmp4b;Glul;Sqstm1,KEGG_2019_Mouse,Down
