names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_STR-PAL Chst9 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Vwc2l,5.0607696,3.194912,4.1756721812071307e-07,0.00020400056638006473,0.6896551724137931,0.3102644971686617,1.5975283,0.35791832
Gpr158,5.0120125,1.4190578,5.38636835833504e-07,0.0002539152943657237,0.9655172413793104,0.7526700594939431,2.1976066,1.384527
Ptprt,4.991851,1.9595189,5.980347775927362e-07,0.00027235922837147154,0.9310344827586207,0.6201347573650634,2.2288616,1.1414448
Rit2,4.962691,1.5732111,6.952319295577184e-07,0.00030697167914856026,0.8620689655172413,0.6670131173392588,1.6832423,0.90541035
Samd12,4.96223,1.3635314,6.968839757373344e-07,0.00030697167914856026,0.9310344827586207,0.7508063938068955,2.1509213,1.3739073
Cpne5,4.95405,3.2741535,7.268449650003529e-07,0.0003150052291864433,0.6206896551724138,0.17145724320837216,0.6978215,0.09924378
Csmd3,4.944764,1.055641,7.623613732734413e-07,0.0003251531761882122,0.9310344827586207,0.900473084366712,3.2524915,2.5616455
Dchs2,4.941262,3.3600597,7.761865778687717e-07,0.00032587708355209214,0.6206896551724138,0.16837502687979355,0.81135046,0.11496262
Lrp1b,4.923208,1.1360471,8.513681543461942e-07,0.0003466100349588218,0.9655172413793104,0.9389291090244427,3.8419774,3.079907
Arhgap18,4.916918,2.5624945,8.791752045526759e-07,0.00034740349626956476,0.6896551724137931,0.2672568274675651,0.8381865,0.20059389
Dpp6,4.858483,1.313798,1.1828871313247689e-06,0.0004476644678689654,0.9310344827586207,0.8215540104651996,2.6437526,1.8335203
B020031H02Rik,4.7664065,7.5746098,1.8754085780324793e-06,0.0006998920623851767,0.5172413793103449,0.010787757150025088,0.72991407,0.0056229294
Ssbp2,4.7235365,1.391751,2.3177843316774083e-06,0.0008303848665622928,0.9310344827586207,0.7725252670059494,2.0808954,1.3007776
Trpm3,4.7056556,1.9365556,2.530512725144321e-06,0.0008946694332187882,0.9310344827586207,0.6869041645760161,2.558446,1.4141154
Tiam1,4.657555,1.5513091,3.1998659759225934e-06,0.001116628555494027,0.8275862068965517,0.6032184072826321,1.4250132,0.7311572
Gm26871,4.6336837,1.3104,3.5921594451151324e-06,0.0012374528755159436,0.9310344827586207,0.7996917783671421,2.7284894,1.9124773
Schip1,4.624743,1.3344926,3.7506276576254186e-06,0.0012597420645049373,0.9655172413793104,0.8333452799082504,2.8120224,1.9745108
Adamts3,4.6080375,1.8370117,4.064870617329839e-06,0.0013484330060204047,0.7586206896551724,0.4425847609490359,1.0191545,0.40256947
Zfp407,4.579546,1.325088,4.659862101779096e-06,0.0015269572521317601,0.8620689655172413,0.6541466561536807,1.3350954,0.75032824
Vat1l,4.494486,3.0620723,6.97382059395007e-06,0.0022307923733266475,0.5862068965517241,0.18486130026521397,0.7267086,0.12036586
Nsg2,4.383653,1.319684,1.1670549396332139e-05,0.003604455888269478,0.896551724137931,0.6557594437674719,1.3006955,0.7277434
Gad1,4.368123,2.159419,1.253190154652109e-05,0.003826502210852519,0.6551724137931034,0.2651422837072611,0.8126508,0.2473877
Ttc3,4.363975,0.9464612,1.2772004229130982e-05,0.00385599723187359,1.0,0.8956347215253387,2.4775457,1.8964553
Spock3,4.336843,1.7546144,1.4454372139114614e-05,0.004265631956944708,0.7931034482758621,0.5716794495018278,1.6885192,0.8361007
Pcp4,4.336659,1.914632,1.446649418965315e-05,0.004265631956944708,0.7241379310344828,0.3907605189592144,0.98630816,0.36876678
Sphkap,4.30766,1.3609437,1.6499057098333327e-05,0.004766985636905554,0.896551724137931,0.662784029818651,1.7262183,1.0290638
Tbl1x,4.2863464,1.5407681,1.8163581666044078e-05,0.005137425677543204,0.7931034482758621,0.5506415310730414,1.1235875,0.53852755
Thsd7b,4.2828093,1.7644637,1.8454835530085792e-05,0.00515974939128139,0.7931034482758621,0.5554798939144148,1.7083054,0.8459882
Ptprm,4.2797446,1.8078622,1.8710784630959386e-05,0.00515974939128139,0.7931034482758621,0.38029531933194755,1.2429705,0.53315175
Plppr1,4.265862,1.6947511,1.991320466499299e-05,0.005404725346953148,0.7586206896551724,0.4598236685542255,1.0589249,0.45853624
Chn2,4.238649,2.212136,2.2486891741153834e-05,0.005982403773116866,0.6551724137931034,0.2921295964446993,0.9542113,0.2960776
Cers6,4.223303,1.354292,2.4074788526020453e-05,0.006172521213932848,0.8620689655172413,0.690273098702602,1.6750678,0.99219865
Oprm1,4.2228765,3.277924,2.412038434919796e-05,0.006172521213932848,0.5517241379310345,0.17737079779227297,0.788375,0.11662496
Pde4b,4.1818385,1.3694175,2.8916123490817363e-05,0.007139705739196244,0.9310344827586207,0.7634936563687191,2.477947,1.6535175
Cux1,4.1794305,1.5099298,2.922397791479824e-05,0.007139705739196244,0.7931034482758621,0.5083148161422121,1.101637,0.533828
Ptprz1,4.179396,1.640555,2.922841947568243e-05,0.007139705739196244,0.8275862068965517,0.5669486058347072,1.6211576,0.83370906
Gm1604a,4.1508355,2.4666638,3.3126397549180656e-05,0.0078079500188288084,0.5862068965517241,0.25363773206221774,0.67594457,0.16104504
Sorcs3,4.1468143,1.5760276,3.3713295156230485e-05,0.007877184703025331,0.8620689655172413,0.5844025517884023,1.6966323,0.914054
Tmem255a,4.1383004,3.5340998,3.498879986472125e-05,0.008104733210043619,0.5172413793103449,0.11913124507203784,0.6229322,0.07196444
Gad2,4.1217103,2.2072616,3.760702646265978e-05,0.00856356611060736,0.6206896551724138,0.22313812629919003,0.7932771,0.23282123
Cacna2d3,4.0863867,1.2696755,4.381436868974929e-05,0.009893210812550953,0.9310344827586207,0.7461830693140277,2.2726998,1.5283698
Smyd3,4.07861,1.166177,4.5305810272890566e-05,0.010060885306054295,0.8275862068965517,0.7278689699663107,1.646949,1.053463
Zfp804b,4.0743356,2.0424054,4.6145927337994615e-05,0.01016345137354029,0.7586206896551724,0.46691993405490645,1.6462044,0.70135695
Vwc2,4.063771,2.7694063,4.8286278673229266e-05,0.010548392747558297,0.5517241379310345,0.16081284495735074,0.7268636,0.14559124
Dgkb,4.0291266,1.2387774,5.598442686211924e-05,0.012034412398281152,0.9310344827586207,0.7794064941581249,2.371008,1.6319108
Zdbf2,4.0178823,2.3322577,5.872354208929742e-05,0.012424421857790724,0.5862068965517241,0.2742097340692424,0.6891601,0.17981249
Sox1ot,3.9101946,3.4326496,9.222174943421614e-05,0.018220576524245496,0.4827586206896552,0.08350655866962942,0.5412525,0.064391986
Arhgap6,3.8713112,2.5306284,0.00010825153235331864,0.02082769283302313,0.5862068965517241,0.25492796215325064,0.9300198,0.23552686
Rbm39,3.8325195,0.76841646,0.00012683747024917863,0.024000864968981902,0.9655172413793104,0.8586839653071464,1.9764132,1.5367872
Cdh13,3.8281531,1.4128067,0.0001291084130872154,0.024259741675898446,0.8620689655172413,0.543688624471364,1.4681823,0.813123
Gm56999,3.8114707,2.0745244,0.00013814246685787853,0.02577700058660553,0.5862068965517241,0.2861443624112967,0.66109633,0.20084597
Rgs17,3.7908363,1.5073776,0.00015014083224744527,0.02777986991935407,0.7241379310344828,0.5411440040140492,1.1147977,0.54274184
Epb41l4b,3.7542224,1.5923755,0.00017388041226209125,0.031021286714904693,0.6551724137931034,0.4642319546985879,0.9047432,0.39737839
Xpr1,3.7535772,1.2199711,0.00017432877908264268,0.031021286714904693,0.7931034482758621,0.6348290445129381,1.2053087,0.69494367
Sdk2,3.7234957,1.9734644,0.0001964831926166059,0.03406131216521419,0.6206896551724138,0.39043796143645615,0.9415815,0.33523393
Magi3,3.7122858,1.3520983,0.00020539593516496585,0.03537813319155533,0.7931034482758621,0.5535803885026163,1.1969849,0.64444214
Otof,3.6942437,4.0243273,0.000220542200814633,0.037270244879806215,0.4482758620689655,0.0818937710558383,0.5756072,0.046716496
Akap6,3.678794,0.8132428,0.00023433948827839777,0.03863007392662913,0.9655172413793104,0.8260339760590638,2.1023302,1.6271018
Ablim3,3.6477447,2.0791383,0.00026455235096402145,0.043344644331727175,0.5862068965517241,0.2997276180918931,0.69674605,0.21378966
Cdh6,3.626258,2.0900042,0.0002875582100217386,0.04653042979521403,0.5862068965517241,0.28374310085298543,0.7883109,0.24824998
Gucy1a1,3.6212578,2.631236,0.00029317428712095716,0.0466129768931368,0.5172413793103449,0.19980646548634506,0.64002943,0.13514805
Cux2,3.6093218,2.022247,0.0003069984830008851,0.04852381904843402,0.5862068965517241,0.30929682460038704,0.84929633,0.28471395
