names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NFOL (for_DEGs),mean_expr_Rest (for_DEGs)
Ust,17.868628,3.817747,2.0702737459618494e-71,2.6489645501902333e-68,0.9395973154362416,0.5879757506187897,2.761698,0.7185471
Dscam,17.767408,2.8055577,1.2639639388288796e-70,1.543759592560545e-67,1.0,0.7539190013272591,3.2579265,1.5206642
Ppfibp1,17.619492,5.341444,1.7456448809333697e-69,2.039368606551289e-66,0.8791946308724832,0.2771101624995516,2.3821547,0.21704808
Slc22a23,17.424599,3.380777,5.368345616106137e-68,6.010310279365496e-65,0.9261744966442953,0.5727302076981023,2.2326782,0.5873452
Enpp6,17.020731,6.768786,5.764695517239228e-65,6.195894741928721e-62,0.825503355704698,0.0647845894464971,2.0538726,0.060475204
Mpzl1,16.959875,4.8923283,1.626914559557115e-64,1.6813536236653725e-61,0.8590604026845637,0.2883380564623166,2.0252128,0.2000648
Zeb2,16.932,2.111437,2.613470579952631e-64,2.600887203086192e-61,0.9932885906040269,0.8577680525164114,3.4190056,2.0587006
Maml2,16.925858,3.4506135,2.9009100188418323e-64,2.7838375787957153e-61,0.9798657718120806,0.5385084478243714,2.6998305,0.81946886
Ncam1,16.869133,2.0716593,7.590120087822464e-64,7.032638853785848e-61,0.9798657718120806,0.8538221472898806,3.0327623,1.7403507
Sirt2,16.866722,4.318282,7.906323438369431e-64,7.081430359632888e-61,0.87248322147651,0.33274742619363634,1.8942133,0.24926385
Dock4,16.795933,2.0804217,2.613660563253075e-63,2.2654535269229075e-60,0.9932885906040269,0.858090899307673,3.3287768,1.9962486
Arhgap35,16.696669,3.0400343,1.3859106288865888e-62,1.148609861835796e-59,0.8993288590604027,0.6200451985507767,2.0778427,0.6149138
Ncam2,16.695612,2.2364366,1.4106485091396079e-62,1.148609861835796e-59,1.0,0.8581985149047602,3.523764,2.077472
Sh3d19,16.660032,3.0738473,2.5588894565362863e-62,2.0222752852097064e-59,0.9194630872483222,0.5391900132725903,1.9706367,0.5500781
Fchsd2,16.596378,2.6765397,7.40244086624427e-62,5.682959602170958e-59,0.9664429530201343,0.6418194210280876,2.1332614,0.77200717
Luzp2,16.524374,3.2039907,2.4496621742904683e-61,1.828400628421802e-58,0.9731543624161074,0.5559063026868027,2.716792,0.9296208
Ankrd28,16.332851,2.530335,5.762598152300285e-60,4.184892225738072e-57,0.9328859060402684,0.6963446568856047,2.2084284,0.87644714
9530059O14Rik,16.312075,3.08028,8.099445540050219e-60,5.727160570030247e-57,0.9060402684563759,0.6106108978727983,2.4380975,0.8045497
Sh3rf1,16.272007,2.885649,1.559619814502322e-59,1.074538061940446e-56,0.8993288590604027,0.5531441690282312,1.9992043,0.6225709
Cask,16.238512,2.4126422,2.6937729157017866e-59,1.809541956122675e-56,0.9395973154362416,0.7336872690748646,2.3131745,0.9970563
Chn2,16.16501,4.527372,8.902171769019275e-59,5.777008615480579e-56,0.8456375838926175,0.28909136564192706,2.1589618,0.28687528
Lrch3,16.164133,2.8673277,9.02993531262316e-59,5.777008615480579e-56,0.8993288590604027,0.5930336836818882,1.8889117,0.5704685
Lcorl,16.145132,2.6327121,1.2288531113254325e-58,7.678903046817297e-56,0.9194630872483222,0.6625533594002224,2.217459,0.8413904
Grid2,16.024694,2.3963697,8.591229249072796e-58,5.246507498240592e-55,0.9865771812080537,0.81059654912652,3.277829,1.7659243
Tcf7l2,15.899272,4.9181566,6.410575441117971e-57,3.744612219626954e-54,0.8187919463087249,0.1619973454819385,1.9514838,0.18210347
Dscaml1,15.782037,2.296256,4.136201024765201e-56,2.3646749262859775e-53,0.9530201342281879,0.7353373748968683,2.5563834,1.2297916
Gpr17,15.538532,6.326206,1.902919859945765e-54,1.0434991150355653e-51,0.7583892617449665,0.04968253398859274,1.506058,0.042802397
Ptpro,15.509003,3.5301754,3.015254984220219e-54,1.6203980285199456e-51,0.8456375838926175,0.41023065609642356,1.8532264,0.38234535
Arhgap31,15.391854,4.1970496,1.856343680389135e-53,9.592298979241549e-51,0.8187919463087249,0.19969867632815583,1.6098331,0.19736704
Rictor,15.361995,2.6319175,2.943738595043016e-53,1.4924199254491665e-50,0.8859060402684564,0.6447967858808337,1.9457258,0.6769019
Prkcq,15.305135,4.6359,7.065590077413021e-53,3.5157852848164416e-50,0.785234899328859,0.12465473329267855,1.421246,0.11901444
Lhfpl3,15.286794,3.673845,9.364908546799538e-53,4.575183502772792e-50,0.8926174496644296,0.472540086809915,2.5318222,0.64556265
Camsap2,15.232745,2.6562188,2.1439797417359617e-52,1.0287274225079516e-49,0.87248322147651,0.5856082074828712,1.7292768,0.5513089
Nav1,15.206337,2.2279663,3.2100725789167588e-52,1.5132394771139176e-49,0.8993288590604027,0.6921117767335079,1.9974844,0.85859394
Gm16168,14.919622,4.247544,2.456606151669085e-50,1.138086332678419e-47,0.8053691275167785,0.19941170140258996,1.7686001,0.22792947
Kank1,14.908023,4.3150973,2.9228110319444164e-50,1.3311174987855335e-47,0.7785234899328859,0.12465473329267855,1.3009567,0.12599342
Map2,14.707443,1.4960169,5.774802444138028e-49,2.543753142196538e-46,0.9530201342281879,0.8386483481005848,2.6365378,1.7221173
Cobll1,14.654334,3.6298,1.2638922091745702e-48,5.477545751696888e-46,0.8053691275167785,0.23255730530544894,1.4104031,0.22333123
Erbb4,14.650248,3.0466459,1.3422523168013988e-48,5.724812659119617e-46,1.0,0.7178677763030455,3.464732,1.5576913
Ptpre,14.544075,2.5164192,6.368602824192409e-48,2.6326824290161543e-45,0.8590604026845637,0.5411988377515514,1.6098715,0.53032494
Bmp4,14.518759,7.196497,9.216394175182615e-48,3.752189567987225e-45,0.697986577181208,0.019119704415826666,1.1675187,0.014981671
9630013A20Rik,14.387341,6.361213,6.213949225910452e-47,2.3852687957173404e-44,0.7046979865771812,0.04792481256950174,1.5093893,0.04197295
Csgalnact1,14.333206,2.9031086,1.3570805313024346e-46,5.064549149457836e-44,0.8322147651006712,0.4789252789037558,1.7725091,0.5026662
Tmem108,14.262355,3.208968,3.755649075235624e-46,1.3823875431723453e-43,0.8657718120805369,0.6335330200523729,2.772755,0.964109
Sh3bp4,14.225622,4.259242,6.353701472905554e-46,2.3070805213104355e-43,0.7449664429530202,0.2100656455142232,1.2862004,0.1281873
Gm4876,14.199849,4.0552516,9.18100650598398e-46,3.2892485975438605e-43,0.7651006711409396,0.22663844746565268,1.5552837,0.20273882
Nckap5,13.989036,2.7619834,1.81860089631392e-44,6.346208582331821e-42,0.8590604026845637,0.571295333070273,2.0577247,0.6964506
Pde4d,13.832317,1.8809323,1.626936437621423e-43,5.604587446011235e-41,0.9865771812080537,0.8232593177171145,3.0632484,1.8776197
Cdh20,13.7115755,3.0172858,8.655820396923801e-43,2.9440746084220573e-40,0.8523489932885906,0.4765218639021416,2.1716447,0.67295146
Trio,13.675538,1.6710719,1.4215264869109459e-42,4.774552087912139e-40,0.9261744966442953,0.761631452451842,2.122579,1.1966087
Sema5a,13.617758,3.0753465,3.1406168423536713e-42,1.0167274042655802e-39,0.8389261744966443,0.4326864440219536,2.082742,0.6062863
Stard13,13.571836,3.2324765,5.882902158288973e-42,1.881828345157437e-39,0.785234899328859,0.34325788284248665,1.5384735,0.3286871
Gjc3,13.538749,4.2209306,9.234835830652703e-42,2.885349288019048e-39,0.7315436241610739,0.18323348997381353,1.7106777,0.21758384
Sema3d,13.523353,4.065661,1.1386661053412802e-41,3.4768134375591135e-39,0.7181208053691275,0.14761272733794883,1.1802278,0.12634517
Ankrd44,13.516174,3.3771641,1.255367177224418e-41,3.790080455283159e-39,0.7785234899328859,0.3494995874735445,1.6323899,0.3337168
Bcas1os2,13.509113,6.2613115,1.3817649427177777e-41,4.125336001202965e-39,0.6577181208053692,0.03145962621515945,1.0512949,0.02397562
Igsf9b,13.507661,3.183555,1.409281681521112e-41,4.1612526134584925e-39,0.7718120805369127,0.4022312300462747,1.4769033,0.31623662
St18,13.473863,3.4605172,2.2289459709314883e-41,6.50997589553577e-39,0.8322147651006712,0.3990386339993543,2.361451,0.6273529
Tmem132d,13.4427185,2.6708333,3.3972269789444966e-41,9.608788307814592e-39,0.8389261744966443,0.47429780822900597,1.8240963,0.5967166
Bcan,13.400905,3.7164316,5.973096165387772e-41,1.6718447287913482e-38,0.738255033557047,0.19248843132331311,1.2607669,0.1759071
Slc1a1,13.32059,2.4500086,1.757123642466062e-40,4.81774615031256e-38,0.8120805369127517,0.5693223804570076,1.6032627,0.5460412
Dock1,13.301178,3.1169295,2.278491634785464e-40,6.184148507746002e-38,0.7986577181208053,0.2824550704882161,1.450157,0.31933454
Plp1,13.284781,2.8808758,2.8368540183268733e-40,7.622626747244308e-38,0.8993288590604027,0.7172938264519138,2.8990016,1.2026974
Rasgef1b,13.230799,2.403903,5.826466789102842e-40,1.5500709170613204e-37,0.8657718120805369,0.5421315062596406,1.9118404,0.73688453
Susd4,13.211351,2.136165,7.545753225588914e-40,1.9456357655071294e-37,0.825503355704698,0.6157405746672885,1.6661518,0.68123007
Grid1,13.210783,1.5809925,7.602968194203521e-40,1.9456357655071294e-37,0.9664429530201343,0.7816120816443664,2.4635487,1.5243211
Ccser2,13.177289,2.283545,1.1857629067649958e-39,2.977705542502377e-37,0.8120805369127517,0.5508842414893999,1.4079854,0.49115038
Ago3,13.169776,1.9410609,1.3098649847732585e-39,3.2588955685979122e-37,0.8657718120805369,0.6886322057610216,1.7620989,0.81379753
Cdc37l1,13.158597,2.2714336,1.518793291027476e-39,3.7440344706337868e-37,0.8389261744966443,0.6027190874197367,1.6180655,0.608391
Afap1l2,12.775455,4.9994917,2.248269859965673e-37,5.163334285237404e-35,0.6442953020134228,0.0700218818380744,1.0480646,0.0562852
Etv6,12.741926,2.626553,3.4575215877211366e-37,7.873186869666691e-35,0.785234899328859,0.4650787387452021,1.4743322,0.43528304
Mitf,12.740875,2.7959187,3.5044107080217443e-37,7.91290048105414e-35,0.7785234899328859,0.4809341033827169,1.6198686,0.45965478
Pde4b,12.6805525,1.997251,7.579584787418298e-37,1.6831689523795842e-34,0.9798657718120806,0.7613444775262761,2.8742,1.6459242
Ptprz1,12.652008,2.4246893,1.0905190801620432e-36,2.382296559671065e-34,0.8926174496644296,0.5647666535136493,2.0693693,0.82803583
Sox10,12.63816,4.03584,1.300631908278267e-36,2.818385433502987e-34,0.6711409395973155,0.10693403163898554,1.028341,0.10392887
Lima1,12.511792,3.7693858,6.435548814854147e-36,1.3404898965514025e-33,0.6845637583892618,0.19614736162427807,1.1477385,0.14647353
Fa2h,12.441271,3.383744,1.5600166468958124e-35,3.1281826344843644e-33,0.7046979865771812,0.16038311152563045,1.1098069,0.17801821
Mapt,12.399893,1.5141524,2.6167209715359054e-35,5.208243889271835e-33,0.9261744966442953,0.8048929224808983,2.1975396,1.335476
Chd7,12.380323,2.7565334,3.339931151786399e-35,6.598819856507394e-33,0.7718120805369127,0.32169889155935,1.2987002,0.33238888
Wipf1,12.297584,3.1324568,9.332466215564098e-35,1.817125849363821e-32,0.7248322147651006,0.22247731104494745,1.2022341,0.235405
Lsamp,12.296797,1.1793562,9.423800248795758e-35,1.8217087243535397e-32,1.0,0.9725938946084586,4.874758,4.0669103
2610035D17Rik,12.2873955,2.5065737,1.058626711594747e-34,2.0186641347676836e-32,0.7718120805369127,0.5089141586253901,1.4806978,0.46850687
Nfasc,12.169435,2.8296182,4.522037946211748e-34,8.379804111359288e-32,0.825503355704698,0.7208451411557915,2.5321333,0.9666063
Gm54109,12.139813,4.1994824,6.497371660041688e-34,1.1876488197640827e-31,0.6375838926174496,0.09409190371991247,1.0065874,0.09029967
Cd9,12.122706,4.098361,8.007068323988184e-34,1.4537157153078547e-31,0.6442953020134228,0.11019837141729741,1.075945,0.10691194
Dnaaf9,12.083557,1.359302,1.2901516371569147e-33,2.326602314792369e-31,0.8993288590604027,0.7995480144922338,2.0812697,1.3175095
Rnf144a,12.064104,3.2104237,1.6343073890017907e-33,2.9275893028318745e-31,0.697986577181208,0.29680381676651,1.1595528,0.21223314
Hipk2,12.000217,2.21446,3.54362776299396e-33,6.223351502722072e-31,0.8053691275167785,0.5656634501560426,1.5705504,0.5992641
Soga1,11.991542,3.3018787,3.935097407168055e-33,6.865978398091274e-31,0.6912751677852349,0.27280553861606344,1.1426166,0.19596419
Neu4,11.969947,6.139247,5.106112127016188e-33,8.851692442124191e-31,0.5838926174496645,0.026760411809018187,0.92469656,0.021350903
Ophn1,11.926767,2.078215,8.584274542473121e-33,1.4506884085298914e-30,0.8053691275167785,0.6023603687627793,1.552424,0.63212895
Cyfip2,11.8968525,1.6747483,1.2289606595229398e-32,2.063885807586337e-30,0.8389261744966443,0.697384940990781,1.676074,0.8590001
Septin7,11.870968,1.7069839,1.6751909982335252e-32,2.77854210632931e-30,0.8859060402684564,0.7638913799906734,2.0144055,1.0952077
Phyhipl,11.794689,2.9715643,4.1573156110671617e-32,6.72934159454064e-30,0.7315436241610739,0.4694551063600818,1.632365,0.4218209
Gnb4,11.768277,3.683934,5.687433106169594e-32,9.096507593022441e-30,0.6510067114093959,0.1917351221437027,1.0519242,0.13537744
Arhgap5,11.71936,2.068237,1.0143461349634925e-31,1.6032635674393556e-29,0.8187919463087249,0.690067080388851,1.8877001,0.8485776
Cadm2,11.495136,1.2615241,1.3956121040608786e-30,2.1067470357368432e-28,1.0,0.9626932596764358,4.3172913,3.4613426
Zfp827,11.47751,2.2449877,1.7113708810796156e-30,2.5689684678552667e-28,0.7449664429530202,0.5057574344441654,1.2741743,0.4339683
Mbp,11.470942,2.912334,1.84638837456444e-30,2.756247534697028e-28,0.7919463087248322,0.5666678623955231,2.279473,0.7724807
Marcks,11.422716,2.4632118,3.2201097960115326e-30,4.780350840819331e-28,0.7651006711409396,0.4704236467338666,1.4425098,0.46119824
Chd3,11.4071665,2.1481962,3.8506758726019235e-30,5.623242429174657e-28,0.7785234899328859,0.5584890770168957,1.4007936,0.5247065
Sox2ot,11.297775,2.268835,1.3458402748572816e-29,1.8737164862909408e-27,0.87248322147651,0.4637156078487642,1.9234462,0.7942208
Svil,11.198587,3.4405391,4.1428566284380434e-29,5.622149374046981e-27,0.6375838926174496,0.18603149549808085,1.0748372,0.16358258
Gpcpd1,11.169662,1.7045847,5.739871224777703e-29,7.711516990488843e-27,0.785234899328859,0.6074541736915737,1.3409736,0.6238251
Sulf2,11.148767,2.836527,7.260482009717275e-29,9.705927940353392e-27,0.6778523489932886,0.3170714208846002,1.1088972,0.25024274
Pdcd4,11.117223,2.655814,1.0344174509377164e-28,1.3624900444459038e-26,0.7315436241610739,0.5830254331527783,1.7333722,0.5535407
Phldb1,11.03096,2.7964303,2.709580894167984e-28,3.517219257308876e-26,0.6845637583892618,0.2586720235319439,1.0880349,0.24946773
Zfp462,11.013797,1.9361343,3.2788970025880855e-28,4.215500596150328e-26,0.7919463087248322,0.5631524195573412,1.5190946,0.6587615
Cilk1,11.011959,2.7933826,3.346480547703732e-28,4.2819015388952037e-26,0.6778523489932886,0.34225347060300604,1.0928907,0.25155732
1700047M11Rik,10.976881,3.7741401,4.9367672887194815e-28,6.227743523375233e-26,0.5973154362416108,0.10862000932668509,0.9636795,0.11199394
Eps8,10.970621,3.1648526,5.29074447685734e-28,6.643098322110127e-26,0.6577181208053692,0.25759586756107183,1.2091178,0.232769
Xylt1,10.937599,1.7689977,7.619052317749902e-28,9.434282754743773e-26,0.8523489932885906,0.6392366466979947,1.8308913,0.93110764
Pcdh11x,10.926056,2.2955103,8.652819290910661e-28,1.0665195153521535e-25,0.7651006711409396,0.4379237364135309,1.5201964,0.5468671
Gm10863,10.859143,3.924201,1.804331354813212e-27,2.1937730092231225e-25,0.5838926174496645,0.09620834379596083,0.9260846,0.095699236
Elf1,10.798344,3.2804728,3.504687841638979e-27,4.241935238956728e-25,0.6241610738255033,0.18115292176346093,0.9725774,0.15637968
Dock9,10.782739,1.4239975,4.153322953932026e-27,4.982133382685426e-25,0.8456375838926175,0.7119489184632493,1.7800295,1.0428592
Nxph1,10.718309,2.5511029,8.351620962227235e-27,9.885817412116556e-25,0.7986577181208053,0.4200236754313592,1.9798512,0.7251205
Gab1,10.703928,2.7391827,9.755364148764206e-27,1.1347473362653429e-24,0.6778523489932886,0.24299601822290778,1.1575269,0.28277424
Fmnl2,10.686125,1.6407661,1.1820756282619883e-26,1.3573663304016934e-24,0.825503355704698,0.716325286078129,1.8188217,0.9769012
Rin2,10.683957,3.465079,1.2100147069547141e-26,1.3835359649307732e-24,0.6174496644295302,0.20156401334433405,1.0951725,0.1656626
Tmem163,10.68081,3.5086544,1.2517513015467642e-26,1.4191796401924705e-24,0.6241610738255033,0.23363346127632098,1.3126917,0.21401516
Astn2,10.660123,1.8199154,1.5638998083806245e-26,1.750916160466141e-24,0.8926174496644296,0.6325286078128923,2.0059652,1.0374949
Enpp2,10.626071,2.2360654,2.2541031409969157e-26,2.502799644569716e-24,0.7583892617449665,0.4171539261757004,1.4208858,0.5108332
Elmo1,10.602146,2.0146148,2.9122076093583996e-26,3.2070089534205002e-24,0.8053691275167785,0.5703985364278796,1.7666098,0.7886943
Sash1,10.584638,2.2885754,3.51138501466962e-26,3.804472392910189e-24,0.7181208053691275,0.42884815439250995,1.2579608,0.4156972
Nav2,10.571794,1.5247676,4.0271668077213537e-26,4.345782012990874e-24,0.8993288590604027,0.8182013846540158,2.5742698,1.6510997
Cald1,10.561072,3.054253,4.514737030510246e-26,4.852439360392413e-24,0.6308724832214765,0.24235032464038456,1.0135024,0.19169985
Map4k4,10.479074,1.9900829,1.077947316677957e-25,1.1226528836874692e-23,0.7516778523489933,0.6337123793808516,1.5706904,0.67246854
Ube2e2,10.435792,1.2803833,1.7018867804487587e-25,1.7588345304099288e-23,0.9664429530201343,0.8359938300391003,2.5868816,1.8015274
Ugt8a,10.416675,2.634423,2.081033878658193e-25,2.1424283647335496e-23,0.6778523489932886,0.2533988592746709,1.204585,0.31926125
Rtn4,10.36723,1.3987763,3.495092910279661e-25,3.530569417263703e-23,0.8791946308724832,0.8065071564372063,1.9490114,1.1889849
Cyp2j6,10.337594,4.014388,4.76346883117051e-25,4.758156412399688e-23,0.5570469798657718,0.11292463321017326,0.83895284,0.07817004
Bfsp2,10.315029,5.3440986,6.026288839897094e-25,5.975143215056638e-23,0.5167785234899329,0.045521397567887506,0.8353884,0.031639084
Pld1,10.306851,3.2908409,6.561596998706336e-25,6.411276776554154e-23,0.5906040268456376,0.14151451016967392,0.9089193,0.14097093
Sez6l,10.2965,1.4596403,7.307134089043608e-25,7.113865687413106e-23,0.8120805369127517,0.6433260393873085,1.455401,0.7860994
Dst,10.251909,1.0809524,1.1602853907852222e-24,1.121470088143846e-22,0.9194630872483222,0.8554005093804928,2.1866155,1.5553707
Gatm,10.250772,2.8846729,1.1740177679086267e-24,1.1306758933227527e-22,0.6308724832214765,0.2230512608960792,1.0117553,0.21269901
D630045J12Rik,10.239158,2.0017483,1.32384220055831e-24,1.2614056712411982e-22,0.7114093959731543,0.5265989884133874,1.2204775,0.46780184
Gm4258,10.1991,1.4012054,2.0011926200523622e-24,1.8801414580701738e-22,0.8859060402684564,0.7214908347383148,1.8196294,1.0842645
Nf1,10.149295,1.1484061,3.3376601474843076e-24,3.0504397334320867e-22,0.8926174496644296,0.7947053126233096,1.8413551,1.221783
Elovl7,10.110816,3.2504406,4.9470611532705205e-24,4.401573946635062e-22,0.5973154362416108,0.19381569035405533,1.0136142,0.16929711
Asrgl1,9.948935,2.6722655,2.5489805469122307e-23,2.1204677181279147e-21,0.6308724832214765,0.2730207698102378,0.93240327,0.21647413
Sox8,9.890053,3.6835818,4.5978382923367156e-23,3.80135122815654e-21,0.5570469798657718,0.15324461025217923,0.90123796,0.10780804
Lrmda,9.820816,3.0321906,9.159900023151478e-23,7.481049046263837e-21,0.6040268456375839,0.20619148401908383,1.1545571,0.23553425
Zfp608,9.725339,1.5332645,2.3512078767096575e-22,1.8526966465451172e-20,0.7986577181208053,0.6574954263371238,1.5540507,0.82807285
Plxnb3,9.7225065,4.160822,2.417560420212251e-22,1.8994107745936605e-20,0.5100671140939598,0.06740323564228576,0.7249768,0.0578192
Fam13c,9.694297,2.055593,3.1882618951305567e-22,2.4976267382553368e-20,0.7248322147651006,0.6319905298274563,1.6971614,0.7287424
Ldlrad3,9.64733,2.6858819,5.045222678825287e-22,3.906776178099004e-20,0.6174496644295302,0.3232055099185709,0.9822486,0.230794
Sorcs1,9.574996,1.9550625,1.0186098015578992e-21,7.775581070414986e-20,0.7583892617449665,0.4626394518778922,1.5239997,0.65546596
Msi2,9.542842,1.5105374,1.3897023249938874e-21,1.0470508999913664e-19,0.7919463087248322,0.6509308749148043,1.518513,0.81155115
Tcf12,9.516115,1.0370003,1.797744028574376e-21,1.3380992257006504e-19,0.912751677852349,0.8103095742009542,1.9319396,1.3549863
Foxn3,9.512389,1.3632681,1.8633330587203874e-21,1.3830872731441108e-19,0.8456375838926175,0.6977077877820426,1.6134919,0.94106287
Pik3r1,9.481007,1.8123266,2.5184166198573758e-21,1.8590619388892221e-19,0.7248322147651006,0.5040355848907702,1.1806813,0.4962331
Nkx2-2,9.468691,5.488029,2.83371577458898e-21,2.0747123395968908e-19,0.4697986577181208,0.03056282957276608,0.70311016,0.022472983
Ppp1r16b,9.375113,2.2219582,6.910179509700533e-21,4.912077339302998e-19,0.6644295302013423,0.4373139146967034,1.1774986,0.39304256
Klhl5,9.334232,2.4892647,1.0172547817940267e-20,7.136719578800391e-19,0.6174496644295302,0.3442622950819672,0.9575982,0.25147584
Cdh13,9.320364,1.6791755,1.1594201033372415e-20,8.099595909664232e-19,0.825503355704698,0.5415934282742045,1.6072468,0.8089843
Usp16,9.227177,2.3753636,2.7786002188361016e-20,1.8712027037625577e-18,0.6241610738255033,0.3993256089249202,0.9653852,0.2725711
Ppp2r3a,9.217739,1.5021333,3.0342990637367635e-20,2.033207377621118e-18,0.7516778523489933,0.602001650105822,1.2790241,0.64995426
Sema5b,9.145822,3.2323325,5.917815346646567e-20,3.887816585926485e-18,0.5436241610738255,0.18879362915665243,0.9306996,0.15140828
Map2k5,9.132288,1.3527285,6.706652012134062e-20,4.384616534453583e-18,0.7449664429530202,0.627578290346881,1.1933308,0.64174986
Ctnnal1,9.085783,2.436281,1.0295471413705561e-19,6.649983578996837e-18,0.610738255033557,0.34799296911432365,0.8929593,0.23624633
A230057D06Rik,9.07296,1.1276909,1.1582656470159855e-19,7.463452742282862e-18,0.9261744966442953,0.7865623991103777,2.2236204,1.5626252
Glrb,9.037674,1.7426386,1.6004061564943806e-19,1.019026384478768e-17,0.7046979865771812,0.6033647810022599,1.3088715,0.5919006
Spon1,8.959163,1.7873397,3.27153742934993e-19,2.0161974937301057e-17,0.7114093959731543,0.4920543817483947,1.261315,0.54983735
Brinp3,8.953457,1.8434572,3.4452130609400357e-19,2.113535957704538e-17,0.7919463087248322,0.6291566524374933,2.088339,1.0887262
Epn2,8.802591,1.3645898,1.336931199726827e-18,7.895239854210954e-17,0.7651006711409396,0.6446891702837465,1.3292052,0.73181
Efcab14,8.645461,2.2806826,5.358848512582237e-18,2.9873912766200147e-16,0.610738255033557,0.3959536535495211,0.96482867,0.28839862
Jmjd1c,8.566675,1.0263851,1.0651574473488046e-17,5.793680285478215e-16,0.8859060402684564,0.7961401872511389,1.7971582,1.2443373
Snx30,8.500708,2.225425,1.884388441765281e-17,1.0167372977958454e-15,0.6241610738255033,0.45069412060121244,1.1249063,0.3679453
Cdh10,8.471442,1.2261986,2.4237385419370228e-17,1.2870722257282174e-15,0.8859060402684564,0.7533091796104315,2.1415627,1.4377627
Gramd3,8.442237,3.0045273,3.113203741076766e-17,1.6338239164596233e-15,0.4966442953020134,0.11905872224414392,0.70002973,0.11896408
Cnksr3,8.43879,4.449525,3.2063826486080294e-17,1.6794444789102874e-15,0.4429530201342282,0.06112565914553216,0.7600904,0.0507931
Pik3r3,8.435638,2.969893,3.2940080591215765e-17,1.7186407096814904e-15,0.6241610738255033,0.49187502241991604,1.6797711,0.4427904
Adgrl3,8.352974,0.98879045,6.656538060440119e-17,3.393950240683605e-15,0.9932885906040269,0.881766330666858,3.0265176,2.3877642
Fbxo7,8.350675,2.773091,6.78743728457797e-17,3.447607558348016e-15,0.5369127516778524,0.23675431359184992,0.7808091,0.15964673
Pak3,8.344196,1.1069001,7.169952632764605e-17,3.628185070478059e-15,0.8523489932885906,0.7413638483337518,1.739365,1.1566479
Sipa1l2,8.310124,2.3822134,9.560216515507559e-17,4.792593615143435e-15,0.5637583892617449,0.2860422570577896,0.827384,0.22068374
Shisal1,8.270548,2.8731904,1.3334434145927962e-16,6.610631835813363e-15,0.5167785234899329,0.21648670947375973,0.71297383,0.13273779
Ptprt,8.217784,1.6023031,2.0729762579170161e-16,1.0072490424996424e-14,0.785234899328859,0.618646195788643,2.0054898,1.1370744
