Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
CA1,-0.09311245562069413,367,-0.08975834983588384,486,-0.07417495615839163,402,-0.0658752704536849,778
CA2,-0.09254275965751417,23,-0.057108691203162976,40,-0.06308085607528481,21,-0.04261643066012541,33
CA3,-0.017732707666207225,217,-0.00932602946953617,336,-0.003220354685380991,209,0.014635661189277838,336
CTX,-0.015446090250900508,595,-0.005185185630574948,718,0.004594397788761063,873,0.004767324557764053,1507
Cajal-Retzius,0.10092084158814175,2,0.14936420970135567,4,0.17160716121354516,23,0.16673235004181072,36
Car3,-0.026837163884166428,21,0.009631288799556412,10,-0.035474191425796595,23,-0.030318619009408954,19
ENT CTX,-0.014886745474967024,611,-0.035937770326806735,1152,-0.007828415068656013,727,-0.014224447823722475,1520
Immature GC,-0.030247221117399335,79,0.001943576455134547,32,-5.205950795382492e-05,275,-0.0028222589149538672,117
Mature GC,-0.07839066163449693,477,-0.06835206199465982,268,-0.07736025481282381,849,-0.05244764151823383,540
PPP,-0.07104111159395878,47,-0.09990565663471855,308,-0.08321762209010389,84,-0.06418116920916693,360
ProS,-0.02971903723744157,65,-0.01631792715116745,122,-0.011643442426896303,60,0.006942070168414722,119
Subiculum,-0.07383400194980963,47,-0.07068361706646482,100,-0.05659976038660612,106,-0.06408689200340703,168
