Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
CA1,0.1049623962479571,367,0.09239018199433488,486,0.08682761986717914,402,0.08746017701063782,778
CA2,0.035508368475457776,23,0.029683177187276456,40,0.020181583860486123,21,0.04006630094628986,33
CA3,0.1512100093370493,217,0.13278958677926841,336,0.11553402876341429,209,0.12604214792363932,336
CTX,0.11842700311794703,595,0.10189258752808299,718,0.08907391194238072,873,0.1111676437739077,1507
Cajal-Retzius,-0.03576234091675502,2,-0.154331761462559,4,-0.06996295799986725,23,-0.07788227399040479,36
Car3,0.19434911559308624,21,0.14579149526399474,10,0.1591102097918501,23,0.13929647807146991,19
ENT CTX,0.1391455756052082,611,0.11617147816169274,1152,0.10707579773875492,727,0.1227506455063311,1520
Immature GC,0.07198991696068414,79,0.05665396810072819,32,0.04601150799000486,275,0.10402095955534336,117
Mature GC,0.06754563786682702,477,0.04584992374870399,268,0.06283797531373465,849,0.05889541390437657,540
PPP,0.10257145294637193,47,0.090608342002728,308,0.06529794536364657,84,0.08131553485094334,360
ProS,0.10975224726639153,65,0.08278856864062197,122,0.08851868282346657,60,0.1064103870352589,119
Subiculum,0.10698039236872578,47,0.10934659012336398,100,0.0708201342982838,106,0.058243853265475445,168
