names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Grip1,83.48532,3.2347045,0.0,0.0,0.9996655518394649,0.7533551685572775,3.4298625,1.4287293
Rbms3,78.09079,3.6277537,0.0,0.0,0.9832775919732442,0.4542658571656814,2.1759253,0.48970857
Kcnmb2,77.39338,4.8108664,0.0,0.0,0.9270903010033444,0.17714491132768814,1.7637362,0.15890837
Dlx6os1,77.073555,5.0628285,0.0,0.0,0.9357859531772575,0.1996724716408372,2.118547,0.19800866
Erbb4,73.125336,4.1361613,0.0,0.0,0.9909698996655518,0.6869308196197476,3.8616223,1.2938819
Grik1,70.52563,3.6741896,0.0,0.0,0.9591973244147157,0.44432017894232306,2.3702993,0.5652594
Gad2,70.12555,3.8961885,0.0,0.0,0.8749163879598663,0.14583000479309793,1.1159451,0.12913948
Kcnc2,68.78727,3.2940135,0.0,0.0,0.9688963210702342,0.5588752196836555,2.65066,0.85102725
Alk,66.42943,4.0291967,0.0,0.0,0.8351170568561873,0.16927624221121584,1.2712053,0.14592537
Elavl2,64.4649,2.556187,0.0,0.0,0.9481605351170569,0.4930899504713213,1.7395673,0.586813
Meg3,64.44254,1.9318348,0.0,0.0,1.0,0.9028598817702509,4.4133606,3.107841
Ptprm,64.13674,3.3714461,0.0,0.0,0.8862876254180602,0.319699632529158,1.7709157,0.38605905
Nrxn3,62.97387,2.0734491,0.0,0.0,1.0,0.9205144591787826,4.350907,2.9542453
Nxph1,62.57558,4.0286646,0.0,0.0,0.8538461538461538,0.37046652819939285,2.4977937,0.520881
Gad1,62.35553,3.092469,0.0,0.0,0.8357859531772576,0.19703626777440486,0.93380237,0.16639303
Nhs,62.089947,3.166805,0.0,0.0,0.8311036789297659,0.2026282153698674,0.9907451,0.17272995
Galntl6,61.715843,2.7577322,0.0,0.0,0.9933110367892977,0.7911008148266496,3.5470438,1.7891405
Kcnip1,61.599266,3.5653183,0.0,0.0,0.7986622073578595,0.16364435213292858,1.0218468,0.1399576
Maf,61.334785,3.1434102,0.0,0.0,0.8177257525083612,0.15789263460616712,0.98589,0.17408009
Snhg11,60.44858,1.800489,0.0,0.0,1.0,0.8067982105767695,3.225675,2.0717604
Gria4,60.34743,2.0704272,0.0,0.0,0.9976588628762542,0.7664563029237897,2.8160467,1.5561445
Abtb3,60.099762,4.3212423,0.0,0.0,0.7304347826086957,0.08811311711135965,0.81932783,0.061545473
Slc6a1,59.56687,2.6088355,0.0,0.0,0.8605351170568561,0.24744368109921713,0.957805,0.23370276
5330434G04Rik,59.47182,1.8792078,0.0,0.0,0.9725752508361204,0.6054082121744687,1.647177,0.76062226
Spock3,58.95929,2.3317358,0.0,0.0,0.9635451505016722,0.5241652021089631,1.837345,0.7172624
Sox2ot,56.864468,2.6854455,0.0,0.0,0.9361204013377926,0.4097299888161048,1.952451,0.6626178
A230057D06Rik,56.103436,1.5666372,0.0,0.0,0.9963210702341138,0.7623422271928423,2.3882682,1.4679548
Zfp536,55.44454,2.371193,0.0,0.0,0.9167224080267559,0.42374980028758585,1.6158687,0.576263
Col19a1,55.421116,3.5821679,0.0,0.0,0.7451505016722408,0.21616871704745166,1.1965382,0.17626984
Cit,55.154263,2.1884875,0.0,0.0,0.8876254180602007,0.37977312669755553,1.102338,0.36548927
Cntnap3,54.373375,3.3235621,0.0,0.0,0.7167224080267559,0.14890557597060233,0.83377486,0.12226339
A330076H08Rik,54.16935,1.6660562,0.0,0.0,0.960200668896321,0.6199073334398466,1.514308,0.75022686
Vwc2,54.085735,3.8289776,0.0,0.0,0.6775919732441471,0.09913724237098578,0.7432994,0.074740075
Dner,54.0779,1.980561,0.0,0.0,0.9207357859531773,0.4986818980667838,1.341534,0.5398828
Xkr4,53.995842,1.3962426,0.0,0.0,0.9986622073578595,0.8440645470522448,3.0525324,2.159003
Cntnap2,53.737324,1.8207711,0.0,0.0,0.9996655518394649,0.9038983863236939,3.864605,2.6542916
Rian,53.133095,1.5666697,0.0,0.0,0.9939799331103679,0.7327049049368909,2.3951504,1.4737742
Frmd5,53.01386,1.7841119,0.0,0.0,0.9869565217391304,0.7091388400702988,2.26852,1.2573112
Unc5d,52.992138,2.309769,0.0,0.0,0.9331103678929766,0.6023326409969644,2.3389795,1.0612525
Vstm2a,52.47058,2.0485845,0.0,0.0,0.8622073578595317,0.4080124620546413,1.0100968,0.35207337
Myo16,52.023888,2.0544152,0.0,0.0,0.8635451505016722,0.43912765617510785,1.1943932,0.44089082
Rasgrf2,51.7571,2.0518658,0.0,0.0,0.8812709030100334,0.4449592586675188,1.2766063,0.4844598
Fgf12,51.575855,1.4750957,0.0,0.0,0.9966555183946488,0.837314267454865,3.0145326,2.0758107
Cntnap4,51.556866,2.783764,0.0,0.0,0.7806020066889632,0.29972839111679184,1.3206072,0.33554947
Peg3,50.686375,1.55402,0.0,0.0,0.9367892976588629,0.5987777600255632,1.3317741,0.66751957
Usp29,50.275307,1.7602952,0.0,0.0,0.9177257525083612,0.5154577408531714,1.2612492,0.55777115
Kcnc1,50.187134,2.0345888,0.0,0.0,0.8040133779264214,0.3482984502316664,0.7957792,0.25993004
Cntnap5c,50.03442,2.1194668,0.0,0.0,0.9033444816053512,0.45985780476114396,1.6101586,0.6530327
Pam,50.009712,1.6199425,0.0,0.0,0.9709030100334448,0.700151781434734,2.001599,1.125747
Scn1a,49.805466,1.4903251,0.0,0.0,0.965551839464883,0.6489854609362518,1.6066219,0.8832399
