Name,Term,ES,nes,NOM p-val,fdr,FWER p-val,Tag %,Gene %,Lead_genes,Gene_Set,Direction,abs_nes
prerank,Autophagy,0.6174894075530264,1.157049945260314,0.2431192660550459,0.594731770530478,1.0,35/128,11.53%,Dapk1;Akt3;Rras2;Mapk1;Map2k1;Rragd;Prkacb;Hmgb1;Itpr1;Pik3cb;Rb1cc1;Mras;Irs2;Pten;Irs1;Mapk10;Mapk3;Gabarapl1;Uvrag;Mtmr3;Ddit4;Pdpk1;Rptor;Camkk2;Rps6kb1;Bcl2l1;Prkaca;Nrbf2;Ambra1;Rragb;Atg9a;Ppp2ca;Hif1a;Prkaa1;Raf1,KEGG_2019_Mouse,Up,1.157049945260314
prerank,Apoptosis,0.5298125855158441,1.009828558600453,0.4791666666666667,0.696312514750419,1.0,20/136,9.92%,Akt3;Mapk1;Jun;Map2k1;Actb;Birc6;Itpr1;Pik3cb;Sptan1;Hrk;Mapk10;Mapk3;Aifm1;Tuba4a;Pdpk1;Nfkb1;Bcl2l1;Bax;Birc2;Map3k5,KEGG_2019_Mouse,Up,1.009828558600453
prerank,Intrinsic Pathway For Apoptosis R-HSA-109606,0.6979294074523849,1.208764040197232,0.2426229508196721,0.719269732943312,1.0,10/49,5.63%,Akt3;Ppp1r13b;Mapk1;Ppp3r1;Ywhab;Nmt1;Ywhaz;Ywhah;Mapk3;Ywhae,Reactome_2022,Up,1.208764040197232
prerank,Apoptosis R-HSA-109581,0.6435694724797427,1.244068904145452,0.1512125534950071,0.7203479018976036,1.0,32/161,9.71%,Dapk1;Akt3;Ppp1r13b;Mapk1;Ppp3r1;Ptk2;Ywhab;Ocln;Unc5a;Nmt1;Ywhaz;Hmgb1;Ywhah;Sptan1;Dcc;Mapk3;Appl1;Dnm1l;Acin1;Dsg2;Ywhae;Stk26;Ctnnb1;Maged1;Tjp1;Add1;Rock1;Bcl2l1;Psmd14;Ywhag;Bax;Birc2,Reactome_2022,Up,1.244068904145452
prerank,Defective Pyroptosis R-HSA-9710421,0.6481867968007976,1.080077298920349,0.4031971580817051,0.7264740941715251,1.0,9/30,16.16%,Rbbp7;Suz12;H2az1;Ezh2;H2ax;Eed;H2bc4;Dnmt1;Rbbp4,Reactome_2022,Up,1.080077298920349
prerank,Programmed Cell Death R-HSA-5357801,0.637258888776845,1.247011866941225,0.1216407355021216,0.7265366990626873,1.0,43/188,11.43%,Dapk1;Akt3;Ppp1r13b;Mapk1;Ppp3r1;Ptk2;Ywhab;Sdcbp;Ocln;Unc5a;Nmt1;Ywhaz;Hmgb1;Peli1;Ywhah;Sptan1;Dcc;Mapk3;Appl1;Dnm1l;Acin1;Dsg2;Ywhae;Stk26;Ctnnb1;Ogt;Maged1;Tjp1;Add1;Cdc37;Rock1;Bcl2l1;Psmd14;Ywhag;Bax;Birc2;Stub1;Psmc1;Psmd2;Tank;Rps27a;Dbnl;Chmp4b,Reactome_2022,Up,1.247011866941225
prerank,Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769,0.7724669613448955,1.277460242225666,0.2125,0.7352372435972471,1.0,5/23,7.75%,Dapk1;Unc5a;Dcc;Appl1;Maged1,Reactome_2022,Up,1.277460242225666
prerank,Apoptotic Factor-Mediated Response R-HSA-111471,0.6511390076932589,1.039792992712987,0.4640287769784173,0.7504520239452442,1.0,2/19,4.67%,Mapk1;Mapk3,Reactome_2022,Up,1.039792992712987
prerank,Regulation Of Necroptotic Cell Death R-HSA-5675482,0.6171287719085334,1.023826881624887,0.4800693240901213,0.7665537749091416,1.0,9/27,12.43%,Sdcbp;Peli1;Ogt;Cdc37;Birc2;Stub1;Tank;Rps27a;Uba52,Reactome_2022,Up,1.023826881624887
prerank,Apoptotic Execution Phase R-HSA-75153,0.5884044170369221,1.014781210700686,0.4769475357710652,0.7726698952909361,1.0,13/44,9.71%,Ptk2;Ocln;Hmgb1;Sptan1;Dnm1l;Acin1;Dsg2;Stk26;Ctnnb1;Tjp1;Add1;Rock1;Birc2,Reactome_2022,Up,1.014781210700686
