Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154,0.85374925157553,1.6706187176694542,0.05,0.5769444402744209,0.481,6/16,5.30%,Pde1a;Prkg1;Pde11a;Kcnma1;Prkg2;Pde9a
prerank,Adherens Junctions Interactions R-HSA-418990,0.8119121770129137,1.6599191742801802,0.030303030303030304,0.3141729091918995,0.502,6/20,4.13%,Cdh10;Cdh13;Cadm1;Nectin3;Cdh9;Cdh2
prerank,O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214,0.823460920059381,1.6585542298805602,0.025,0.21265118420328366,0.506,10/18,7.34%,Adamts18;Thsd7b;Thsd7a;Adamts9;Thsd4;Adamts1;Adamtsl1;Adamts10;Adamts3;B3glct
prerank,Defective B3GALTL Causes PpS R-HSA-5083635,0.8237453699200724,1.6535705795174085,0.0234375,0.1681353489559095,0.52,10/17,7.34%,Adamts18;Thsd7b;Thsd7a;Adamts9;Thsd4;Adamts1;Adamtsl1;Adamts10;Adamts3;B3glct
prerank,Netrin-1 Signaling R-HSA-373752,0.7603687198750004,1.6097164793700272,0.02531645569620253,0.18984882830678695,0.629,6/36,2.69%,Dcc;Slit2;Unc5c;Slit3;Trpc6;Robo1
prerank,Cell-cell Junction Organization R-HSA-421270,0.7751463871541809,1.6084558543273768,0.046511627906976744,0.16012890376753286,0.633,6/29,4.13%,Cdh10;Cdh13;Cadm1;Nectin3;Cdh9;Cdh2
prerank,Eukaryotic Translation Termination R-HSA-72764,-0.8878334041732203,-1.5574320781205688,0.0,0.009372455573795384,0.004,60/81,7.99%,Rps27;Rpl22l1;Rpl27a;Rpl38;Rpl37a;Rpl4;Rps6;Rps23;Rps27a;Rplp1;Rpl30;Rps8;Rpl3;Rps24;Rpl9;Rps4x;Rpl35;Rps16;Rpl19;Rps10;Rps25;Rpl35a;Rpl22;Rps29;Rpl32;Rpl39;Rpl37;Rpl15;Rps2;Rps28;Rpl21;Rpl41;Rpl28;Rpl26;Rps21;Rpl36;Rpl6;Rpsa;Rpl14;Rpl36al;Rpl5;Rpl11;Rplp2;Rpl8;Rps3;Fau;Rps15a;Rps7;Rpl29;Rpl23;Rpl13a;Rps9;Rpl12;Rpl23a;Trmt112;Rps19;Rps5;Rpl7a;Rps20;Rps12
prerank,Cellular Response To Starvation R-HSA-9711097,-0.8688685326845204,-1.5553379613371987,0.0,0.004686227786897692,0.004,74/132,9.70%,Rps27;Rpl22l1;Cebpb;Rpl27a;Rpl38;Rpl37a;Rpl4;Rps6;Rps23;Rps27a;Rplp1;Rpl30;Rps8;Rpl3;Rps24;Rpl9;Rps4x;Rpl35;Rps16;Rpl19;Rps10;Rps25;Rpl35a;Rpl22;Rps29;Rpl32;Rpl39;Rpl37;Rpl15;Rps2;Atp6v1d;Rps28;Atp6v1g1;Rpl21;Rpl41;Rpl28;Rpl26;Rps21;Rpl36;Rpl6;Rpsa;Rpl14;Rpl36al;Fnip2;Rpl5;Rpl11;Rplp2;Rpl8;Rps3;Fau;Rps15a;Atp6v1a;Atp6v1g2;Rraga;Rps7;Rpl29;Atp6v1e1;Rpl23;Atp6v0c;Rpl13a;Rps9;Rpl12;Rpl23a;Rps19;Rps5;Atp6v1f;Rpl7a;Rps20;Rps12;Rps11;Rps15;Rpl10a;Sec13;Rpl18a
prerank,Peptide Chain Elongation R-HSA-156902,-0.8899128044125268,-1.553338832713997,0.0,0.0034712798421464384,0.005,59/78,7.53%,Rps27;Rpl22l1;Eef1a1;Rpl27a;Rpl38;Rpl37a;Rpl4;Rps6;Rps23;Rps27a;Rplp1;Rpl30;Rps8;Rpl3;Rps24;Rpl9;Rps4x;Rpl35;Rps16;Rpl19;Rps10;Rps25;Rpl35a;Rpl22;Rps29;Rpl32;Rpl39;Rpl37;Rpl15;Rps2;Rps28;Rpl21;Rpl41;Rpl28;Rpl26;Rps21;Rpl36;Rpl6;Rpsa;Rpl14;Rpl36al;Rpl5;Rpl11;Rplp2;Rpl8;Rps3;Fau;Rps15a;Rps7;Rpl29;Rpl23;Rpl13a;Rps9;Rpl12;Rpl23a;Rps19;Rps5;Rpl7a;Rps20
prerank,Eukaryotic Translation Elongation R-HSA-156842,-0.8854697207968604,-1.5515943065535223,0.0,0.0036448438342537607,0.009,65/82,9.70%,Rps27;Rpl22l1;Eef1a1;Rpl27a;Rpl38;Rpl37a;Rpl4;Rps6;Rps23;Rps27a;Rplp1;Rpl30;Rps8;Rpl3;Rps24;Rpl9;Rps4x;Rpl35;Rps16;Rpl19;Rps10;Rps25;Rpl35a;Rpl22;Rps29;Rpl32;Rpl39;Rpl37;Rpl15;Rps2;Rps28;Rpl21;Rpl41;Rpl28;Rpl26;Rps21;Rpl36;Rpl6;Rpsa;Rpl14;Rpl36al;Rpl5;Rpl11;Rplp2;Rpl8;Rps3;Fau;Rps15a;Rps7;Rpl29;Rpl23;Rpl13a;Rps9;Rpl12;Rpl23a;Rps19;Rps5;Rpl7a;Rps20;Rps12;Eef1g;Rps11;Rps15;Rpl10a;Rpl18a
