names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Neuroblast (for_DEGs),mean_expr_Rest (for_DEGs)
Ccser1,10.566963,1.1904461,4.2400408552878987e-26,2.4767369082953444e-23,0.9577464788732394,0.8607803758427772,3.0186844,2.254304
Nav1,10.519295,1.5038445,7.03983059363501e-26,3.940838501061932e-23,0.8169014084507042,0.6925835604647826,1.5836096,0.8609873
Fmnl2,10.502065,1.570164,8.45114124643627e-26,4.342548145054412e-23,0.8028169014084507,0.7164682255056664,1.7785414,0.9773179
Akt3,10.500962,1.2199371,8.550417341481766e-26,4.342548145054412e-23,0.9788732394366197,0.8389757567063549,2.5727642,1.8238051
Igf1r,10.475641,1.6068289,1.1177756558993928e-25,5.561968865558645e-23,0.8309859154929577,0.6849806340553722,1.6417838,0.86172837
Mtss1,10.461234,2.540676,1.3014986607698818e-25,6.244869466944058e-23,0.6971830985915493,0.4505809783388323,1.3583869,0.40324008
Bach2,10.314653,1.9341274,6.049938391708737e-25,2.7552855014443014e-22,0.7605633802816901,0.6151556448142304,1.646991,0.7404069
C130071C03Rik,10.073901,1.2600518,7.206147634120291e-24,2.9789105681355728e-21,0.8802816901408451,0.7749964137139578,2.0655875,1.3549945
Ncam1,9.986786,1.0304742,1.7413621052848926e-23,6.98364175656792e-21,0.9295774647887324,0.8541098838043323,2.3648756,1.7440759
Klf12,9.887343,1.4960762,4.723993951162489e-23,1.8396190937353056e-20,0.852112676056338,0.7147109453450007,1.8645287,1.0760717
Ptpro,9.709837,2.8302093,2.7377577160983944e-22,1.0077198607063542e-19,0.647887323943662,0.4113470090374408,1.467059,0.3846811
Cdh2,9.647844,1.2045678,5.019978126162994e-22,1.7517767824675278e-19,0.8380281690140845,0.76334098407689,1.9264591,1.2655032
Gramd1b,9.606884,1.4984602,7.477779118282404e-22,2.480591665533928e-19,0.7676056338028169,0.679206713527471,1.5461001,0.83599746
Cacna1c,9.546248,1.2126223,1.344775015862653e-21,4.3535065874975285e-19,0.8873239436619719,0.782348300100416,2.3606257,1.637285
Ctnnd2,9.394646,0.9604129,5.741075274876255e-21,1.7529851435900565e-18,0.9788732394366197,0.8837684693731171,3.0767632,2.453738
Ptprs,9.310749,1.2054272,1.2693448651505393e-20,3.78969961406611e-18,0.823943661971831,0.7323196098120787,1.6043782,1.00196
B3galt1,9.2989,1.0818183,1.41907144759706e-20,4.144614108362282e-18,0.971830985915493,0.8513484435518577,2.5651894,1.8977178
Cep170,9.180437,1.4459137,4.2934612304467136e-20,1.1653060935565979e-17,0.7535211267605634,0.6602352603643666,1.3554716,0.72106105
Rfx3,9.083224,1.3136858,1.0540515977890971e-19,2.7233044646724074e-17,0.9225352112676056,0.7934299239707359,2.2976267,1.5262183
Dscaml1,9.057263,1.2312685,1.3376381211663395e-19,3.390786444881089e-17,0.8309859154929577,0.7360134844355186,1.9039167,1.2334476
Dcx,8.987593,1.972924,2.527055955548872e-19,6.345980703326933e-17,0.6690140845070423,0.48167407832448716,1.1819916,0.45484197
Ank3,8.946252,0.8480549,3.6775667374859975e-19,9.065708095068692e-17,0.9647887323943662,0.8910486300387319,2.9918807,2.4434247
Fgf13,8.943128,1.7984539,3.7830970058385836e-19,9.241074231534793e-17,0.7535211267605634,0.6372113039736049,1.7548836,0.86498404
Frmd5,8.7943,1.3177431,1.4394183981532067e-18,3.3057412272116806e-16,0.852112676056338,0.7382011189212452,2.108174,1.3614073
Tead1,8.774371,2.1337411,1.71861228666039e-18,3.880597659039049e-16,0.6619718309859155,0.44208148041887824,1.2165426,0.43262333
Frmd4b,8.758919,1.8459411,1.9713201661399186e-18,4.37763412100658e-16,0.7323943661971831,0.5665614689427628,1.5786182,0.72778225
Adamts18,8.757318,4.3729205,1.999519930329656e-18,4.4038606990129394e-16,0.4859154929577465,0.11060106154066848,0.88150316,0.066040695
