names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VIP (for_DEGs),mean_expr_Rest (for_DEGs)
Rbms3,18.086992,2.7216678,4.035137020123803e-73,4.714092683944635e-70,0.9210526315789473,0.5073386574573711,1.9675236,0.65896064
Sdk1,17.931187,2.984357,6.732805658688957e-72,7.236419521958891e-69,0.8771929824561403,0.45988920066191813,1.9663377,0.5746054
A230057D06Rik,17.851686,1.6876146,2.8044046057010754e-71,2.8982442982764573e-68,0.9956140350877193,0.785596086049356,2.5707746,1.5579005
Cnr1,17.73832,2.7514718,2.121883777176718e-70,2.1116672997310524e-67,0.8508771929824561,0.4371177782574286,1.4912394,0.41292056
Zfp536,17.606865,2.6763942,2.1819782201129937e-69,2.0939198133727192e-66,0.9210526315789473,0.4726958774012519,1.9717499,0.67664003
Sntg1,17.427494,1.7073839,5.1033498744583305e-68,4.72851762505846e-65,0.9956140350877193,0.8120728109935966,2.9726262,1.8988422
Meg3,17.33661,1.7555085,2.489914780170766e-67,2.2301336714396163e-64,1.0,0.9125116914885963,4.42626,3.237451
Cntn6,17.32925,2.7782333,2.829911346617369e-67,2.4528941252777004e-64,0.868421052631579,0.4043816101877833,1.7283595,0.5158862
Abtb3,17.078808,3.7804844,2.1343299965799383e-65,1.7921702190032171e-62,0.7412280701754386,0.15184545650766243,1.0918989,0.13460273
Pde4d,17.052547,1.8143169,3.346216388958186e-65,2.724631344585044e-62,1.0,0.8226850852579323,3.0159323,1.8746393
Zmat4,16.899796,2.251187,4.514744786944712e-64,3.5679762478001295e-61,0.9342105263157895,0.5968774731995108,2.0075908,0.8560555
Slc35f1,16.500134,2.0643578,3.6608254730020745e-61,2.7323994572101594e-58,0.9473684210526315,0.6515216922080725,2.1476076,1.0326811
Limch1,16.462366,1.829286,6.837434704123751e-61,4.965455959454194e-58,0.9605263157894737,0.7283257788330095,2.067891,1.0797597
Sobp,16.44929,1.6959996,8.485760329841846e-61,6.000325791127642e-58,0.956140350877193,0.7367076768112814,2.0929012,1.1612549
Vip,16.444359,6.329042,9.20544121357975e-61,6.342312959202253e-58,0.6535087719298246,0.04723361392905964,1.43938,0.039247774
Usp29,16.385403,2.110541,2.431559612533536e-60,1.6334001697194027e-57,0.881578947368421,0.5557234333405281,1.5584409,0.62523055
Gad2,16.276917,3.1193292,1.4393985111346592e-59,9.433326340045926e-57,0.7631578947368421,0.2191884308223613,1.1668713,0.22677067
Snhg11,16.227968,1.642101,3.198750243865763e-59,2.046438548873168e-56,1.0,0.8259946758759623,3.2450607,2.186254
Grik1,16.15579,2.873817,1.0338350198811327e-58,6.460266740513032e-56,0.8728070175438597,0.4961867760270523,2.2109468,0.74591494
Cntnap2,15.851007,2.0367272,1.3834420448951613e-56,8.448429033257497e-54,0.9956140350877193,0.9134470105763004,4.1356516,2.7723303
Robo1,15.83491,1.7722226,1.7871297095044683e-56,1.0671150065418903e-53,0.9912280701754386,0.7903446291100079,2.8506637,1.7529718
Igf1,15.617345,4.668051,5.546769043619452e-55,3.1050350875428053e-52,0.6447368421052632,0.08227210590689978,0.9902988,0.06443473
5330434G04Rik,15.515172,1.7162324,2.7389792901752907e-54,1.5019668066736746e-51,0.9298245614035088,0.6422404489531621,1.6844567,0.8484056
Ccser1,15.327558,1.4425234,5.0045359533733455e-53,2.689437621342836e-50,1.0,0.8601338225771639,3.1815827,2.2506046
Kcnip1,15.186706,3.2074714,4.331486760142828e-52,2.2820990048046626e-49,0.7192982456140351,0.22739045974530542,1.2068968,0.22606394
Prox1,15.136005,2.5086439,9.373688193032667e-52,4.8436731105151494e-49,0.7982456140350878,0.3041225987481114,1.2156234,0.3484568
Ogt,14.894633,1.3693988,3.571396712212975e-50,1.7771005492067154e-47,0.9692982456140351,0.7708108497014173,1.847397,1.1210684
A330076H08Rik,14.881224,1.6523439,4.364442157302514e-50,2.1322283775767008e-47,0.8991228070175439,0.6542197280379883,1.6157696,0.82531226
